LR_A_coefficients,LR_A_features
0.018935167238662745,abl balloon
0.013054588216767513,abl constitut
0.012292139838649073,abl could
-0.016864849873689358,abl eic
-0.00545472810349349,abl for
0.01629014036407247,abl had
-0.03708569908281834,abl in
-0.010525371544707698,abl is
0.039118109652464636,abl of
0.019331054620110383,abl sign
-0.0039240874215744105,abl to
-0.010794749737936751,abl was
0.018935167238662745,abl we
-0.008529581022829998,abnorm
-0.008529581022829998,abnorm embryo
-0.012723185536959104,abort
-0.012723185536959104,abort fetus
-0.008995611597265321,abound
-0.008995611597265321,abound in
-0.07647183484324184,about
-0.006061739939600424,about adapt
-0.03838741217251285,about and
-0.01587158815988014,about assum
0.013147984936500797,about av
-0.019360440773260247,about behavy
0.010899965889107447,about between
-0.01152876699246507,about chang
-0.012901798053747152,about cily
-0.025909370308755723,about comp
0.018922708013671293,about consequ
-0.011622242769292291,about dam
-0.01654102942281178,about describ
0.007583902541554028,about eight
-0.008760832047668038,about endog
-0.014427347687699143,about evolv
-0.010744270595984777,about four
0.007032854858497806,about ha
-0.011151036247725404,about heavy
0.01859714771567055,about hierarch
0.02567568754359523,about how
0.018932951090413954,about hum
-0.012901798053747152,about hypotrich
0.02219782225524563,about in
0.01183710426879117,about individ
-0.002052594104318674,about it
-0.01712170299260648,about kg
-0.007752623509353576,about mb
-0.004277312850095998,about of
0.022419459848318182,about orang
0.019966301001550033,about specy
0.006780406432375457,about ten
-0.06270988272772512,about the
-0.007257305800518839,about their
-0.010010203732897021,about thi
-0.012084978108399334,about thyroid
0.00950914871009219,about to
-0.011622242769292291,about tol
-0.01094105926137157,about transit
0.01097958113223775,about urb
0.007688791260857974,about wheth
0.012559224984389782,about year
-0.008849000506371182,about μm
-0.06704799186785486,abov
-0.025909370308755723,abov and
-0.01712170299260648,abov calc
0.010113783060838077,abov ground
0.010347259208726388,abov in
-0.025609078510041777,abov man
-0.009080871205933184,abov ment
-0.009947099395396961,abov ng
-0.010525371544707698,abov or
-0.01178818809525246,abov review
0.011603557510638712,abov sea
0.007944941491902955,abov that
-0.013263871320415942,abov vary
-0.01596165188150985,abov with
-0.07216674010796446,aboveground
0.019274962565339507,aboveground biomass
-0.012954685154377862,aboveground lit
-0.017589775162970712,aboveground plant
0.008613365840725078,aboveground stand
-0.08794887581485357,aboveground veget
-0.017901100037189564,abrog
-0.00924315448250098,abrog grow
-0.009748432392433068,abrog the
0.00924276275835971,abrupt
0.00924276275835971,abrupt from
0.06659203044933239,abs
0.012287593023350871,abs and
0.016937998583995067,abs at
0.010347259208726388,abs can
0.02508878470559447,abs dat
-0.014494779180721699,abs due
-0.009539952278870164,abs for
0.001339512293560753,abs from
0.011503906399802756,abs in
0.01316087733212958,abs mat
0.014247139990405866,abs of
0.023316136635343484,abs or
0.009087067334267148,abs ril
0.009597454130486786,abs shrub
0.01872870736789825,abs survey
-0.012450729617820091,abs thi
-0.012409625726063122,abs to
-0.013802232269752475,abs toe
0.007948941503738533,abs was
0.0074983468873331075,absenc
0.0074983468873331075,absenc dat
-0.04962398678988538,absolv
-0.01221966162732258,absolv amount
-0.014533224911148898,absolv config
0.01617823742615384,absolv dens
-0.026584666504453958,absolv elev
-0.015414469504188098,absolv rel
-0.007752623509353576,absolv term
-0.06005887660298644,absorb
-0.020832709361012794,absorb and
-0.011282965709492805,absorb distribut
-0.009148849574442085,absorb maxim
-0.008967071550106995,absorb moreov
-0.009947099395396961,absorb spectrometry
-0.012833099031575937,absorb suv
-0.05827744980933146,abstract
-0.010916000299588217,abstract ar
-0.009277869095363109,abstract no
-0.010916000299588217,abstract on
-0.010916000299588217,abstract that
0.005999221284762039,abun
0.005999221284762039,abun dant
1.764148387398321,abund
0.006196942839085672,abund abund
-0.01272448661786328,abund account
-0.008937524789284116,abund affect
-0.008988667302049981,abund allow
0.041639277177171835,abund among
0.016066661256598214,abund an
0.5806879552882485,abund and
0.007583902541554028,abund ant
-0.01679406078788392,abund appear
0.016750507332415746,abund ar
0.013962371100075732,abund army
0.043402290348876035,abund as
0.011980537568471193,abund assocy
0.08208499176339729,abund at
0.0164066978108142,abund bas
0.009087067334267148,abund bat
0.018879828094584696,abund being
0.04396597627239477,abund between
0.02910965480828258,abund biomass
0.0038440275471079127,abund bird
0.010319586416681514,abund body
0.01086521262034476,abund both
0.013171789904302875,abund brevifron
0.022604496790524772,abund but
0.007062623815663568,abund by
0.008309815323731791,abund can
0.015293993559895738,abund chang
-0.019313770560650804,abund colony
0.03192110762667202,abund comp
0.011036672408447612,abund conclud
0.00426181224025899,abund could
0.02508878470559447,abund dat
0.013892221886333541,abund declin
0.013316373218035938,abund decreas
-0.017229367552699548,abund did
0.04603242765601384,abund diff
-0.0905045002951354,abund distribut
0.028891878582786024,abund divers
0.01746717648251557,abund dur
0.0164066978108142,abund ear
0.011760888403729387,abund epiphyt
-0.013540742401939511,abund ev
-0.0084005209822395,abund express
0.011790039367744934,abund famy
-0.014733627227981537,abund fluctu
0.07121206330067914,abund for
-0.01248748455714126,abund found
0.011160735501590047,abund four
0.04393938241554207,abund from
0.013881518165501807,abund frug
-0.009027901224048389,abund genet
0.02899020184736017,abund group
0.027533913684429426,abund habit
0.0027750097625561456,abund hent
0.005726811581992499,abund howev
0.018574264284618724,abund import
0.39821885739164053,abund in
0.05339780768578586,abund increas
-0.017595436233905658,abund ind
0.02074483524912589,abund insect
0.019504093466533815,abund insid
0.006780406432375457,abund irrespect
0.03132408026632035,abund is
0.03682174121338141,abund it
-0.01272448661786328,abund lead
0.007948941503738533,abund leaf
0.013316373218035938,abund loc
-0.022594683666165766,abund loss
0.016066661256598214,abund low
0.013676897657059428,abund main
0.011160735501590047,abund maj
0.020228898975902097,abund may
0.018922708013671293,abund meas
0.007148916637656641,abund met
0.013316373218035938,abund might
0.012087122859413343,abund mir
0.014116339235447792,abund model
0.010485521271714707,abund mor
0.012287593023350871,abund most
0.012436392172529532,abund non
0.01395742844808501,abund numb
0.008191864840839037,abund observ
0.020096742609032044,abund obtain
-0.09327722233782293,abund occup
0.016355805272427415,abund occur
0.5894153443038382,abund of
-0.008280019816123656,abund oft
0.01640452649560398,abund on
0.04728943285520078,abund or
0.022326038336481457,abund our
0.01641202218979214,abund ov
0.022029618283290683,abund pattern
-0.017595436233905658,abund peak
0.012567717573977753,abund pollin
0.005453935343792774,abund pot
0.005290958955669949,abund prob
0.009968440309006819,abund proport
-0.03551601071289469,abund protein
0.015632275030326617,abund rar
-0.008937524789284116,abund reduc
-0.010738661939090921,abund rel
-0.017595436233905658,abund remain
0.007000283206948551,abund resourc
0.020430139561101863,abund respect
0.010141689073952638,abund respons
0.039382921447388634,abund rich
-0.012836825610486739,abund sangu
-0.013540742401939511,abund select
0.015632275030326617,abund short
0.02667005774119648,abund show
-0.00956913664098129,abund silk
0.02363491430522209,abund silverey
0.028380285168114475,abund simil
0.16108778295340112,abund specy
-0.017595436233905658,abund stabl
-0.008937524789284116,abund stat
0.014607001864092702,abund stingless
0.014315547670651473,abund strongly
0.002900907667479917,abund structure
0.0035773683515642153,abund such
0.019784067205188383,abund suggest
0.011467130005383162,abund supply
0.0201313512530944,abund tax
0.017416952741790153,abund than
0.0222446156388314,abund that
0.04698651247487103,abund the
0.018574264284618724,abund thes
-0.011538040411491608,abund tim
0.028447977504062565,abund to
0.014858711836853786,abund tot
0.007861634799739652,abund trap
0.005251411546755051,abund tre
0.03499735492029721,abund und
0.015440904449595092,abund up
0.01875337879362414,abund us
0.0005706576164507227,abund vary
0.007657410305697425,abund vascul
0.192486530580212,abund was
0.027227688354235727,abund we
-0.008895437842074283,abund wel
0.11656111875448329,abund wer
0.006780406432375457,abund when
0.015518767659754698,abund wher
0.027830230741887625,abund wherea
-0.0033467858581322824,abund which
0.01668169492091656,abund whil
0.0027820353370246313,abund widespread
0.012243963536921585,abund wil
0.05054144834394034,abund with
0.017926297279407175,abund within
0.019504093466533815,abund without
0.09364353683949127,abundance
0.01872870736789825,abundance and
0.01872870736789825,abundance between
0.01872870736789825,abundance differs
0.0374574147357965,abundance in
0.004730890802969171,abundânc
0.004730890802969171,abundânc de
0.020739346569530578,aby
0.020739346569530578,aby in
-0.1087912539730328,ac
-0.007817873513011869,ac gen
-0.015635747026023737,ac in
-0.007817873513011869,ac ind
-0.015635747026023737,ac is
-0.007817873513011869,ac lack
-0.015635747026023737,ac protein
-0.013786168710325286,ac rubr
-0.007817873513011869,ac stabl
-0.007817873513011869,ac termin
-0.007817873513011869,ac the
-0.007817873513011869,ac when
-0.005291334661405975,acac
0.008237789676087497,acac and
0.008237789676087497,acac both
0.008237789676087497,acac mang
-0.0350870407599426,acac meamsi
-0.0072960628839797955,acac nilotic
0.011589421957254445,acac salign
-0.07583020433479759,academ
-0.011442730298983298,academ achiev
-0.02117616620176243,academ commun
-0.011442730298983298,academ counsel
-0.010058837420142292,academ research
-0.010588083100881215,academ sci
-0.011442730298983298,academ support
-0.010985783407477743,academ year
-0.010819752424886657,acanthophor
-0.010819752424886657,acanthophor spicifer
-0.012409625726063122,acanthur
-0.012409625726063122,acanthur nigrofusc
0.03428955132171214,acar
0.009735366051647319,acar commun
0.026643012454472956,acar dur
-0.21158074671985036,acc
0.02926686379312299,acc and
-0.010142502458721041,acc but
-0.011473572907825004,acc by
-0.010677247661077128,acc che
-0.015568972366597024,acc cheaply
-0.01527570848011341,acc chimer
-0.020013228719593934,acc control
0.005975969278475311,acc estim
-0.015452300156017519,acc evalu
-0.009838228182123102,acc for
-0.009554135276129224,acc id
-0.011865950888553264,acc it
-0.017801403374179424,acc judg
-0.014766490953877116,acc numb
-0.06547504222916904,acc of
-0.007723772007182737,acc pearson
-0.022489539859753063,acc pict
-0.014733627227981537,acc predict
-0.020285004917442083,acc proxy
0.03235647485230768,acc reflect
-0.007460657793383276,acc reproduc
-0.010142502458721041,acc than
-0.027560463946327166,acc the
-0.008446265225683895,acc toxin
-0.007817873513011869,acc tre
-0.02139231729188804,acc when
-0.010142502458721041,acc whol
-0.05563960803822766,accas
-0.011127921607645532,accas act
-0.011127921607645532,accas confer
-0.011127921607645532,accas genet
-0.011127921607645532,accas inhibit
-0.011127921607645532,accas is
-0.03263813686307875,acceiv
0.00974123540723882,acceiv biodivers
-0.013605256915769325,acceiv by
-0.011538040411491608,acceiv gen
-0.015808582849457964,acceiv metagenom
0.005768159748990796,acceiv model
-0.010287218078539525,acceiv reward
0.01541205448596367,acceiv stress
-0.007213463343152809,acceiv the
-0.007829839530371797,acceiv typ
0.011808143372605929,acceiv yield
0.005902479473615001,accel
-0.010582121806928326,accel body
0.015035452720280488,accel develop
0.015035452720280488,accel faun
0.016988955626877494,accel invertebr
-0.011709006912484885,accel leaf
-0.010493033128961042,accel mort
0.011503313087771578,accel spid
-0.01843471087172642,accel the
0.019894476605975927,acceptable
0.019894476605975927,acceptable the
0.010183264390670058,access
-0.017269450570317816,access and
-0.019177289121551873,access area
-0.00969328285725406,access at
0.009213628349840648,access by
-0.010336498654453035,access cel
0.009167147551426133,access common
0.14128546819264648,access habit
-0.016003978384989303,access km
-0.01514435639997192,access mvad
-0.01514435639997192,access numb
0.004020138430718351,access of
-0.009774252479120456,access set
-0.010916000299588217,access spec
-0.015454459690352295,access than
0.0032878917366089976,access to
-0.013540742401939511,access web
-0.04695310813218351,accid
-0.018842158795962,accid caught
-0.011732934462447222,accid ecolog
-0.010744270595984777,accid was
-0.010744270595984777,accid we
-0.025019949542644533,acclim
-0.009148849574442085,acclim in
-0.0173952479591417,acclim to
0.0038663740365601973,accom
0.0038663740365601973,accom pany
0.007058169617723896,accommod
0.007058169617723896,accommod count
-0.05168404118824194,accompany
-0.04036581084773013,accompany by
-0.010242986601955053,accompany ecolog
0.00839857680625938,accompany land
-0.016025259595264997,accompany the
-0.000682003110257429,accompl
-0.016529346917759213,accompl bree
0.029313854811718925,accompl collect
-0.013540742401939511,accompl the
0.005541518552785446,accord
0.010387740182184909,accord are
0.010168421678965039,accord clear
-0.007538630623455053,accord inhibit
0.0029681813202927457,accord low
-0.007050448854503812,accord tgf
-0.007538630623455053,accord thes
0.038577334819699875,accord to
-0.015454459690352295,accord we
-0.030922564466037257,accord with
-0.025118601810103197,account
-0.010058837420142292,account among
-0.006857976923496298,account composit
0.017648309274474135,account for
0.009998149591484465,account habit
-0.012090367656856036,account in
0.009213628349840648,account includ
0.007032854858497806,account is
-0.03375439316078594,account of
0.0011498694483667539,account the
-0.010198075223046157,account to
-0.01623907634561764,account volunt
0.004562620015650792,account when
-0.017209828941346175,accret
-0.017209828941346175,accret to
-0.012423885082071743,accru
-0.012423885082071743,accru genom
-0.12514135404702678,accum
-0.013605256915769325,accum at
-0.011151036247725404,accum by
-0.02102328214728719,accum carbon
-0.013786168710325286,accum ceas
-0.013520991239523857,accum chemotherapy
0.02374733753615334,accum curv
-0.03643272198875895,accum in
-0.0072960628839797955,accum increas
-0.016867091722449924,accum lamot
-0.01179276513325541,accum main
-0.0072960628839797955,accum min
0.008613365840725078,accum occur
-0.05424713276716908,accum of
-0.010582121806928326,accum ov
-0.01458865265763014,accum prevy
0.008613365840725078,accum prim
0.019504093466533815,accum rat
-0.006782775965686135,accum selen
0.005176125316000166,accum soil
0.011992946985504155,accum thes
-0.010936943157910913,accum through
-0.008446265225683895,accum toxin
-0.0010249688742675572,accum was
-0.012447615022282725,acenaphthyl
-0.012447615022282725,acenaphthyl the
0.05997960712956796,acerifol
0.02998980356478398,acerifol common
0.02998980356478398,acerifol in
-0.009834286697634118,acervulin
-0.009834286697634118,acervulin eimer
-0.0944283914183642,acet
-0.05486381538797038,acet acid
-0.016379375360420643,acet and
-0.006857976923496298,acet of
-0.018415423914922444,acet optim
-0.008189687680210321,acet sign
-0.1024363140401671,acetaldehyd
-0.012804539255020888,acetaldehyd compens
-0.012804539255020888,acetaldehyd emit
-0.025609078510041777,acetaldehyd exchang
-0.025609078510041777,acetaldehyd flux
-0.012804539255020888,acetaldehyd in
-0.012804539255020888,acetaldehyd mix
-0.006857976923496298,acetobact
-0.006857976923496298,acetobact malor
0.11355280763277395,acetochl
0.08516460572458046,acetochl and
0.028388201908193487,acetochl nematicid
0.0304338303887069,acetosell
0.0304338303887069,acetosell carex
-0.019201379713888675,acetyl
-0.011127921607645532,acetyl coenzym
-0.00924315448250098,acetyl cystein
-0.010677247661077128,acetylcholinesteras
-0.010677247661077128,acetylcholinesteras ach
-0.03203174298323139,ach
-0.021354495322154256,ach and
-0.010677247661077128,ach must
0.036282835172673965,achiev
0.007336361569790534,achiev an
-0.011442730298983298,achiev and
-0.012901798053747152,achiev bas
-0.002594822879893885,achiev by
-0.011442730298983298,achiev gap
-0.008988667302049981,achiev glob
0.01086521262034476,achiev in
0.032762592657838596,achiev nat
-0.011019562283354352,achiev now
0.01404221564455755,achiev on
0.009892269530740412,achiev sign
0.0031375341697792345,achiev simil
-0.0026082692989096348,achiev the
-0.015436921096081205,achiev their
0.009087067334267148,achiev thes
0.016988955626877494,achiev thi
0.010271173203749836,achiev through
0.005393663911982336,achiev we
0.011467130005383162,achiev when
-0.10046063336111752,achromat
-0.05023031668055876,achromat commun
-0.05023031668055876,achromat spp
-0.008079790197076008,achrysocharoid
-0.008079790197076008,achrysocharoid parasitoid
-0.010664487569404722,acicul
-0.010664487569404722,acicul amphimelan
-0.36260686479087473,acid
-0.009522523104834023,acid aa
-0.007817873513011869,acid acc
-0.02917730531526028,acid addit
-0.04674548670679692,acid and
-0.023856850188081303,acid as
-0.0741746242432904,acid bacter
-0.014490392871657105,acid cit
-0.029209981057991764,acid composit
-0.012833099031575937,acid dca
0.020486994002466265,acid deposit
-0.007888363217080814,acid dissocy
-0.006562889997303045,acid each
-0.015389603625879229,acid exhibit
-0.016758381581038335,acid fa
-0.009522523104834023,acid ffa
-0.014490392871657105,acid glucon
0.018879828094584696,acid grassland
-0.012833099031575937,acid haa
-0.013062471522238108,acid id
-0.03701821485118493,acid in
-0.01458865265763014,acid manip
-0.031150049736375463,acid min
-0.006857976923496298,acid no
-0.010941962243258304,acid of
-0.01458865265763014,acid or
-0.010188121847901724,acid permut
-0.006857976923496298,acid produc
-0.016758381581038335,acid profil
-0.01094340160358295,acid receiv
0.01183849357208472,acid soil
-0.015389603625879229,acid sug
-0.012833099031575937,acid tca
-0.010819752424886657,acid the
-0.02917730531526028,acid tre
-0.007606985263284502,acid which
-0.017141967258082872,acinetobact
-0.010188121847901724,acinetobact pantoe
-0.007998087922046416,acinetobact pseudomona
0.00950914871009219,acknowledg
0.00950914871009219,acknowledg as
-0.037756708364550695,acoust
-0.008839166061921554,acoust camer
-0.017678332123843107,acoust camera
-0.026871052992528777,acoust commun
-0.010525371544707698,acoust ecolog
0.01809830566409441,acoust survey
-0.05348318195830798,acquir
-0.013520991239523857,acquir drug
-0.009441795515176987,acquir from
-0.0180682343943837,acquir malar
-0.010222295985297482,acquir through
-0.012083765869459084,acquir until
-0.06106424792054503,acquisit
-0.01016642063954297,acquisit alloc
-0.03442059838625468,acquisit and
-0.00873297544169335,acquisit funct
0.005326897690682969,acquisit is
-0.009652455468927706,acquisit of
-0.01458865265763014,acquisit the
0.026109176433535025,acr
0.013054588216767513,acr southwestern
0.013054588216767513,acr the
0.010716641480027394,acridoide
0.010716641480027394,acridoide eumastacoide
0.028388201908193487,acrobeloid
0.028388201908193487,acrobeloid pratylench
0.05580683287226226,acrocarp
0.05580683287226226,acrocarp moss
0.08303109415032467,across
-0.015422705414122453,across afric
0.05935754211740974,across al
0.06336469983443552,across an
-0.017119905002321342,across and
-0.010287218078539525,across asoc
-0.016114091709396396,across austral
0.0067188063940578765,across bee
-0.017595436233905658,across biogeograph
-0.011282965709492805,across biolog
-0.011326239785728739,across biomonit
-0.010582121806928326,across bird
0.009390886953317523,across birmingham
-0.022594683666165766,across borneo
0.013071799521810189,across bound
-0.013679180151522754,across broad
0.008774724466956,across class
0.01848552551671942,across clim
-0.013679180151522754,across commun
-0.02304621375881232,across contin
0.014927778546062776,across croft
-0.016000105409122677,across dat
-0.016114091709396396,across degr
-0.01970289813619197,across diff
0.016063271568119018,across divers
0.015035452720280488,across each
-0.021687576741624578,across ecoreg
-0.01272448661786328,across ecosystem
0.0025027720767735757,across ecoton
0.05442566819805209,across edg
0.02367698714416944,across england
-0.03423909799149412,across environ
-0.02304621375881232,across europ
0.01217785704513859,across fent
-0.0009624204005306453,across fiv
0.023013787253579367,across forest
0.020663106275048294,across four
0.011589421957254445,across frag
-0.008531109643079576,across genom
0.030806447070213266,across grady
0.027495055364777712,across habit
0.021349096835960812,across hard
0.00813742917056472,across ireland
0.01532968743965234,across island
0.01901829742018438,across land
0.0027644069042960413,across landscap
-0.030617208534518423,across larg
-0.011658975119995222,across loc
-0.026532632605252748,across many
-0.01637045656978213,across multipl
0.009634346886470717,across nat
-0.02649430985130142,across on
-0.009132031136861118,across ontogeny
0.013218557704661843,across oth
0.01005587652850045,across our
-0.022594683666165766,across polit
-0.016000105409122677,across publ
0.007451327919377867,across rang
0.014529985565796589,across reg
-0.025901355609384655,across scal
0.0035715066275096995,across scot
0.02094601691490565,across season
-0.01651025463224334,across select
0.051947543942286,across sit
-0.01735384698117989,across som
-0.01623907634561764,across sou
0.013415410188637783,across southern
-0.011342547954146503,across speak
0.007769219843628996,across specy
-0.02084699217084755,across strains
0.00839857680625938,across such
0.008191864840839037,across survey
0.007058169617723896,across tax
-0.013679180151522754,across temp
0.008365470481721695,across the
-0.006382402236261131,across thes
0.0009585365936786989,across thi
0.02159075070347521,across three
-0.015659679060743593,across trait
0.029482408725891127,across trop
0.013218557704661843,across urb
0.028583731981062135,across vary
-0.015635747026023737,acss
-0.007817873513011869,acss fus
-0.007817873513011869,acss was
-0.18137561632897983,act
-0.010556800000623402,act affect
-0.023468242366515693,act against
-0.010794749737936751,act alk
-0.011046625890305315,act along
-0.015209845842080159,act among
-0.0033044069680651478,act and
0.01049118218629177,act appear
-0.006857976923496298,act apply
-0.01152876699246507,act approxim
-0.01068629479600203,act ar
0.011980537568471193,act area
0.01551749129659542,act arthropod
0.04434663811402712,act as
-0.032366039535725755,act at
-0.009398281637854267,act autotroph
-0.012954138215501235,act bas
0.0165381931899513,act beetl
0.011992946985504155,act benefit
0.021023630310645997,act both
-0.013984756209214065,act but
0.00896175037784562,act by
0.008612618700403333,act can
-0.02205506563761396,act carbon
-0.01179276513325541,act caus
-0.012457061534025279,act cellulas
0.009213628349840648,act certain
-0.014521551444693855,act collect
0.012936745367352969,act complet
-0.02770943285072001,act compound
-0.017209828941346175,act compr
-0.011019562283354352,act concern
-0.007538630623455053,act confer
-0.010198075223046157,act connect
0.014159217947110569,act conserv
0.005393663911982336,act continu
-0.011726419014867729,act correct
0.009213628349840648,act dam
-0.01133401029361943,act demonst
0.02709774232770611,act dens
-0.00873297544169335,act direct
0.012436392172529532,act dispers
-0.011046625890305315,act doc
-0.010981993011764937,act dos
-0.010258824971541963,act ear
0.010442412030395526,act eith
0.012936745367352969,act enh
-0.011726419014867729,act evid
-0.012737618123618042,act exhibit
0.016063271568119018,act explain
-0.019020311334904748,act fee
0.025102131408175864,act fem
0.027274783223462808,act field
0.024851626575645554,act fir
-0.006402867728518261,act for
-0.029888351600012148,act form
0.013659927322475845,act fronty
-0.007901545170175274,act gen
-0.010188121847901724,act gener
0.01138857726485603,act had
0.005393663911982336,act hav
-0.009947099395396961,act heavy
-0.02518469291117999,act how
-0.014234648053242989,act howev
-0.009080871205933184,act hum
-0.005493544065257006,act in
0.029224581283080097,act includ
-0.015358033281935602,act inhibit
-0.015575024868187732,act interact
-0.009934120024788986,act intestin
-0.015808582849457964,act involv
-0.010461725509502785,act is
-0.021971566814955486,act learn
-0.021354495322154256,act level
-0.008288373185203307,act low
-0.009748432392433068,act main
-0.010010203732897021,act margin
-0.020702638346519094,act mech
-0.00999228276325909,act metabol
-0.014490392871657105,act metabolit
-0.010362485000386166,act moa
-0.006368809061809021,act model
-0.009934120024788986,act no
-0.009928586622124737,act numb
-0.15919866029296886,act of
-0.008714187614401306,act on
-0.006988131568117662,act or
0.009213628349840648,act oth
-0.010362485000386166,act our
-0.026584666504453958,act overrid
-0.007050448854503812,act pa
0.021699899443125645,act pattern
-0.01154272406727563,act period
0.023552110118172473,act phosphatas
0.025011119799255375,act plan
-0.027459999162774994,act protein
-0.00872414476104004,act rady
-0.012457061534025279,act rath
0.01479034266586382,act reason
-0.007901545170175274,act red
-0.014533224911148898,act rel
-0.013604160031740625,act research
0.03900781460172811,act rest
0.009597454130486786,act result
-0.010287218078539525,act risk
-0.00873297544169335,act second
-0.009723581876817279,act seek
-0.006782775965686135,act selen
0.0164066978108142,act short
-0.011127921607645532,act show
0.028447977504062565,act sign
0.007840325878362255,act subsist
0.026981424570459343,act such
-0.013073485849698457,act tak
0.02395809597823612,act that
-0.013108881880517256,act the
-0.011726419014867729,act ther
0.009213628349840648,act they
0.03453481860812785,act thi
0.02033146466192806,act to
-0.00584992566899752,act tox
0.015781522163960383,act track
-0.007050448854503812,act up
0.005450925000005611,act upon
0.01097958113223775,act urb
-0.010981993011764937,act us
0.016945420815735513,act util
-0.00873297544169335,act volunt
0.01839201174360652,act was
0.009579589966883814,act we
-0.0345518856361868,act wer
-0.007538630623455053,act which
0.007803641386641992,act year
-0.007901545170175274,acti
-0.007901545170175274,acti orf
-0.013062471522238108,actinobacter
-0.013062471522238108,actinobacter and
-0.030686062089513026,actinomycet
-0.015343031044756513,actinomycet isol
-0.015343031044756513,actinomycet of
0.02883923739048325,active
0.02883923739048325,active carbon
-0.03161517176643467,aculeat
-0.005690834948661686,aculeat from
-0.010287218078539525,aculeat in
-0.009539107527065348,aculeat of
-0.009539107527065348,aculeat spat
0.01592801751496856,acuminat
0.01592801751496856,acuminat willd
-0.047582683620511504,acut
-0.024437129088783975,acut bee
-0.009875919607451215,acut infect
-0.008886686252570629,acut leth
-0.01147788649308257,acut tox
-0.07477599107594526,ad
-0.012457061534025279,ad as
-0.029835454265159524,ad cloac
0.018931607396648144,ad comp
0.013868489615534135,ad empty
-0.008280019816123656,ad extend
-0.015575024868187732,ad for
0.009892269530740412,ad habit
-0.009720136193754067,ad libit
-0.011226973609351059,ad many
-0.02152869517598084,ad mobl
-0.026871052992528777,ad new
-0.015475655530806053,ad som
-0.0072960628839797955,ad through
-0.0071159842458189924,ad to
0.012322211185061096,ad un
-0.24150351516422824,adapt
-0.005983355143654495,adapt across
-0.011380523885792491,adapt an
-0.047983853977667856,adapt and
-0.014338698548618798,adapt can
-0.014733627227981537,adapt diverg
-0.009818269390622393,adapt evolv
-0.010198075223046157,adapt fin
-0.016333071016323635,adapt for
-0.014302402662483315,adapt furtherm
-0.03893375555133553,adapt in
-0.014302402662483315,adapt is
-0.008988667302049981,adapt it
-0.010058837420142292,adapt learn
0.01760891576138919,adapt man
-0.024035305862359073,adapt may
-0.012084978108399334,adapt mech
-0.013060160736691692,adapt might
0.008630262522331195,adapt nat
-0.016500654571570968,adapt of
-0.019916548581340166,adapt or
-0.014338698548618798,adapt our
-0.011658975119995222,adapt pattern
-0.010765844782246311,adapt physiolog
-0.014733627227981537,adapt prevy
-0.010582121806928326,adapt rady
0.021349096835960812,adapt rec
-0.013062471522238108,adapt remain
0.01521362430099792,adapt reptil
-0.024537154550270616,adapt respons
-0.009958274290670083,adapt second
-0.01134370605169553,adapt specy
-0.02638938455636995,adapt to
-0.01476199977091478,adapt within
-0.15686270275625103,addit
-0.01458865265763014,addit addit
-0.038417471265341,addit and
-0.013006438340662932,addit as
-0.012457061534025279,addit bioga
-0.00872414476104004,addit both
-0.009162437481876203,addit cliff
0.007583902541554028,addit collect
-0.018516737966591344,addit com
