x,y,Fold_id,p_1_0,p_50_0,p_50_1,p_50_2,p_50_3,p_50_4,p_50_5,p_50_6,p_50_7,p_50_8,p_50_9,p_100_0,p_100_1,p_100_2,p_100_3,p_100_4,p_100_5,p_100_6,p_100_7,p_100_8,p_100_9,p_150_0,p_150_1,p_150_2,p_150_3,p_150_4,p_150_5,p_150_6,p_150_7,p_150_8,p_150_9,p_200_0,p_200_1,p_200_2,p_200_3,p_200_4,p_200_5,p_200_6,p_200_7,p_200_8,p_200_9,p_250_0,p_250_1,p_250_2,p_250_3,p_250_4,p_250_5,p_250_6,p_250_7,p_250_8,p_250_9,p_300_0,p_300_1,p_300_2,p_300_3,p_300_4,p_300_5,p_300_6,p_300_7,p_300_8,p_300_9,p_350_0,p_350_1,p_350_2,p_350_3,p_350_4,p_350_5,p_350_6,p_350_7,p_350_8,p_350_9,p_400_0,p_400_1,p_400_2,p_400_3,p_400_4,p_400_5,p_400_6,p_400_7,p_400_8,p_400_9,p_450_0,p_450_1,p_450_2,p_450_3,p_450_4,p_450_5,p_450_6,p_450_7,p_450_8,p_450_9,p_500_0,p_500_1,p_500_2,p_500_3,p_500_4,p_500_5,p_500_6,p_500_7,p_500_8,p_500_9,p_550_0,p_550_1,p_550_2,p_550_3,p_550_4,p_550_5,p_550_6,p_550_7,p_550_8,p_550_9
espécy de scarabaeina coleopter scarabaeida de fragmento floresta com dif níveis de alteração em sant mar rio grand do sul thi study aim to contribut to the scarc dat on the scarabaeina faun of the rio grand do sul brazil twenty four sampl wer mad with pitfal trap bait with hum excr rot meat and fer banan in three forest frag with diff degr of disturb in sant mar rs between may and april in ord to investig the divers of scarabaeina in thes habit and learn about the fee pref in rel to the bait us and the temp distribut of specy a tot of individ of specy wer collect the greatest rich of scarabaeina was found in a forest frag with larg siz and highest conserv level wherea the greatest abund occur in a forest frag with intermedy level of perturb the spring then sum was the greatest period of rich and abund of scarabaeina the rich and abund wer posit correl with temp dur the study period hum excr was the most attract bait in numb of specy and individ aim to help the fut id of study specy is pres a loc id guid contain an illust dichotom key ecolog inform and illust of specy of scarabaeina cit to sant mar through an extend lit review was poss to provid a prelimin list ev nonex of gener and specy of scarabaeina cit for rio grand do sul wid the distribut of sulcophanae rhadamanth harold to rio grand do sul being a rec record of the sam wher it was not capt near year,1.0,6.0,0.6699894947486557,0.5903380278820244,0.5964708666060866,0.5691159466660639,0.57578575453926,0.5882740694519177,0.5811251562392177,0.589904492582312,0.5808377738993642,0.5820511899494268,0.5867192438125854,0.5996581270294155,0.6199624504208239,0.5950936645726945,0.5992757167811145,0.6085865471979378,0.6202561861533648,0.6095470317971097,0.6128641429396169,0.5903945308705215,0.5966499484697585,0.6372903059075398,0.6236581223381626,0.6206373928221881,0.6250934235117496,0.6163363316352405,0.6461288271783543,0.6449176883541567,0.6287133871383754,0.6002469499789331,0.6207967559769035,0.6501559103801053,0.6231401967543752,0.6447929508636008,0.6340088243251526,0.6336956420694316,0.6577769737775631,0.6727290489169581,0.6341049472714461,0.6316538419403588,0.6377461678037786,0.6664859297109785,0.6501358229332939,0.6600424121731656,0.6654196429947228,0.6485436379964676,0.6694739484235298,0.6818170966317197,0.6357944000996495,0.6450506948902235,0.6366190403691022,0.6777825701762703,0.6543873026126829,0.6681834692621804,0.6590387798662792,0.6543252900150112,0.6806155653928473,0.6741275234448206,0.651732834318979,0.642508004982702,0.6386073775275263,0.6769260124685051,0.6570947674858483,0.6828495196402792,0.6647352383454287,0.6694049810351116,0.6723437730528284,0.6651204305170266,0.6649407753863259,0.6528838605826748,0.6418679241835026,0.6733494131663487,0.6568697266238499,0.6630479205379659,0.6767659437450665,0.6535112732943231,0.6579756554922669,0.6608048966041177,0.6737342423945022,0.6605696447290983,0.651414166689011,0.6852443793089477,0.6665632276223067,0.6701635748868825,0.6677727545654016,0.6695813472216876,0.6688645715689883,0.6667475515649482,0.6674915665646078,0.6644380910607355,0.6606319423240709,,,,,,,,,,,,,,,,,,,,
pattern and magnitud of temp chang in av commun in the ecuad and the trop and rank first among the worlds hotspots of biodivers and endem yet ar threatened and littl study we contrast pop trend in av divers in mont cloud forest bosqu altoandino and simil forest degrad by the plant of introduc tre specy bosqu introducido in the mazán reserv ecuad we describ chang in bird divers and abund in thes habit ov year and evalu the nat of chang within thes av commun on the bas of count detect and net capt of specy of landbird ind of simil between the habit wer low with on of specy occur in both forest typ from  to  specy rich decreas from to in bosqu introducido and from to in bosqu altoandino capt rat also declin from to bird per mist net hr in bosqu introducido and from to bird per mist net hr in bosqu altoandino we expl vary pot interact fact that might hav caus the observ chang in bird commun includ chang in veget within the mazán reserv and environ chang result from glob warm but our result also suggest that loc and reg chang in habit outsid of the mazán reserv wer lik respons for som commun chang within the reserv we argu for increas pop monit to ver trend and to strengthen the effect of conserv effort in the and,1.0,1.0,0.7239930970639068,0.5821888070569122,0.5965009110764795,0.5711856439984687,0.6014858854052048,0.6192140704180269,0.560594254166888,0.5858437346158,0.614181268023577,0.5997083503203798,0.6015768588002361,0.6472132449213807,0.644599679870315,0.6047135992639974,0.6164167012657237,0.6668741470455902,0.6012766366315815,0.6282512249698465,0.6395854925486352,0.6359170371539201,0.6238843458173295,0.6791194444933346,0.640823889765928,0.6398279519466211,0.6400748791681083,0.6698980599350326,0.630520783558811,0.6567420543545107,0.655943062559637,0.6609744312529298,0.6529502016956984,0.6618934367801225,0.6729990388934274,0.6644576057992114,0.6455427397883752,0.6537334568246721,0.6513059899282423,0.6661506411741096,0.6738650173728025,0.6755537608045878,0.6756950753117644,0.6744955453726688,0.6701703175848992,0.6738315545829373,0.6622123806240686,0.6623958117816957,0.6722580638400099,0.6831771316395264,0.6808867445855042,0.6615123446540739,0.692595455938432,0.6935220604802306,0.6772509604969281,0.674498875349474,0.6720081459731441,0.6712237011080942,0.6856631425805793,0.6933660273624281,0.6874510521035786,0.665898154879675,0.694648202390756,0.7041509451732468,0.6956057021918866,0.6808436772103714,0.6843309656407865,0.6825359649147764,0.6981696478948158,0.7144701748508487,0.6974722266632722,0.6756914229711038,0.7125413596247206,0.7242220673104242,0.7047379970821045,0.6907508395046075,0.7023387505519397,0.6938476545033285,0.7163107805729851,0.7254120428826341,0.7076729864283385,0.6959488692923457,0.7171273249511043,0.7285882121370031,0.7140292749202404,0.7159143590599211,0.7167350170064349,0.719111266676293,0.7215140598735846,0.7183783348273042,0.7211139142057701,0.714416842236915,0.7242216231115849,,,,,,,,,,,,,,,,,,,,
pop dens of understorey bird across a habit grady in palaw philippin imply for conserv ther is widespread concern for many understorey and ground dwel bird specy in the philippin that appear intol of forest alt we pres dens estim for key bird specy in old grow forest adv and ear second grow and act cult within the puerto princes subter riv nat park in palaw six specy wer not record in cult and the abund of thes and sev oth increas along the success grady from cult to old grow forest elev specy includ fiv endem and three of four threatened specy had highest dens estim in old grow forest howev sev specy had high dens estim in the heavy disturb habit and every habit typ held highest dens of at least on of the bird specy the commonest habit assocy across the bird commun was a pref for area contain larg tre ind the import of ret of such tre in allow suit ground and understorey microhabit to persist old grow forest hav the highest conserv valu for palawans endem bird and whil som specy thrive in the anthropog habit that occ within the park the pres ext of cult and assocy success stag within it bound should not be increas we caut against extrapol of the abund fig from the park to the whol island but we suggest that pop siz for the threatened specy ar lik to be much gre than prevy thought we urg auth to strengthen man within the protect are network in palaw to ens surv of key specy,1.0,6.0,0.8499050730404673,0.6315705058919749,0.6320874942108277,0.6288853547965474,0.6434260021916389,0.6489592106324554,0.6196153834242684,0.6317069798504797,0.6588911987815504,0.6112538421363738,0.6553276061011886,0.6902848035435775,0.7104198471966461,0.7003045937391591,0.6879556038670234,0.7159760601076557,0.6526810699122693,0.6867608057452533,0.705093103438381,0.6813198646760159,0.6955425641593993,0.7170436054350531,0.7182303923947936,0.7318394381254824,0.7348180696377371,0.74124173534883,0.7130275686025974,0.740737965738814,0.729419055861186,0.7226835262675161,0.7154522490363016,0.7659719635935401,0.74753378379401,0.7752337714310236,0.770523438355547,0.7660478919690397,0.7456896284401158,0.7679770229082375,0.7493546752604104,0.751259078327689,0.7585871503182492,0.7830962573860999,0.7754646909467509,0.7886719137730863,0.7978559427084159,0.7775152062613975,0.7807793637560804,0.7898047398875483,0.7806627956340672,0.7710458943444882,0.790769755240586,0.8116130869303163,0.808300001072114,0.8102806947988382,0.8200891660262377,0.811636379398104,0.8022164087170544,0.8138963027734291,0.7973637340279162,0.779242179056653,0.8145836389757329,0.8230326851594325,0.8261112040758914,0.8308090054560505,0.830939615274808,0.8294441099397004,0.8302274886810282,0.8290901472500715,0.8220160034287275,0.8030856867989169,0.8306080929938705,0.8359571891945224,0.8278984715846263,0.8375738750632744,0.8327263463454037,0.8413890680140739,0.8371944400729996,0.8280863848874508,0.8316828085958857,0.820041815732479,0.8429920093897585,0.8464410169638419,0.8394247284156109,0.8441867644817417,0.8401870678239399,0.8495463238428601,0.8430207591934797,0.845993105681056,0.8431735625431587,0.8394724987745803,0.8502433623512683,,,,,,,,,,,,,,,,,,,,
effect of land us on nocturn bird in a mediter agricult landscap knowledg on the effect of land us on commun composit and specy abund is cruc for design real conserv strategies particul in high dynam system such as mediter agricult mosa that ar subject to intend cult we investig thes effect on the nocturn bird specy occur in the study are ston curlew burhin oedicnem red neck nightj caprimulg ruficol barn owl tyto alb euras scop owl ot scop littl owl ath noctu tawny owl strix aluco long ear owl asio ot short ear owl asio flamme and eagl owl bubo bubo across an agricult nat habit mosa in cent spain for three consecut year shar of vineyard scrubland herbac cropland wat body and road sign affect the composit of the nocturn bird commun herbac cropland and ol grov which cov of the study are prov to be neut for al specy remn patch of nat and sem nat scrubland around of the study are and wat body on of the study are show a posit effect on eagl owl euras scop owl long ear owl and red neck nightj vineyard of the study are had a neg influ on eagl owl long ear owl and euras scop owl our result ind first that the rel ext of land us typ was app not rel with the pres of nocturn bird specy and second that nat scrublands and wat body ar key habit for ass the persist of nocturn bird in agricult mediter landscap cur land plan focus toward land us intens wil lik increas the area of habit that ar neut or hav advers effect on nocturn bird,1.0,7.0,0.6430376491020684,0.6103469171052516,0.5662743731482384,0.5860863498612185,0.5706410953671055,0.5804889688475235,0.571542279539281,0.5694342468807696,0.5655545066689287,0.5441675554976646,0.55031341324566,0.5709483069101211,0.5850293403909558,0.6225187263289583,0.6147306410934651,0.6288993630621802,0.5785407292028288,0.5871293949255061,0.6071832219453501,0.6045305442632061,0.5962830448472509,0.593930984478086,0.5895289344635367,0.6455247612412771,0.6413215711097934,0.6042399782201303,0.5927825340418886,0.607910536868053,0.6000918116220738,0.6127968126853943,0.6014078164297935,0.5992855860830223,0.5950952022063536,0.6018526096314059,0.6619360075544451,0.6121220137383665,0.6044589546506509,0.6111241568507872,0.6167768122067274,0.61787948390805,0.6138713267361515,0.6190414161082124,0.606812086882172,0.608780323206599,0.6736245369484513,0.6111252044780822,0.6179461440551353,0.6246560388976344,0.6409136624433343,0.6338792533086163,0.6300447835709428,0.6198934190729897,0.6190500172861636,0.6131316555403856,0.6125069908270677,0.6178613457925615,0.6166477961972151,0.626050622970191,0.6435100908098809,0.6384393490173963,0.6294308546132437,0.6195039089595354,0.6286840702410622,0.6222927270455774,0.6226623560957179,0.6310086059211448,0.6277279269966328,0.6331123278511385,0.6437959916234153,0.6425048716207419,0.6350482981096686,0.6285767257318821,0.6343286971866999,0.6307906722857289,0.6254695151733116,0.6334772674508179,0.6381072064064944,0.6389442506179227,0.6411642587463303,0.6406509417431704,0.6384392222615832,0.6374588971089118,0.6391214491706935,0.6351582077770865,0.6419606872941381,0.6446100469455914,0.6472258397313767,0.6399203641120621,0.642329246649587,0.6409504698067249,0.638110881589455,,,,,,,,,,,,,,,,,,,,
do eucalypt plant provid habit for nat forest biodivers plant forestry contribut to the econom grow of many reg but may also produc ecolog impact e g on biodivers that can be reduc with prop man we assess the valu of eucalypt plant to fav habit connect at the landscap scal by determin their abl to provid habit for specy assocy with the nat veget for thi purpos we comp divers and composit of underst veget in low man eucalypt plant in young intermedy ready for harvest and mat stag with pin plant nat forest and shrublands we estim the tru specy rich with chao estim and comp among habit the av specy rich at two diff loc scal per plot and per sit shannon ind and biovolum of herb shrubs and tre in the underst us anova or glzs depend on dat distribut diff among habit in underst specy composit and funct typ wer comp with permanov and wer graph repres us nmds ordin at loc scal divers tend to be high in nat commun nat forest and shrublands and low in plant lowest in intermedy eucalypt plant divers across al study sit was again lowest in eucalypt plant in intermedy ag but was rel high in oth plant due to a high specy turnov in young and mat eucalypt plant eucalypt plant wer simil to shrublands in underst specy composit and funct typ when young becom mor dist to them when old and mor simil to pin plant and nat forest nat forest wer the most distinct commun with pin plant being the most simil to them nat forest harb the rarest specy and wer also assocy with see dispers by vertebr intern ant and wind dispers wer the most common in shrublands and eucalypt plant giv the prev of eucalypt plant in som reg determin and improv if feas their abl to harb biodivers of nat commun becom a cruc goal in ord to increas landscap connect and fav specy persist at reg scal in the study reg eucalypt plant provid habit for specy typ of shrublands when young but do not contribut sign to the maint of the underst biodivers assocy with nat forest consid the distinct of nat forest we fav protect and wher feas rest of nat forest ov man eucalypt plant for biodivers to best improv conserv outcom,1.0,4.0,0.8822857879709516,0.6397716522643888,0.6574358054015356,0.6623056523955232,0.6231935459125277,0.667881357586525,0.6711106965292839,0.6518727181787644,0.6854991039522209,0.6141804238392999,0.6522587494843068,0.7073850495272203,0.6981097585039011,0.7561472178937056,0.7242157985680985,0.7297679388601048,0.7176067021515266,0.6993413101788534,0.7492737794252092,0.6885916946502335,0.7126575344594847,0.7573124075507416,0.7577394100421201,0.7701466490941297,0.7494067446579777,0.754528323094988,0.7533501565688642,0.7511772474286447,0.7774055322011864,0.7556315026621808,0.774249015127718,0.8034019991072424,0.790052398220985,0.794792192614946,0.7825523634365309,0.7846387421687333,0.7945927524728457,0.7895885350429995,0.8030797135953777,0.7661571666014992,0.7965107802391524,0.8289272039855647,0.8152906480368318,0.8130733146662251,0.7988007382096564,0.8247165287912133,0.8195095314256458,0.8139612652536196,0.8293739461850318,0.8023531707253498,0.8158230763001119,0.8400491949463103,0.8489830235393424,0.8390313246040623,0.8257415673843718,0.843639360393402,0.8463188574631996,0.8396546430649116,0.841130089355846,0.8282239702069208,0.8304663531689627,0.8567683657947534,0.866310573444087,0.8562918602009456,0.8432122804098203,0.8528641025802016,0.8586152515837114,0.8492052913435763,0.8590825809190166,0.8425497236949483,0.855509438915946,0.8669684885313855,0.8692740897918533,0.868735204755587,0.8628928775545371,0.8554762297888009,0.8654212550501623,0.8607214537277619,0.8626128579625629,0.8585453159410432,0.862913780957158,0.8783372091979869,0.8766583200518638,0.8789799619283938,0.8743143672667524,0.8696901132451039,0.8781496625985309,0.8670682133188119,0.8737413935044728,0.8763725741844348,0.8779233965573684,,,,,,,,,,,,,,,,,,,,
the import of novel and agricult habit for the avifaun of an oc island conserv man can no long rely on protect pristin habit but must consid the wid landscap thi is espec tru on oc island wher endem specy ar believ to be particul suscept to the extinct risk that accompany land convert despit thi ther is a pauc of study examin how endem commun on oc island may be distribut across such hum mod habit tak príncipe island in west afric as a cas study we investig how av commun vary across the habit prim forest second forest agricult area of thi glob import cent of endem her rec policy reform aim at poverty allevy and increas food produc ar rapid alt the cur land us mosa across al habit bird specy wer encount survey point in second forest and agricult area wer on av mor divers and held high overal abund of bird than thos within prim forest thi was tru for both the entir av assembl and the endem specy alon nevertheless two iucn list specy wer restrict to prim forest and many oth endem occur at high dens within thi habit we demonst that agricult area and novel habit such as second forest can hold high abund of endem specy and thu hav the pot to act as a resourc for biodivers conserv a doubl stranded approach to conserv is theref requir that both protect the integr of the prim forest and control the rapid chang in agricult land us to ens that it continu to support a larg compon of the endem avifaun,1.0,3.0,0.8836694080886351,0.6618583577726881,0.6607996663074179,0.6582207432850967,0.6481383410558996,0.6872370921527519,0.670683083571886,0.6362393520688062,0.6448931166100781,0.6363286790236893,0.6536109384874904,0.7158343971170553,0.73336346707474,0.7244343825027603,0.7105087500124317,0.7390086634322058,0.7145039853423045,0.7197340833629005,0.7075500086731468,0.7184749165497225,0.6982488534183534,0.7657646934582074,0.7754768179317635,0.7643874401137442,0.7583936265157233,0.7667043531447819,0.7565756618829672,0.7695995906402487,0.7647503026638285,0.7622534071940741,0.7402051828011975,0.7935327016533836,0.8024513492439967,0.7977528551645577,0.7924996813039903,0.8038557959718264,0.787846792863178,0.7962645157934929,0.8043161359951807,0.7923299964867008,0.7824208131932818,0.8038415532308145,0.8159984901615723,0.8169374630592924,0.8211869621144101,0.8303081752715266,0.8119621124780321,0.814245100748521,0.8303568215553941,0.8210554330419195,0.7902396287890626,0.8310372505655786,0.8378019847938036,0.8486417107346436,0.8304506544130619,0.8496353671393907,0.8236426572442868,0.8373548554209351,0.8493190001296945,0.8390844803780826,0.8143464351537568,0.8524991676228295,0.8563463952817181,0.8571779449498044,0.8443319932785852,0.8630501658949461,0.8496876889437464,0.8511438249396054,0.8609661992776916,0.8578887058853529,0.8408252073975588,0.8691874300718426,0.8630494213396186,0.8736028617349249,0.8607460043934005,0.8754918925419055,0.8630850962064748,0.8609442992457855,0.867539250001912,0.8698153125395388,0.8540195765286153,0.8754492754090403,0.8760088575321825,0.882816831293937,0.8758820770849323,0.8796074680684233,0.8760538918966962,0.8763297791304306,0.8774082005726146,0.8740371065603313,0.8688816981116378,,,,,,,,,,,,,,,,,,,,
efecto de la extracción de turb sobr la composición y estructur de un turber de sphagnum explotad y abandonad hac año chil magel sphagnum peatland ar charact by their abl to maintain biodivers and wat cyc of subantarct ecosystem togeth withit contribut to the glob carbon stor through the slow produc and accum of peat through indust peat extract thes wetland hav becom an econom resourc for the past year gen impact on the landscap hydrolog and flor of thes ecosystem to evalu the effect of peat extract on peatland veget we study a sphagnum peatland exploit year ago in the loc of río rub provint of última esperanz magal chil plot of m wer study in ord to determin diff in specy composit and plant cov in tot tax wer ident of thes wer aly to the study are al class as invas sign diff wher found in flor composit between the exploit and non exploited the mech mod of the are as a result of peat extract and construct of drain channel fav the ar of exot flor specim such as rumex acetosell carex canesc holc lanat and hierac pilosell,1.0,2.0,0.4925335346975283,0.5142081967711083,0.5038816643835407,0.5120991036700326,0.506726703303828,0.5027228378743885,0.5123238662782138,0.4926870142952797,0.5002062138875746,0.5149275914229926,0.49196579976103144,0.5079348943687039,0.4933901478590711,0.5291888771398708,0.5109826589663512,0.5128756396769582,0.5411157165244667,0.4975199844606631,0.49649524005695495,0.5174657276028589,0.4856705526621068,0.5013212764635686,0.5000071873896244,0.5260454373449776,0.5061371133892609,0.5114741377465291,0.5373105576395657,0.5081252228299318,0.4853632718910279,0.5117243406381325,0.4872080363678956,0.5026437151817814,0.48873562341627774,0.5160279884145463,0.5179307646324125,0.5210262819595419,0.524887406578184,0.5144707740982033,0.4837162616355073,0.5133256141180705,0.4889100141961661,0.5065484455428648,0.49583477863636854,0.5241850720759137,0.5004751886318161,0.5138951088529538,0.5165384113712195,0.5210534345849815,0.48998488419438785,0.49857303749362764,0.4867101473842279,0.515178135923347,0.49045614858713704,0.5135648905108434,0.4999882817701246,0.5014809590453769,0.5113365606112797,0.5079710201127722,0.49699998048695326,0.4923162583290619,0.482697044739071,0.5035432778143483,0.48552622535235124,0.5052383050556896,0.4904163485552935,0.5002808760952456,0.511277479299104,0.5071723019609307,0.4958067030542457,0.48889200724414267,0.48196538403421885,0.5027555507506631,0.48481459153293943,0.49674549407170665,0.49535207947664284,0.5077924789788586,0.5108235367583467,0.5043800573068383,0.4871152798451629,0.4884403311634782,0.4804288145878816,0.4979197035067463,0.4929224850606681,0.4951717794448065,0.4940228482174756,0.49514660242351644,0.4991580446775951,0.4935362046947637,0.4775436006847265,0.500190160595537,0.48163196272565967,,,,,,,,,,,,,,,,,,,,
vascul epiphyt and climb plant divers in an agroforest landscap in southern chil a comparison among nat forest frag vascul epiphyt and climb plant divers in an agroforest landscap in southern chil a comparison among nat forest frag we comp the divers of vin and vascul epiphyt among an evergreen forest frag laureliops philippian y eucryph cordifol and four frag of second forest domin for nothofag obliqu in an agro forestry matrix landscap loc in the coast rang of osorno in chil bas on a sampl transect with ground bas observ we obtain the specy rich flor composit frequ of occur fo and forest structure the result show that the rich was high in the evergreen forest specy and decreas in the frag of n obliqu to specy the hymenophyllacea famy epiphyt was the most divers group specy and pres mor fo in the evergreen frag vin increas their fo in the frag of n obliqu four and fiv specy wer found on in evergreen forest and n obliqu respect flor simil rang between and the stat of forest develop vary among forest commun we conclud that chang in specy divers occ as a result of chang in forest structure,1.0,5.0,0.9028383257940163,0.684358452828971,0.7202294361045914,0.6588179933253234,0.6689811719705322,0.7064755821821893,0.7006076603826142,0.6800398433256172,0.6785044846913992,0.701154335850956,0.6833793616761644,0.7359059959773924,0.8002866883592962,0.738569142354652,0.7534285773056023,0.7592541997278345,0.7766967931807311,0.7680827688710704,0.7532535160926267,0.7423310511579092,0.7455910182887666,0.7848849949837896,0.8308524970745281,0.7815046451725146,0.7971205439113909,0.7945477737117133,0.8123760700650551,0.7796365006949846,0.7854649626291342,0.7741078252845626,0.7891491677274121,0.8098896715142014,0.8296717925411377,0.820401287075537,0.8313263491487746,0.8187087655793742,0.837511624585598,0.8172913268963292,0.8251303571402158,0.8007041131148225,0.8130639574563044,0.8401481318141478,0.8473135359679534,0.8476997041152278,0.8431310327507152,0.8419393093755435,0.8462431687106029,0.8377113507112037,0.8416167254826872,0.8383711970258343,0.8327588160802407,0.8638827223249231,0.8572145115866012,0.8606206197847576,0.8563016705435494,0.8620896379363496,0.8675145878859464,0.8608571021019649,0.8650852337103058,0.8536434972684667,0.8476434134622503,0.8723264825002206,0.8691684567290474,0.8830024917336924,0.8695056215528528,0.8760706876909811,0.8825666412242649,0.8757058240166037,0.8718686589037583,0.8645822640999995,0.8650453932968276,0.882413804915786,0.8831808757463068,0.887436141843579,0.880393792963747,0.8857214533228426,0.8866235213979727,0.8861839437949556,0.8835973116839351,0.8786535640917348,0.8900831017302571,0.8985214352237947,0.89678421485956,0.899555679862916,0.9009613269036116,0.8998384822173956,0.898225452736086,0.8973160341601518,0.8989574398988829,0.8972599759093455,0.9013097954632378,,,,,,,,,,,,,,,,,,,,
assess the effect of select log on bird in neotrop piedmont and cloud mont forest in trop and subtrop forest ther is limit inform about how to integr sustain timb man with the conserv of biodivers we examin the effect of select log on the bird commun to help develop man guidelin to ass the conserv of biodivers in forest man for timb produc the study design consist of control and harvest plot in piedmont and cloud forest of the subtrop mont forest of the and in northwestern argentin we conduc bird point count survey combin with dist estim bree season bird commun composit was mor simil between control and log forest in both the cloud forest and piedmont than between the two elev prob becaus neotrop bird commun chang dram along elev grady within each elev zon commun composit chang sign between harvest and control forest both between and within each elev zon no sign diff in bird dens wer detect simil when we analys bird dens accord to diet guild no gen pattern could be extract howev we found a sign gre dens of cav nest and low of non cav nest in control plot prob becaus most tre that can develop suit cav wer extract in log plot and thes plot had a gre structural divers en mor nest resourc group specy accord to their nest habit requir has rar been us in the neotrop and oth trop and subtrop forest but focus man at on cav nest might address the most sensit port of the av commun as wel as oth specy depend on tre lik to hold cav,1.0,6.0,0.8374005736164112,0.6444383632091947,0.6307519537214749,0.6221065274253643,0.6512115780250575,0.6750240231764986,0.6269070587108936,0.6176990656681745,0.6571439966084464,0.644971898961073,0.6130189880972546,0.6889373671884582,0.6672198606081012,0.6608758350674795,0.7148516835176623,0.7161614610027794,0.6586659843979902,0.687001068121771,0.697044054918354,0.6885813288797102,0.6609890622380714,0.7069483962794395,0.6940283513727526,0.7009583181475298,0.7587798622181982,0.7667231351471996,0.7019271717644776,0.7252966135647672,0.7158477107530502,0.7250644691768621,0.6972522998139792,0.7368656448307688,0.7323834921142528,0.7338799337089087,0.7766332870221823,0.7858596456368702,0.7379234771627181,0.7571523147069934,0.7463578918122701,0.7672768210972649,0.7383347602205456,0.7688433710445607,0.754863759387077,0.7634167430945531,0.7993993093630656,0.7823145816659036,0.7542330765264393,0.7754599631893258,0.7809148191198771,0.7702844159213974,0.7710466384235763,0.7927045086351691,0.7662305402859725,0.7846237502001602,0.8097311958839929,0.7999564734142983,0.7789224685837042,0.7832485899635918,0.7951652381884247,0.7846859583320769,0.7870625026885223,0.8073978455514534,0.7982116318734961,0.8002491501895143,0.8117873231907562,0.8117050115546929,0.807090691196971,0.7996520918599032,0.807708631662942,0.8037209448256383,0.8041057078585603,0.8144231537023412,0.820211966327164,0.8189672021019971,0.8237886432607737,0.8282662241157696,0.8161059695371579,0.8129428749798117,0.824992174030243,0.8142500655986006,0.8224705769263931,0.8288580044904517,0.8295469376968567,0.8315437591546776,0.8319821636163686,0.8374683172114048,0.8303813991431652,0.8340555823078737,0.8309820002619893,0.8291314211425139,0.8355896459177315,,,,,,,,,,,,,,,,,,,,
the effect of reduc impact log on fruit fee butterf in cent amazon brazil the amazon reg repres mor than a half of al trop forest in the world and has been threatened by many anthropog act includ sev kind of timb harvest the reduc impact log ril is consid a less destruct method of timb harvest but ther is a gen lack of inform about the effect on amazon invertebr includ butterf we investig the effect of ril on fruit fee butterf by comp canop and underst between an are und ril and a control are without ril the canop faun is diff and sign rich than the underst faun show that sampl on the low strata underestim the divers of fruit fee butterf the effect of ril wer main detect in the underst butterf assembl as sign diff wer observ in specy composit within thi stratum effect of the ril regim which includ tre cut skid trail and road op ar stronger in the underst than in the canop explain the report diff despit the detect effect of ril on the composit of fruit fee butterf assembl the overal divers was not affect a simil pattern has been detect in many oth group ind that a not part of the divers of many tax could be preserv in area und ril man theref in view of the problem of cre protect area in the amazon ril is a good altern to preserv fruit fee butterf and sur many oth tax and it might be a desir econom altern for the reg,1.0,8.0,0.6447698220802348,0.5597508242117094,0.560249443394833,0.5394296183767663,0.5599934075100772,0.5765928614363857,0.5572346755486101,0.567762819118445,0.5633337885510444,0.5457685519234187,0.5544698769379203,0.5714787238002006,0.6036818065292666,0.5916482973737979,0.5773129790256994,0.5744962729627145,0.5906414528952856,0.5780928715469436,0.5969752307385598,0.5878558017475807,0.5668693495546662,0.5838828103435441,0.5863521862691311,0.5849416152311702,0.6026319904363405,0.5977593280922553,0.5978876882168735,0.5960675703437238,0.6234331151511496,0.578434728655597,0.570483160408724,0.6066545121660036,0.6232912740475338,0.6053419671617225,0.5978855772609988,0.5910533883797101,0.603995499492384,0.6147351872177688,0.6298351783640563,0.5896932174668351,0.5830455715980636,0.6336788964896056,0.6306423878034897,0.6080748821486738,0.6093884089856331,0.5834625200088455,0.6031826009549734,0.6299557633955236,0.6411130155434327,0.5986827134656255,0.5957253115694386,0.6341988888991238,0.634466861692533,0.6199234107488187,0.6139960884941653,0.610539559116282,0.6157132595765384,0.6155393916011015,0.6571043226854639,0.611791283466778,0.5985115097795688,0.6414590666750756,0.6363660054360627,0.6257899961100927,0.6329413508892395,0.6281110404802615,0.6192943366353659,0.6236796425290638,0.6295489535451971,0.6181573350186792,0.6118694070717322,0.6452342913169321,0.6379970160752353,0.6243633958733402,0.6461417113086627,0.6318123143090474,0.6324328225710744,0.6230184091808735,0.6226081491868326,0.6204550791476595,0.6271308299081167,0.6479349367854081,0.6394859131937312,0.6304346245087052,0.6467120227122455,0.6416234888050433,0.6322734795362487,0.6385934037550487,0.6296854099838398,0.6302411737292181,0.6412942726542782,,,,,,,,,,,,,,,,,,,,
