Unnamed: 0,Search,Title,Abstract,UT,SE_index,p,Relevance,TitleAbstract,Set,p_4_0.0,p_4_0.1,p_4_0.2,p_4_0.3,p_4_0.4,p_4_0.5,p_4_0.6,p_4_0.7,p_4_0.8,p_4_0.9,p_4_1.0
468,medit,"Evaluating different harvest intensities over understory plant diversity and pine seedlings, in a Pinus pinaster Ait. natural stand of Spain","Although modern forestry takes into consideration the analysis of the effects of forest management on plant structure, diversity and seedlings, little is known about how those parameters respond to harvest techniques in the Mediterranean region. We investigated the effect of three different harvest intensities, respect to uncut controls, on understory plant species functional groups, richness, diversity and pine seedlings in a natural Maritime pine stand in Spain, three years after harvesting. The harvest treatments produced a reduction of the number of Pinus pinaster seedlings and woody species cover, and an increase of species richness (total and of annual species) and plant cover of annual species respect to control plots (CO). The Shannon diversity values showed no differences between treatments. These results emphasize that the tree harvest treatments analyzed are not suitable for the management of this P. pinaster stand. Otherwise, the reduction of pine seedling density by harvest treatments and the changes in richness and cover of functional groups would not induce the natural regeneration of this stand maintaining the understory plant layer.",WOS:000263175800016,6,0.683710059,1,evalu diff harvest intens ov underst plant divers and pin seedl in a pin pinast ait nat stand of spain although modern forestry tak into consid the analys of the effect of forest man on plant structure divers and seedl littl is known about how thos paramet respond to harvest techn in the mediter reg we investig the effect of three diff harvest intens respect to uncut control on underst plant specy funct group rich divers and pin seedl in a nat maritim pin stand in spain three year aft harvest the harvest tre produc a reduc of the numb of pin pinast seedl and woody specy cov and an increas of specy rich tot and of an specy and plant cov of an specy respect to control plot co the shannon divers valu show no diff between tre thes result emphas that the tre harvest tre analys ar not suit for the man of thi p pinast stand otherw the reduc of pin seedl dens by harvest tre and the chang in rich and cov of funct group would not induc the nat reg of thi stand maintain the underst plant lay,new,0.744416129900948,0.6783411544903303,0.6379312237183513,0.6122604093698258,0.5954802157174282,0.5848394468822005,0.5791241566773616,0.5780847978210679,0.5824613399647655,0.5947946986794339,0.6225684177054662
504,medit,SEED BANKS AND FOREST RECRUITMENT AFTER DISTURBANCE: THE COMPOSITION AND ABUNDANCE OF SEED AFTER THE CLEAR-CUT OF STONE PINE (PINUS PINEA L.) PLANTATIONS,"Seed banks play a key role in the recruitment of forest vegetation after severe disturbance, but can originate an undesired plant community. Thus, investigations on seed bank structure, and early changes occurring after clear-cut, are of primary interest for sustainable forest management. Researches were carried out in two mature stone pine (Pinus pinea L.) plantations located in Tuscany (Italy), along the Mediterranean coast. Soil samples were collected in March, July and October of the 2nd and 3rd year after clear-cut, in cut strips and adjacent intact stands. Seed bank size and composition were evaluated through the number of seedlings and species emerged from soil samples. Intact plantations differed in seed bank richness and composition, but not in abundance that was approximately 1,200 seeds m(-2). Clear-cut doubled seed density in soil, did not change seed bank richness, and affected markedly composition. Seed banks of cut strips were richer in annual and open space species, and poorer in perennial, forest and disturbed sites species. Seeds of Erica scoparia dominated the seed bank, with a relative abundance of 60% in intact stands and 43% in cut strips. Proportion of annual seeds was slightly less than 20% in intact stands, but increased up to 50% after clear-cut. Between the 2nd and 3rd year from clear-cut, the proportion of seeds from species typical of stone pine forests decreased, while that of non-forest species and aliens increased. The scarcity of seeds from most forest species and the lack of tree seeds make the recruitment of understorey vegetation from seed banks critical. In addition, the increased seed density of alien and disturbed site species in intact seed banks with time from clear-cut, suggests that disturbance caused by cutting in narrow strips threatens the integrity of intact plantations.",WOS:000324790100004,1,0.6731716209999999,1,see bank and forest recruit aft disturb the composit and abund of see aft the clear cut of ston pin pin pine l plant see bank play a key rol in the recruit of forest veget aft sev disturb but can origin an undesir plant commun thu investig on see bank structure and ear chang occur aft clear cut ar of prim interest for sustain forest man research wer carry out in two mat ston pin pin pine l plant loc in tuscany ita along the mediter coast soil sampl wer collect in march july and octob of the nd and rd year aft clear cut in cut strips and adjac intact stand see bank siz and composit wer evalu through the numb of seedl and specy emerg from soil sampl intact plant diff in see bank rich and composit but not in abund that was approxim see m clear cut doubl see dens in soil did not chang see bank rich and affect mark composit see bank of cut strips wer rich in an and op spac specy and poor in peren forest and disturb sit specy see of eric scopar domin the see bank with a rel abund of in intact stand and in cut strips proport of an see was slight less than in intact stand but increas up to aft clear cut between the nd and rd year from clear cut the proport of see from specy typ of ston pin forest decreas whil that of non forest specy and aly increas the scarc of see from most forest specy and the lack of tre see mak the recruit of understorey veget from see bank crit in addit the increas see dens of aly and disturb sit specy in intact see bank with tim from clear cut suggest that disturb caus by cut in narrow strips threatens the integr of intact plant,new,0.8147512193508183,0.7313444498708045,0.6691977884900964,0.6221804440931031,0.585092904764589,0.5547760687816293,0.5292752705788882,0.5072951741135359,0.4878741838971914,0.4701422049059376,0.4528131646258994
551,medit,Forest management and plant species diversity in chestnut stands of three Mediterranean areas,"Over many centuries, chestnut fruits had an important role as food, while chestnut wood was used for local purposes. Today sweet chestnut stands are very common around the western Mediterranean Basin, and it is necessary to analyze the dynamic of plant species diversity in different chestnut stand types (groves and coppices) to guide management strategies that will allow the conservation of biodiversity. Our objective was to analyze consequences on plant species diversity of various management strategies in chestnut stands of three Mediterranean areas, Salamanca (Spain), the Cevennes (France), and Etna volcano (Italy). We found that plant species diversity is different according to management types; it is higher in groves than in coppice stands. We also demonstrated that Castanea sativa cultivated groves were characterized by small heliophillous therophytes. C. sativa abandoned groves, mixed C. sativa-Quercus pyrenaica coppice stands, Q. pyrenaica coppice stands, and young C. sativa coppice stands were characterized by hemicryptophytes with anemochorous dispersal mode and chamaephytes. Medium and old C. sativa coppice stands (that differ by the shoot age) were characterized by phanerophytes with zoochorous dispersal mode. Human perturbations maintain a quite high level of species diversity. In contrast, the abandonment of chestnut stands leads to homogeneous vegetation with decreasing diversity. One solution could be to maintain a landscape mosaic constituted of diverse chestnut stands modified by human activities (groves, cultivated or abandoned, and coppice stands). This could enhance regional plant diversity.",WOS:000238453600005,15,0.659512703,1,forest man and plant specy divers in chestnut stand of three mediter area ov many century chestnut fruit had an import rol as food whil chestnut wood was us for loc purpos today sweet chestnut stand ar very common around the western mediter basin and it is necess to analys the dynam of plant specy divers in diff chestnut stand typ grov and cop to guid man strategies that wil allow the conserv of biodivers our object was to analys consequ on plant specy divers of vary man strategies in chestnut stand of three mediter area salamanc spain the ceven frant and etn volcano ita we found that plant specy divers is diff accord to man typ it is high in grov than in cop stand we also demonst that castane sativ cult grov wer charact by smal heliophil therophyt c sativ abandon grov mix c sativ querc pyrenaic cop stand q pyrenaic cop stand and young c sativ cop stand wer charact by hemicryptophyt with anemoch dispers mod and chamaephyt med and old c sativ cop stand that diff by the shoot ag wer charact by phanerophyt with zooch dispers mod hum perturb maintain a quit high level of specy divers in contrast the abandon of chestnut stand lead to homog veget with decreas divers on solv could be to maintain a landscap mosa constitut of divers chestnut stand mod by hum act grov cult or abandon and cop stand thi could enh reg plant divers,new,0.682017491826667,0.6571873736509141,0.6462772195348148,0.6423616962836627,0.6428780415981177,0.6469318564543624,0.6544207251312912,0.6658817328563913,0.6827535767080398,0.7083794176951249,0.7511752578419304
593,medit,Lack of thinning effects over inter-annual changes in soil fungal community and diversity in a Mediterranean pine forest,"Predicted changes in global climate might negatively affect the soil microbiome and associated ecosystem processes in Mediterranean forests. Forest treatments, such as forest thinning, have been suggested to mitigate climate change impacts on vegetation by reducing competition between trees, thus increasing water availability. Studies addressing the combined effects of climate and forest thinning on belowground fungal communities are still scarce, being fundamental to elaborate adaptive strategies to global warming. he aim of this study was to evaluate the tree density reduction effects on soil fungal communities and their response to inter-annual changes in weather conditions. The temporal dynamics of soil fungal communities in relation to these two drivers (i.e., forest management and weather conditions) were studied from 2009 until 2014 in a set of 12 pairs of thinned and un-thinned plots dominated by Pinus pinaster Ait. Thinning (from 30% up to 70% reduction in stand basal area) was conducted in 2009 and soil fungal community composition was studied during 4 years. Here, we used autumn precipitation and temperature to describe the impact of inter annual weather changes. We used Pacific Biosciences sequencing of fungal ITS2 amplicons to study fungal communities in soil samples. Forest thinning did not significantly affect fungal community composition nor fungal species richness and diversity, indicating that the soil fungal community is resistant to forest thinning regardless of its intensity. However, fungal species composition changed progressively across years, both at the species level and with regards to functional guilds. These changes in community composition were partly driven by inter-annual variation in precipitation and temperature, with free-living fungi increasing in abundance under wetter conditions, and symbiotic fungi being more prominent under drier and colder conditions. The results indicate that mycorrhizal communities in Mediterranean forest ecosystems can resist forest thinning, if enough trees and functional roots from thinned trees are retained.",WOS:000437967900039,18,0.646032611,1,lack of thin effect ov int an chang in soil fung commun and divers in a mediter pin forest predict chang in glob clim might neg affect the soil microbiom and assocy ecosystem process in mediter forest forest tre such as forest thin hav been suggest to mitig clim chang impact on veget by reduc competit between tre thu increas wat avail study address the combin effect of clim and forest thin on belowground fung commun ar stil scarc being funda to elab adapt strategies to glob warm he aim of thi study was to evalu the tre dens reduc effect on soil fung commun and their respons to int an chang in weath condit the temp dynam of soil fung commun in rel to thes two driv i e forest man and weath condit wer study from until in a set of pair of thin and un thin plot domin by pin pinast ait thin from up to reduc in stand bas are was conduc in and soil fung commun composit was study dur year her we us autumn precipit and temp to describ the impact of int an weath chang we us pac bioscy sequ of fung it amplicon to study fung commun in soil sampl forest thin did not sign affect fung commun composit nor fung specy rich and divers ind that the soil fung commun is resist to forest thin regardless of it intens howev fung specy composit chang progress across year both at the specy level and with regard to funct guild thes chang in commun composit wer part driv by int an vary in precipit and temp with fre liv fung increas in abund und wet condit and symbiot fung being mor promin und dri and cold condit the result ind that mycorrh commun in mediter forest ecosystem can resist forest thin if enough tre and funct root from thin tre ar retain,new,0.7056203156043576,0.6207621087415341,0.5672528554723398,0.5322809187266992,0.5084686957771898,0.49217662160122155,0.4816296141107061,0.4761844883017683,0.4762175716601922,0.4838083760217834,0.5057542866315715
879,medit,Plant functional types: a promising tool for management and restoration of degraded lands,"Throughout the Mediterranean region, vegetation dynamics are affected by human activities which are either 'stresses' or 'disturbances', depending on their frequency, intensity and spatial distribution. To minimize or reduce anthropogenic degradation caused by land use and other disturbances, it is necessary to understand and predict the various responses of plant communities to disturbances. In particular, detailed but integrative approaches are required to assimilate large databases on vegetation and to make them directly useful for managers and restorers. We describe two case studies undertaken to evaluate the effects of logging or overgrazing on plant species diversity in pine forests of southern France and steppe ecosystems of southern Tunisia. Both studies employed the same methodology to identify plant functional traits (morphological, life history and regeneration traits) associated with community response to disturbance. The results of these analyses allowed us to develop state and transition models that could be used to plan and predict ecosystem trajectories, assess ongoing degradation processes and monitor community and ecosystem responses to management and restoration practices. We discuss the relevance and the use of plant functional types (PFTs) as tools for ecosystem management and planning and for monitoring restoration in southern Europe, northern Africa and elsewhere. Using this approach it is possible to improve management strategies for the conservation, restoration and sustainable exploitation of biodiversity and of ecosystems.",WOS:000220133300015,7,0.568566219,1,plant funct typ a prom tool for man and rest of degrad land throughout the mediter reg veget dynam ar affect by hum act which ar eith stresses or disturb depend on their frequ intens and spat distribut to minim or reduc anthropog degrad caus by land us and oth disturb it is necess to understand and predict the vary respons of plant commun to disturb in particul detail but integr approach ar requir to assimil larg databas on veget and to mak them direct us for man and rest we describ two cas study undertak to evalu the effect of log or overgraz on plant specy divers in pin forest of southern frant and step ecosystem of southern tunis both study employ the sam methodolog to ident plant funct trait morpholog lif hist and reg trait assocy with commun respons to disturb the result of thes analys allow us to develop stat and transit model that could be us to plan and predict ecosystem traject assess ongo degrad process and monit commun and ecosystem respons to man and rest pract we discuss the relev and the us of plant funct typ pfts as tool for ecosystem man and plan and for monit rest in southern europ northern afric and elsewh us thi approach it is poss to improv man strategies for the conserv rest and sustain exploit of biodivers and of ecosystem,new,0.576244055872292,0.5253705195833626,0.498099403862845,0.48367641048522503,0.4773679418768157,0.47721467455854033,0.482674989758419,0.4943099940442507,0.5141404610008464,0.5472432714444027,0.6072117232282702
913,medit,Effects of soil surface disturbances after logging on plant functional types,"Soil surface disturbances after logging influence plant species diversity. To estimate these effects, the objective of the present study was to test three hypotheses: (1) each soil surface disturbance type is characterized by a group of plant species that emerges following the disturbance. (2) each emergent group of plant species has distinct, recognizable biological traits, (3) in two different bio-geographic plant communities; each soil surface disturbance type is characterized by the same set of biological traits. We present results from Atlantic oak (Quercus pubescens Willd- Q. robur L. and Q. petraea (Mattuschka) Liebl.) coppices and natural Mediterranean Aleppo pine (Pinus halepensis Miller) forests of southern France. Both studies use the same methodology based on a typology of soil surface perturbation 1-3 years after logging combined with a vegetation inventory. Plant functional traits (morphological, life history and regeneration), not necessarily linked with taxonomic attribution. were used to constitute putative functional groups to allow comparison between the two studies. Results were similar in the two studies and confirmed the working hypotheses.",WOS:000220783000019,5,0.556318169,1,effect of soil surfac disturb aft log on plant funct typ soil surfac disturb aft log influ plant specy divers to estim thes effect the object of the pres study was to test three hypothes each soil surfac disturb typ is charact by a group of plant specy that emerg follow the disturb each emerg group of plant specy has distinct recogn biolog trait in two diff bio geograph plant commun each soil surfac disturb typ is charact by the sam set of biolog trait we pres result from atl oak querc pubesc willd q rob l and q petrae mattuschk liebl cop and nat mediter aleppo pin pin halepens mil forest of southern frant both study us the sam methodolog bas on a typolog of soil surfac perturb year aft log combin with a veget inv plant funct trait morpholog lif hist and reg not necess link with taxonom attribut wer us to constitut put funct group to allow comparison between the two study result wer simil in the two study and confirm the work hypothes,new,0.5625795592819705,0.5096087104121466,0.4820659882858452,0.467777626993066,0.46160568243803174,0.4615270446322378,0.46700163524325766,0.47862101134139934,0.49845474898752223,0.5317085099015181,0.5923987618702709
1227,medit,Ecology and classification of forests in Turkey,"Turkey possesses all types of parent materials or bedrocks like metamorphic, sedimentary and volcanic belonging to different geological era and periods. Some parent materials contain evaporitic sediments with salt, gypsum and high contents of alkaline materials which mostly prevent the growth of climax vegetation. The country has a rugged and high topography, related to tectonic movements, and volcanic activities which mainly occurred in Tertiary and Quaternary eras. The mountains are divided into three groups in terms of formation and ecological importance namely; orogenic mountains, volcanic mountains and uplifted blocks or horst mountains. The ecological importance of the topography is fully stressed by altitude, aspect and climate. The forests in Turkey can be classified on the basis of ecological features as: humid-mild deciduous, humid-cold coniferous on the north facing slopes of coastal belt of Northern Anatolian Mountains; subhumid-cold continental coniferous in the north facing slopes of backward part of Northern Anatolian Mountains; subhumid-semiarid semi continental coniferous on the plateau and mountains of southern basins of northern Anatolian Mountains; semiarid continental timer Anatolia Quercus spp. - Juniper spp. - Pinus nigra, semiarid-subhumid Quercus spp., Mediterranean Pinus brutia and oro-Mediterranean coniferous. The excessive cutting, wrong silvicultural practices, opening of agricultural fields inside the forests, and clear-cutting system are changing the vegetation structure of forests. Some of the forests in the country are accepted as relict forests. (C) 2013 The Authors. Published by Elsevier Ltd.",WOS:000335821200089,8,0.470527488,0,ecolog and class of forest in turkey turkey possess al typ of par mat or bedrock lik metamorph sedy and volc belong to diff geolog er and period som par mat contain evaporit sedy with salt gyps and high cont of alkalin mat which most prev the grow of climax veget the country has a rug and high topograph rel to tecton mov and volc act which main occur in terty and quatern era the mountain ar divid into three group in term of form and ecolog import nam orog mountain volc mountain and uplift block or horst mountain the ecolog import of the topograph is ful stressed by altitud aspect and clim the forest in turkey can be class on the bas of ecolog feat as humid mild decidu humid cold con on the nor fac slop of coast belt of northern anatol mountain subhumid cold contin con in the nor fac slop of backward part of northern anatol mountain subhumid semiarid sem contin con on the plateau and mountain of southern basin of northern anatol mountain semiarid contin tim anatol querc spp junip spp pin nigr semiarid subhumid querc spp mediter pin brut and oro mediter con the excess cut wrong silvicult pract op of agricult field insid the forest and clear cut system ar chang the veget structure of forest som of the forest in the country ar acceiv as relict forest c the auth publ by elsevy ltd,new,0.47848749099013504,0.39352529404597336,0.34839805066824436,0.32335101563877183,0.30957476029994846,0.30342461642857244,0.30360331082179215,0.3103735738754855,0.32584594165189973,0.3560600685496459,0.4191323628147203
1317,medit,Past tree range dynamics in the Iberian Peninsula inferred through phylogeography and palaeodistribution modelling: A review,"The forests in the Iberian Peninsula have been strongly influenced by past climatic changes, but reconstructing their historical distributions and dynamics is very difficult due to the complex climatic characteristics and relief of the region. Research disciplines such as phylogeography and species distribution modelling can describe the past range dynamics of individual tree species in relatively great detail and help elucidate how these species have reacted to climatic changes. Here we review phylogeographical and modelling studies from species representative of the major Iberian forest types and attempt to extract general trends from the diversity of individual species histories in the Peninsula. To date most studies focus on geographical range dynamics during the Pleistocene, but an increasing body of evidence shows that some species have also retained the genetic imprints of much more ancient processes. Many widespread Iberian species show a deep and often remarkably clear-cut divide between populations from the Mediterranean and from the Atlantic regions of the Iberian Peninsula, suggesting that both areas have independently sustained viable populations over extended periods. In fact, phylogeographical studies commonly find that species had several glacial refugia across the Iberian Peninsula. On the other hand, distribution models help identifying further suitable areas that could have sustained so far undetected refugia. Such studies are of interest for species conservation, because refugium populations are high-priority targets due to their long-term persistence and unique evolutionary trajectory. Overall, we conclude that palaeoecology, phylogeography and species distribution modelling have a great potential to inform each other because of their complementary perspectives and results. A true integration of these approaches is therefore fundamental for further progress in our understanding of past Iberian environments and the organisms they harboured. (c) 2010 Elsevier B.V. All rights reserved.",WOS:000285658900014,17,0.439657243,0,past tre rang dynam in the ib peninsul infer through phylogeograph and palaeodistribut model a review the forest in the ib peninsul hav been strongly influ by past clim chang but reconstruct their hist distribut and dynam is very difficult due to the complex clim charact and reliev of the reg research disciplin such as phylogeograph and specy distribut model can describ the past rang dynam of individ tre specy in rel gre detail and help elucid how thes specy hav react to clim chang her we review phylogeograph and model study from specy repres of the maj ib forest typ and attempt to extract gen trend from the divers of individ specy hist in the peninsul to dat most study foc on geograph rang dynam dur the pleistoc but an increas body of evid show that som specy hav also retain the genet imprint of much mor ant process many widespread ib specy show a deep and oft remark clear cut divid between pop from the mediter and from the atl reg of the ib peninsul suggest that both area hav independ sustain viabl pop ov extend period in fact phylogeograph study common find that specy had sev glac refug across the ib peninsul on the oth hand distribut model help ident furth suit area that could hav sustain so far undetect refug such study ar of interest for specy conserv becaus refug pop ar high pri target due to their long term persist and un evolv traject overal we conclud that palaeoecolog phylogeograph and specy distribut model hav a gre pot to inform each oth becaus of their compl perspect and result a tru integr of thes approach is theref funda for furth progress in our understand of past ib environ and the org they harbo c elsevy b v al right reserv,new,0.4231530031819619,0.37466722018056037,0.3507632845752613,0.339690350588268,0.3365835575795596,0.33966793575861143,0.3487410534555014,0.36494666070570314,0.39143600582813476,0.43595021290781216,0.5197314999986081
116,montgrass,"Vegetation change in response to grazing exclusion in montane grasslands, Argentina","Background and aims - Natural montane grasslands in the Southern Pampas of Argentina are expected to show a high potential for recovery after heavy grazing due to their evolutionary history in the presence of large herbivores and their high productivity. The objective of this work is to compare plant diversity, bare soil percentage, biomass and botanical composition between grazed and non-grazed areas at different times following grazing exclusion. Methods - Vegetation was assessed on exclosures established in 2006 and on nearby areas open to grazing by feral horses in December 2006, 2007, 2008 and 2009. In 2009 we added 15 year old exclosures to the analysis. Key results - Species richness declined 24 months after grazing exclusion, mainly due to a decrease in the abundance of forb species. Bare soil percentage was significantly reduced 12 months after exclosures were built. Above-ground biomass showed a 3-fold increase 12 months after grazing exclusion. After three years, species richness and biomass were similar to those corresponding to older exclosures (15-years old). The composition of plant communities also changed following horse exclusion, with three and 15-years old exclosures dominated by perennial grasses typical of late seral stages. Conclusions - Our results support the hypothesis that natural montane grasslands in the Southern Pampas of Argentina may recover fast from grazing by large herbivores without application of specific restoration techniques.",WOS:000309900100003,1,0.6948965890000001,1,veget chang in respons to graz exclud in mont grassland argentin background and aim nat mont grassland in the southern pampa of argentin ar expect to show a high pot for recovery aft heavy graz due to their evolv hist in the pres of larg herb and their high produc the object of thi work is to comp plant divers bar soil perc biomass and bot composit between graz and non graz area at diff tim follow graz exclud method veget was assess on exclos est in and on nearby area op to graz by fer hors in decemb and in we ad year old exclos to the analys key result specy rich declin month aft graz exclud main due to a decreas in the abund of forb specy bar soil perc was sign reduc month aft exclos wer built abov ground biomass show a fold increas month aft graz exclud aft three year specy rich and biomass wer simil to thos correspond to old exclos year old the composit of plant commun also chang follow hors exclud with three and year old exclos domin by peren grass typ of lat ser stag conclud our result support the hypothes that nat mont grassland in the southern pampa of argentin may recov fast from graz by larg herb without apply of spec rest techn,new,0.7542977569090598,0.6811946585494351,0.63441132313023,0.6027148870165576,0.5800611861822124,0.5635601665264981,0.5518057064640992,0.5442575052299821,0.541188495266397,0.5442003904654257,0.5585425362798916
29,montgrass,"INFLUENCE OF GRAZING INTENSITY ON SWAMP PLANT COMMUNITIES IN THE TROPICAL MONTANE WETLAND ECOSYSTEMS, NILGIRIS, SOUTHERN INDIA","Livestock grazing is a major anthropogenic impact influencing both grasslands and wetlands of the world which often results in the alteration of the structure, diversity and functioning of the plant communities. Here, we seek to understand how grazing intensity influences swamp vegetation, with an emphasis on their diversity, structure and function. Six swamps were selected, two each in high, moderate and low intensity grazing sites, from the tropical montane swamps of the Upper Nilgiri Mountains, southern India. We recorded a total of 78 species belonging to 63 genera and 31 families. Our results showed that species richness, abundance and species composition differed significantly across grazing treatments. Moreover, mean vegetation cover and mean height differed significantly across grazing treatments, indicating that grazing significantly affected the vegetation structure and growth of swamp plant communities. Species compositional patterns showed that moderately grazed plant communities were significantly different from low and high grazing sites. In summary, grazing intensity influenced swamp species richness, abundance, and swamp plant communities. Specifically, high grazing pressure reduced vegetation cover causing changes in swamp community structure leading to the gradual conversion of the swamp habitat into grasslands.",WOS:000387850600015,2,0.798948772,1,influ of graz intens on swamp plant commun in the trop mont wetland ecosystem nilgir southern ind livestock graz is a maj anthropog impact influ both grassland and wetland of the world which oft result in the alt of the structure divers and funct of the plant commun her we seek to understand how graz intens influ swamp veget with an emphas on their divers structure and funct six swamp wer select two each in high mod and low intens graz sit from the trop mont swamp of the up nilgir mountain southern ind we record a tot of specy belong to gener and famy our result show that specy rich abund and specy composit diff sign across graz tre moreov mean veget cov and mean height diff sign across graz tre ind that graz sign affect the veget structure and grow of swamp plant commun specy composit pattern show that mod graz plant commun wer sign diff from low and high graz sit in sum graz intens influ swamp specy rich abund and swamp plant commun spec high graz press reduc veget cov caus chang in swamp commun structure lead to the grad convert of the swamp habit into grassland,new,0.8634205558094773,0.7876459259563282,0.7277762531259161,0.6806966385822623,0.6423243447531854,0.6099894403779759,0.5819282343082222,0.5568752128878817,0.5337803634245428,0.5114859465879638,0.48799850651756305
310,montgrass,Diversity and guild structure of insect assemblages under grazing and exclusion regimes in a montane grassland from Central Argentina,"The effects of grazing disturbance on insect communities were examined at a montane grassland in Central Argentina, by comparing two grazed sites differing in cattle load (heavy and continuous or moderate and discontinuous) and two cattle exclusions differing in age (7 and 19 years). Two aspects of insect diversity (taxonomic and guild structure) and two levels of taxonomic resolution (family and species) were considered. Four monthly samples were taken with a suction sampler in two 1 m(2) areas at each site. Collected specimens were counted, identified to family (all insects) or species (Coleoptera) level, and allocated to trophic guilds. Abundance, richness, diversity and biomass of the insect assemblages had minimum values in the most intensely grazed habitat, which also differed from the other sites in terms of insect families and Coleoptera species composition. It also showed a distinct guild structure, with fewer secondary consumers, and chewers replacing suckers as the most abundant herbivore group. According to these observations, intense grazing in montane grasslands in Central Argentina could result in taxonomic and guild changes in the associated insect communities, but such effects would not be noticeable with less intensive use. Moreover, using family taxonomic level could be as or even more appropriate than species level in order to characterize insect communities in the studied habitats under varying disturbance regimes.",WOS:000174605900003,3,0.784844109,1,divers and guild structure of insect assembl und graz and exclud regim in a mont grassland from cent argentin the effect of graz disturb on insect commun wer examin at a mont grassland in cent argentin by comp two graz sit diff in cattl load heavy and continu or mod and discontinu and two cattl exclud diff in ag and year two aspect of insect divers taxonom and guild structure and two level of taxonom resolv famy and specy wer consid four month sampl wer tak with a suct sampl in two m area at each sit collect specim wer count ident to famy al insect or specy coleopter level and alloc to troph guild abund rich divers and biomass of the insect assembl had minim valu in the most intens graz habit which also diff from the oth sit in term of insect famy and coleopter specy composit it also show a distinct guild structure with few second consum and chew replac suck as the most abund herb group accord to thes observ intens graz in mont grassland in cent argentin could result in taxonom and guild chang in the assocy insect commun but such effect would not be not with less intend us moreov us famy taxonom level could be as or ev mor appropry than specy level in ord to charact insect commun in the study habit und vary disturb regim,new,0.8143126105994851,0.7836522587998224,0.7649648128346865,0.7527265481144381,0.7443800472233025,0.7388022378968998,0.735523011407147,0.7344903300241185,0.7361293343609409,0.7417650662771569,0.7553234712725556
44,montgrass,"Cattle grazing, raptor abundance and small mammal communities in Mediterranean grasslands","Abundance and diversity of small mammals are usually affected strongly by grazing either due to decreased food availability or quality, decreased suitability of soil for building burrow systems due to trampling and/or due to increased predation risk in the structurally simpler grazed areas. We estimated the effects of grazing-induced changes in vegetation and soil and of increased predation on small mammals in a Mediterranean grassland landscape. We measured vegetation structure, soil compaction and small mammal abundance and species composition in 22 plots of 8 Sherman live traps each, arranged according to an unbalanced two-way ANOVA design with two grazing levels (grazed areas and cattle exclosures) and two predator abundance levels (increased densities of Eurasian kestrets Falco tinnunculus by means of nest boxes and control). Plots were sampled during 2 consecutive years in early summer and earty fall. Exclosure from cattle increased significantly vegetation height and volume and decreased soil compaction. Grazing-induced changes in vegetation height and volume and in soil compaction produced strong effects on small mammal abundance and species richness. Increased kestrel. densities did not have significant additive or interactive effects, with the effects of grazing-induced vegetation and soil gradients on abundance or richness of small mammals. Our results suggest that the effects of grazing on small mammal communities in Mediterranean montane grasslands were mainly due to reduced food availability and by negative effects of trampling on the suitability of soils for building burrow systems. Decreased food quality and increased predation in grazed areas seemed to play a minor rote, if any. Reductions in stock densities would then favor generalist predator populations in Mediterranean grasslands through the expected positive effects of such reductions on the availability of food and burrows for small mammals. (C) 2006 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.",WOS:000251443300009,4,0.759539933,1,cattl graz rapt abund and smal mam commun in mediter grassland abund and divers of smal mam ar us affect strongly by graz eith due to decreas food avail or qual decreas suit of soil for build burrow system due to trampl and or due to increas pred risk in the structurally simpl graz area we estim the effect of graz induc chang in veget and soil and of increas pred on smal mam in a mediter grassland landscap we meas veget structure soil compact and smal mam abund and specy composit in plot of sherm liv trap each arrang accord to an unb two way anov design with two graz level graz area and cattl exclos and two pred abund level increas dens of euras kestret falco tinnuncul by mean of nest box and control plot wer sampl dur consecut year in ear sum and earty fal exclos from cattl increas sign veget height and volum and decreas soil compact graz induc chang in veget height and volum and in soil compact produc strong effect on smal mam abund and specy rich increas kestrel dens did not hav sign addit or interact effect with the effect of graz induc veget and soil grady on abund or rich of smal mam our result suggest that the effect of graz on smal mam commun in mediter mont grassland wer main due to reduc food avail and by neg effect of trampl on the suit of soil for build burrow system decreas food qual and increas pred in graz area seem to play a min rot if any reduc in stock dens would then fav gen pred pop in mediter grassland through the expect posit effect of such reduc on the avail of food and burrow for smal mam c gesellschaft fur okolog publ by elsevy gmbh al right reserv,new,0.7937719137368603,0.7347445450467761,0.6952129647806756,0.667291462404023,0.6465810450499195,0.6308931830559109,0.6191197302660376,0.6107994607974717,0.6060885364335333,0.6061288447275024,0.6147676656885173
