Unnamed: 0,Search,Title,Abstract,DOI,EID,SE_index,p,Relevance,TitleAbstract,Set,p_4_0.0,p_4_0.1,p_4_0.2,p_4_0.3,p_4_0.4,p_4_0.5,p_4_0.6,p_4_0.7,p_4_0.8,p_4_0.9,p_4_1.0
41,bird_antarctic,Distribution and abundance of the Southern Fulmar Fulmarus glacialoides,"We reviewed published and unpublished literature to establish the status of the breeding distribution and abundance of Southern Fulmars Fulmarus glacialoides. The species breeds widely throughout the Antarctic and on peri-Antarctic islands. From breeding population data collated from 73 of these localities, we estimated the minimum global population to be about 400,000 breeding pairs. After adjusting for seasonal variation in numbers of breeding pairs based on studies at Ardery Island, East Antarctica, the total global population is estimated to be at least one million breeding pairs. Of this, 72% nest on islands of the Scotia Sea arc and the South Atlantic Ocean. The precision of the estimate on the total number of breeding pairs is low, as several colony estimates were only available as orders of magnitude. Furthermore, different timing of the surveys and the difficulties of censusing colonial cliff-nesting birds reduced the count accuracy. Currently, there are no known threats to the global population, although the effects of fishery activities are not fully known. ¬© 2007 Springer-Verlag.",10.1007/s00300-007-0276-0,2-s2.0-34447337211,5,0.88102345,0,distribut and abund of the southern fulm fulmar glacialoid we review publ and unpubl lit to est the stat of the bree distribut and abund of southern fulm fulmar glacialoid the specy bree wid throughout the antarct and on per antarct island from bree pop dat col from of thes loc we estim the minim glob pop to be about bree pair aft adjust for season vary in numb of bree pair bas on study at ardery island east antarctic the tot glob pop is estim to be at least on mil bree pair of thi nest on island of the scot sea arc and the sou atl oc the precid of the estim on the tot numb of bree pair is low as sev colony estim wer on avail as ord of magnitud furtherm diff tim of the survey and the difficul of census colon cliff nest bird reduc the count acc cur ther ar no known threats to the glob pop although the effect of fishery act ar not ful known,new,0.9087267175845022,0.8532940225965311,0.7999835522734535,0.7515375932875997,0.7077633806946398,0.6677312168616855,0.6303873649704198,0.594616679702435,0.5590849679456674,0.5217976600885517,0.4788840918237835
51,bird_antarctic,"Pygoscelid penguins breeding distribution and population trends at Lions Rump Rookery, King George Island","Long term changes (46 years) in the abundance of pygoscelid penguins breeding populations and nests distribution in the Lions Rump (King George Island) colony were investigated in three time intervals, according to previously published two censuses and one original study conducted in 2010. At that time a detailed colony map based on the GIS system was made. Results of this study showed different trends for each investigated species. In the last three decades Ad√©lie penguin breeding populations showed strong declining tendencies (69.61%). In contrast, the population of gentoo penguins represents the reverse trend, increasing 171.85% over the same period. Observed changes in both penguin population sizes are reflected in the different spatial and geographic distribution of their nests. The population changes observed at the Lions Rump colony are consistent with the relevant pygoscelid penguin tendencies in the western Antarctic Peninsula region. Breeding penguin population dynamics at Lions Rump area with a minimal disturbance by human activity may well illustrate a natural response of those birds to environmental changes in the Antarctic.",10.2478/popore-2013-0002,2-s2.0-84878021792,55,0.872713273,1,pygoscelid penguin bree distribut and pop trend at lion rump rookery king georg island long term chang year in the abund of pygoscelid penguin bree pop and nest distribut in the lion rump king georg island colony wer investig in three tim interv accord to prevy publ two census and on origin study conduc in at that tim a detail colony map bas on the gis system was mad result of thi study show diff trend for each investig specy in the last three decad ad√©lie penguin bree pop show strong declin tend in contrast the pop of gentoo penguin repres the revers trend increas ov the sam period observ chang in both penguin pop siz ar reflect in the diff spat and geograph distribut of their nest the pop chang observ at the lion rump colony ar consist with the relev pygoscelid penguin tend in the western antarct peninsul reg bree penguin pop dynam at lion rump are with a minim disturb by hum act may wel illust a nat respons of thos bird to environ chang in the antarct,new,0.8976653978665471,0.8746900538952332,0.8570223651068026,0.8431924727303661,0.8319934914995394,0.8226395156335328,0.8146246870731649,0.8076092755466422,0.8013550152922848,0.7956921631223101,0.7905459055162948
6,bird_antarctic,"The white-chinned petrel (Procellaria aequinoctialis) on South Georgia: Population size, distribution and global significance","More white-chinned petrels (Procellaria aequinoctialis) are accidentally killed in fisheries than probably any other seabird in the world, but the population impact of this mortality is poorly understood, partly because there have been no recent estimates of the species' abundance. The breeding aggregation on the sub-Antarctic island of South Georgia is believed to be larger than all others combined. We estimated the size of this population by calculating the area of suitable habitat and the density of occupied burrows within it. Some 670,000 occupied nests were estimated for the island at mid-incubation, representing 0.9 million pairs of breeding-age birds associated with South Georgia in the survey seasons (2005/06 and 06/07). This is 40-45% of the previous estimate, but still represents well over half of the global population. If the population is declining due to fishery bycatch, as is likely, the scale of annual mortality in this population alone is at least in the high tens of thousands, and plausibly hundreds of thousands. ¬© 2009 Springer-Verlag.",10.1007/s00300-008-0570-5,2-s2.0-62949087869,8,0.868969016,1,the whit chin petrel procellar aequinoct on sou georg pop siz distribut and glob sign mor whit chin petrel procellar aequinoct ar accid kil in fishery than prob any oth seabird in the world but the pop impact of thi mort is poor understood part becaus ther hav been no rec estim of the specy abund the bree aggreg on the sub antarct island of sou georg is believ to be larg than al oth combin we estim the siz of thi pop by calc the are of suit habit and the dens of occupy burrow within it som occupy nest wer estim for the island at mid incub repres mil pair of bree ag bird assocy with sou georg in the survey season and thi is of the prevy estim but stil repres wel ov half of the glob pop if the pop is declin due to fishery bycatch as is lik the scal of an mort in thi pop alon is at least in the high ten of thousand and plaus hundr of thousand,new,0.8799541028487415,0.8121889491935985,0.7494719124495558,0.6948384511138836,0.6476059519836372,0.6063356350259473,0.5696389201314824,0.536271754332253,0.5050221715439027,0.4744175421557278,0.44196136811363995
73,bird_antarctic,"Linking population trends of Antarctic shag (Phalacrocorax bransfieldensis) and fish at Nelson Island, South Shetland Islands (Antarctica)","This study aims to provide consistent information to explain the steady declining trend in the number of breeding pairs of Antarctic shag Phalacrocorax bransfieldensis in two colonies on Nelson Island, South Shetland Islands, southern Atlantic sector of Antarctica, which was observed during the 1990s up to the mid 2000s over an overall monitoring period of over two decades. It addresses correspondence between long-term population trends of inshore demersal fish and inshore-feeding Antarctic shags of this area, where an intensive commercial fishery for shag prey once operated. The analysis also includes comparable information on diet (by examination of regurgitated pellets), foraging patterns, and breeding output of shags from the Danco Coast, western Antarctic Peninsula, an area where no commercial finfish fishery has ever existed. Integral study of these parameters there showed that, in Antarctic shags, low breeding success and high foraging effort might imply low recruitment and high adult mortality, respectively, with both factors adversely affecting the population trends of this bird. In line with these premises, the declining trend observed in shag colonies on the South Shetland Islands appears to have been influenced by the concomitant decrease in abundance of two of their main prey, the nototheniids Notothenia rossii and Gobionotothen gibberifrons, due to intensive industrial fishing in the area in the late 1970s. In comparison, no such pattern occurred for the Danco Coast colonies. ¬© 2015, Springer-Verlag Berlin Heidelberg.",10.1007/s00300-015-1850-5,2-s2.0-84949517452,21,0.8479249529999999,1,link pop trend of antarct shag phalacrocorax bransfieldens and fish at nelson island sou shetland island antarctic thi study aim to provid consist inform to explain the steady declin trend in the numb of bree pair of antarct shag phalacrocorax bransfieldens in two colony on nelson island sou shetland island southern atl sect of antarctic which was observ dur the s up to the mid s ov an overal monit period of ov two decad it address correspond between long term pop trend of insh demers fish and insh fee antarct shag of thi are wher an intend commerc fishery for shag prey ont op the analys also includ comp inform on diet by examin of regurgit pellet for pattern and bree output of shag from the danco coast western antarct peninsul an are wher no commerc finf fishery has ev ex integr study of thes paramet ther show that in antarct shag low bree success and high for effort might imply low recruit and high adult mort respect with both fact advers affect the pop trend of thi bird in lin with thes prem the declin trend observ in shag colony on the sou shetland island appear to hav been influ by the concomit decreas in abund of two of their main prey the nototheniid notothen rossi and gobionototh gibberifron due to intend indust fish in the are in the lat s in comparison no such pattern occur for the danco coast colony,new,0.8784833781109693,0.8322675489551705,0.794170421967834,0.7628794181513279,0.736483707089323,0.713545564080089,0.69303693422048,0.6741578668822843,0.6561748300724893,0.6381889958408772,0.618653130353068
81,bird_antarctic,Breeding biology and population dynamics of giant petrels Macronectes at South Georgia (Aves: Procellariiformes),"The breeding biology and population dynamics of the two species of giant petrels, Macronectes halli and M. giganteus, were studied at Bird Island, South Georgia during 1978‚Äì81. The mean laying date of M. halli was in early October, five to six weeks ahead of M. giganteus. In both species males take the larger share (c. 54%) of incubation. The eggs of the two species are of the same size but in M. halli the egg formed a significantly higher proportion of the female body weight. On hatching M. giganteus chicks are 5% heavier than M. halli chicks but there are no sexual differences in weight. Brooding and guarding in M. halli is 11 days longer than in M giganteus and males undertake 60‚Äì68% of the duties during this time. Males of both species take five to six days longer to fledge than females and M. halli chicks have a seven to nine day shorter fledging period. The sex ratio amongst chicks is 1: 1. Chick growth (weight, culmen length and wing length) is summarized. Males reach higher peak and fledging weights than females in both species and have significantly larger bills through most of the fledging period. The increase in wing length was similar in both sexes until near the end of the fledging period. Adult M. halli tend to be shorter‚Äêwinged, larger‚Äêbilled and lighter in weight than M. giganteus at Bird Island. Chick mortality was on average c. 10% higher in M. giganteus than in M. halli leading to a lower overall breeding success in the former. Whilst the breeding population of M. giganteus seems to have stayed relatively stable M. halli has increased in numbers over the last 20 years. However 26‚Äê9‚Äê57‚Äì5% of birds colour‚Äêringed in 1978 did not breed in the subsequent two breeding seasons. Mean annual survival of breeding adults was c. 0‚Äì90. Breeding commenced between age 6 and 9 years with males possibly starting earlier than females. The increased population of M. halli and the better survival of their chicks is attributed to the considerable increase in breeding Antarctic fur seals Arctocephalus gazella which provide an abundance of carrion for M. halli nestlings during the first 30 days after hatching. Copyright ¬© 1984, Wiley Blackwell. All rights reserved",10.1111/j.1469-7998.1984.tb02343.x,2-s2.0-0021532968,51,0.8436884509999999,1,bree biolog and pop dynam of giant petrel macronect at sou georg av procellariiform the bree biolog and pop dynam of the two specy of giant petrel macronect hall and m gigante wer study at bird island sou georg dur ‚äì the mean lay dat of m hall was in ear octob fiv to six week ahead of m gigante in both specy mal tak the larg shar c of incub the eg of the two specy ar of the sam siz but in m hall the eg form a sign high proport of the fem body weight on hatch m gigante chick ar heavy than m hall chick but ther ar no sex diff in weight brood and guard in m hall is day long than in m gigante and mal undertak ‚äì of the duty dur thi tim mal of both specy tak fiv to six day long to fledg than fem and m hall chick hav a sev to nin day short fledg period the sex ratio amongst chick is chick grow weight culm leng and wing leng is summ mal reach high peak and fledg weight than fem in both specy and hav sign larg bil through most of the fledg period the increas in wing leng was simil in both sex until near the end of the fledg period adult m hall tend to be shorter‚äêwinged larger‚äêbilled and light in weight than m gigante at bird island chick mort was on av c high in m gigante than in m hall lead to a low overal bree success in the form whilst the bree pop of m gigante seem to hav stay rel stabl m hall has increas in numb ov the last year howev ‚äê‚äê‚äì of bird colour‚äêringed in did not bree in the subsequ two bree season mean an surv of bree adult was c ‚äì bree com between ag and year with mal poss start ear than fem the increas pop of m hall and the bet surv of their chick is attribut to the consid increas in bree antarct fur seal arctocephal gazell which provid an abund of car for m hall nestl dur the first day aft hatch copyright,new,0.8816649300977408,0.8404545636023469,0.8051577795263892,0.7753736849702034,0.7499510274827936,0.7278851946630032,0.7084135851653934,0.6909590995806267,0.6750681173354405,0.6603523305446076,0.6463847827194062
91,bird_antarctic,"Status and trends of antarctic seabirds at Admiralty Bay, King George Island","This is a comparative study on the distribution, abundance and density of birds in Admiralty Bay on King George Island, Antarctica, excluding the area called ASPA 128. The survey was carried out during the breeding season of 2004/05. All data pertaining to populations of breeding birds were obtained after defining procedures and registering nests. Abundance and density calculations were made for all ice-free areas having breeding species. For comparison and assessment of the final status of birds in the bay, we used the work by JABLONSKI (1986) undertaken in 1978/79. Of the eight species evaluated, four had a significant population reduction: Pygoscelis antarctica, Macronectes giganteus, Phalacrocorax atriceps, and Sterna vittatta; two species, Daption capense and Chionis alba, remained stable, while Catharacta sp and Larus dominicanus had a population increase.",,2-s2.0-34147164040,6,0.8412023270000001,1,stat and trend of antarct seabird at admiral bay king georg island thi is a comp study on the distribut abund and dens of bird in admiral bay on king georg island antarctic exclud the are cal asp the survey was carry out dur the bree season of al dat pertain to pop of bree bird wer obtain aft defin proc and reg nest abund and dens calc wer mad for al ic fre area hav bree specy for comparison and assess of the fin stat of bird in the bay we us the work by jablonsk undertak in of the eight specy evalu four had a sign pop reduc pygoscel antarctic macronect gigante phalacrocorax atricep and stern vittatt two specy dapt capens and chion alb remain stabl whil catharact sp and lar dominican had a pop increas,new,0.8486283027004203,0.78415375692427,0.7301884261666625,0.6859038207593007,0.6490235523872085,0.617651460571471,0.5903997408966146,0.5662436817991966,0.5443701616256887,0.5240212926605288,0.5041824348764679
101,bird_antarctic,"Abundance and breeding distribution of seabirds in the northern part of the danco coast, antarctic peninsula","Seabird abundances and breeding distribution have the potential to serve as ecological indicators. The western Antarctic Peninsula is one of the three sites in the world with the greatest increases in local temperature during the last 50 years. The aim of this study was to monitor the distribution and abundance of breeding populations of seabirds in the northern sector of the Danco Coast, north-west of the Antarctic Peninsula, during the breeding season 2010/11. The birds were the Wilson's storm petrel (Oceanites oceanicus), South Polar skua (Stercorarius maccormicki), kelp gull (Larus dominicanus), Antarctic tern (Sterna vittata), snowy sheathbill (Chionis alba), chinstrap penguin (Pygoscelis antarctica), southern giant petrel (Macronectes giganteus), gentoo penguin (Pygoscelis papua), Cape petrel (Daption capense) and Antarctic shag (Phalacrocorax bransfieldensis). Annual breeding population growth increased in pygoscelids, southern giant petrel and sheathbill, and for the remaining species, breeding population trends were stable. Given that seabird populations can provide valuable information on the conditions of their feeding and nesting environments, this study highlights the need to maintain basics monitoring studies. ¬© 2013 D. Gonz√°lez-Zevallos et al.",,2-s2.0-84876367261,1,0.830370629,1,abund and bree distribut of seabird in the northern part of the danco coast antarct peninsul seabird abund and bree distribut hav the pot to serv as ecolog ind the western antarct peninsul is on of the three sit in the world with the greatest increas in loc temp dur the last year the aim of thi study was to monit the distribut and abund of bree pop of seabird in the northern sect of the danco coast nor west of the antarct peninsul dur the bree season the bird wer the wilson s storm petrel oceanit oceanic sou pol sku stercorari maccormick kelp gul lar dominican antarct tern stern vittat snowy sheathbil chion alb chinstrap penguin pygoscel antarctic southern giant petrel macronect gigante gentoo penguin pygoscel papu cap petrel dapt capens and antarct shag phalacrocorax bransfieldens an bree pop grow increas in pygoscelid southern giant petrel and sheathbil and for the remain specy bree pop trend wer stabl giv that seabird pop can provid valu inform on the condit of their fee and nest environ thi study highlight the nee to maintain bas monit study,new,0.8785463697220356,0.8287354961858184,0.7875936777703867,0.7541064898866539,0.7262424308068952,0.702400245183091,0.6814346745593454,0.662484906844098,0.6448081560975326,0.6275767941452358,0.6094267919727002
111,bird_antarctic,"Population abundance, structure and turnover estimates for leopard seals during winter dispersal combining tagging and photo-identification data","Winter dispersal in leopard seals is poorly understood because of its low density in most of its range. By combining photo-identification and tagging data from Bird Island, South Georgia, in mark-recapture models, leopard seal abundance over the winter of 2005 was estimated as 118 (95% CI: 78-179). Seasonal residents arrived earlier and stayed longer around the island (27 days; 95% CI: 23-32) and their numbers were low and stable over the winter (xÃÑ = 12; 95%CI: 5-28). Most of the seals (81; 95% CI: 31-130) were young transients, stayed only 1-7 days, and arrived later in the season. This suggests (1) very low predatory pressure upon the locally abundant prey populations; (2) two different patterns of winter movements: a winter migration in adult seals with long-term site fidelity, and large numbers of juveniles in dispersal possibly attracted by locally abundant prey colonies, and potentially influenced by increased environmental stress. ¬© 2006 Springer-Verlag.",10.1007/s00300-006-0149-y,2-s2.0-33749858440,10,0.822431295,0,pop abund structure and turnov estim for leopard seal dur wint dispers combin tag and photo id dat wint dispers in leopard seal is poor understood becaus of it low dens in most of it rang by combin photo id and tag dat from bird island sou georg in mark recapt model leopard seal abund ov the wint of was estim as ci season resid ar ear and stay long around the island day ci and their numb wer low and stabl ov the wint xãñ ci most of the seal ci wer young transy stay on day and ar lat in the season thi suggest very low pred press upon the loc abund prey pop two diff pattern of wint mov a wint migr in adult seal with long term sit fidel and larg numb of juvenil in dispers poss attract by loc abund prey colony and pot influ by increas environ stress,new,0.8661802716293179,0.8064984779877257,0.7552352272531817,0.7122404478702608,0.6756562506434267,0.6438136446952014,0.6154205959763517,0.5894342240874036,0.5648807835877513,0.5405750752675803,0.5144694116115406
121,bird_antarctic,"Abundance and breeding of the Antarctic Tern Sterna vittata at the James Ross and Seymour Islands, NE Antarctic Peninsula","The Antarctic Peninsula (AP) is experiencing rapid environmental change associated with warming and sea ice retreat, which is likely to affect locally breeding birds. Yet, contrary to the knowledge of bird biology along the maritime West coasts of the AP, there is a remarkable lack of data from the more continental East coast. We report on the distribution, abundance, and breeding of the Antarctic Tern at the James Ross and Seymour islands, the two largest snow-free areas in the NE part of the AP, where this species breeds under harsh climate conditions probably close to its limits. Terns were found breeding in most ice-free areas, with nests located up to 2. 9 km from coastlines at altitudes up to 180 m a. s. l. While the large-scale density was relatively low (c. 450 pairs per 127 km2 of surveyed ice-free area), the local density (total colony area: 3 nests per ha; nest clusters: 100-140 nests per ha) was as high as elsewhere. Mean clutch size (1. 21, n = 196) was smaller than in the west AP or in the maritime Antarctic. Daily nest survival rate during incubation varied between years and locations (mean = 0. 977; 95 % CI: 0. 966-0. 985). While both predation and weather-caused mortality were locally important, the impact of skua predation might be lower in areas with alternative prey (penguin colonies). We suggest that the Antarctic Tern deserves attention as a species potentially suitable for monitoring of environmental impacts upon bird populations around the AP. ¬© 2012 Springer-Verlag Berlin Heidelberg.",10.1007/s00300-012-1251-y,2-s2.0-84872613833,24,0.8214327309999999,0,abund and bree of the antarct tern stern vittat at the jam ross and seymo island ne antarct peninsul the antarct peninsul ap is expery rapid environ chang assocy with warm and sea ic ret which is lik to affect loc bree bird yet cont to the knowledg of bird biolog along the maritim west coast of the ap ther is a remark lack of dat from the mor contin east coast we report on the distribut abund and bree of the antarct tern at the jam ross and seymo island the two largest snow fre area in the ne part of the ap wher thi specy bree und harsh clim condit prob clos to it limit tern wer found bree in most ic fre area with nest loc up to km from coastlin at altitud up to m a s l whil the larg scal dens was rel low c pair per km of survey ic fre are the loc dens tot colony are nest per ha nest clust nest per ha was as high as elsewh mean clutch siz n was smal than in the west ap or in the maritim antarct dai nest surv rat dur incub vary between year and loc mean ci whil both pred and weath caus mort wer loc import the impact of sku pred might be low in area with altern prey penguin colony we suggest that the antarct tern deserv at as a specy pot suit for monit of environ impact upon bird pop around the ap,new,0.860484739747499,0.7900800926152971,0.7297314342701409,0.6796036500753454,0.6374466680488912,0.6011814184692014,0.5691856092773687,0.540146776268371,0.5128397362454084,0.4857703361120318,0.45634728062936486
131,bird_antarctic,"Breeding sites and population of seabirds on Admiralty Bay, King George Island, Antarctica","The monitoring of the status and distribution of seabird populations is necessary to understand their spatial and temporal responses to rapid climate changes occurring in the Western Antarctic Peninsula area. We surveyed and mapped Admiralty Bay bird communities and related them to climate variables‚Äîtemperature, temperature anomaly, Antarctic Oscillation Index and El-Ni√±o Southern Oscillation Index. We recorded 13 breeding seabird species over three seasons (2009/2010, 2010/2011 and 2011/2012) and mapped 10 of them over an area of 149.5¬†ha. The ice-free areas with the greatest number of species were Point Thomas, Keller Peninsula and Hennequin Point. The most abundant species was the Adelie Penguin (Pygoscelis adeliae) followed by the Chinstrap Penguin (P. antarcticus). We observed that the number of breeding pairs of Gentoo Penguins (P. papua), Chinstrap Penguins and skuas (Catharacta maccormicki and C. antarctica) are related to temperature, temperature anomaly and El-Ni√±o Southern Oscillation Index. The size of breeding populations and their distributions have been fluctuating over the last 30¬†years in ice-free areas of Admiralty Bay. Most species showed a decreasing trend from 1978 to 2012, with the exception of Chinstrap Penguins, Southern Giant Petrels (Macronectes giganteus) and skuas, which seem to be stable in numbers in the last two decades. Decreases in seabird populations from the Antarctic Peninsula are widely recognized as a response to environmental change and anthropogenic influences such as tourism and building activities, thus highlighting the importance of monitoring to support mitigation measures. ¬© 2015, Springer-Verlag Berlin Heidelberg.",10.1007/s00300-015-1846-1,2-s2.0-84948707685,23,0.812143136,1,bree sit and pop of seabird on admiral bay king georg island antarctic the monit of the stat and distribut of seabird pop is necess to understand their spat and temp respons to rapid clim chang occur in the western antarct peninsul are we survey and map admiral bay bird commun and rel them to clim variables‚äîtemperature temp anoma antarct oscil index and el ni√±o southern oscil index we record bree seabird specy ov three season and and map of them ov an are of ¬†ha the ic fre area with the greatest numb of specy wer point thoma kel peninsul and hennequin point the most abund specy was the ad penguin pygoscel adelia follow by the chinstrap penguin p antarctic we observ that the numb of bree pair of gentoo penguin p papu chinstrap penguin and skua catharact maccormick and c antarctic ar rel to temp temp anoma and el ni√±o southern oscil index the siz of bree pop and their distribut hav been fluctu ov the last ¬†years in ic fre area of admiral bay most specy show a decreas trend from to with the exceiv of chinstrap penguin southern giant petrel macronect gigante and skua which seem to be stabl in numb in the last two decad decreas in seabird pop from the antarct peninsul ar wid recogn as a respons to environ chang and anthropog influ such as tour and build act thu highlight the import of monit to support mitig meas,new,0.8577601383718484,0.8126083934546325,0.7777155946673155,0.7505780016277364,0.7288147001875541,0.7108520667066346,0.6956908924010214,0.6826866206113861,0.6714241803035159,0.6616636873681355,0.6533918359292763
151,bird_antarctic,"Distribution and abundance of breeding birds at Deception Island, South Shetland Islands, Antarctica, February to April 2000","A survey of breeding birds during the brooding stage was carried out from February to April 2000 in the southern portion of Deception Island, South Shetland Islands, Antarctica. This island supports two Sites of Special Scientific Interest (SSSI Nos. 21 and 27). Nine species were found breeding in the study area: Chinstrap Penguin Pygoscelis antarctica (an estimated 6820 breeding pairs at two colonies surveyed), Pintado or Cape Petrel Daption capense (36), Wilson's Storm Petrel Oceanites oceanicus (3), Antarctic Cormorant Phalacrocorax atriceps bransfieldensis (9), Greater Sheathbill Chionis alba (2), Subantarctic Skua Catharacta antarctica (4), South Polar Skua C. maccormicki (11), Kelp Gull Larus dominicanus (49) and Antarctic Tern Sierna vittata (5). Due to the increasing tourist activity at Deception Island, better information on the location and size of breeding populations is a particular requirement if effective precautionary conservation actions are to be taken.",,2-s2.0-0035240744,17,0.810827376,0,distribut and abund of bree bird at deceiv island sou shetland island antarctic febru to april a survey of bree bird dur the brood stag was carry out from febru to april in the southern port of deceiv island sou shetland island antarctic thi island support two sit of spec sci interest sssi nos and nin specy wer found bree in the study are chinstrap penguin pygoscel antarctic an estim bree pair at two colony survey pintado or cap petrel dapt capens wilson s storm petrel oceanit oceanic antarct corm phalacrocorax atricep bransfieldens gre sheathbil chion alb subantarct sku catharact antarctic sou pol sku c maccormick kelp gul lar dominican and antarct tern siern vittat due to the increas tour act at deceiv island bet inform on the loc and siz of bree pop is a particul requir if effect precaut conserv act ar to be tak,new,0.8449682993312487,0.7900336002738115,0.7467272634485587,0.7128745243107626,0.6858176941977061,0.6636888128589561,0.6452919802268332,0.6298948739207987,0.617128016455985,0.6070340139123255,0.6003607407462802
161,bird_antarctic,Relative abundance of large whales around South Georgia (1979-1998),"To assess large-whale stocks following the cessation of land-based South Georgia whaling in 1965, we report three independent sighting databases: a cruise in 1997, observations from Bird Island (NW of South Georgia) between 1979 and 1998, and mariner sightings between 1992 and 1997. All species were rare, with sightings of southern right whales being the most common event. Two right whales photographed off South Georgia matched animals known from Peninsula Valdes, Argentina, a population known to be growing at 7% per annum. In contrast, blue and fin whales appeared to be less abundant. A single blue whale mother-calf pair was observed off the Shag Rocks in February 1997. Extirpation of animals from this particular feeding ground is the most likely reason for ongoing low numbers of all species. Other factors may include competition for krill by traditional predators such as penguins and seals and more recently by humans, an unusually high rate of natural mortality, habitat change such as alteration in sea ice coverage, and/or the impact of ongoing whaling. The history of this critical area of large-whale habitat and this report demonstrate the need for improved, consistent longterm monitoring of population trends for these depleted stocks.",10.1111/j.1748-7692.1999.tb00891.x,2-s2.0-0032694741,18,0.8061606259999999,1,rel abund of larg whal around sou georg to assess larg whal stock follow the cess of land bas sou georg whal in we report three independ sight databas a cru in observ from bird island nw of sou georg between and and marin sight between and al specy wer rar with sight of southern right whal being the most common ev two right whal photograph off sou georg match anim known from peninsul vald argentin a pop known to be grow at per ann in contrast blu and fin whal appear to be less abund a singl blu whal moth calf pair was observ off the shag rock in febru extirp of anim from thi particul fee ground is the most lik reason for ongo low numb of al specy oth fact may includ competit for kril by tradit pred such as penguin and seal and mor rec by hum an unus high rat of nat mort habit chang such as alt in sea ic cov and or the impact of ongo whal the hist of thi crit are of larg whal habit and thi report demonst the nee for improv consist longterm monit of pop trend for thes deplet stock,new,0.8562395327786475,0.800857062986419,0.7549451971811898,0.7172219306313984,0.6856369423745926,0.6585869444035809,0.6349237070689898,0.6138034226862992,0.5945621114784871,0.5765801981503129,0.5591251521445472
171,bird_antarctic,"Kelp gulls, Larus dominicanus (Aves: Laridae), breeding in Keller Peninsula, King George Island, Antarctic Peninsula","We examined the distribution, abundance and density of the Kelp Gull, Larus dominicanus (Lichtenstein, 1823), at Keller Peninsula on two occasions during the breeding season of 2007-2008 (once for incubation and once for chick stages) and compared our results with previously published data. We present information on the number of eggs, incubation success, and initial development of L. dominicanus chicks in the studied sites. The abundance and density of the species has remained statistically similar in Keller Peninsula over the last 30 years (since 1978-1979). Although the abundance and density were almost unchanged, we recorded alterations in the occupation of the breeding areas by L. dominicanus, mainly the abandonment of breeding sites in the eastern portion of Keller Peninsula. The results of the present study compared with similar previous investigations on the abundance of L. dominicanus indicate that the populations have been in equilibrium over the years. ¬© 2009 Sociedade Brasileira de Zoologia.",10.1590/S1984-46702009005000005,2-s2.0-79954475511,3,0.800800162,1,kelp gul lar dominican av larida bree in kel peninsul king georg island antarct peninsul we examin the distribut abund and dens of the kelp gul lar dominican lichtenstein at kel peninsul on two occas dur the bree season of ont for incub and ont for chick stag and comp our result with prevy publ dat we pres inform on the numb of eg incub success and init develop of l dominican chick in the study sit the abund and dens of the specy has remain stat simil in kel peninsul ov the last year sint although the abund and dens wer almost unchang we record alt in the occup of the bree area by l dominican main the abandon of bree sit in the eastern port of kel peninsul the result of the pres study comp with simil prevy investig on the abund of l dominican ind that the pop hav been in equilibr ov the year,new,0.8410979221780953,0.7861602479944817,0.7419311924142162,0.7063294187777144,0.6769498493228957,0.6520629928863,0.6304872840330219,0.6113865264873286,0.5941201628493231,0.5781172353758515,0.562670960072631
