"","EID","X__1","Unnamed: 0","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"130","2-s2.0-24344452038",145,145,"Champalbert G., Pagano M., Kouamé B., Riandey V.","6701699150;7201963168;8694823000;8694823100;","Zooplankton spatial and temporal distribution in a tropical oceanic area off West Africa",2005,"Hydrobiologia","10.1007/s10750-005-5194-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24344452038&doi=10.1007%2fs10750-005-5194-y&partnerID=40&md5=57e9b74fb16a293c2db4221c4e3ec8c5","Tropical instability vortices are believed to modify the trophic food web by affecting plankton production. Such instabilities have been evidenced in a tuna fishing area of the Atlantic (10°-20°W and 2°-5°N). However, the origin of the tuna abundance remains uncertain as no data on zooplankton communities on which tuna preys are supposed to fed upon are available. This study was focused on short term spatial and diel variations of mesozooplankton communities sampled at 2°N during and after the passage of an instability wave evidenced from satellite imagery, at 4°N and at 0°, i.e. in the Equatorial divergence. Samples were collected with an opening-closing multisampler and with a WP2 net (200 μm). Copepods prevailed (86-92% of the total zooplankton) with Clausocalanidae, Oncaeidae, Corycaeidae, Calanidae, Eucalanidae as dominant families. At 0° and at 2°N during the wave, large-sized organisms constituted over 50% of total dry weight (DW). These percentages decreased after the wave and at 4°N. Zooplankton DW and densities were highest at 0° and lowest at 4°N. At 2°N after the wave, we observed a strong increase in the abundance of zooplankton which surpassed that at 0°. This increase mainly resulted from an increase in small copepods and copepodites. Our results suggest that the high production linked to the upwelling of nutrients caused by the geostrophic divergence is partly advected northward by the instability wave. The advection did not reach 4°N which displayed the characteristics of a typical tropical structure. © Springer 2005.","Article","Scopus",0.569402676201778,NA,NA,NA,NA,NA,146,NA
"131","2-s2.0-2442626623",196,196,"Jahncke J., Checkley Jr. D.M., Hunt Jr. G.L.","6603064278;7003920921;7202673826;","Trends in carbon flux to seabirds in the Peruvian upwelling system: Effects of wind and fisheries on population regulation",2004,"Fisheries Oceanography","10.1111/j.1365-2419.2004.00283.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442626623&doi=10.1111%2fj.1365-2419.2004.00283.x&partnerID=40&md5=abe2b6693bf8e60eb4c01e66b09586ed","We hypothesized that change in the annual population size of guano-producing seabirds (cormorant, Phalacrocorax bougainvillii; booby, Sula variegata; pelican, Pelecanus thagus) is a response to changes in primary and secondary production of the Peruvian upwelling system. We tested this hypothesis by modeling nitrate input through upwelling to the upper layers of the ocean off Peru between 6° and 14°S using data on wind stress and sea surface temperature. The model predicted the amount of carbon fixed by primary production each year from 1925 to 2000, which was then apportioned to the Peruvian anchovy (Engraulis ringens) biomass and ultimately to the seabird population and the anchovy fishery, the largest single-species fishery on Earth. The model predicted a marked increase in primary production as a consequence of increasing wind stress. It overestimated the anchovy biomass after the collapse of the fishery in 1972, but closely predicted the growth of seabird populations from 1925 to the mid-1960s, and their decline thereafter, explaining about 94% of the variation in seabird numbers from 1925 to 2000. The model indicates the seabirds consumed 14.4% of the available anchovies and, thus, that seabirds consumed 2.3% of the new production, before the development of the anchovy fishery, and only 2.2% of the available anchovies and 0.3% of the new production after the development of the fishery. The model results clarify the roles that environmental and anthropogenic factors may have had in regulating the guano-producing seabird populations. It indicates that the growth of seabird populations from 1925 to 1955 was likely a response to increased productivity of the Peruvian upwelling system and that the subsequent drastic decline in seabird abundance was likely due to competition for food with the fishery, which caught ∼85% of the anchovies, which otherwise would have been available for the seabirds. This model also shows that an increase in oceanic primary production promotes reproductive success and population growth in higher trophic level organisms.","Article","Scopus",0.706418519817093,NA,NA,NA,NA,NA,197,NA
"132","2-s2.0-24744435111",113,113,"Rey J., de Sola L.G., Massutí E.","22953958600;6505859316;7004259602;","Distribution and biology of the blackmouth catshark Galeus melastomus in the Alboran Sea (Southwestern Mediterranean)",2005,"Journal of Northwest Atlantic Fishery Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24744435111&partnerID=40&md5=1bd2b3afe42c922e133b0249e3eee576","The distribution, population size structure and reproductive biology of blackmouth catshark Galeus melastomus in the Alboran Sea were studied from 438 bottom trawls performed at depths of 40 to 796 m during twelve surveys carried out between 1994 and 2002. The species was only captured at the two deepest strata (below 200 m), reaching its maximum abundance and biomass between 501 and 800 m. Maximum indices, obtained in 1997 and 2002, indicate no specific trend in abundance, whereas the biomass showed a slightly decreasing trend from 1994. Similarly, seasonal variation of abundance and biomass during the last two years showed maximum values of biomass in autumn but with no trend in abundance. The size of the specimens ranged from 10 to 63 cm and all size groups were well represented in the length frequencies during all seasons. Juveniles and adults were restricted to depths below 500 m, while recruits were distributed throughout the whole bathymetric range in which the species was found. Both recruitment and spawning were continuous throughout the year and the total length at first maturity was calculated as 44.3 and 48.8 cm for males and females, respectively. Finally, the great abundance and biomass of the species as well as its wide population structure are compared and discussed with other Mediterranean areas.","Article","Scopus",0.808972039754296,NA,"1",NA,NA,10,114,NA
"133","2-s2.0-24744447408",366,366,"Pawson M.G., Ellis J.R.","7004537370;8645073400;","Stock identity of elasmobranchs in the Northeast Atlantic in relation to assessment and management",2005,"Journal of Northwest Atlantic Fishery Science","10.2960/J.v35.m480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24744447408&doi=10.2960%2fJ.v35.m480&partnerID=40&md5=b11de46dcae9e6176bf8a1be18290792","Fish stock assessment requires that those parts of a species' range can be identified in which the effects of exploitation in particular fisheries are apparent. Thus, fisheries are monitored and regulated in management units largely determined by the distribution of fisheries, areas which may or may not coincide with biological self-perpetuating units. There are several methods of identifying fish stocks, including the interpretation of distribution and relative abundance, tagging studies, genetic analyses and spatial variation in morphometrics, life-history parameters, parasites and contaminants. The natural variability and difficulty in measuring life history and morphological characteristics at the population level suggest that these are not good indicators of stock separation for elasmobranchs. Information on population demography does, however, reveal the relationships between fisheries and resource, and indicates where sampling programmes for the collection of stock assessment data should take place. Tagging studies, in particular, can indicate a stock's main range and migrations, if linked with a good description of the fisheries that are involved with its exploitation. The environmental parameters associated with the distribution of a species are also a useful guide to the likely boundaries of movement. In this paper, we discuss the utility of these approaches to delineate areas to be used for stock assessments of elasmobranchs, and show how biological and fishery information has been used to describe the stock identity for six case study species in the Northeast Atlantic.","Review","Scopus",0.593994909999381,NA,NA,NA,NA,NA,367,NA
"134","2-s2.0-24744459007",330,330,"Wakeford R.C., Agnew D.J., Middleton D.A.J., Pompert J.H.W., Laptikhovsky V.V.","8414285200;7006077492;25027888900;6507159484;7003430203;","Management of the Falkland Islands multispecies ray fishery: Is species-specific management required?",2005,"Journal of Northwest Atlantic Fishery Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24744459007&partnerID=40&md5=765a0b2c8c81440650e4cded151551bd","A multispecies commercial fishery for rajids has been managed in Falkland Islands waters since 1987, In the absence of detailed biological knowledge and catch-at-age data, management policies currently consider a single assemblage rather than individual species. Simple production models with aggregated catch and effort data are used to estimate sustainable levels of exploitation. Biological data, now available from recent research surveys and an ongoing observer program, provide an opportunity to examine the potential impact of the rajid fishery at a species level. This in turn will help determine whether current management policies are still appropriate. An updated assessmen t of the northern ray population indicates that the assemblage has been surprisingly robust to fluctuations in fishing pressure. A spatial analysis of the relative abundance of animals showed no evidence of local depletions in biomass. At a species level, a declining trend in the relative abundance of three species (Bathyraja griseocauda, B. multispinus, and an undescribed Bathyraja sp. 3) was found at the same time as an increase in two Rajid species (R. doellojuradoi and R. flavirostris). A preliminary analysis of the distribution and movements of R. flavirostris, coupled with length frequency and maturity data, suggest that this species has a broad distribution, which, unlike B. griseocauda, may not form a resident population within Falkland Island waters. While no loss of diversity has been reported, closure of the once heavily exploited area to the south of the Islands provides at least one refuge for species such as B. griseocauda.","Article","Scopus",0.766366523856807,NA,NA,NA,NA,NA,331,NA
"135","2-s2.0-26244437095",359,359,"Sáenz-Arroyo A., Roberts C.M., Torre J., Cariño-Olvera M., Enríquez-Andrade R.R.","8605430200;7404402365;8941306800;55746127600;6507697194;","Rapidly shifting environmental baselines among fishers of the Gulf of California",2005,"Proceedings of the Royal Society B: Biological Sciences","10.1098/rspb.2005.3175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26244437095&doi=10.1098%2frspb.2005.3175&partnerID=40&md5=21ae1a162a333e8cc4da59a7afc7cf91","Shifting environmental baselines are inter-generational changes in perception of the state of the environment. As one generation replaces another, people's perceptions of what is natural change even to the extent that they no longer believe historical anecdotes of past abundance or size of species. Although widely accepted, this phenomenon has yet to be quantitatively tested. Here we survey three generations of fishers from Mexico's Gulf of California (N = 108), where fish populations have declined steeply over the last 60 years, to investigate how far and fast their environmental baselines are shifting. Compared to young fishers, old fishers named five times as many species and four times as many fishing sites as once being abundant/productive but now depleted (Kruskal-Wallis tests, both p &lt; 0.001) with no evidence of a slowdown in rates of loss experienced by younger compared to older generations (Kruskal-Wallis test, n.s. in both cases). Old fishers caught up to 25 times as many Gulf grouper Mycteroperca jordani as young fishers on their best ever fishing day (regression r2 = 0.62, p &lt; 0.001). Despite times of plentiful large fish still being within living memory, few young fishers appreciated that large species had ever been common or nearshore sites productive. Such rapid shifts in perception of what is natural help explain why society is tolerant of the creeping loss of biodiversity. They imply a large educational hurdle in efforts to reset expectations and targets for conservation. © 2005 The Royal Society.","Article","Scopus",0.622518189867452,NA,NA,NA,NA,NA,360,NA
"136","2-s2.0-26244461265",363,363,"García-Isarch E., Silva L., García A., Sobrino I.","56034344700;7202197940;7404608650;6602327485;","Spatial and temporal distribution of the wedge sole Dicologoglossa cuneata (Moreau, 1881) in the Guadalquivir River mouth (Gulf of Cadiz, southwest Iberian Peninsula) [Distribución espacio-temporal de la acedía Dicologoglossa cuneata (Moreau, 1881) en la desembocadura del río Guadalquivir (golfo de Cádiz, suroeste de la península Ibérica)]",2003,"Boletin - Instituto Espanol de Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26244461265&partnerID=40&md5=e05fe132bd38af6dd6049943d22c63c9","The present paper analyses spatio-temporal variations over the different developmental stages of the population of the wedge sole Dicologoglossa cuneata (Moreau, 1881) in the Guadalquivir River mouth. Monthly fish trawl surveys and ichthyoplankton tows were carried out from May 2000 to April 2001. The species's highest egg and larval abundance occurred during winter and at the beginning of spring, within the area's protected nursery grounds, and to the north of the study zone. D. cuneata juveniles were more abundant during winter, concentrating mainly in the areas close to the river mouth. Likewise, the catches of the adults and spawners were highest during winter, distributed mainly north of the protected nursery grounds. The Guadalquivir mouth ecosystem constitutes a major spawning, nursery and recruitment habitat for the wedge sole, whose spawning season occurs in winter and early spring, coinciding with the principal fishing effort of the fleet specialised in this species. © Instituto Español de Oceanografía, 2003.","Article","Scopus",0.770501566075019,NA,NA,NA,NA,NA,364,NA
"137","2-s2.0-26444559671",278,278,"Molinero J.C., Ibanez F., Souissi S., Chifflet M., Nival P.","8951424900;7006779471;6701312452;15767005000;6701677070;","Phenological changes in the Northwestern Mediterranean copepods Centropages typicus and Temora stylifera linked to climate forcing",2005,"Oecologia","10.1007/s00442-005-0130-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444559671&doi=10.1007%2fs00442-005-0130-4&partnerID=40&md5=c805b7384f40c3135eb5c1edc8578745","Planktonic copepods play a major role in the fluxes of matter and energy in the marine ecosystem, provide a biological pump of carbon into the deep ocean, and play a role in determining fish recruitment. Owing to such ecological considerations, it is essential to understand the role that climate might play in the interannual variability of these organisms and the mechanisms by which it could modify the ecosystem functioning. In this study, a causal chain of meteorological, hydrological and ecological processes linked to the North Atlantic Oscillation (NAO) was identified in the Ligurian Sea, Northwestern Mediterranean. The forcing by the NAO drives most of the hydro-climatic variability during winter and early spring. Subsequently, interannual and decadal changes of the dominant copepods Centropages typicus and Temora stylifera were significantly correlated to the state of the hydro-climatic signal and tightly coupled to the NAO. Direct and indirect effects whose influence promoted phenological changes in the two copepod populations drove the species' responses to climatic forcing. Opposite responses of the analysed species were also highlighted by these results. While years characterized by the positive phase of the NAO leads to enhancement of the strength and the forward move of the C. typicus peak, they act negatively on the annual cycle of T. stylifera, the abundance of which drops twofold and the annual peak appears delayed in time. In contrast, low NAO years lead to high abundance of T. stylifera and a forward timing of its peak, and acts in turn negatively on the C. typicus annual cycle in both abundance (low) and timing (delayed). Owing to the synchronism between hydro-climatic conditions and the NAO, and the major role of these species in the pelagic ecosystem of the studied area, these results provide key elements for interpreting and forecasting decadal changes of planktonic populations in the Ligurian Sea. © Springer-Verlag 2005.","Article","Scopus",0.548623237490423,NA,NA,NA,NA,NA,279,NA
"138","2-s2.0-26844495292",77,77,"Payne A.G., Agnew D.J., Brandão A.","8873312200;7006077492;7005145996;","Preliminary assessment of the Falklands Patagonian toothfish (Dissostichus eleginoides) population: Use of recruitment indices and the estimation of unreported catches",2005,"Fisheries Research","10.1016/j.fishres.2005.07.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844495292&doi=10.1016%2fj.fishres.2005.07.010&partnerID=40&md5=07062231a5db5ad73a50d9932e446309","Longline fishing for Patagonian toothfish (Dissostichus eleginoides) has taken place in Falkland Island waters for over 10 years. This species was previously only caught as bycatch in the Loligo gahi and finfish trawl fishery. This paper presents a preliminary assessment of the Falkland Islands population of Dissostichus eleginoides using an age-structured production model (ASPM). Two models were investigated; one using a Beverton-Holt stock recruitment relationship and another using trawler CPUE based estimates of toothfish abundance to estimate yearly recruitment. A stock recruitment relationship was not included within the model that used abundance estimates, as recruitment to the population was estimated directly from the index of relative recruit abundance calculated from trawler CPUE. The model was fitted to longline standardised CPUE and to the catch-at-length data. The models produced estimates that provided similar declines in the toothfish population although the start and end biomass estimates varied slightly. The models provided estimates of between 13,000 and 26,000 tonnes of current spawning stock biomass and showed current biomass to be between 38 and 46% of virgin biomass. The fit to CPUE was poor between 1994 and 1996, which we hypothesised could have been due to unreported catches or changes in q or M. This was a time when there was considerable IUU fishing in the southwest Atlantic. When the model was allowed to estimate a level of extra catch the fit was improved and 5000 tonnes of extra catch was estimated. Two further models were briefly examined to investigate the possibility of changes in M and q but both required large changes in those parameters in order to fit. Estimates of MSY varied widely, from 912 to almost 3000 tonnes. © 2005 Elsevier B.V. All rights reserved.","Article","Scopus",0.79805241933345,NA,"1",NA,NA,15,78,NA
"139","2-s2.0-26844528569",13,13,"Katsanevakis S.","55879579300;","Abundance and spatial distribution of the Mediterranean scallop, Pecten jacobaeus, in a marine lake",2005,"Fisheries Research","10.1016/j.fishres.2005.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844528569&doi=10.1016%2fj.fishres.2005.07.004&partnerID=40&md5=1888a3565550ea229c2fae05f8b2a9e1","Pecten jacobaeus is an exploitable bivalve, whose populations have greatly declined in the main Mediterranean fisheries since the mid-1980s. A substantial population of the species was studied in the marine Lake Vouliagmeni (Korinthiakos Gulf, Greece). The population density and the spatial distribution of P. jacobaeus were estimated in the lake with line transect sampling by SCUBA diving, a method not previously used for scallop density estimations. Individuals of the first size class (small) were mainly restricted to shallow waters (4-8 m), while individuals of the second size class (large) were mainly restricted to deeper waters (>12 m). Possible reasons for this size-separation were: (1) the most appropriate settlement substrate for pediveligers was in shallow waters, (2) the strong summer thermocline in the lake may have induced the selection of the shallow and warm bottoms of the lake as settlement areas, (3) intraspecific competition between adults and pediveligers, and (4) the high fishing mortality of large individuals in shallow waters. On the hypothesis that successful recruitment of P. jacobaeus occurred mostly in the shallow areas of the lake, it was deduced that P. jacobaeus gradually migrated, as they grew, from the shallow settlement fields of the lake to the deeper areas. The density of large individuals was associated with depth and the degree of scatter (QDφ) of the granule size frequencies. Higher densities of large individuals were found deeper and in poorly sorted sediments (QDφ > 1.0). The size of large individuals was positively correlated with depth. The size of P. jacobaeus population in Lake Vouliagmeni was estimated. © 2005 Elsevier B.V. All rights reserved.","Article","Scopus",0.768241794105421,"0",NA,NA,10,NA,14,NA
"140","2-s2.0-27144465729",43,43,"Craig J.K., Crowder L.B., Henwood T.A.","55663975300;7005270269;6602266297;","Spatial distribution of brown shrimp (Farfantepenaeus aztecus) on the northwestern Gulf of Mexico shelf: Effects of abundance and hypoxia",2005,"Canadian Journal of Fisheries and Aquatic Sciences","10.1139/f05-036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144465729&doi=10.1139%2ff05-036&partnerID=40&md5=24a44fcc8bff9759209e1f6150b4844e","We used fishery-independent hydrographic and bottom trawl surveys on the northwestern Gulf of Mexico shelf from 1983-2000 to test for density dependence and effects of hypoxia (dissolved oxygen ≤ 2.0 mg·L-1) on the spatial distribution of brown shrimp (Farfantepenaeus aztecus). Spatial distribution of shrimp was positively related to abundance on the Texas shelf but negatively related to abundance on the Louisiana shelf. Density dependence was weak, however, and may have been due to factors other than density-dependent habitat selection. Males were distributed over a broader area and further offshore than were females, though differences in spatial distribution between sexes were not large (∼10%-15%). Large-scale hypoxia (up to ∼20 000 km2) on the Louisiana shelf occurs in regions of typically high shrimp density and results in substantial habitat loss (up to ∼25% of the Louisiana shelf), with shifts in distribution and associated high densities both inshore and offshore of the hypoxic region. We discuss these results in terms of the generality of density-dependent spatial distributions in marine populations and potential consequences of habitat loss and associated shifts in distribution due to low dissolved oxygen. © 2005 NRC.","Article","Scopus",0.612848675220695,NA,NA,NA,NA,NA,44,NA
"141","2-s2.0-27144500946",337,337,"Martell S.J.D., Essington T.E., Lessard B., Kitchell J.F., Walters C.J., Boggs C.H.","6603738754;6603663413;8922755800;7005065439;7103262580;7005679566;","Interactions of productivity, predation risk, and fishing effort in the efficacy of marine protected areas for the central Pacific",2005,"Canadian Journal of Fisheries and Aquatic Sciences","10.1139/f05-114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144500946&doi=10.1139%2ff05-114&partnerID=40&md5=5ebd86a0ddf8259def8ae17b74745de4","Ecospace biomass-dynamics models for the central North Pacific predict strong space-time variation in abundances of various trophic groups in relation to nutrient-driven patterns in primary production and circulation-driven concentration of production in convergence areas. The model predicts simple patterns in ecosystem organization and abundances along productivity gradients. Predicted patterns are robust to alternative assumptions about how mobile organisms may alter dispersal behavior in relation to local fitness (per capita gain from net food intake minus predation mortality). Large marine protected areas (MPAs) would be needed to rebuild endangered populations and counter impacts of growing fishing effort. We expected that increases in dispersal rate in response to lower food availability and higher predation risk would reduce efficacy of MPAs as a management tool. Instead, simulations indicated that this negative effect may generally be eliminated or even reversed by positive effects of fitness-maximizing behaviors. Interannual variability in ocean circulation can further reduce the efficacy of MPAs; therefore, the dynamic nature of pelagic environments should also be considered in MPA design. Anomalies in ocean circulation may shift productive areas relative to MPA location, resulting in increased fishing mortality and (or) misinterpretation of catch statistics. © 2005 NRC.","Article","Scopus",0.568651859072509,NA,NA,NA,NA,NA,338,NA
"142","2-s2.0-27744581805",287,287,"Ojaveer E., Kalejs M.","6507562988;24740947600;","The impact of climate change on the adaptation of marine fish in the Baltic Sea",2005,"ICES Journal of Marine Science","10.1016/j.icesjms.2005.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744581805&doi=10.1016%2fj.icesjms.2005.08.002&partnerID=40&md5=a6eca5bd150d79ff5938dfa2a7b2c4fb","The biota in the Baltic Sea has formed under wide variations in environmental conditions induced by climate change since the last glaciation. Areas of the Baltic Sea display marked differences in salinity, oxygen content and temperature of water layers, timing of the peak production cycle, and other basic environmental conditions. Some of the most important adaptations of marine fish to the conditions in the Baltic Sea facilitate reproduction at low and changeable salinity and oxygen deficiency in deeper layers, and enhance the survival of their offspring in early stages of development. In sea herring, flounder, cod, and other late immigrants (which probably colonized the Baltic after the Ancylus stage), abundant year classes occur in periods of higher salinity. During periods of low salinity, the abundance and spatial distribution of marine species is reduced. Probable earlier immigrants (e.g. gulf herring) are less dependent on saltwater inflows, but they depend more on local processes. The success of marine species in different areas of the Baltic Sea has been variable, and species adaptation, mediated by climate oscillations, has resulted in the formation of local populations. © 2005 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.","Conference Paper","Scopus",0.580896674718416,NA,NA,NA,NA,NA,288,NA
"143","2-s2.0-27744582731",369,369,"Alheit J., Möllmann C., Dutz J., Kornilovs G., Loewe P., Mohrholz V., Wasmund N.","6602694017;6603955209;55660289800;6506033992;56547336400;6602620365;9238530900;","Synchronous ecological regime shifts in the central Baltic and the North Sea in the late 1980s",2005,"ICES Journal of Marine Science","10.1016/j.icesjms.2005.04.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744582731&doi=10.1016%2fj.icesjms.2005.04.024&partnerID=40&md5=644ffc8bfd0bb7d6e519f0fe5f7315b8","The index of the North Atlantic Oscillation, the dominant mode of climatic variability in the North Atlantic region, changed in the late 1980s (1987-1989) from a negative to a positive phase. This led to regime shifts in the ecology of the North Sea (NS) and the central Baltic Sea (CBS), which involved all trophic levels in the pelagial of these two neighbouring continental shelf seas. Increasing air and sea surface temperatures, which affected critical physical and biological processes, were the main direct and indirect driving forces. After 1987, phytoplankton biomass in both systems increased and the growing season was extended. The composition of phyto- and zooplankton communities in both seas changed conspicuously, e.g. dinoflagellate abundance increased and diatom abundance decreased in the CBS. Key copepod species that are essential in fish diets experienced pronounced changes in biomass. Abundance of Calanus finmarchicus (NS) and Pseudocalanus sp. (CBS) fell to low levels, whereas C. helgolandicus (NS) and Temora longicornis and Acartia spp. (CBS) were persistently abundant. These changes in biomass of different copepod species had dramatic consequences on biomass, fisheries, and landings of key fish species: North Sea cod declined, cod in the CBS remained at low levels, and CBS sprat reached unprecedented high biomass levels resulting in high yields. The synchronous regime shifts in NS and CBS resulted in profound changes in both marine ecosystems. However, the reaction of fish populations to the bottom-up mechanisms caused by the same climatic shift was very different for the three fish stocks. © 2005 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.","Conference Paper","Scopus",0.642207555859817,NA,NA,NA,NA,NA,370,NA
"144","2-s2.0-28344457564",3,3,"Mcdermott S.F., Fritz L.W., Haist V.","7005399256;9638881600;25030250400;","Estimating movement and abundance of Atka mackerel (Pleurogrammus monopterygius) with tag-release-recapture data",2005,"Fisheries Oceanography","10.1111/j.1365-2419.2005.00380.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28344457564&doi=10.1111%2fj.1365-2419.2005.00380.x&partnerID=40&md5=25ae0a999c583f3b8b89453959e7cc13","A mark-recapture experiment was conducted in Seguam Pass, Alaska, to estimate local Atka mackerel (Pleurogrammus monopterygius) abundance and to evaluate the efficacy of trawl exclusion zones around Steller sea lion (Eumetopias jubatus) rookeries. Atka mackerel were found in dense aggregations near the Aleutian Islands where they are a major prey item of endangered Steller sea lions. In 1999, 1375 tagged fish were released and a biomass of 76 679 metric tonnes (t) was estimated outside a trawl exclusion zone using a simple Petersen model. In 2000, 8773 tagged fish were released and the estimated biomasses were 117 900 t inside and 82 057 t outside the trawl exclusion zones using an integrated tagging model. Movement into the open zone was small after 107 days (0.6%), whereas movement from the open area was potentially large but highly uncertain after 107 days (81%). Our model suggests that trawl exclusion zones in Seguam Pass are effective in separating a large biomass of potential prey for Steller sea lions from the immediate effects of local fisheries. Atka mackerel do not appear to move substantially outside their local aggregations (<70 km), and they show strong habitat preferences within their local home ranges. In one instance, fish released in an area of low Atka mackerel abundance returned to their capture location about 2 miles away. Thus individual Atka mackerel may have an affinity for particular areas within their home range, perhaps resulting from adaptations to local oceanic conditions along the Aleutian Island archipelago. © 2005 Blackwell Publishing Ltd.","Article","Scopus",0.674908547290304,"1",NA,NA,5,NA,4,NA
"145","2-s2.0-28444461511",204,204,"Pikitch E.K., Chapman D.D., Babcock E.A., Shivji M.S.","6701731948;7402278564;7003981642;7003555559;","Habitat use and demographic population structure of elasmobranchs at a Caribbean atoll (Glover's Reef, Belize)",2005,"Marine Ecology Progress Series","10.3354/meps302187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444461511&doi=10.3354%2fmeps302187&partnerID=40&md5=1949001be0f2fb20234371ca906060d5","A 5 yr spring and summer survey (July 2000 to May 2004) of the elasmobranch fauna of Glover's Reef Marine Reserve, Belize, documents the use of this oceanic atoll by at least 12 elasmobranch species, including early life-stages of nurse sharks Ginglymostoma cirratum, Caribbean reef sharks Carcharhinus perezi, lemon sharks Negaprion brevirostris, and southern stingrays Dasyatis americana. Elasmobranch abundance was sampled in 3 atoll macrohabitats (deep lagoon, ocean reef, shallow lagoon) using standardized longlines. Total elasmobranch abundance did not change from year to year, but was significantly higher inside the lagoon than on the ocean reef outside the atoll. G. cirratum dominated both shallow and deep lagoon catches, with smaller individuals more prevalent in the shallow lagoon. C. perezi of all size classes dominated the ocean reef catches, but small juveniles of this species were also common in the deep lagoon. This species rarely utilized the shallow lagoon. A wide range of sizes of C. perezi and G. cirratum occupy Glover's Reef in spring and summer, with males maturing at 150 to 170 cm and 185 to 200 cm total length, respectively. The sex ratios of these species did not deviate from unity. A large juvenile Galápagos shark, C. galapagensis, was collected on the ocean reef, extending the range of this species into the Western Caribbean. Opportunistic surveys of fish markets on the Belize mainland revealed that inshore areas are utilized by early life-stages of sharks from the families Carcharhinidae (C. limbatus, N. brevirostris, Rhizoprionodon porosus) and Sphyrnidae (Sphyrna tiburo, S. lewini, S. mokarran). © Inter-Research 2005.","Article","Scopus",0.712294279764354,NA,NA,NA,NA,NA,205,NA
"146","2-s2.0-28444483201",370,370,"Lampadariou N., Hatziyanni E., Tselepides A.","56002168000;6505945116;55903129100;","Meiofaunal community structure in Thermaikos Gulf: Response to intense trawling pressure",2005,"Continental Shelf Research","10.1016/j.csr.2005.08.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444483201&doi=10.1016%2fj.csr.2005.08.016&partnerID=40&md5=8bf61a3a19c9b904432b915607677614","Among the most important impacts of trawling is the disturbance of the benthic environment as well as the mortality of the larger benthic organisms, which is caused by the passage of the fishing gear. Meiofauna, which are among the smallest benthic organisms, may be more resistant to disturbance by trawling since they are likely to be re-suspended rather than killed by trawls. Their short generation times allow populations to withstand elevated mortality. In this study, we determined the effect of trawling disturbance, season and sediment type on the structure of meiofaunal communities in a commercial fishing ground in Thermaikos Gulf, north Aegean Sea, Greece. The trawling season is limited to 8 months between October and May. A grid of five nearshore stations was chosen along a north-south productivity gradient and an additional offshore station was included as a reference point. Sediment chemistry and meiofaunal community structure were studied before the trawling season started, as well as 1 and 4 months after the initiation of the fishing period. Results showed that there were no short term (30 days) trawling impacts on meiofauna in terms of abundance and community structure but that there were recognizable effects on the community structure of nematodes and the abundance of polychaetes. In contrast, most meiofaunal taxa displayed significant seasonal variability, 4 months after the initiation of the fishing period; however, other closely related factors such as temperature, sediment particle size and primary productivity are more likely to be responsible for the observed patterns. © 2005 Elsevier Ltd. All rights reserved.","Article","Scopus",0.568233979950479,NA,NA,NA,NA,NA,371,NA
