,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
46,2-s2.0-67349234507,47,47,"Ibarra J.T., Fasola L., MacDonald D.W., Rozzi R., Bonacic C.",34768532100;23984781400;7401463172;6603366211;6602362559;,"Invasive american mink mustela vison in wetlands of the cape horn biosphere reserve, southern Chile: What are they eating?",2009,ORYX,10.1017/S0030605308099997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349234507&doi=10.1017%2fS0030605308099997&partnerID=40&md5=82357687530a990e3f827df89a5b4b6f,"The impact of alien American mink on the native fauna of oceanic islands has been demonstrated in a number of locations. In the sub-Antarctic Cape Horn Biosphere Reserve of southern Chile the species is currently expanding in an area where the native fauna evolved in the absence of terrestrial predators. To evaluate any emerging problems we therefore investigated seasonal variation in prey use by mink on Navarino Island within the Reserve. We identified undigested remains in 414 scats collected from the shores of 27 ponds over JanuaryNovember 2006. Diet consisted mainly of mammals and birds. Mammals, including both native and exotic rodents, were the predominant prey in all seasons but birds were of equal importance during the summer (when birds breed and their abundance and diversity increases on the island). Exotic rodents were the only identifiable mammalian prey item during winter. Native wetland birds constituted a substantial proportion of mink diet, and greater than that reported in other areas. Many birds breeding on Navarino Island are ground-nesting, a strategy that evolved in the absence of native mammalian predators. Considering the international importance of this region, our results emphasize the need for an assessment of the impact of mink predation on the populations of native prey. © Fauna & Flora International 2009.",Article,Scopus,0.761818988,NA,0,NA,NA,15,0,15,48,NA
11,2-s2.0-0033884750,77,77,"Splettstoesser J.F., Gavrilo M., Field C., Field C., Harrison P., Harrison P., Messick M., Oxford P., ToDD F.S.",55369786400;6506910731;35360266400;35357581000;57193074503;7401612248;6506973953;6506821661;7003490537;,Notes on Antarctic wildlife: Ross seals Ommatophoca rossii and emperor penguins Aptenodytes forsteri,2000,New Zealand Journal of Zoology,10.1080/03014223.2000.9518219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033884750&doi=10.1080%2f03014223.2000.9518219&partnerID=40&md5=8378e6b32e444227daa648b99a8772ea,"Systematic observations on birds and mammals were carried out in the 1996/97 austral summer in Antarctica while on a circumnavigation of the entire continent by the Russian icebreaker Kapitan Khlebnikov. A total of 22 Ross seals Ommatophoca rossii were recorded during the period 9 December 1996–16 January 1997 of that 65 day cruise, with 75% of them found in light to heavy pack ice conditions. The highest abundance was in the Riiser‐Larsen Sea (between 14°E and 35°E longitude). Half of the seals were observed over the shelf zone, while others were over continental slope to deep ocean. Discussion of all sea‐ice habitats from all sightings of Ross seals from the 1996/97 summer is presented here, along with opportunistic sightings of Ross seals from the same icebreaker in December 1992‐January 1993 and in 1997/98 along the coastline from about 57°E to 100°E. An unusually large concentration of Ross seals was observed during an 8 h period near Gaussberg (66° 13′S, 89°35′E) on 7 January 1993, when a minimum of 40 Ross seals were counted. A search for an emperor penguin Aptenodytes forsteri colony was made in November ‐ December 1997 in the area of the West Ice Shelf, where a colony at Pingvin Island was discovered in 1956 and last seen in 1960. The original population of 30 000 birds was not found, but a smaller subcolony of about 200 breeding pairs (estimated) was found, perhaps a remnant of the original colony which was forced to re‐locate because of a major breakup of West Ice Shelf in 1968. © 2000 Taylor and Francis Group, LLC.",Article,Scopus,0.758892454,NA,?,NA,NA,15,?,15,78,NA
20,2-s2.0-0036124287,41,41,"Casaux R., Baroni A., Barrera-Oro E.",7004072018;7006224731;56175611700;,"Fish in the diet of the Antarctic shag at four colonies on the Danco Coast, Antarctic Peninsula",2002,Antarctic Science,10.1017/S095410200200055X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036124287&doi=10.1017%2fS095410200200055X&partnerID=40&md5=ac1c765697009723ec801d063ae6f67d,"The diet of breeding Antarctic shags (Phalacrocorax bransfieldensis) was investigated at four colonies on the Danco Coast, Antarctic Peninsula, by the analysis of 616 pellets (regurgitated casts) collected from December 1997 to February 1998. Overall, demersal-benthic fish were the most frequent and important prey at all the colonies, followed by octopods and gastropods. Amongst fish, Notothenia coriiceps was the main prey in all of the sampling sites, followed in similar importance by Gobionotothen gibberifrons at Cape Herschel, Primavera Island and Midas Island and in less importance by Harpagifer antarcticus at Py Point. There were marked differences among colonies in the size of the fish consumed. The largest and the smallest specimens were eaten by shags from Midas Island and Py Point respectively. This was mainly influenced by the number of specimens of the smallest fish species, H. antarcticus, consumed at Py Point. The differences in the diet composition may be related to the different foraging areas used by the shags. Results from this study differ from previous studies around the Antarctic Peninsula. The shags at the Danco Coast preyed markedly more intensively than those at the South Shetland Islands on G. gibberifrons. This finding reflects the low abundance of this fish species in inshore waters (<100 m depth) at the South Shetland Islands and supports the use of the Antarctic shags to monitor trends in local populations of coastal fish species.",Article,Scopus,0.75501984,NA,0,NA,NA,15,0,15,42,NA
65,2-s2.0-84892438011,38,38,"Tabak M.A., Poncet S., Passfield K., Martinez Del Rio C.",56002931400;14049119900;55805329800;7003648101;,Invasive species and land bird diversity on remote South Atlantic islands,2014,Biological Invasions,10.1007/s10530-013-0524-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892438011&doi=10.1007%2fs10530-013-0524-x&partnerID=40&md5=83570843b15ac9307eccefcb91840942,"Invasive species pose significant threats to biodiversity, especially on islands. They cause extinctions and population declines, yet little is known about their consequences on the emergent, metacommunity-level patterns of native species in island assemblages. We investigated differences in species-area relationships, nestedness, and occupancy of 9 species of native land birds between island assemblages with and without invasive Norway rats (Rattus norvegicus) in the Falkland Archipelago. We found that species-area curves, nestedness, and individual species' occurrences differed between island assemblages with and without rats. Rat-free islands had, on average, 2.1 more land bird species than rat-infested islands of similar size. Passerine bird communities on islands with and without rats were significantly nested, but nestedness was significantly higher on rat-free islands than on rat-infested islands. The presence of rats was associated with differences in the incidence of many, but not all bird species. On rat free islands the occurrence of all species increased with island area. The occurrence of most, albeit not all, bird species was lower on islands with than on islands without rats. Two species of conservation concern, Troglodytes aedon cobbi and Cinclodes antarcticus, were abundant on rat-free islands, but absent or found at very low frequencies on islands with rats. The occurrence of three species was not associated with the presence of rats. The patterns presented here can be used to evaluate the consequences of ongoing rat eradications for passerine diversity, distribution, and abundance. © 2013 Springer Science+Business Media Dordrecht.",Article,Scopus,0.748280673,NA,0,NA,NA,15,0,15,39,NA
24,2-s2.0-0038715818,3,3,"Kendall K.A., Ruhl H.A., Wilson R.C.",7102798119;7005369380;57199296466;,"Distribution and abundance of marine bird and pinniped populations within Port Foster, Deception Island, Antarctica",2003,Deep-Sea Research Part II: Topical Studies in Oceanography,10.1016/S0967-0645(03)00096-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038715818&doi=10.1016%2fS0967-0645%2803%2900096-1&partnerID=40&md5=9956e34ee4fe7b0cbfb9c84e1fdfce96,"Seabirds and pinnipeds were surveyed during four cruises from March 1999 to November 2000 at Port Foster, Deception Island, Antarctica. Abundances and distributions of three species of pinnipeds, Arctocephalus gazella (Antarctic fur seals), Leptonychotes weddelli (Weddell seals), and Lobodon carcinophagus (crabeater seals), and 11 species of marine birds were documented within Port Foster. A. gazella was the dominant pinniped within Port Foster; its abundance has increased since the 1986/87 austral summer season. A. gazella were concentrated at the entrance to Port Foster. More pinnipeds were observed during the austral summer than during the spring. The most dominant seabird, Pygoscelis antarctica (chinstrap penguin), was concentrated along the rocky cliffs behind the beaches where A. gazella hauled out. Larus dominicanus (kelp gull) and Daption capense (cape petrel) were the most dominant flying seabirds. All other seabird species were more widely distributed around Port Foster than P. antarctica. There was no clear trend in abundances of seabirds over the study period. It is possible that the protected area of Port Foster provides refuge for vagrants of colonies along the outer periphery of the island and as a stopover point for migrating species. © 2003 Published by Elsevier Science Ltd.",Article,Scopus,0.745112316,1,1,NA,5,15,1,15,4,NA
41,2-s2.0-40649099856,32,32,"Le Bohec C., Durant J.M., Gauthier-Clerc M., Stenseth N.C., Park Y.-H., Pradel R., Grémillet D., Gendner J.-P., Le Maho Y.",6507149495;7102025732;6603971273;16040160500;8353823400;7003520954;54903897800;6602239724;7006131359;,King penguin population threatened by Southern Ocean warming,2008,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.0712031105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40649099856&doi=10.1073%2fpnas.0712031105&partnerID=40&md5=020867dcf768377341a27625ebccd205,"Seabirds are sensitive indicators of changes in marine ecosystems and might integrate and/or amplify the effects of climate forcing on lower levels in food chains. Current knowledge on the impact of climate changes on penguins is primarily based on Antarctic birds identified by using flipper bands. Although flipper bands have helped to answer many questions about penguin biology, they were shown in some penguin species to have a detrimental effect. Here, we present for a Subantarctic species, king penguin (Aptenodytes patagonicus), reliable results on the effect of climate on survival and breeding based on unbanded birds but instead marked by subcutaneous electronic tags. We show that warm events negatively affect both breeding success and adult survival of this seabird. However, the observed effect is complex because it affects penguins at several spatio/temporal levels. Breeding reveals an immediate response to forcing during warm phases of El Niño Southern Oscillation affecting food availability close to the colony. Conversely, adult survival decreases with a remote sea-surface temperature forcing (i.e., a 2-year lag warming taking place at the northern boundary of pack ice, their winter foraging place). We suggest that this time lag may be explained by the delay between the recruitment and abundance of their prey, adjusted to the particular 1-year breeding cycle of the king penguin. The derived population dynamic model suggests a 9% decline in adult survival for a 0.26°C warming. Our findings suggest that king penguin populations are at heavy extinction risk under the current global warming predictions. © 2008 by The National Academy of Sciences of the USA.",Article,Scopus,0.74427518,NA,0,survival rates,NA,15,0,15,33,NA
15,2-s2.0-0034478185,21,21,"Soave G.E., Coria N.R., Montalti D., Curtosi A.",7003769621;6603887685;6603581738;8525548600;,"Breeding flying birds in the region of the fildes Peninsula, King Goerge Island, South Shetland Islands, Antarctica, 1995/96",2000,Marine Ornithology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034478185&partnerID=40&md5=aaf0a6a91e9e48fd2722c4b72b6ae832,"During the summer breeding season of 1995/96 we obtained information on the abundance and distribution of breeding flying birds on the Fildes Peninsula, King George Island, South Shetland Islands, Antarctica. Nine breeding flying birds were recorded: Pintado or Cape Petrel Daption capense, Southern Giant Petrel Macronectes giganteus, Wilson's Storm Petrel Oceanites oceanicus, Black-bellied Storm Petrel Fregetta tropica, Greater Sheathbill Chionis alba, South Polar Skua Catharacta maccormicki, Subantarctic Skua C. antarctica, Kelp Gull Larus dominicanus and Antarctic Tern Sterna vittata. The data are compared with those reported by others authors. The value of the surveyed area from an environmental view point is considered in light of its importance as a rich feeding area for seabirds and a significant increase in human activities in the area during the last decade.",Article,Scopus,0.733702421,1,1,"Initially different classes, abstract indicates comparison to other data, suggests trends may be available.",15,15,1,15,22,0
36,2-s2.0-34548590212,24,24,"Hinke J.T., Salwicka K., Trivelpiece S.G., Watters G.M., Trivelpiece W.Z.",6603789551;21735569900;6602356108;7006551447;6603329731;,Divergent responses of Pygoscelis penguins reveal a common environmental driver,2007,Oecologia,10.1007/s00442-007-0781-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548590212&doi=10.1007%2fs00442-007-0781-4&partnerID=40&md5=d10d2c1b264f13855cfc34c7e297c668,"The responses of predators to environmental variability in the Antarctic Peninsula region have exhibited divergent patterns owing to variation in the geographic settings of colonies and predator life-history strategies. Five breeding colonies of Pygoscelis penguins from King George Island and Livingston Island, South Shetland Islands, Antarctica, were examined to (1) compare the responses of sympatric congeners to recent changes in their Antarctic ecosystem and (2) assess underlying causes for such responses. We used linear regression and correlation analyses to compare indices of abundance, recruitment, and summer breeding performance of the Adélie (P. adeliae), gentoo (P. papua), and chinstrap penguins (P. antarctica). Breeding colonies of Adélie and chinstrap penguins have declined by roughly 50% since the mid-1970s, and recruitment indices of Adélie penguins have declined by roughly 80%, but no such patterns are evident for gentoo penguins. Fledging success, however, has remained stable at all breeding colonies. The different trends in abundance and recruitment indices for each species, despite generally similar indices of summer performance, suggest that winter conditions contribute to the divergent responses among the penguins. In particular, strong correlations between indices of penguin and krill recruitment suggest that penguins in the South Shetland Islands may live under an increasingly krill-limited system that has disproportionate effects on the survival of juvenile birds. © 2007 Springer-Verlag.",Article,Scopus,0.73186728,1,1,NA,15,15,1,15,25,0
18,2-s2.0-0035222712,73,73,"Sun L., Xie Z.",7403957370;7402267338;,Relics: penguin population programs.,2001,Science progress,10.3184/003685001783239078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035222712&doi=10.3184%2f003685001783239078&partnerID=40&md5=44192076bfff3d3271db1f28e067932d,"What has been responsible for the increase in Chinstrap penguin populations during the past 40 years in maritime Antarctica? One view ascribes it to an increase in availability of their prey brought on by the decrease in baleen whale stocks. The contrary opinion, attributes it to environmental warming. This causes a gradual decrease in the frequency of cold years with extensive winter sea ice cover. A number of penguin monitoring programs are in progress and are expected to provide some answers to these questions. Unfortunately, it is not easy to distinguish natural variability from anthropogenic change since penguins are easily accessible predators of krill and the feeding range of the penguins has almost overlapped with the krill fishery in time and space in the last four decades. Therefore it is important to reconstruct the change of ancient penguin abundance and distribution in the absence of human activity. Many efforts have focused on surveying the abandoned penguin rookeries, but this method has not been able to give a continuous historical record of penguin populations. In several recent studies, ancient penguin excreta was scooped from the penguin relics in the sediments of the lake on penguin rookery, Ardley Island, maritime Antarctica. In these studies, penguin droppings or guano soil deposited in the lake and changes in sediment geochemistry have been used to calculate penguin population changes based upon the geochemical composition of the sediment core. The results suggest that climate change has a significant impact on penguin populations.",Article,Scopus,0.728037947,NA,NA,NA,NA,NA,?,15,74,NA
70,2-s2.0-84907806610,76,76,"Scioscia G., Raya Rey A., Saenz Samaniego R.A., Florentín O., Schiavini A.",26435546900;7202860877;55556193800;49061126700;6603444051;,"Intra- and interannual variation in the diet of the Magellanic penguin (Spheniscusmagellanicus) at Martillo Island, Beagle Channel",2014,Polar Biology,10.1007/s00300-014-1532-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907806610&doi=10.1007%2fs00300-014-1532-8&partnerID=40&md5=ba4c9376ba7432e070b23be5d9ac24e3,"Knowledge of seabirds’ diet at each breeding site and its temporal variation is key to understanding and evaluating how changes in marine resources affect each seabird population. In this study, we determined the diet of Magellanic penguins (MP, Spheniscus magellanicus) at Martillo Island, accounting for sex, breeding stage and year. We analyzed a total of 144 stomach contents during three consecutive breeding seasons (2006–2007, 2007–2008 and 2008–2009) and stages (incubation, early and late chick-rearing). MP fed mainly on fuegian sprat (Sprattus fuegensis), which represented 75 % of the biomass consumed by birds during the entire study. The next important prey was squat lobster (Munida gregaria), followed by Patagonian squid (Loligo gahi). Both sexes consumed similar prey items. We observed variation in diet relative composition among breeding years and stages. Fuegian sprat consumption decreased throughout the years whereas squat lobster increased. Penguins consumed a higher proportion of squat lobster and Patagonian squid during the incubation stage than in the chick-rearing stages, whereas fuegian sprat was almost the only prey item consumed during the late chick-rearing stage. MPs show certain flexibility in the use of resources probably as a response to changes in prey populations. Variability in the diet among different reproductive stages could be related to changes in the distribution and abundance of their main prey near the colony during the breeding season together with changes in the energy requirements of seabirds. © 2014, Springer-Verlag Berlin Heidelberg.",Article,Scopus,0.722508585,NA,NA,NA,NA,NA,,,77,NA
4,2-s2.0-0025588389,30,30,"Bloomer J.P., Bester M.N.",7005280904;7005684769;,Diet of a declining feral cat Felis catus population on Marion Island,1990,South African Journal of Wildlife Research,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025588389&partnerID=40&md5=efc61697942ea861a8dc555b731dc6bf,"Analysis of contents of stomachs from feral cats killed during an eradication programme on sub-Antarctic Marion Island indicates that there has been a significant change in the diet. The presence of bird remains in cat stomachs reflects seasonal changes in the abundance of birds on the island, while mice Mus musculus are most frequently eaten when the majority of birds are absent from the island. The frequency of occurrence of mice in the diet increased significantly from 16.4% in 1975 to 60.3% in 1989, while burrowing petrels (Procellariidae) decreased significantly from 97.4% to 60.3%. Birds are still the preferred prey of cats, but because of the reduction in the number of birds as a result of cat predation mice are becoming an increasingly important component in the diet of the remaining cats. -Authors",Article,Scopus,0.71022415,NA,NA,NA,NA,NA,,,31,NA
69,2-s2.0-84906259658,75,75,"Horswill C., Matthiopoulos J., Green J.A., Meredith M.P., Forcada J., Peat H., Preston M., Trathan P.N., Ratcliffe N.",55818724800;6602763763;55371895100;7103271119;7004397268;6601966010;36482068200;7003343692;36028542900;,"Survival in macaroni penguins and the relative importance of different drivers: Individual traits, predation pressure and environmental variability",2014,Journal of Animal Ecology,10.1111/1365-2656.12229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906259658&doi=10.1111%2f1365-2656.12229&partnerID=40&md5=51ffe6fb9dee0ed5ccfa9513132fe415,"Understanding the demographic response of free-living animal populations to different drivers is the first step towards reliable prediction of population trends. Penguins have exhibited dramatic declines in population size, and many studies have linked this to bottom-up processes altering the abundance of prey species. The effects of individual traits have been considered to a lesser extent, and top-down regulation through predation has been largely overlooked due to the difficulties in empirically measuring this at sea where it usually occurs. For 10 years (2003-2012), macaroni penguins (Eudyptes chrysolophus) were marked with subcutaneous electronic transponder tags and re-encountered using an automated gateway system fitted at the entrance to the colony. We used multistate mark-recapture modelling to identify the different drivers influencing survival rates and a sensitivity analysis to assess their relative importance across different life stages. Survival rates were low and variable during the fledging year (mean = 0·33), increasing to much higher levels from age 1 onwards (mean = 0·89). We show that survival of macaroni penguins is driven by a combination of individual quality, top-down predation pressure and bottom-up environmental forces. The relative importance of these covariates was age specific. During the fledging year, survival rates were most sensitive to top-down predation pressure, followed by individual fledging mass, and finally bottom-up environmental effects. In contrast, birds older than 1 year showed a similar response to bottom-up environmental effects and top-down predation pressure. We infer from our results that macaroni penguins will most likely be negatively impacted by an increase in the local population size of giant petrels. Furthermore, this population is, at least in the short term, likely to be positively influenced by local warming. More broadly, our results highlight the importance of considering multiple causal effects across different life stages when examining the survival rates of seabirds. © 2014 The Authors. Journal of Animal Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society.",Article,Scopus,0.70742783,NA,NA,NA,NA,NA,,,76,NA
47,2-s2.0-77952318707,12,12,"Quillfeldt P., Masello J.F., McGill R.A.R., Adams M., Furness R.W.",6701711639;6603347945;8595503700;57126799200;7103164978;,Moving polewards in winter: A recent change in the migratory strategy of a pelagic seabird?,2010,Frontiers in Zoology,10.1186/1742-9994-7-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952318707&doi=10.1186%2f1742-9994-7-15&partnerID=40&md5=0ad8fa8cbe4cad4a896155c118975f9f,"Background: During the non-breeding period, many birds migrate to milder areas, found closer to the equator than their breeding sites. Opposite movements are very rare. In the Southern Ocean, the abundance of 13C declines markedly with more southern latitude, providing a characteristic 13C isoscape. This can be used as a tracer for the movement of seabirds between breeding and inter-breeding areas, by comparing stable isotope ratios of feathers grown at different times of the year.Results: We studied seasonal movements of Thin-billed prions (Aves, Procellariiformes), breeding at the Subantarctic Falkland/Malvinas Islands, compared with those of Wilson's storm-petrels breeding in the Antarctic South Shetland Islands. The two species showed opposite migratory movements. While Wilson's storm-petrels moved to warmer waters north of the Drake Passage in winter, Thin-billed prions showed a reversed movement towards more polar waters. Carbon stable isotope ratios in recent and historical feathers indicated that poleward winter movements of Thin-billed prions were less common historically (45% in 1913-1915), and have only recently become dominant (92% in 2003-2005), apparently in response to warming sea temperatures.Conclusions: This study shows that pelagic seabirds can rapidly change migration strategies within populations, including migration towards more poleward waters in winter. © 2010 Quillfeldt et al; licensee BioMed Central Ltd.",Article,Scopus,0.702034278,0,NA,NA,10,NA,,,13,NA
43,2-s2.0-56249119909,19,19,"Costa E.S., Alves M.A.S.",14423967400;7202824624;,"The breeding birds of Hennequin Point: An ice-free area of Admiralty Bay (Antarctic Specially Managed Area), King George Island, Antarctica",2008,Revista Brasileira de Ornitologia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249119909&partnerID=40&md5=95152cc9072e861f59bfe3b551e1a276,"We surveyed the breeding bird community of Hennequin Point, King George Island, Antarctic Peninsula, in the 2004/2005 breeding season and here we provide a comparison of our data with Jablonski's data collected in the summer of 1978/79 (Jablonski 1986). We recorded eight species breeding in the study area, including: the Cape Petrel (Daption capense), the Wilson's Storm-petrel (Oceanites oceanicus), the Black-bellied Storm-petrel (Fregetta tropica), the South Polar Skua (Catharacta maccormicki), the Subantarctic Skua (C. lonnbergi), the Chilean Skua (C. chilensis), the Kelp Gull (Larus dominicanus) and the Antarctic Tern (Sterna vittata). Two species showed positive average annual growth: the South Polar Skua (10.33%) and the Kelp Gull (6.22%); three others showed negative average annual growth: the Wilson's Storm-petrel (-1.29%), the Subantarctic Skua (-6.00%) and the Antarctic Tern (-2.13%). The total species abundance did not differ significantly between the analyzed years (U = 28.500; p = 0.29), but we could observe qualitative alterations in the abundance per species and composition of bird community in Hennequin Point when we compared the data presented by Jablonski (1986) and the data from this study. These data can serve as a basis for studies with regular time intervals to understand the bird population fluctuations and the environmental variables associated to them.",Article,Scopus,0.697508615,1,NA,NA,15,NA,,,20,0
58,2-s2.0-84875418658,55,55,"Fisher P.R., Boren L.J.",55900989900;13407706500;,"New Zealand king shag (Leucocarbo carunculatus) foraging distribution and use of mussel farms in Admiralty Bay, Marlborough Sounds",2012,Notornis,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875418658&partnerID=40&md5=daccda9603ecd3b1d9119aeb0b0a3cda,"To date there has been no published information describing the relative abundance, behaviour or distribution of the New Zealand king shag (Leucocarbo carunculatus) within mussel farm areas, despite the sensitivity of the species to human disturbance and the potential overlap of its range with proposed development of marine aquaculture. Four survey methods were employed as part of a multi-species research programme to develop methods for surveying marine mammals and seabird populations in aquaculture management areas. Two of the techniques, involving continuous timelapse photography of mussel farms and boat-based surveys through coastal farms were developed for this study. Timelapse cameras showed that mussel farms buoys were used by king shags as temporary resting sites only. King shags were recorded on 36% of the farms (n = 44) from 13 surveys within inner Admiralty Bay. The low number of sightings within mussel farms suggests that farms are not important foraging or resting areas for king shags, at least in Admiralty Bay. The foraging range and density of king shags was not known before farms were developed, so no direct comparison or impact assessment can be made. Boat-based surveys were used to estimate the density of foraging shags, which showed that daily locations of foraging birds at sea can vary considerably on consecutive days and over the season. Previous environmental surveys to assess impacts of mussel farms on foraging areas are therefore unlikely to adequately represent the entire foraging range or most important feeding areas. The number of breeding pairs, chicks and nests was also found to vary considerably at colonies, dependent on when counts were undertaken during their protracted breeding season. Open water mid-bay aquaculture (shellfish and finfish) potentially poses a greater threat to king shags than 'coastal ribbon development', in terms of loss of open water habitat from farm structures, and loss of foraging habitat through modification to the water column (e.g., turbidity) and seabed. Given the lack of knowledge about the king shag population dynamics, diet and prey availability, there is an urgent requirement for more research to fill these gaps and also understand how we can conserve important shag feeding areas and associated marine environment through sustainable management of aquaculture. © The Ornithological Society of New Zealand, Inc.",Article,Scopus,0.696126615,NA,NA,NA,NA,NA,,,56,NA
31,2-s2.0-33748429307,60,60,"Sander M., Carneiro A.P.B., Mascarello N.E., Santos C.R.D., Costa E.S., Balbão T.C.",14424263000;14424146100;14424267000;14424533000;14423967400;14423916500;,"Distribution and status of the kelp gull, Larus dominicanus Lichtenstein (1823), at Admiralty Bay, King George Island, South Shetland, Antarctica",2006,Polar Biology,10.1007/s00300-006-0164-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748429307&doi=10.1007%2fs00300-006-0164-z&partnerID=40&md5=6497dcf8670523e17e363150d5721ced,"We examined the distribution, abundance and density of the kelp gull, at Admiralty Bay during three austral summers from 2002/03 to 2004/05 and compared our results with previously published data. All ice free areas within the bay were surveyed, and nests were individually marked with a hand-held GPS receiver and subsequently plotted on a geographical chart using ArcView (ESRI 2001). Statistical analysis demonstrated that the means are similar for all time periods, suggesting that the population of kelp gulls has remained unchanged in Admiralty Bay since summer of 1978/79 (Jablonski 1986). © Springer-Verlag 2006.",Review,Scopus,0.695531145,NA,NA,NA,NA,NA,,,61,NA
37,2-s2.0-34948910166,6,6,"Barber-Meyer S.M., Kooyman G.L., Ponganis P.J.",16306455700;7004336845;7004429763;,Estimating the relative abundance of emperor penguins at inaccessible colonies using satellite imagery,2007,Polar Biology,10.1007/s00300-007-0317-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948910166&doi=10.1007%2fs00300-007-0317-8&partnerID=40&md5=155dfc1827847a5f220de748975e6abe,"Emperor penguin (Aptenodytes forsteri) populations are useful environmental indicators due to the bird's extreme reliance on sea ice. We used remote sensing technology to estimate relative adult bird abundance at two inaccessible emperor penguin colonies in the Ross Sea, Antarctica. We performed supervised classification of 12 panchromatic satellite images of the seven known Ross Sea colonies. We used regression to predict adult bird counts at the inaccessible colonies by relating the number of pixels classified as ""penguin"" in the satellite images of the accessible colonies to corresponding known adult bird counts from aerial photographs or ground counts. While our analysis was hampered by excessive guano and shadows, we used satellite imagery to differentiate between relatively small (<3,000 adult birds) and larger colonies (>5,000 adult birds). Remote sensing technology is logistically less intense and less costly than aerial or ground censuses when the objective is to document penguin presence and/or large emperor penguin population changes (e.g., catastrophic changes). Improvements expected soon in the resolution of the satellite images should allow for more accurate abundance estimates. © 2007 Springer-Verlag.",Article,Scopus,0.695519761,0,NA,NA,5,NA,,,7,NA
54,2-s2.0-84859849527,11,11,"Ojeda J., Suazo C.G., Rau J.R.",36629080700;23467758800;7103320025;,"Seasonal seabird assemblages in the artisanal long-line fishery of austral hake Merluccius australis, in Chile's sub-Antarctic channels [Ensamble estacional de aves marinas en la pesquería del palangre artesanal de la merluza austral merluccius australis, en canales subantárticos de chile]",2011,Revista de Biologia Marina y Oceanografia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859849527&partnerID=40&md5=d7c9d5f4174fa5cb26f8ed6ff90206bf,"The fjords and channels of southern Chile represent breeding and feeding areas for sub-Antarctic seabird species. In addition, in these environments, an important artisanal austral hake Merluccius australis longline fishery operates. Studies on the relationship between seabirds and this activity are fundamental for the ecology and conservation biology of these birds. This study examined the composition and structure of the seasonal seabird assemblages attending the artisanal longline fishing activities in channels of the Southeast Pacific, Chile. Fieldwork was carried-out during summer (Cook Bay), winter (Felix Lighthouse), and spring (Gulf Xaultegua) of 2008. Ten species were associated with fishing activities. The most common seabird species observed during the year were the Black-browed albatross Thalassarche melanophrys and the Southern giant-petrel Macronectes giganteus. The seasonal structure of the assemblages presented differences between summer and winter. In terms of abundance, Black-browed albatrosses presented the highest contribution to the assemblage in summer (87.5%). During winter the Kelp gull Larus dominicanus showed the highest contribution (47.7%) while the Black-browed albatross abundance decreased to 9.1%. Black-browed albatross was the species with the highest index of relative importance within the assemblies, but is also a species with the conservation status 'endangered'. Therefore, it is necessary to maintain constant monitoring of the interaction between seabirds and artisanal longline fishing activities of sub-Antarctic environments.",Article,Scopus,0.695106049,0,NA,NA,10,NA,,,12,NA
