,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
50,2-s2.0-84969822689,4,4,"Elorriaga-Verplancken F.R., Sierra-Rodríguez G.E., Rosales-Nanduca H., Acevedo-Whitehouse K., Sandoval-Sierra J.",24484537100;57189372750;39762663700;6506351004;57189360189;,"Impact of the 2015 El Niño-southern oscillation on the abundance and foraging habits of Guadalupe fur seals and California sea lions from the San Benito Archipelago, Mexico",2016,PLoS ONE,10.1371/journal.pone.0155034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969822689&doi=10.1371%2fjournal.pone.0155034&partnerID=40&md5=af01cffb6ee7bf784fb84db0f044edab,"The abundance of California sea lions (Zalophus californianus) (CSLs) and Guadalupe fur seals (Arctocephalus philippii townsendi) (GFSs) from the San Benito Archipelago (SBA) was determined through nine monthly surveys in 2014-2015. Assessment of their foraging habits was examined based on the isotopic analysis of pups (maternal indicators) (SIAR/ SIBER-R). Environmental variability between 2014 and 2015 was also analyzed, in terms of sea surface temperature (SST) and chlorophyll (Chl-a) concentration. Both otariids reached their highest abundance in July of both years; however, relative to 2014, the 2015 survey showed a 59.7% decline in the total GFS abundance and a 42.9% decrease of GFS pups, while total CSL abundance decreased 52.0% and CSL pup presence decreased in 61.7%. All monthly surveys for both otariids showed a similar trend (&gt;50% decrease in 2015). Compared to 2014, the 2015 GFSs isotopic niche was three times larger (2.0 in 2015, 0.6 in 2014) and the δ13C was significantly lower. CSLs also showed significantly lower δ31C and higher δ15N in 2015. Interannual segregation was greater for CSLs, and their pup body mass was also significantly lower during the 2015 breeding season (mean = 8.7 kg) than in the same season of 2014 (mean = 9.9 kg). The decrease in δ13C for both otariids reflected a more oceanic foraging; most likely associated with the decline in primary productivity in surrounding areas to the SBA, related to a higher SST caused by the 2015 ENSO, with a subsequent increase in foraging effort. These would explain the fewer observed individuals on land, especially pups, which showed diminished body condition (CSLs). This study highlights the importance of marine mammals as sentinel species that respond dynamically to changes in environment, providing valuable information on the effect of ENSO on pinnipeds in Mexican waters. © 2016 Elorriaga-Verplancken et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus,0.764193647,1,1,NA,5,10,1,10,5,NA
28,2-s2.0-67349234507,47,47,"Ibarra J.T., Fasola L., MacDonald D.W., Rozzi R., Bonacic C.",34768532100;23984781400;7401463172;6603366211;6602362559;,"Invasive american mink mustela vison in wetlands of the cape horn biosphere reserve, southern Chile: What are they eating?",2009,ORYX,10.1017/S0030605308099997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349234507&doi=10.1017%2fS0030605308099997&partnerID=40&md5=82357687530a990e3f827df89a5b4b6f,"The impact of alien American mink on the native fauna of oceanic islands has been demonstrated in a number of locations. In the sub-Antarctic Cape Horn Biosphere Reserve of southern Chile the species is currently expanding in an area where the native fauna evolved in the absence of terrestrial predators. To evaluate any emerging problems we therefore investigated seasonal variation in prey use by mink on Navarino Island within the Reserve. We identified undigested remains in 414 scats collected from the shores of 27 ponds over JanuaryNovember 2006. Diet consisted mainly of mammals and birds. Mammals, including both native and exotic rodents, were the predominant prey in all seasons but birds were of equal importance during the summer (when birds breed and their abundance and diversity increases on the island). Exotic rodents were the only identifiable mammalian prey item during winter. Native wetland birds constituted a substantial proportion of mink diet, and greater than that reported in other areas. Many birds breeding on Navarino Island are ground-nesting, a strategy that evolved in the absence of native mammalian predators. Considering the international importance of this region, our results emphasize the need for an assessment of the impact of mink predation on the populations of native prey. © Fauna & Flora International 2009.",Article,Scopus,0.761818988,NA,0,NA,NA,10,0,10,48,NA
25,2-s2.0-55949132378,13,13,Khan R.A.,7201674037;,"Influence of environmental changes in the north-western Atlantic Ocean on a parasite, Echinorhynchus gadi (Acanthocephala) of Atlantic cod (Gadus morhua) occurring off coastal Labrador, Canada",2008,Journal of Helminthology,10.1017/S0022149X0897615X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55949132378&doi=10.1017%2fS0022149X0897615X&partnerID=40&md5=d49c4a7a0030498099062146338f0f1f,"A study was conducted to determine the influence of environmental change on an endoparasite, Echinorhynchus gadi (Acanthocephala) of Atlantic cod (Gadus morhua) over a 30-year period off the coast of Labrador in the north-western Atlantic, North Atlantic Fisheries Organization subareas 2J-3K. Cod, once an abundant fish species that had been commercially exploited for many decades, declined precipitously during the mid-1980s onwards. This decline was attributed to climatic changes that affected the entire food chain from zooplankton to fish, sea birds and marine mammals. A monitoring programme was introduced, sampling cod by otter trawling using research vessels. The fish, after capture, were frozen at - 20°C, subsequently thawed and the digestive tract removed and examined for the parasite in 2006. Data from samples taken in 1976, 1980-81, 1986, 1990, 2000 and 2003 were compared statistically with those collected in 2006. The results indicate a decline in the prevalence and mean abundance of E. gadi in 1986 with a minimum in 2000 but increasing gradually in 2003 and 2006. These changes were coincident initially with a decline of oceanic temperature and the entire food web, including capelin (Mallotus villosus), a preferred prey of cod and primary source of E. gadi. The increase in prevalence and mean abundance of the parasite in 2006 were associated with an increase of oceanic temperature and the return of small schools of capelin to offshore areas. Cod older than 4 years harboured a greater abundance of E. gadi than younger fish, while no difference was observed between the sexes. The results suggest that the abundance of E. gadi can be useful as a bioindicator of environmental changes in the north-western Atlantic. © 2008 Cambridge University Press.",Article,Scopus,0.754835992,1,1,Changed to 1 following another search,15,10,1,10,14,NA
46,2-s2.0-84899700411,40,40,"Gowan T.A., Ortega-Ortiz J.G.",56144951200;6507006001;,Wintering habitat model for the north atlantic right whale (eubalaena glacialis) in the southeastern united states,2014,PLoS ONE,10.1371/journal.pone.0095126.g002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899700411&doi=10.1371%2fjournal.pone.0095126.g002&partnerID=40&md5=663177f9cc0f3d58ac83b53dc83c53ba,"The coastal waters off the southeastern United States (SEUS) are a primary wintering ground for the endangered North Atlantic right whale (Eubalaena glacialis), used by calving females along with other adult and juvenile whales. Management actions implemented in this area for the recovery of the right whale population rely on accurate habitat characterization and the ability to predict whale distribution over time. We developed a temporally dynamic habitat model to predict wintering right whale distribution in the SEUS using a generalized additive model framework and aerial survey data from 2003/2004 through 2012/2013. We built upon previous habitat models for right whales in the SEUS and include data from new aerial surveys that extend the spatial coverage of the analysis, particularly in the northern portion of this wintering ground. We summarized whale sightings, survey effort corrected for probability of whale detection, and environmental data at a semimonthly resolution. Consistent with previous studies, sea surface temperature (SST), water depth, and survey year were significant predictors of right whale relative abundance. Additionally, distance to shore, distance to the 22uC SST isotherm, and an interaction between time of year and latitude (to account for the latitudinal migration of whales) were also selected in the analysis presented here. Predictions from the model revealed that the location of preferred habitat differs within and between years in correspondence with variation in environmental conditions. Although cow-calf pairs were rarely sighted in the company of other whales, there was minimal evidence that the preferred habitat of cow-calf pairs was different than that of whale groups without calves at the scale of this study. The results of this updated habitat model can be used to inform management decisions for a migratory species in a dynamic oceanic environment. © 2014 Lihong et al.",Article,Scopus,0.745970603,NA,1,NA,NA,10,1,10,41,NA
52,2-s2.0-85027376138,42,42,"Lessa I.C.M., Ferreguetti Á.C., Kajin M., Dickman C.R., Bergallo H.G.",55366815100;55857470300;24504304100;7102521104;6701521212;,You can’t run but you can hide: the negative influence of human presence on mid-sized mammals on an Atlantic island,2017,Journal of Coastal Conservation,10.1007/s11852-017-0544-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027376138&doi=10.1007%2fs11852-017-0544-2&partnerID=40&md5=64e8cd407fdf7e9ae83917ca37386013,"Here, we report the results of a camera-trapping survey of mid-sized (1–50 kg) mammals on an oceanic Atlantic forest island in Brazil. Despite 80% of the island being formally reserved for conservation, the island’s northern areas support a small, but rapidly growing human population that we expected would disturb the mammals and their foraging and movement behaviors. Hunting activities are also more frequent and severe on the north side of the island, closer to the villages. We tested the following hypothesis: the probability of occupancy, detectability, and abundance of mid-sized mammals will be higher in less-disturbed areas on southern parts of the island than in more-disturbed areas to the north. Ordination using multi-dimensional scaling (MDS) highlighted that mammal assemblages were differentiated between the northern and southern slope areas, and regression analyses showed MDS scores to be associated strongly with an index of human population density. Occupancy models for Didelphis aurita, Dasypus novemcinctus, Dasyprocta leporina, and Cuniculus paca showed no effect of habitat covariates, but there were marked effects of human activity impact on the detection probability of all species, except D. aurita. Species detections and local abundances were higher in the less disturbed southern parts of the island. Our results support the notion that mid-sized mammals will change their movement and foraging behaviors as a function of human activities, even inside reserved, protected areas. © 2017, Springer Science+Business Media B.V.",Article,Scopus,0.740329169,NA,0,NA,NA,10,0,10,43,NA
2,2-s2.0-0030809372,45,45,"Antonelis G.A., Sinclair E.H., Ream R.R., Robson B.W.",6603734852;35830488300;8613869300;7004890559;,Inter-island variation in the diet of female northern fur seals (Callorhinus ursinus) in the Bering Sea,1997,Journal of Zoology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030809372&partnerID=40&md5=f97329b66684dd04f6af7b5059ae0073,"The diet of adult female northern fur seals (Callorhinus ursinus) is examined through the analysis of faecal material collected during the summer breeding season at three breeding locations in the Bering Sea: St. Paul Island (1988, 1990) and St. George Island (1988, 1990) of the Pribilof Islands Group (USA). and Medny Island (1990) of the Commander Islands Group (Russia). Prey consumption varies annually and accordingly with the physical and biological environment surrounding each island Juvenile walleye pollock (Theragra chalcogramma) is the most common prey of northern fur seals from St Paul Island; the island is surrounded by a broad neritic environment with widely separated frontal zones and is the greatest distance from the continental shelf-edge. Gonatid squid (Gonatopsis horealis/Berryteuthis magister and Gonatus madokai/Gonatus middendorffi) were the most common prey of northern fur seals from Medny Island; the island is surrounded by a compressed neritic environment and is adjacent to the continental shelf-edge and the oceanic marine environment. A combination of walleye pollock and gonatid squid is consumed by northern fur seals from St. George Island; the island has a surrounding oceanographic environment intermediate between the other two islands. Variability in predation on walleye pollock is consistent with fishery information concerning the relative abundance and availability of walleye pollock around St George and St Paul Islands. The abundance and availability of these prey resources during the summer breeding season are key factors which influence the health and growth of the northern fur seal populations in the Bering Sea.",Article,Scopus,0.737235765,NA,0,NA,NA,10,0,10,46,0
38,2-s2.0-84862624098,12,12,"Prieto R., Janiger D., Silva M.A., Waring G.T., Gonçalves J.M.",22986226300;37037561600;17135969500;8633516700;35229114600;,The forgotten whale: A bibliometric analysis and literature review of the North Atlantic sei whale Balaenoptera borealis,2012,Mammal Review,10.1111/j.1365-2907.2011.00195.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862624098&doi=10.1111%2fj.1365-2907.2011.00195.x&partnerID=40&md5=305468ba5148c8b3059d38878d7e2933,"A bibliometric analysis of the literature on the sei whale Balaenoptera borealis is presented. Research output on the species is quantified and compared with research on four other whale species. The results show a significant increase in research for all species except the sei whale. Research output is characterized chronologically and by oceanic basin. The species' distribution, movements, stock structure, feeding, reproduction, abundance, acoustics, mortality and threats are reviewed for the North Atlantic, and the review is complemented with previously unpublished data. Knowledge on the distribution and movements of the sei whale in the North Atlantic is still mainly derived from whaling records. Movement patterns and winter distribution are not clear. Surveys in some known summering areas show that the species has changed its distribution in parts of its previously known range. With the present information, it is impossible to determine whether or not the North Atlantic sei whale population is subdivided into biological units. Abundance estimates are fragmentary and cover a restricted part of the summering habitat. In the North Atlantic, sei whales seem to be stenophagous, feeding almost exclusively on calanoid copepods and euphausiids. On feeding grounds, they are associated with oceanic frontal systems, but how they find and explore these structures has not been fully investigated. The available data on vital rates are based on whaling-derived studies and are 25 years old or older. Despite increasing human and environmentally induced pressures, there are no current estimates for mortality and population trends. Current research needs include the clear definition of stock units, reliable abundance estimates, studies of distribution and migration that incorporate the identification of wintering areas, acquisition of up-to-date data on reproduction and mortality, and investigations into the consequences of environmental changes for the species. © 2011 The Authors. Mammal Review © 2011 Mammal Society/Blackwell Publishing.",Review,Scopus,0.736793246,0,0,NA,15,10,0,10,13,NA
43,2-s2.0-84878148025,30,30,"Bovendorp R.S., Neves C.L., Galetti M.",16062979700;55745863400;7004205870;,Phenotypic changes and small mammal impoverishment on a Brazilian Atlantic Forest Island,2013,Mammalia,10.1515/mammalia-2011-0099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878148025&doi=10.1515%2fmammalia-2011-0099&partnerID=40&md5=2244b355750e74bc15ef2f4b7acfbfc1,"Faunal impoverishment and distorted species compositions are common phenomena in oceanic islands; however, many land-bridge islands are poorly inventoried, especially in the Neotropics. We sampled a small mammal community on a land-bridge island (Anchieta Island) along the Brazilian coast. We found only one marsupial Didelphis aurita (Wied-Neuwied, 1826) and two rodent species Oligoryzomys nigripes (Olfers, 1818) and Trinomys iheringi (Thomas, 1911) during 12 months of live trapping and 9195 trap-nights. The diversity of rodents and marsupials was not explained by species-area relations, indicating possible past extinctions. The abundance of D. aurita and O. nigripes was approximately three times higher, while the abundance of T. iheringi was approximately four times lower than abundances reported from other Brazilian Atlantic Forest sites. The population of D. aurita exhibited many phenotypic changes; males were on average 8 % smaller and females produced 30 % less litters than those from the mainland and other land-bridge islands. The long history of forest disturbance, habitat loss, reduction in forest productivity, and the recent introduction of mesopredators may be the major drivers that explain the small mammal community composition on this island. © 2013 Walter de Gruyter GmbH, Berlin/Boston.",Article,Scopus,0.732423942,NA,0,NA,NA,10,0,10,31,NA
53,2-s2.0-85027719679,37,37,"O'Donnell C.F.J., Pryde M.A., van Dam-Bates P., Elliott G.P.",55365057500;6506304074;56798634300;7202434332;,Controlling invasive predators enhances the long-term survival of endangered New Zealand long-tailed bats (Chalinolobus tuberculatus): Implications for conservation of bats on oceanic islands,2017,Biological Conservation,10.1016/j.biocon.2017.08.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027719679&doi=10.1016%2fj.biocon.2017.08.015&partnerID=40&md5=5f797a23bd76050b396ad3888c63f47a,"Invasive mammalian predators pose one of the greatest threats to biodiversity globally, particularly on oceanic islands. However, little is known about the impacts of these invasive predators on bats (Chiroptera), one of the most specious mammal groups, and one of the most widespread groups of mammals threatened on oceanic islands (> 200 spp.). Nearly 50% of the world's threatened bats are island endemics and because they are often the only native mammals on islands, they fulfil important ecological roles such as pollination and seed dispersal. Long-tailed bats (Chalinolobus tuberculatus) are critically endangered because of predation by exotic mammals, particularly ship rats (Rattus rattus), introduced by humans to the island archipelago of New Zealand. We monitored the survival of bats in three colonies in temperate rainforest in Fiordland over 22 years. Since 2009, we controlled predators during irruption phases and compared survival of bats in previously untreated areas with survival in forest blocks treated using rodenticides deployed in bait stations. Survival was estimated using multi-state mark-recapture models in Program Mark 7.0 with > 15,000 bats tagged. Survival was primarily dependent on year and age of bats, although seedfall intensity of the dominant canopy tree and predator management was also influential. Survival in long-tailed bats was as high as, or higher, than figures for bats generally in years with low predator numbers or predator control. Survival was markedly higher in treatment years when predators were managed (0.82 compared to 0.55). Population modelling indicated managed colonies will increase (λ > 1.05) whereas unmanaged colonies will decline (λ = 0.89 − 0.98) under scenarios that reflect increased frequency of beech mast and predator irruptions. Thus, effective predator control is essential for recovering long-tailed bat populations. Warming temperatures indicate that predator irruptions are becoming more frequent, which would require more predator control in the future than at present if declines in bat populations are to be reversed. These results are relevant to the conservation of threatened bats on oceanic islands, given the abundance of exotic mammalian predators, particularly ship rats, on them. © 2017",Article,Scopus,0.731413318,NA,1,"Extensive predator removal post 2009, not clear if control plot is available throughout but pre 2009 data (within 22 yr period) would be valid.",NA,15,1,15,38,NA
19,2-s2.0-3042565851,28,28,Tynan C.T.,8306803800;,Cetacean populations on the SE Bering Sea shelf during the late 1990s: Implications for decadal changes in ecosystem structure and carbon flow,2004,Marine Ecology Progress Series,10.3354/meps272281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042565851&doi=10.3354%2fmeps272281&partnerID=40&md5=61cf5089784f3aa7c96b18a717fbcf77,"Baleen whales typically migrate to high-latitudes to feed during summer in regions of predictably high concentrations of their zooplankton or fish prey. Therefore, their presence in shelf systems is a good indicator of productive food webs. Line-transect surveys of cetaceans conducted during the late 1990s in the SE Bering Sea (160.32 to 171.08° W) indicate that the middle shelf (50 m &lt; z &lt; 100 m) now supports the highest whale biomass in this region. In recent decades, whales were rare and hence their ecological role on the shelf was limited. During July 1997, the density and abundance (N) of humpback whales Megaptera novaeangliae and fin whales Balaenoptera physalus were highest on the middle shelf between 163.7 and 168.1° W: 0.0236 humpback whales km -2, N = 1308 (coefficient of variation, CV = 0.65), and 0.00924 fin whales km-2, N = 513 (CV = 0.61), respectively. Similarly, during June 1999, fin whales were the most numerically dominant species of large whale in the SE Bering Sea, with highest densities and abundance in the 'central' middle shelf (163.7 to 168.1° W): 0.0169 fin whales km-2, N = 938 (CV = 0.54). During the summers of 1997 and 1999, 65 and 79 % of the prey consumption by fin whales in the SE Bering Sea occurred on the central middle shelf. Prey biomass consumed by fin and humpback whales on the SE Bering Sea shelf and slope in 1997 (264474 to 723504 metric tons, mt) is equivalent to 34-94% of the 1997 echo-integration trawl estimate of walleye pollock Theragra chalcogramma biomass (age 1+) for the shelf east of 170° W (0.77 × 106 mt). Large whales were much more abundant on the middle shelf during the late 1990s than during preceding decades and, therefore, their foraging may have impacted trophic dynamics, carbon pathways and nutrient cycling. The partitioning of available carbon and energy in the pelagic and benthic systems of the shelf, as determined previously during the 1970s, when whales were rare, should now be reexamined relative to the increased ecological impact of these top-level predators. Fluxes of carbon that involve pathways through whales should be incorporated in shelf and oceanic carbon budgets.",Review,Scopus,0.729368671,NA,1,NA,NA,15,1,15,29,NA
10,2-s2.0-13844250597,11,11,"McMahon C.R., Bester M.N., Burton H.R., Hindell M.A., Bradshaw C.J.A.",7202819359;7005684769;7103109392;7003704772;57203904987;,"Population status, trends and a re-examination of the hypotheses explaining the recent declines of the southern elephant seal Mirounga leonina",2005,Mammal Review,10.1111/j.1365-2907.2005.00055.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844250597&doi=10.1111%2fj.1365-2907.2005.00055.x&partnerID=40&md5=05c19d7d7c2d7d681a939a6f6ad0bd5c,"1. Between the 1950s and 1990s the southern elephant seal Mirounga leonina underwent large decreases in population size throughout most of its breeding range in the Southern Ocean. While current population estimates suggest a recent recovery, some breeding populations have continued to decrease in recent years (Macquarie and Marion Islands), others have either remained stable (South Georgia, Kerguelen and Heard Island) or have increased (Peninsula Valdés, Argentina). 2. Intrinsi c hypotheses for patterns of regional decline include factors that are affected by density-dependent mechanisms: (i) paucity of males, (ii) population 'overshoot' and (iii) pandemic disease. Extrinsic hypotheses include (iv) predation, (v) competition with fisheries concerns, (vi) interspecific competition, (vii) environmental change and (viii) human disturbance. Of the eight hypotheses proposed and examined here, we conclude that three can be discounted (i, v, viii), three are unlikely, but may require more testing (ii, iii, iv) and two are plausible (vi, vii). 3. The interspecific competition hypot hesis is difficult to test because it requires the simultaneous monitoring of species that overlap directly with elephant seals, many of which have not been identified or little is known. However, an analysis of the relationship between log variance and log abundance (Taylor's power law) for populations of southern and northern elephant seals suggests that interspecific competition is not a significant factor in the decline of the southern elephant seal. 4. The hypothesis that decreases in southern elephant se al populations between the 1950s and 1990s were caused by the environmental change is the easiest to test and most plausible of the hypotheses. We propose a framework by which to test this hypothesis to determine how food availability affects individual survival. © 2005 Mammal Society.",Review,Scopus,0.726245649,1,1,NA,10,15,1,15,12,NA
17,2-s2.0-20744454798,38,38,"Fritz L.W., Hinckley S.",9638881600;6603913910;,"A critical review of the regime shift-""junk food""-nutritional stress hypothesis for the decline of the western stock of steller sea lion",2005,Marine Mammal Science,10.1111/j.1748-7692.2005.tb01245.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20744454798&doi=10.1111%2fj.1748-7692.2005.tb01245.x&partnerID=40&md5=588f6ebdc62115c6868f1b8b9ce8a639,"Steller sea lions (Eumetopias jubatus) in the central and western Gulf of Alaska, Aleutian Islands, and Bering Sea have declined by 80% in the last 30 yr. One hypothesis for the decline in this western Steller sea lion population is that a climate regime shift in 1976-1977 changed the species composition of the fish community and reduced the nutritional quality (energy density) of the sea lion prey field. This in turn led to nutritional stress and reduced individual fitness, survival, and reproduction of sea lions. Implications of this regime shift-""junk food"" hypothesis are that (1) the recruitment and abundance of supposed high quality species (e.g., Pacific herring, Clupea pallasi) decreased while those of supposed low quality (e.g., species in the family Gadidae) increased following the regime shift, (2) Steller sea lion diets shifted in response to this change in fish community structure, and (3) a diet composed principally of gadids (e.g., walleye pollock, Theragra chalcogramma) is detrimental to sea lion fitness and survival. We examine data relating to each of these implications and find little support for the hypothesis that increases in the availability and consumption of gadids following the regime shift are primarily responsible for the decline of the western population of Steller sea lion. © 2005 by the Society for Marine Mammalogy.",Review,Scopus,0.703699415,NA,1,"Mentions decline in population, actual presence of data concerning this is uncertain.",NA,15,1,15,39,0
4,2-s2.0-0033042934,27,27,"Waithman J.D., Sweitzer R.A., Van Vuren D., Drew J.D., Brinkhaus A.J., Gardner I.A., Boyce W.M.",6603204566;7004098906;7003582979;7103125781;6507207192;35401169500;7103194129;,"Range expansion, population sizes, and management of wild pigs in California",1999,Journal of Wildlife Management,10.2307/3802513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033042934&doi=10.2307%2f3802513&partnerID=40&md5=97afe5e1e0c0a53ed8732e9063d83f30,"The introduction and spread of nonnative organisms to new regions can disrupt ecosystems by causing declines or extinctions of native species. Widely introduced wild pigs (Sus scrofa) have contributed to declines and extinctions of numerous species on oceanic islands and can have pronounced negative ecological effects on mainland areas when population densities are high. Although range expansion by introduced wild pigs has ceased in many regions of the United States, it has increased significantly since the 1950s in California. Our analyses of data from annual hunter surveys and mapped locations of hunter-killed wild pigs shows that the distribution of wild pigs increased from around 10 coastal counties in the early 1960s to parts of 49 of California's 58 counties by 1996. An index to density based on locations of hunter-killed wild pigs plotted in a Geographic Information System (GIS) indicated that within the 79,550 km2 (25%) of the total land area of the state now occupied by wild pigs, populations are most abundant in the central and north-coast regions. By stratifying each county into 1 of 3 relative abundance classes and assigning density values based on research at multiple sites, we estimated there were around 133,106 (range = 106,485-159,727) wild pigs in California in 1996. The recent increase in the range of wild pigs in California was facilitated by a combination of multiple hunting-related introductions, deliberate releases of domestic pigs, and, possibly, increased forage availability associated with agricultural development. Natural range expansion also has occurred, however, and the dynamics of the spread of wild pigs in California appears typical of invasions observed among other organisms. Forage and water availability are important factors influencing the distribution and abundance of wild pigs in California, and predation may be important to an unknown extent. Up to 40% of California's wild pigs are removed from the population annually, which may control populations in some areas but not others. Wild pigs may be causing ecological damage in some coastal regions where population densities are very high, and detailed studies are needed in those areas to help mitigate potential problems with this increasingly widespread mammal in California.",Article,Scopus,0.702030786,NA,0,"Wild pigs, appears to be location based, rather than abundances",NA,15,0,15,28,NA
21,2-s2.0-34547577594,43,43,"Donlan C.J., Campbell K., Cabrera W., Lavoie C., Carrion V., Cruz F.",8054528200;9638691000;18133417900;15842091200;10040712400;7102657686;,Recovery of the Galápagos rail (Laterallus spilonotus) following the removal of invasive mammals,2007,Biological Conservation,10.1016/j.biocon.2007.05.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547577594&doi=10.1016%2fj.biocon.2007.05.013&partnerID=40&md5=bd7ce4cfe62c14e4bdcb16af48d88acb,"Rails (family Rallidae) are vulnerable to the impacts of invasive mammals, and this is particularly true for species on oceanic islands. The endemic Galápagos rail (Laterallus spilonotus) is no exception; previous studies suggested that Galápagos rail populations were heavily impacted due to predation by pigs (Sus scrofa) and habitat degradation by goats (Capra hircus). Following recent conservation actions that have eradicated pigs and goats from Santiago Island, changes in rail abundance were observed. Estimated densities have increased by over an order of magnitude between 1986/1987 and 2004/2005. Limited data on rail densities from two additional islands over the same time period provide further support to the notion that the eradications spurred recovery. On Fernandina Island, where there is no history of invasive mammals, rail density increased slightly between 1986/1987 and 2004/2005. In contrast, on Isabela Island where invasive mammals were present both in 1986/1987 and 2004/2005, rail densities declined at one site between those two time periods. While the Galápagos rail is vulnerable to invasive mammals, the observed changes following goat and pig removal are encouraging for Rallidae conservation. © 2007 Elsevier Ltd. All rights reserved.",Article,Scopus,0.700016723,NA,1,Removal of predators is associated with primary data but data where intervention is not conducted is also available.,NA,15,,,44,1
12,2-s2.0-17444386749,5,5,"Yen P.P.W., Sydeman W.J., Morgan K.H., Whitney F.A.",8523340800;6701598231;13805529500;7003347325;,Top predator distribution and abundance across the eastern Gulf of Alaska: Temporal variability and ocean habitat associations,2005,Deep-Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2004.12.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444386749&doi=10.1016%2fj.dsr2.2004.12.018&partnerID=40&md5=f0cfe573ecff6f1ef19a4fa208a45182,"We studied interannual variation in marine bird and mammal distribution and abundance in the eastern Gulf of Alaska (GOA) over 8 years, 1996-2003. We identified and enumerated seabirds, pinnipeds and cetaceans along a replicated 1500 km survey path, representing 450 km2 of coastal and 2000 km 2 of oceanic habitat. Near-surface temperature (5 m depth) fluctuated considerably from year to year, in part due to the timing of the survey, with an early survey in 1996 and a late survey in 2002. Many species were observed across the entire gradient, particularly procellariiform (tubenose) seabirds and Dall's porpoise (Phocoenoides dalli). We observed peaks in abundance in the oceanic zone in 1998, 2001, and 2002, owing primarily to influxes of dark shearwaters (Puffinus spp.) and Leach's storm-petrels (Oceanodroma leuchora). Rank correlations indicated similar year-to-year changes in density between species, and species-specific responses to temperature and ocean productivity as indexed by nitrate and chlorophyll a concentrations. We developed topographic/bathymetric models of habitat selection for the coastal zone. Although we found some distinct habitat preferences in this zone, overall we observed a continuum in the marine bird and mammal community across the entire eastern GOA. The strength of the coupling between coastal and oceanic environments as provided by variation in top predator dispersion appears related to large-scale variations in oceanography, though we have yet to fully investigate causal mechanisms. © 2005 Elsevier Ltd. All rights reserved.",Conference Paper,Scopus,0.686027594,1,1,NA,10,15,1,15,6,NA
18,2-s2.0-25844477044,29,29,"Härkönen T., Harding K.C., Goodman S.J., Johannesson K.",6603713511;7103018424;7402115258;55794130600;,"Colonization history of the Baltic harbor seals: Integrating archaeological, behavioral, and genetic data",2005,Marine Mammal Science,10.1111/j.1748-7692.2005.tb01260.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844477044&doi=10.1111%2fj.1748-7692.2005.tb01260.x&partnerID=40&md5=839185753d57e838868a1baadaf70968,"Detailed knowledge about the history of colonization, population dynamics and behavior greatly enhance evaluation of genetic models of population units and migration rates in spatially structured populations. Hete, the genetic uniqueness of harbor seals (Phoca vitulina) in the eastern Baltic is evaluated in the light of new information on the distribution and abundance of Baltic and eastern North Sea populations during the last 11,000 yr, recent hunting statistics, and population counts. Archaeological records reveal that the Baltic population of harbor seals was founded about 8,000 yr ago. Adjacent populations in the North Sea areas were either small, or went extinct, and became significant only during the last 300 yr. This information generates the hypothesis that the Baltic population has been isolated during the last 8,000 yr, despite the lack of geographical barriers. We show that stochastic effects, isolation, and a documented recent population bottleneck can account for the low observed genetic variation in Baltic harbor seals. © 2005 by the Society for Marine Mammalogy.",Article,Scopus,0.673698967,NA,0,NA,NA,15,0,15,30,NA
