"","EID","X__1","Unnamed: 0","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"11","2-s2.0-33645851938",31,31,"Thiollay J.-M.","7003455952;","The decline of raptors in West Africa: Long-term assessment and the role of protected areas",2006,"Ibis","10.1111/j.1474-919X.2006.00531.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645851938&doi=10.1111%2fj.1474-919X.2006.00531.x&partnerID=40&md5=ecc18ec1231245542f9486434faecdba","Comparative large-scale roadside counts (8353 km), through Burkina Faso, Mali and Niger, conducted in 1969-73, were repeated 30-35 years later with the same observer and methodology and at the same season. The transect was divided into three geographical zones and between protected and unprotected areas. All diurnal raptors were recorded (22 801 individuals), as well as large game birds. Large vultures suffered a dramatic decline (98%) outside protected areas. The Hooded Vulture Necrosyrtes monachus population also collapsed in some regions, but survived in central Burkina Faso. Conversely, their abundance index did not decrease significantly in national parks. Four eagle species decreased by 86-93% and seven were not even recorded in the later study outside protected areas; by contrast, in national parks, only three species had declined marginally. Smaller Accipitridae (kites, goshawks, buzzards) also exhibited significant declines outside but not within national parks where woodland species reached their highest densities. The Common Kestrel Falco tinnunculus, mostly European migrants, declined sharply everywhere. African falcons decreased only outside protected areas. Among Palearctic migrants, Montagu's Circus pygargus and Pallid Harriers C. macrourus decreased significantly, Short-toed Eagle Circaetus gallicus less markedly, and Marsh Harrier Circus aeruginosus and Booted Eagle Hieraaetus pennatus not at all. Similar trends had previously been documented in Cameroon. They are associated with human population growth and development, global habitat degradation and ecosystem impoverishment (woodcutting, agricultural intensification, overgrazing, desertification). Heavy use of pesticides, control of locust outbreaks and overhunting have suppressed major food sources. Vultures may suffer from a shortage of carcasses, poisoning for predator control or persecution for trade of meat and body parts. Protected areas play a prominent role in the maintenance of vulture and eagle populations, even though they currently cover less than 2% of the Sudan zone and are virtually absent in the Sahel. © 2006 British Ornithologists' Union.","Article","Scopus",0.805740248803276,NA,"1",NA,NA,10,32,NA
"12","2-s2.0-33745113749",23,23,"Milwright R.D.P.","6505772838;","Post-breeding dispersal, breeding site fidelity and migration/wintering areas of migratory populations of Song Thrush Turdus philomelos in the Western Palearctic",2006,"Ringing and Migration","10.1080/03078698.2006.9674340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745113749&doi=10.1080%2f03078698.2006.9674340&partnerID=40&md5=664c6e40e6f36e1b9d148bba66fbe218","Song Thrush Turdus philomelos ring recovery data gathered over 90 years in central, north and east Europe were analysed in their breeding zones and in 14 migration/wintering areas in Europe, North Africa and the Near East. Few post-breeding movements were over 20 km before the end of September. Subsequent- year breeding site fidelity was high in May to August. Migratory T p philomelos moved southwest in autumn on a broad front. Scandinavian and northwest Russian birds moved down the northwest coast of continental Europe arriving in large numbers in southwest France in October; many adults then moved on to winter in west Iberia. Those ringed in central Europe, from Switzerland to Belarus, tended to follow the Rhine–Rhône route to the French Mediterranean before dispersing to winter in east Iberia, the Balearics and Algeria. Southeast European birds moved to north and west Italy in the autumn/early winter, many adults moving on to Corsica or Sardinia. Birds breeding in the Netherlands and northwest Germany appear to have two migration patterns. A short-distance group dispersed through Belgium to northwest France in autumn/early winter, moving on to England and Wales in late winter. A long-distance group migrated to southeast Biscay in October, many then moving on in midwinter to west Iberia. Recoveries of birds ringed in the Netherlands and northwest Germany showed a change to a more sedentary population after 1989, raising the possibility that the less migratory T p clarkei has increased in abundance relative to T p philomelos in this area. Subspecific identification would be useful to assess future changes in range boundaries of philomelos and clarkei within northern Europe. © 2006 British Trust for Ornithology.","Article","Scopus",0.78888457536,NA,"?","90 yrs of ringing data?",NA,10,24,NA
"13","2-s2.0-33750839359",10,10,"Falkenberg F., Lislevand T., Solheim K.E.","15057546800;6603325108;15058505100;","Occurrence of Long-tailed Skuas Stercorarius longicaudus at Hardangervidda [Forekomsten av fjelljo Stercorarius Longicaudus på Hardangervidda]",2004,"Ornis Norvegica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750839359&partnerID=40&md5=b051f95234523659cfb79d0653d73589","In the Western Palearctic, the southernmost regular breeding area of Long-tailed Skuas is found at Hardangervidda mountain plateau, south Norway. Up to now, available information has indicated that the species only occurs in small numbers in this area (maximum four nests found in 1966). In 2001 and 2002 high abundances of small rodents were observed at Hardangervidda. We then found 12 and 9 nesting pairs of Long-tailed Skuas, respectively. In addition, one nest was found by other observers in both years, and several birds were observed in areas that we did not manage to cover, suggesting that at least 15 pairs may have bred in 2001. The whole area was not covered in 2002, but observations of clutch size and nest density indicated similar numbers of breeding pairs. Most breeding pairs were in both years concentrated within an area of about 20 km2. The density here was similar to what is reported from more central parts of the species range in Fennoscandia (mean neighbouring distance = 815 m, 0.83 pairs/km2; Fig. 2). No birds were observed at all in 2003, probably due to very low small rodent abundance, although the area was only visited once this summer. Compared with previous reports, our observations suggest that the Long-tailed Skua population has increased at Hardangervidda during the last few decades.","Article","Scopus",0.828587897929829,"1","1","data may be inconsistent",10,5,11,NA
"14","2-s2.0-33845983660",35,35,"Clouet M., Goar J.-L.","7004024835;6506491707;","Golden Eagle Aquila chrysaetos in south Sahara [L'Aigle royal Aquila chrysaetos au Sud du Sahara]",2006,"Alauda",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845983660&partnerID=40&md5=bcbbb1c655976e49032d8fac458a3f82","Isolated breeding populations of Golden Eagle were studied in south Saharan mountains of Mali and Niger (from 2000 to 2006). Laying started during the dry season (mean laying date: 11 November; n = 11). The mean nearest neighbour distance was 14.8 km (n = 5). Out of 22 territory-years, 11 successfull breeding attempts gave 1 fledgling in 6 cases and 2 in the other 5 cases. Such a high breeding success was related to the abundance of hares (Lepus sp.) in the diet (79% of prey items; n = 52). Status of the Golden Eagle, a rare palearctic species in a sahelian and afrotropical fauna, contrasts with the decline of other raptor species in the Sahel, but the future of the species remains uncertain because of its isolation and human persecution.","Article","Scopus",0.74475840700669,NA,"1",NA,NA,15,36,NA
"15","2-s2.0-36448972743",9,9,"Leech D.I., Crick H.Q.P.","8768869000;10144958400;","Influence of climate change on the abundance, distribution and phenology of woodland bird species in temperate regions",2007,"Ibis","10.1111/j.1474-919X.2007.00729.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36448972743&doi=10.1111%2fj.1474-919X.2007.00729.x&partnerID=40&md5=b204465f206a1411c477428bf47427a8","There is now overwhelming evidence that an increase in the concentration of greenhouse gases in the Earth's atmosphere has caused global temperatures to increase by 0.6°C since 1900 and further increases of between 1.4 and 5.8°C are predicted over the next century. Changes in climatic conditions have already influenced the demography, phenology and distribution of a wide range of plant and animal taxa. This review focuses on the impacts, both observed and potential, of climate change on birds breeding in temperate woodlands of the Western Palaearctic, a significant proportion of which are currently declining. Changes in ambient temperatures and patterns of precipitation may have direct and indirect effects on the survival rates and productivity of bird species, thus influencing population sizes. For some species or populations, the timing of events such as egg-laying and return from the wintering grounds is also changing in relation to shifts in the peak of food availability during the breeding season. The degree to which different individuals are able to track these temporal changes will have a significant bearing on population sizes and distributions in the future. Unless active management steps are taken, the relatively low dispersal rates of tree species may lead to a decrease in the total area of some woodland habitat types as losses at the southern edge of the range are likely to occur much more quickly than expansion at the northern edge. In addition, the dispersal rates of many woodland birds are themselves low, which could affect their ability to move to new habitat patches if currently occupied areas become unsuitable. Thus, woodland birds may be particularly susceptible to the impacts of climate change. © 2007 The Authors.","Conference Paper","Scopus",0.712234162784413,"1","1","?? Different class in different runs. Does describe some species as in decline currently. Corrected ranked class to 1",10,15,10,NA
"16","2-s2.0-53949112445",14,14,"Greenberg R., Kozlenko A., Etterson M., Dietsch T.","7402059515;6505868169;6602796281;6602317660;","Patterns of density, diversity, and the distribution of migratory strategies in the Russian boreal forest avifauna",2008,"Journal of Biogeography","10.1111/j.1365-2699.2008.01954.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949112445&doi=10.1111%2fj.1365-2699.2008.01954.x&partnerID=40&md5=8168f5ab0ebd72dc0171b1b46fadd7d3","Aim: Comparisons of the biotas in the Palaearctic and Nearctic have focused on limited portions of the two regions. The purpose of this study was to assess the geographic pattern in the abundance, species richness, and importance of different migration patterns of the boreal forest avifauna of Eurasia from Europe to East Asia as well as their relationship to climate and forest productivity. We further examine data from two widely separated sites in the New World to see how these conform to the patterns found in the Eurasian system. Location: Boreal forest sites in Russia and Canada. Methods: Point counts were conducted in two to four boreal forest habitats at each of 14 sites in the Russian boreal forest from near to the Finnish border to the Far East, as well as at two sites in boreal Canada. We examined the abundance and species richness of all birds, and specific migratory classes, against four gradients (climate, primary productivity, latitude, and longitude). We tested for spatial autocorrelation in both dependent and independent variables using Moran's I to develop spatial correlograms. For each migratory class we used maximum likelihood to fit models, first assuming uncorrelated residuals and then assuming spatially autocorrelated residuals. For models assuming unstructured residuals we again generated correlograms on model residuals to determine whether model fitting removed spatial autocorrelation. Models were compared using Akaike's information criterion, adjusted for small sample size. Results: Overall abundance was highest at the eastern and western extremes of the survey region and lowest at the continent centre, whereas the abundance of tropical and short-distance migrants displayed an east-west gradient, with tropical migrants increasing in abundance in the east (and south), and short-distance migrants in the west. Although overall species richness showed no geographic pattern, richness within migratory classes showed patterns weaker than, but similar to, their abundance patterns described above. Overall abundance was correlated with climate variables that relate to continentality. The abundances of birds within different migration strategies were correlated with a second climatic gradient - increasing precipitation from west to east. Models using descriptors of location generally had greater explanatory value for the abundance and species-richness response variables than did those based on climate data and the normalized difference vegetation index (NDVI). Main conclusions: The distribution patterns for migrant types were related to both climatic and locational variables, and thus the patterns could be explained by either climatic regime or the accessibility of winter habitats, both historically and currently. Non-boreal wintering habitat is more accessible from both the western and eastern ends than from the centre of the boreal forest belt, but the tropics are most accessible from the eastern end of the Palaearctic boreal zone, in terms of distance and the absence of geographical barriers. Based on comparisons with Canadian sites, we recommend that future comparative studies between Palaearctic and Nearctic faunas be focused more on Siberia and the Russian Far East, as well as on central and western Canada.","Article","Scopus",0.598347449209879,"0",NA,NA,10,NA,15,NA
"17","2-s2.0-62549120737",17,17,"Namgail T., Yom-Tov Y.","56395352800;7005811840;","Elevational range and timing of breeding in the birds of Ladakh: The effects of body mass, status and diet",2009,"Journal of Ornithology","10.1007/s10336-008-0369-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549120737&doi=10.1007%2fs10336-008-0369-8&partnerID=40&md5=e952e03349a911825fec4ed8f301e480","We studied the effects of body mass, status (resident or migratory) and diet on the breeding elevation range and timing of reproduction of the birds in the Trans-Himalayan region of Ladakh, northwestern India. Most of breeding birds of Ladakh are Palearctic or breed at high elevations in the mountains. There is a small proportion of Oriental species, and no bird is endemic to this region. We found that heavier birds tended to start their egg-laying earlier than lighter ones. Since body mass is related to the length of incubation and nesting periods, it would appear that one result of this phenomenon is that the time of peak demand for food for most birds coincides with peak food abundance in summer. Status affected the elevation of the breeding range, with resident birds tending to breed at higher elevations than summer visitors. Residents and summer breeders also differed significantly in their diet composition, with the former feeding mainly on plants and seeds, and the latter feeding on molluscs, insects and worms. © Dt. Ornithologen-Gesellschaft e.V. 2009.","Article","Scopus",0.636197078399859,"0",NA,NA,15,NA,18,NA
"18","2-s2.0-66749116754",11,11,"Evans K.L., Gaston K.J., Frantz A.C., Simeoni M., Sharp S.P., McGowan A., Dawson D.A., Walasz K., Partecke J., Burke T., Hatchwell B.J.","55601152900;56582665400;7006656184;22956455800;8408032600;7006326535;34871764100;6506992948;55908553800;7201662030;7004218877;","Independent colonization of multiple urban centres by a formerly forest specialist bird species",2009,"Proceedings of the Royal Society B: Biological Sciences","10.1098/rspb.2008.1712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749116754&doi=10.1098%2frspb.2008.1712&partnerID=40&md5=a379f67a2d0bbb4a2f855d14c93cbfbb","Urban areas are expanding rapidly, but a few native species have successfully colonized them. The processes underlying such colonization events are poorly understood. Using the blackbird Turdus merula, a former forest specialist that is now one of the most common urban birds in its range, we provide the first assessment of two contrasting urban colonization models. First, that urbanization occurred independently. Second, that following initial urbanization, urban-adapted individuals colonized other urban areas in a leapfrog manner. Previous analyses of spatial patterns in the timing of blackbird urbanization, and experimental introductions of urban and rural blackbirds to uncolonized cities, suggest that the leapfrog model is likely to apply. We found that, across the western Palaearctic, urban blackbird populations contain less genetic diversity than rural ones, urban populations are more strongly differentiated from each other than from rural populations and assignment tests support a rural source population for most urban individuals. In combination, these results provide much stronger support for the independent urbanization model than the leapfrog one. If the former model predominates, colonization of multiple urban centres will be particularly difficult when urbanization requires genetic adaptations, having implications for urban species diversity. © 2009 The Royal Society.","Article","Scopus",0.390099992033152,"0",NA,NA,10,NA,12,NA
"19","2-s2.0-67649333129",20,20,"Brochet A.-L., Gauthier-Clerc M., Mathevet R., Béchet A., Mondain-Monval J.-Y., Tamisier A.","25421509400;6603971273;6603907203;55899110600;6506065587;6701409557;","Marsh management, reserve creation, hunting periods and carrying capacity for wintering ducks and coots",2009,"Biodiversity and Conservation","10.1007/s10531-008-9562-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649333129&doi=10.1007%2fs10531-008-9562-6&partnerID=40&md5=fef873f61ab8b29a1f9ac7c56ec67320","Many wild species, like waterbirds, are exploited for their economic interests. At present, the annual western Palearctic duck bag is at least 17 million birds. From a sustainable management perspective, wetland users and managers request predictions of spatial distribution and abundance variations of these bird populations. The objective of this study was to analyze local factors potentially influencing the diurnal distribution and population size of wintering ducks and coots, the main game species, in Camargue (southern France). First, we showed that marshland surface area, salinity and hunting disturbance were the principal variables explaining the duck and coot distribution. Secondly, we tested the hypothesis that hunting disturbance would reduce the carrying capacity of the Camargue with two analyses: the effect of creating a protected area and the change of the hunting closing date. This hypothesis was not validated. Our study therefore led us to reconsider the research orientations on the carrying capacity in this wetland. The surface of protected day roosts seems presently sufficient in the Rhone delta. Consequently, to increase the population size with the same level of hunting disturbance at the scale of the Camargue, alternative strategies should be envisaged, such as the creation of nature reserves on nocturnal feeding ground or the creation of large management units with limited disturbance. © 2009 Springer Science+Business Media B.V.","Article","Scopus",0.668614755809502,"0",NA,NA,15,NA,21,NA
"20","2-s2.0-67749094912",15,15,"Garcia-Del-Rey E.","8630621400;","The status of the Fuerteventura Stonechat Saxicola dacotiae: A new evaluation using distance sampling and GIS",2009,"Bird Conservation International","10.1017/S0959270908008289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749094912&doi=10.1017%2fS0959270908008289&partnerID=40&md5=25333bf6e24b66c323b741c12b883021","The status of the 'Endangered' Fuerteventura Stonechat Saxicola dacotiae, a western Palearctic single island endemic, was assessed 22 years after the first population estimate of 1, 300-1, 700 individuals was made by Bibby and Hill (1987). Using GIS and Distance Sampling methodologies, the population on Fuerteventura in 2008 was estimated at 1, 035 birds (832-1, 287) with the species more abundant on hillsides than in gullies. Within the island's three main massifs (i.e. north, west and south) the highest encounter rate was recorded in the northern massif. This study supports the category of 'Endangered' for this species, which does face the obvious threat from development, particularly in the south of the island. The species is also on the endangered list nationally (Spain) and in Europe but has not as yet been evaluated by the Canarian Government. I suggest, based on results of this study, that serious effort should be put in to improving knowledge of the distribution range of this endemic (either by modelling or by systematic visits to sites). An official monitoring programme should be developed and implemented with special attention paid to the three main mountain ranges of this island and particularly to the southern massif which is suffering the highest rate of habitat loss. © 2009 BirdLife International.","Article","Scopus",0.783206151784332,"?","?","methods likely to be different in different studies",15,10,16,NA
"21","2-s2.0-70349585431",8,8,"Paton D.C., Rogers D.J., Hill B.M., Bailey C.P., Ziembicki M.","7103157939;56372705800;56249562200;57188981794;16426544100;","Temporal changes to spatially stratified waterbird communities of the Coorong, South Australia: Implications for the management of heterogenous wetlands",2009,"Animal Conservation","10.1111/j.1469-1795.2009.00264.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349585431&doi=10.1111%2fj.1469-1795.2009.00264.x&partnerID=40&md5=35e778d59b9023e9fd9195ecc7bbe600","The Coorong, South Australia, is a globally significant wetland system, listed in the Ramsar Convention under a number of different criteria, including its importance to waterbird populations. Based on annual waterbird censuses conducted between 2000 and 2007, spatiotemporal analyses revealed that significant differences in waterbird community structure exist along the length of the Coorong. This spatial diversity in community structure was also found to be temporally consistent over this 8-year period. The abundance of the most numerically dominant bird species, such as red-necked stint Calidris ruficollis and grey teal Anas gracilis, explained much of this spatial variation. However, comparisons between data collected for the Coorong south lagoon in 1985 and 2000-2007 show that dramatic changes in these waterbird communities have occurred over longer periods of time, with 23 of the 27 most common species having declined in this period by at least 30%. The Coorong still regularly supports globally important populations (>1% of global population) of nine waterbird taxa, including three Palearctic shorebirds, confirming its Ramsar status. The functional links between the overutilized Murray-Darling basin river system and the Coorong are discussed. © 2009 The Authors. Journal compilation © 2009 The Zoological Society of London.","Article","Scopus",0.654296173509704,"1",NA,NA,10,NA,9,NA
"22","2-s2.0-77749286250",43,43,"Jones P., Salewski V., Vickery J., Mapaure I.","7408263635;35619651300;7006966135;6603198326;","Habitat use and densities of co-existing migrant Willow Warblers Phylloscopus trochilus and resident eremomelas Eremomela spp. in Zimbabwe",2010,"Bird Study","10.1080/00063650903071401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749286250&doi=10.1080%2f00063650903071401&partnerID=40&md5=86f0bb2cb88ea345b486512ae7add14a","Capsule: Migrant Willow Warblers occupy more woodland types and occur at higher densities than ecologically-similar resident Afrotropical warblers. Aims: To compare population densities of Willow Warblers and eremomelas in adjacent acacia, mopane and miombo woodlands, and assess the abundance of potential invertebrate prey in each habitat type, in order to investigate whether Palearctic migrants use more open habitats and are more flexible in habitat use than their Afrotropical counterparts in the same feeding guild. Methods: Using distance sampling we carried out four replicated sets of point counts in acacia woodland and three sets of counts in miombo and mopane between December 1999 and February 2000. We noted the tree species in which we saw warblers foraging and took beating-tray samples of potential arthropod prey present on tree foliage in each of the three habitats. Results: Willow Warbler density in acacia woodland increased from 1.80 ± 0.54 (se) birds/ha in early December to 7.15 ± 1.41 birds/ha in late January after influxes of later arrivals. Densities of Willow Warblers in miombo and mopane were much lower (1.14 ± 0.28 and 0.38 ± 0.23 birds/ha, respectively) and did not show significant changes. Burnt-necked Eremomelas averaged 0.74 ± 0.34 birds/ha in acacia woodland, and in miombo densities of Green-capped and Yellow-bellied Eremomelas were 0.23 ± 0.17 and 0.34 ± 0.26 birds/ha, respectively. Densities in mopane were too low to estimate reliably. Willow Warblers and Green-capped Eremomelas showed some apparent preferences in tree species used for foraging but differences in tree use were not obviously related to the abundance of arthropod taxa present as potential prey. Conclusion: Willow Warblers occupied more habitats at greater density than similar Afrotropical warblers. They appear to favour acacia, but their settlement patterns and the reasons for disparities between densities of immigrants and residents are unclear. © 2010 British Trust for Ornithology.","Article","Scopus",0.632256898771075,NA,NA,NA,NA,NA,44,NA
"23","2-s2.0-77953986692",29,29,"Stevens M., Sheehan D., Wilson J., Buchanan G., Cresswell W.","55435771300;36492330900;15027885200;8350250700;7003354067;","Changes in Sahelian bird biodiversity and tree density over a five-year period in northern Nigeria",2010,"Bird Study","10.1080/00063650903469514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953986692&doi=10.1080%2f00063650903469514&partnerID=40&md5=6f236d82ae669a7a755e56b8e05d95d7","Capsule Two widespread censuses of already degraded woodland in the Sahel in Northern Nigeria separated by five years (2002 and 2007) showed relatively small further changes in tree and bird density. Aims To determine how change in tree density affects African and Palearctic migrant bird density in already degraded Sahelian woodland. Methods We compared differences in the number of bird species and their abundance with differences in the size and number of woody plants between two seasons separated by five years at 16 degraded woodland sites across 250 km east-west in northern Nigeria. Results Densities of large trees (>5 m) decreased, but densities of smaller trees and shrubs increased, partly as a consequence of growth and because larger trees have been preferentially removed or partly cut down; tree densities were, however, initially low. Of 37 common bird species, 16% had higher densities and 22% had lower densities, in the second study period. The density of Common Whitethroats, Northern Wheatears and Yellow Wagtails was correlated with the number and size of trees, but not that of Lesser Whitethroat and Subalpine Warbler. Overall there was relatively little turnover in species between the two surveys and if (the initially low) tree density was halved, only approximately 2.1% of the average total for number of bird species per 0.2 ha point would be lost. Conclusion Few large changes in bird species' density were found, possibly because: (1) all habitats sampled were already at relatively low tree density - initial reductions from high tree density or near removal of all trees may cause larger changes in local bird densities; (2) reduction in the number of large trees was partially compensated by a more lush development of the vegetation as a whole in the second study period; and (3) the bird species remaining in degraded Sahelian woodland in northern Nigeria are already well adapted to habitat change and low tree density. © 2010 British Trust for Ornithology.","Article","Scopus",0.770485977549933,NA,"1",NA,NA,10,30,NA
"24","2-s2.0-77956587575",5,5,"Møller A.P., Soler J.J., Martín Vivaldi M.","55574503700;55425394600;6603589568;","Spatial heterogeneity in distribution and ecology of Western Palearctic birds",2010,"Ecology","10.1890/09-1300.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956587575&doi=10.1890%2f09-1300.1&partnerID=40&md5=05ff81287dc48b53a17b31e87fe73e2a","Species vary in abundance and heterogeneity of spatial distribution, and the ecological and evolutionary consequences of such variability are poorly known. Evolutionary adaptation to heterogeneously distributed resources may arise from local adaptation with individuals of such locally adapted populations rarely dispersing long distances and hence having small populations and small overall ranges. We quantified mean population density and spatial heterogeneity in population density of 197 bird species across 12 similarly sized regions in the Western Palearctic. Variance in population density among regions differed significantly from a Poisson distribution, suggesting that random processes cannot explain the observed patterns. National estimates of means and variances in population density were positively correlated with continental estimates, suggesting that means and variances were maintained across spatial scales. We used Morisita's index of population abundance as an estimate of heterogeneity in distribution among regions to test a number of predictions. Heterogeneously distributed passerine bird species as reflected, by Morisita's index had small populations, low population densities, and small breeding ranges. Their breeding populations had been consistently maintained at low levels for considerable periods of time, because the degree of genetic variation in a subsample of non-passerines and passerines was significantly negatively related to heterogeneity in distribution. Heterogeneously distributed passerine species were not more often habitat specialists than homogeneously distributed species. Furthermore, heterogeneously distributed passerine species had high annual adult survival rates but did not differ in annual fecundity from homogeneously distributed species. Heterogeneously distributed passerine species rarely colonized urban habitats. Finally, homogeneously distributed bird species were hosts to a greater diversity of blood parasite species than heterogeneously distributed species. In conclusion, small breeding ranges, population sizes, and population densities of heterogeneously distributed passerine bird species, combined with their low degree of genetic variability, and their inability to colonize urban areas may render such species particularly susceptible to human-influenced global climatic changes. © 2010 by the Ecological Society of America.","Article","Scopus",0.700926082866016,"0","0",NA,5,15,6,NA
"25","2-s2.0-78349276489",24,24,"Gregory N.C., Sensenig R.L., Wilcove D.S.","23473306600;6507246374;6602124672;","Effects of controlled fire and livestock grazing on bird communities in East African Savannas",2010,"Conservation Biology","10.1111/j.1523-1739.2010.01533.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349276489&doi=10.1111%2fj.1523-1739.2010.01533.x&partnerID=40&md5=f6933e3e59062b8d2b0a90b22610a6b8","In East Africa fire and grazing by wild and domestic ungulates maintain savannas, and pastoralists historically set fires and herded livestock through the use of temporary corrals called bomas. In recent decades traditional pastoral practices have declined, and this may be affecting biodiversity. We investigated the effects of prescribed fires and bomas on savanna bird communities in East Africa during the first and second dry seasons of the year (respectively before and after the rains that mark the onset of breeding for most birds). We compared abundance, richness, and community composition on 9-ha burned plots, recently abandoned bomas, and control plots in the undisturbed matrix habitat over a 3-year period. Generally, recently burned areas and abandoned bomas attracted greater densities of birds and had different community assemblages than the surrounding matrix. The effects of disturbances were influenced by interactions between primary productivity, represented by the normalized difference vegetation index, and time. Bird densities were highest and a greater proportion of species was observed on burned plots in the months following the fires. Drought conditions equalized bird densities across treatments within 1 year, and individuals from a greater proportion of species were more commonly observed on abandoned bomas. Yearly fluctuations in abundance were less pronounced on bomas than on burns, which indicate that although fire may benefit birds in the short term, bomas may have a more-lasting positive effect and provide resources during droughts. Several Palearctic migrants were attracted to burned plots regardless of rainfall, which indicates continued fire suppression may threaten their already-declining populations. Most notably, the paucity of birds observed on the controls suggests that the current structure of the matrix developed as a result of fire suppression. Traditional pastoralism appears critical to the maintenance of avian diversity in these savannas. © 2010 Society for Conservation Biology.","Article","Scopus",0.612390118961893,NA,NA,NA,NA,NA,25,NA
"26","2-s2.0-78650145799",4,4,"Bretagnolle V., Villers A., Denonfoux L., Cornulier T., Inchausti P., Badenhausser I.","7004180492;35765782100;15922410200;23566384100;6603996436;6603438342;","Rapid recovery of a depleted population of Little Bustards Tetrax tetrax following provision of alfalfa through an agri-environment scheme",2011,"Ibis","10.1111/j.1474-919X.2010.01092.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650145799&doi=10.1111%2fj.1474-919X.2010.01092.x&partnerID=40&md5=10831a50fa46f67646fdfd4c9f66ab4d","The Little Bustard has undergone a steep reduction of its Western Palaearctic range over the last century. In the west of France, breeding populations declined by 96% from 1978 to 2008 in cultivated areas where grasslands have been converted into intensively managed annual crops. Little Bustard abundance and nest productivity have been monitored since 1995 in a 450-km2 site in western France. We assessed the proximate causes of the decline of Little Bustards in French farming landscapes and quantified the effectiveness of conservation measures that aimed to reverse the decline. The decline of Little Bustard, from about 65 males in 1995 to just six males in 2003, could be related to a near absence of recruitment over this period. Since 2004, the establishment of more than 1300 ha of specifically targeted agri-environment schemes (AES) in the study site has led to a sharp increase in female productivity, mainly associated with nesting in AES fields. By imposing constraints on mowing dates, AES have prevented nest destruction and female mortality during mowing and, by increasing plant species diversity, provided chicks with a higher abundance of grasshoppers. This has contributed to reversing the trend, and increasing the population to around 30 males in 2009. Conservation strategies involving specifically targeted AES based on the identification of limiting factors can help to reverse the decline of threatened species. © 2010 The Authors. Journal compilation © 2010 British Ornithologists' Union.","Article","Scopus",0.796343892037643,"1","1","conservation intervention in post 2004 data",5,10,5,NA
"27","2-s2.0-79958122750",12,12,"Battisti C., Guidi A.","55115686100;54402844900;","Comparing spatial rarity between long distance migrant and sedentary bird species using atlas data and diversity/dominance diagrams",2010,"Vie et Milieu",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958122750&partnerID=40&md5=9c9317bbd0aaa4b689c210caed7f66fd","Analyses using the spatial frequency of species occurrences, as obtained by faunal atlases, allows us to obtain information on assembly rules of local bird assemblages. Here, diversity/dominance diagrams have been used to relate the structural differences in two phenology-based assemblages (i.e. sedentary species and long distance migrants) obtained by an occurrence data set throughout a local breeding bird atlas in an Apennine nature reserve of Central Italy. Among the 58 breeding bird species sampled, 28 % were long distance migrants. On the average, long distance migrants were spatially rarer when compared to sedentary species. In diversity/dominance diagrams, sedentary species show a trend similar to that obtained by the entire community (broken-stick pattern), while long distance migrants have a curve with slope tending to fit geometrically. Geometric species models show steep plots and are typical of assemblages with high relative dominance, low evenness and few species (in our case, the long distance migrants). Moving from geometric series towards a broken-stick model, the assemblages tend to be even more species rich (in our case, the sedentary species). In a Palearctic bird community, long distance migrants are generally rarer in abundance and spatial distribution when compared to sedentary species. A different phenology may imply differences in species evolution, history and ecology with consequences for abundance, distribution and rarity patterns. In our study area, patterns of spatial occurrences evidenced by diversity/dominance curves may be due to the influence of long-term history, short-term competition and local disturbances that differentiated the two phenologic sub-assemblages.","Article","Scopus",0.491379688363043,"0",NA,NA,10,NA,13,NA
