,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
5,2-s2.0-0030299380,38,38,"Sabine D.L., Boer A.H., Ballard W.B.",6602775343;7005215318;7006068546;,"Impacts of habitat fragmentation on pairing success of male Ovenbirds, Seiurus aurocapillus, in Southern New Brunswick",1996,Canadian Field-Naturalist,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030299380&partnerID=40&md5=0d0269b946ac074848748572c48bbcaf,"Populations of some species of nearctic-neotropical migrant birds have been declining in recent years, and much attention has focused on fragmentation of North American forests by agriculture, urbanization, and forest harvesting as one of the causes for the declines. This study evaluated the hypothesis that fragments of mature forest in a managed-forest landscape in southern New Brunswick were suboptimal habitat for Ovenbirds (Seiurus aurocapillus) compared to large tracts of similar forest. There were no significant differences in pairing success or territorial density of male Ovenbirds between fragments and contiguous forest sites in 1992 and 1993. However, when only smallest fragments were considered mating success and density were lower but differences were not significant. Potential food abundance for Ovenbirds did not differ between fragment and large forest sites, nor between mated and unmated male territories. This study suggests that fragmentation of mature forest in a largely forested landscape may not cause the adverse effects reported for Ovenbirds elsewhere.",Article,Scopus,0.702939754,NA,1,NA,NA,10,1,10,39,NA
7,2-s2.0-0030449631,1,1,"Lefebvre G., Poulin B.",7102889628;7003681915;,Seasonal abundance of migrant birds and food resources in panamanian mangrove forests,1996,Wilson Bulletin,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030449631&partnerID=40&md5=e49c2f3b47c25ca7a2224de22467481d,"We studied temporal variation in abundance of Nearctic-Neotropical migrants, particularly the Northern Waterthrush (Seiurus noveboracensis), Prothonotary Warbler (Protonotaria citrea), and American Redstart (Setophaga ruticilla) in two black mangrove sites of central Panama from September 1993 through May 1995. The two sites, on the Caribbean and the Pacific coasts, differ importantly in annual rainfall, tide amplitude, and seasonal invertebrate abundance. Most migrant species varied temporally in abundance with the opposite pattern at each site, suggesting mid-winter movements correlated with abundance of food resources. Because of their wide geographic distribution and their particular response to hydrographic factors, mangroves are likely to have a temporally complementary role in sustaining migrant populations throughout the Neptropics. However, variations in migrant numbers reported in other Neotropical habitats could also reflect large-scale movements by migrants. Occurrence of mid-winter (facultative) migration has been documented mostly for the Palearctic-African migratory system, and needs to be investigated in the Nearctic-Neotropical realm for proper conservation of migratory species.",Article,Scopus,0.694401608,1,1,NA,5,10,1,10,2,NA
18,2-s2.0-20844434333,9,9,"Ward D.H., Reed A., Sedinger J.S., BLack J.M., Derksen D.V., Castelli P.M.",35290884200;56208175600;7003849568;7402767339;7005722965;7006101019;,North American Brant: Effects of changes in habitat and climate on population dynamics,2005,Global Change Biology,10.1111/j.1365-2486.2005.00942.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20844434333&doi=10.1111%2fj.1365-2486.2005.00942.x&partnerID=40&md5=da5190dd161dc6ffce6d7fbacca2a1d5,"We describe the importance of key habitats used by four nesting populations of nearctic brant (Branta bernicla) and discuss the potential relationship between changes in these habitats and population dynamics of brant. Nearctic brant, in contrast to most geese, rely on marine habitats and native intertidal plants during the non-breeding season, particularly the seagrass, Zostera, and the macroalgae, Ulva. Atlantic and Eastern High Arctic brant have experienced the greatest degradation of their winter habitats (northeastern United States and Ireland, respectively) and have also shown the most plasticity in feeding behavior. Black and Western High Arctic brant of the Pacific Flyway are the most dependent on Zostera, and are undergoing a shift in winter distribution that is likely related to climate change and its associated effects on Zostera dynamics. Variation in breeding propensity of Black Brant associated with winter location and climate strongly suggests that food abundance on the wintering grounds directly affects reproductive performance in these geese. In summer, salt marshes, especially those containing Carex and Puccinellia, are key habitats for raising young, while lake shorelines with fine freshwater grasses and sedges are important for molting birds. Availability and abundance of salt marshes has a direct effect on growth and recruitment of goslings and ultimately, plays an important role in regulating size of local brant populations. © 2005 Blackwell Publishing Ltd.",Article,Scopus,0.693381625,0,0,NA,5,10,0,10,10,NA
39,2-s2.0-85017371653,23,23,"Wunderle J.M., Jr., Arendt W.J.",6701606952;7004842691;,The plight of migrant birds wintering in the caribbean: Rainfall effects in the annual cycle,2017,Forests,10.3390/f8040115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017371653&doi=10.3390%2ff8040115&partnerID=40&md5=04f0f0323eb4930f027a75ecefa42698,"Here, we summarize results of migrant bird research in the Caribbean as part of a 75th Anniversary Symposium on research of the United States Department of Agriculture Forest Service, International Institute of Tropical Forestry (IITF). The fate of migratory birds has been a concern stimulating research over the past 40 years in response to population declines documented in long-term studies including those of the IITF and collaborators in Puerto Rico's Guánica dry forest. Various studies indicate that in addition to forest loss or fragmentation, some migrant declines may be due to rainfall variation, the consequences of which may carry over from one stage of a migrant's annual cycle to another. For example, the Guánica studies indicate that rainfall extremes on either the temperate breeding or tropical wintering grounds affect migrant abundance and survival differently depending on the species. In contrast, IITF's collaborative studies of the migrant Kirtland's Warbler (Setophaga kirtlandii) in the Bahamas found that late winter droughts affect its annual survival and breeding success in Michigan. We review these IITF migrant studies and relate them to other studies, which have improved our understanding of migrant ecology of relevance to conservation. Particularly important is the advent of the full annual cycle (FAC) approach. The FAC will facilitate future identification and mitigation of limiting factors contributing to migrant population declines, which for some species, may be exacerbated by global climate change. © 2017 by the authors.",Article,Scopus,0.684734863,NA,1,NA,NA,10,1,10,24,NA
12,2-s2.0-0033799710,11,11,"Strong A.M., Sherry T.W.",7102215532;7004025591;,Habitat-specific effects of food abundance on the condition of ovenbirds wintering in Jamaica,2000,Journal of Animal Ecology,10.1046/j.1365-2656.2000.00447.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033799710&doi=10.1046%2fj.1365-2656.2000.00447.x&partnerID=40&md5=ccc5e832555f32a1e611b569846bbacb,"1. Food availability has been considered one of the most important factors limiting bird populations, yet the effects of food abundance on non-breeding insectivores has rarely been investigated. We studied the effects of food abundance on the body condition of ovenbirds (Seiurus aurocapillus L.), a sexually monomorphic, ground-foraging, Neotropical-Nearctic migrant warbler during two winters in three habitats on their wintering grounds in Jamaica. 2. Prey biomass decreased from early to late winter in all habitats. Concurrently, ovenbird body mass, corrected for differences in structural size, decreased significantly in five of six habitat-year combinations. Only in second growth scrub habitat in the 1995-96 winter did ovenbirds show no decrease in corrected body mass, and during this period there was no significant decrease in ant biomass, the dominant prey item of ovenbirds in all habitats. 3. Significant positive correlations were found between ovenbirds' rate of feather regrowth and the biomass of ants on their home ranges in early winter, and between overwinter change in ovenbird body mass and the biomass of ants on their home ranges in late winter. 4. The results of both the habitat- and home-range-based analyses suggest a similar threshold of ant biomass (2.5-3.0 mg m-2), below which ovenbirds did not maintain their body mass. 5. The results suggest that late winter rainfall mediates the biomass of prey abundance, which in turn affects the ovenbirds' overwinter body condition.",Article,Scopus,0.684104065,0,0,NA,10,10,0,10,12,NA
19,2-s2.0-33749425422,30,30,"Blanco D.E., Yorio P., Petracci P.F., Pugnali G.",7004633804;55895062300;6506911043;6508059905;,"Distribution and abundance of non-breeding shorebirds along the coasts of the Buenos Aires province, Argentina",2006,Waterbirds,10.1675/1524-4695(2006)29[381:DAAONS]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749425422&doi=10.1675%2f1524-4695%282006%2929%5b381%3aDAAONS%5d2.0.CO%3b2&partnerID=40&md5=790e03b91e179301d9cac675c1942363,"The coast of the Buenos Aires province, Argentina, includes a remarkable diversity of habitats and is used by more than fifteen Nearctic shorebird species during the austral summer months. We evaluated non-breeding shorebird distribution and abundance patterns along the Buenos Aires coastal zone and determined shorebird use of different coastal landscapes. Surveys were conducted in December 2000, and January and February 2001, using line-transect methods. The data were classified based on five previously defined coastal landscapes. Fifty four localities were surveyed covering 93 kilometers of coastline. A total of 44 waterbird species corresponding to 13 families were recorded. Shorebirds (Scolopacidae, Charadriidae, Haematopodidae and Recurvirostridae) accounted for approximately 45% of recorded waterbirds, including 14 nearctic species. Shorebird species recorded per locality varied from one to eleven, with 61% of the localities having one to four species. The most common were the American Oystercatcher (Haematopus palliatus), White-rumped Sandpiper (Calidris fuscicollis), Two-banded Plover (Charadrius falklandicus), American Golden-Plover (Pluvialis dominica) and the Sanderling (Calidris alba). Shorebird species richness and abundance varied significantly among coastal landscapes, with the highest values recorded in estuarine saltmarshes of Bahía Samborombón and Bahía Blanca. Among marine landscapes, the highest abundance and number of species were recorded in sandy beaches with ""restinga"" patches. This study confirms that shorebirds are an important component of the birdlife in the Buenos Aires coastal zone during the austral summer months, and that their distribution is not homogeneous along the coast, with species richness and abundances varying among localities depending on coastal landscapes.",Article,Scopus,0.668125125,NA,0,NA,NA,10,0,10,31,NA
6,2-s2.0-0030417218,16,16,"Sherry T.W., Holmes R.T.",7004025591;7402013235;,"Winter habitat quality, population limitation, and conservation of neotropical-nearctic migrant birds",1996,Ecology,10.2307/2265652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030417218&doi=10.2307%2f2265652&partnerID=40&md5=6d62aea821876b7dc2d5f5fa60ceac90,"Recent declines in Neotropical-Nearctic migrant songbird populations are often attributed to events during the nonbreeding season, such as tropical habitat conversion and drought. Support for this hypothesis in most species, however, is largely anecdotal or conjectural. There is a dearth of demographic information about migrants on their Neotropical winter grounds. Such data are needed to identify specific ecological factors influencing survival, dispersal, and, ultimately, population abundances aggregated over multiple habitats at regional spatial scales. In this paper, we review several lines of evidence, emphasizing results of our research on paruline warblers in Jamaica, which indicate that migrant passerines often compete intraspecifically in winter for preferred quality habitats and that their populations may be limited at least in part by ecological conditions in winter. The demographic and ecological evidence supporting this hypothesis for migrant passerines includes: (1) differing densities among habitats, suggesting variation in habitat suitability; (2) strong territoriality, site attachment, and site fidelity; (3) experimental demonstrations of habitat saturation; (4) nonrandom distributions of sex and age classes among habitats; (5) overwinter decline of body mass by individuals occupying the most drought-stressed habitats; and (6) different residence times among habitats, suggesting differences in survival or dispersal. We review ecological and behavioral explanations for these demographic patterns, and make conservation recommendations based on our understanding of how local demographic circumstances affect broader scale population processes.",Article,Scopus,0.659641336,0,0,NA,15,15,0,10,17,NA
30,2-s2.0-84655169241,24,24,"Lunardi V.O., Macedo R.H., Granadeiro J.P., Palmeirim J.M.",23009627700;7006548931;6603758245;6602579488;,Migratory flows and foraging habitat selection by shorebirds along the northeastern coast of Brazil: The case of Baía de Todos os Santos,2012,"Estuarine, Coastal and Shelf Science",10.1016/j.ecss.2011.11.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84655169241&doi=10.1016%2fj.ecss.2011.11.001&partnerID=40&md5=c50f1757b04f11d067ce828eb8491ab3,"Large numbers of Nearctic shorebirds migrate and winter along the coast of northeastern Brazil, but there is little information on their migratory flows, foraging ecology, and on the structure of the species assemblages that they form with resident shorebirds. We studied these issues on intertidal flats of Baía de Todos os Santos (Bahia), the second largest bay in Brazil. During a full year cycle we carried out weekly bird counts in an intertidal area of 280 ha divided in sectors, where we also measured environmental parameters. The analyses of weekly counts resulted in a detailed phenology of use of the area by shorebirds. Five species were resident and ten were Nearctic migrants. Several of the latter had clear peaks in numbers in March and October, revealing the use of the bay as a stopover during both the north-bound and south-bound migration flows. A canonical correspondence analysis of the relationship between environmental parameters and bird numbers indicated that the foraging bird assemblage could be divided into five main groups, occupying distinct ecological gradients in the study area. The most important factors driving this structure were invertebrate prey abundance, percentage of fine sediments, area of mangrove cover and distance to channels. Our findings imply that maintenance of the diversity of intertidal habitats in this bay is crucial to satisfy the particular habitat requirements of resident and migrant shorebirds using the northeastern coastal regions of Brazil. © 2011 Elsevier Ltd.",Article,Scopus,0.641394631,NA,0,NA,NA,15,0,15,25,NA
34,2-s2.0-84925016635,12,12,"Gómez C., Gómez-Bahamón V., Cárdenas-Ortíz L., Bayly N.J.",25924358100;56556953900;56556905700;16506280300;,Distribution of nearctic-neotropical migratory birds along a South American elevation gradient during spring migration,2015,Wilson Journal of Ornithology,10.1676/14-017.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925016635&doi=10.1676%2f14-017.1&partnerID=40&md5=eb6dcf1ba670965fe7f1347745cc9787,"The Sierra Nevada de Santa Marta in northern Colombia has been identified as a critical spring stopover site for at least one Neotropical migratory bird species prior to crossing the Caribbean sea on migration. The strategic location of the Sierra suggests that other South American wintering migrants may stopover there, but no information is available on the migrant community during spring or how they distribute themselves between habitats and across the broad elevational gradient. Here, we present species richness and densities of migratory landbirds obtained through standardized census and captures along an elevation gradient (100-2,100 m) covering two habitats, forest and shade coffee, during two consecutive spring migrations. The migrant community (~39 species) showed a peak in species richness and abundance at mid elevations (700-1,700 m), mirroring the pattern often observed in communities of resident Neotropical birds. However, individually the abundance of the commonest species peaked at different elevations and showed high annual variability. We also found within-species differences in density between shade-coffee and forest at the same elevation, possibly reflecting differences in habitat quality for some species. Factors such as food availability and predation risk are expected to be critical in shaping the distribution of migrants during stopover, and further research is required to identify the drivers of the observed elevational patterns. This study contributes to our knowledge of the life histories of migrants during stopover and highlights the habitats and elevations where conservation measures would protect the highest number of species and individuals at a South American stopover site. © 2015 by the Wilson Ornithological Society.",Article,Scopus,0.637205206,0,0,NA,10,15,0,15,13,NA
3,2-s2.0-0028328179,40,40,Vannini J.P.,7801493089;,Nearctic avian migrants in coffee plantations and forest fragments of south-western Guatemala,1994,Bird Conservation International,10.1017/S0959270900002781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028328179&doi=10.1017%2fS0959270900002781&partnerID=40&md5=2be958fcd39887a7df8ac6e41c6110ca,"Habitats at intermediate and upper elevations of the volcanic Cordillera of southwestern Guatemala harbour a diverse terrestrial vertebrate fauna that includes at least 423 avian species, 108 of which are known to be Nearctic migrants, and 43 of which are known or suspected to have both resident and long-distance migrant populations. During the course of floral and faunal inventories in a proposed Multiple Use Area in this region from 1987 through 1991, FIIT researchers collected or observed 254 avian species, of which 44 are regarded as Nearctic migrants and 26 are known or suspected to have both resident and long-distance migrant populations. Study sites included climax and selectively logged lower montane forest fragments, as well as subtropical agroecosystems. Data are presented to support the conclusion that a significantly higher percentage of resident avian species reported from this region in the literature continue to occupy these habitats than do species known to undertake cyclical longdistance migrations. Non-quantitative, historical reports of relative abundance of all Nearctic avian migrants in the region during the early and mid-twentieth century are compared with current status of these species. Threats to Nearctic avian migrants in the western Guatemalan highlands are discussed, and areas of future research for ornithologists working with this community in the region are proposed. Recommendations are made to preserve or improve habitats on wintering grounds and along migration routes considered to be of critical importance for the long-term survival of a number of threatened and vulnerable Nearctic avian migrants in Guatemala. © 1994, Birdlife International. All rights reserved.",Article,Scopus,0.632676845,NA,1,NA,NA,15,1,15,41,0
22,2-s2.0-40749094008,27,27,"Martin T.G., Chadès I., Arcese P., Marra P.P., Possingham H.P., Norris D.R.",7403463365;6507138908;56108547400;7004545435;7006846637;7201567626;,Optimal conservation of migratory species,2007,PLoS ONE,10.1371/journal.pone.0000751,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749094008&doi=10.1371%2fjournal.pone.0000751&partnerID=40&md5=a9abb72ea4282d5558a98c70308ddade,"Background. Migratory animals comprise a significant portion of biodiversity worldwide with annual investment for their conservation exceeding several billion dollars. Designing effective conservation plans presents enormous challenges. Migratory species are influenced by multiple events across land and sea-regions that are often separated by thousands of kilometres and span international borders. To date, conservation strategies for migratory species fail to take into account how migratory animals are spatially connected between different periods of the annual cycle (i.e. migratory connectivity) bringing into question the utility and efficiency of current conservation efforts. Methodology/Principal Findings. Here, we report the first framework for determining an optimal conservation strategy for a migratory species. Employing a decision theoretic approach using dynamic optimization, we address the problem of how to allocate resources for habitat conservation for a Neotropical-Nearctic migratory bird, the American redstart Setophaga ruticilla, whose winter habitat is under threat. Our first conservation strategy used the acquisition of winter habitat based on land cost, relative bird density, and the rate of habitat loss to maximize the abundance of birds on the wintering grounds. Our second strategy maximized bird abundance across the entire range of the species by adding the constraint of maintaining a minimum percentage of birds within each breeding region in North America using information on migratory connectivity as estimated from stable-hydrogen isotopes in feathers. We show that failure to take into account migratory connectivity may doom some regional populations to extinction, whereas including information on migratory connectivity results in the protection of the species across its entire range. Conclusions/Significance. We demonstrate that conservation strategies for migratory animals depend critically upon two factors: knowledge of migratory connectivity and the correct statement of the conservation problem. Our framework can be used to identify efficient conservation strategies for migratory taxa worldwide, including insects, birds, mammals, and marine organisms. © 2007 Martin et al.",Article,Scopus,0.631360257,NA,0,NA,NA,15,0,15,28,NA
31,2-s2.0-84899053373,6,6,"Sheehan J., Wood P.B., Buehler D.A., Keyser P.D., Larkin J.L., Rodewald A.D., Wigley T.B., Boves T.J., George G.A., Bakermans M.H., Beachy T.A., Evans A., McDermott M.E., Newell F.L., Perkins K.A., White M.",55545119600;7402901910;7004177470;6603726341;7203037291;7006585581;7005591864;36448810000;55545366600;10139679600;15838994700;55545327900;16245515300;23467110200;55350267700;55543776200;,Avian response to timber harvesting applied experimentally to manage Cerulean Warbler breeding populations,2014,Forest Ecology and Management,10.1016/j.foreco.2013.07.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899053373&doi=10.1016%2fj.foreco.2013.07.037&partnerID=40&md5=a76646edc5c1444aa00146d3da7449f9,"Timber harvesting has been proposed as a management tool to enhance breeding habitat for the Cerulean Warbler (Setophaga cerulea), a declining Neotropical-Nearctic migratory songbird that nests in the canopy of mature eastern deciduous forests. To evaluate how this single-species management focus might fit within an ecologically based management approach for multiple forest birds, we performed a manipulative experiment using four treatments (three intensities of timber harvests and an unharvested control) at each of seven study areas within the core Cerulean Warbler breeding range. We collected pre-harvest (one year) and post-harvest (four years) data on the territory density of Cerulean Warblers and six additional focal species, avian community relative abundance, and several key habitat variables. We evaluated the avian and habitat responses across the 3-32m2ha-1 residual basal area (RBA) range of the treatments. Cerulean Warbler territory density peaked with medium RBA (~16m2ha-1). In contrast, territory densities of the other focal species were negatively related to RBA (e.g., Hooded Warbler [Setophaga citrina]), were positively related to RBA (e.g., Ovenbird [Seiurus aurocapilla]), or were not sensitive to this measure (Scarlet Tanager [Piranga olivacea]). Some species (e.g., Hooded Warbler) increased with time post-treatment and were likely tied to a developing understory, whereas declines (e.g., Ovenbird) were immediate. Relative abundance responses of additional species were consistent with the territory density responses of the focal species. Across the RBA gradient, greatest separation in the avian community was between early successional forest species (e.g., Yellow-breasted Chat [Icteria virens]) and closed-canopy mature forest species (e.g., Ovenbird), with the Cerulean Warbler and other species located intermediate to these two extremes. Overall, our results suggest that harvests within 10-20m2ha-1 RBA yield the largest increases in Cerulean Warblers, benefit additional disturbance-dependent species, and may retain closed-canopy species but at reduced levels. Harvests outside the optimum RBA range for Cerulean Warblers can support bird assemblages specifically associated with early or late (closed-canopy) successional stages. © 2013 Elsevier B.V.",Article,Scopus,0.620047639,1,1,experimental management but control also present,5,15,1,15,7,NA
17,2-s2.0-1242310487,22,22,Naka L.N.,6507015096;,Structure and organization of canopy bird assemblages in Central Amazonia,2004,Auk,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242310487&partnerID=40&md5=f1574b3eed4af6398dded6d355bca2ee,"I analyzed the species composition, structure, and trophic organization of bird assemblages in the forest canopy around Manaus, Brazil. Using three canopy towers located in primary terra firme forests, I conducted 117 censuses over a 13 month period, recording 160 bird species. The three study sites had similar species richness (between 126 and 128 species), sharing 95 species in common, which accounted for >90% of all individual records. Most species recorded in the canopy (110) belonged to the core canopy avifauna. The other 50 species included migrants (13), species that feed overhead (8), species from lower strata (15), night birds (3), and vagrants or visitors from open areas and second-growth forests (11). Most of those species, however, appeared in very low numbers in the forest canopy, except understory frugivores, which regularly fed on canopy fruits. Among the migratory species were some Nearctic (6), Austral (3), and species probably holding both migratory and resident populations in the area (4). Additionally, I found evidence that two species of parrots perform seasonal movements, leaving the forest canopy around Manaus during the dry season. Frugivores dominated the canopy avifauna in abundance, but contradicting results reported from other Neotropical forest canopies, insectivores and frugivores had equal species richness. The canopy avifauna was highly homogeneous among sites in terms of species richness, distribution among abundance classes, and number of species in each feeding guild, habitat, and microhabitat. As in Costa Rica, the canopy avifauna of Manaus was mostly composed by typical canopy bird species, and not by edge-living species as reported from Panama. I suggest that habitat fragmentation may affect the bird community composition in the forest canopy, allowing a higher influx of opportunistic species.",Article,Scopus,0.617967752,1,1,NA,15,15,1,15,23,NA
20,2-s2.0-33947507808,7,7,"Hughes A.L., Hughes M.A.K.",7401766103;8868662000;,Coding sequence polymorphism in avian mitochondrial genomes reflects population histories,2007,Molecular Ecology,10.1111/j.1365-294X.2007.03242.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947507808&doi=10.1111%2fj.1365-294X.2007.03242.x&partnerID=40&md5=220ec09fa07053a1842f8a9c04564b4a,"Nucleotide sequence diversity at mitochondrial protein-coding loci from 72 species of birds from different geographical regions was analysed in order to test the hypothesis that temperate zone species show population genetic effects of past glaciation. Temperate zone species showed reduced nucleotide diversity in comparison to tropical mainland species, suggesting that the latter have long-term effective population sizes due to population bottleneck effects during the most recent glaciation. This hypothesis was further supported by evidence of an unusually high estimated rate of population growth in species breeding in North America and wintering in the New World tropics (Nearctic migrants), consistent with population expansion after a bottleneck. Nearctic migrants also showed evidence of an abundance of rare nonsynonymous (amino acid-altering) polymorphisms, a pattern suggesting that slightly deleterious polymorphisms drifted to high frequencies during a bottleneck and are now being eliminated by selection. Because the shape of the North American land mass limited the area available for refugia during glaciation, the bottleneck effects are predicted to have been particularly strong in Nearctic migrants, and this prediction was supported. The reduced genetic diversity of Nearctic migrants provides an additional basis for concern for the survival of these species, which are threatened by loss of habitat in the winter range and by introduced disease. © 2007 The Authors.",Article,Scopus,0.615138295,0,0,NA,5,15,0,15,8,NA
25,2-s2.0-53949112445,18,18,"Greenberg R., Kozlenko A., Etterson M., Dietsch T.",7402059515;6505868169;6602796281;6602317660;,"Patterns of density, diversity, and the distribution of migratory strategies in the Russian boreal forest avifauna",2008,Journal of Biogeography,10.1111/j.1365-2699.2008.01954.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949112445&doi=10.1111%2fj.1365-2699.2008.01954.x&partnerID=40&md5=8168f5ab0ebd72dc0171b1b46fadd7d3,"Aim: Comparisons of the biotas in the Palaearctic and Nearctic have focused on limited portions of the two regions. The purpose of this study was to assess the geographic pattern in the abundance, species richness, and importance of different migration patterns of the boreal forest avifauna of Eurasia from Europe to East Asia as well as their relationship to climate and forest productivity. We further examine data from two widely separated sites in the New World to see how these conform to the patterns found in the Eurasian system. Location: Boreal forest sites in Russia and Canada. Methods: Point counts were conducted in two to four boreal forest habitats at each of 14 sites in the Russian boreal forest from near to the Finnish border to the Far East, as well as at two sites in boreal Canada. We examined the abundance and species richness of all birds, and specific migratory classes, against four gradients (climate, primary productivity, latitude, and longitude). We tested for spatial autocorrelation in both dependent and independent variables using Moran's I to develop spatial correlograms. For each migratory class we used maximum likelihood to fit models, first assuming uncorrelated residuals and then assuming spatially autocorrelated residuals. For models assuming unstructured residuals we again generated correlograms on model residuals to determine whether model fitting removed spatial autocorrelation. Models were compared using Akaike's information criterion, adjusted for small sample size. Results: Overall abundance was highest at the eastern and western extremes of the survey region and lowest at the continent centre, whereas the abundance of tropical and short-distance migrants displayed an east-west gradient, with tropical migrants increasing in abundance in the east (and south), and short-distance migrants in the west. Although overall species richness showed no geographic pattern, richness within migratory classes showed patterns weaker than, but similar to, their abundance patterns described above. Overall abundance was correlated with climate variables that relate to continentality. The abundances of birds within different migration strategies were correlated with a second climatic gradient - increasing precipitation from west to east. Models using descriptors of location generally had greater explanatory value for the abundance and species-richness response variables than did those based on climate data and the normalized difference vegetation index (NDVI). Main conclusions: The distribution patterns for migrant types were related to both climatic and locational variables, and thus the patterns could be explained by either climatic regime or the accessibility of winter habitats, both historically and currently. Non-boreal wintering habitat is more accessible from both the western and eastern ends than from the centre of the boreal forest belt, but the tropics are most accessible from the eastern end of the Palaearctic boreal zone, in terms of distance and the absence of geographical barriers. Based on comparisons with Canadian sites, we recommend that future comparative studies between Palaearctic and Nearctic faunas be focused more on Siberia and the Russian Far East, as well as on central and western Canada.",Article,Scopus,0.598347449,0,NA,NA,15,NA,0,15,19,NA
21,2-s2.0-34548435257,28,28,"Buler J.J., Moore F.R., Woltmann S.",6507327996;7401898686;7801645898;,A multi-scale examination of stopover habitat use by birds,2007,Ecology,10.1890/06-1871.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548435257&doi=10.1890%2f06-1871.1&partnerID=40&md5=22b991678d52053b235e9cdce528f1dc,"Most of our understanding of habitat use by migrating land birds comes from studies conducted at single, small spatial scales, which may overemphasize the importance of intrinsic habitat factors, such as food availability, in shaping migrant distributions. We believe that a multi-scale approach is essential to assess the influence of factors that control en route habitat use. We determined the relative importance of eight variables, each operating at a habitat-patch, landscape, or regional spatial scale, in explaining the differential use of hardwood forests by Nearctic-Neotropical land birds during migration. We estimated bird densities through transect surveys at sites near the Mississippi coast during spring and autumn migration within landscapes with variable amounts of hardwood forest cover. At a regional scale, migrant density increased with proximity to the coast, which was of moderate importance in explaining bird densities, probably due to constraints imposed on migrants when negotiating the Gulf of Mexico. The amount of hardwood forest cover at a landscape scale was positively correlated with arthropod abundance and had the greatest importance in explaining densities of all migrants, as a group, during spring, and of insectivorous migrants during autumn. Among landscape scales ranging from 500 m to 10 km radius, the densities of migrants were, on average, most strongly and positively related to the amount of hardwood forest cover within a 5 km radius. We suggest that hardwood forest cover at this scale may be an indicator of habitat quality that migrants use as a cue when landing at the end of a migratory flight. At the patch scale, direct measures of arthropod abundance and plant community composition were also important in explaining migrant densities, whereas habitat structure was of little importance. The relative amount of fleshy-fruited trees was positively related and was the most important variable explaining frugivorous migrant density during autumn. Although constraints extrinsic to habitat had a moderate role in explaining migrant distributions, our results are consistent with the view that food availability is the ultimate factor shaping the distributions of birds during stopover. © 2007 by the Ecological Society of America.",Article,Scopus,0.589053452,NA,NA,NA,NA,NA,,,29,NA
43,2-s2.0-85055012590,35,35,"Trejo A., Lezama-López M.",7005874313;57195741346;,The owls of Nicaragua,2017,Neotropical Owls: Diversity and Conservation,10.1007/978-3-319-57108-9_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055012590&doi=10.1007%2f978-3-319-57108-9_16&partnerID=40&md5=dcc6520dc144d1833c49d0620d9905d1,"Despite being the largest country in Central America and having approximately 700 species of birds, Nicaragua's avifauna is probably the least known. Consensually, 14 owl species have been registered for the country, with representatives of both Nearctic and Neotropical avifauna. In addition to the incomplete knowledge of their distribution, nothing is known about the biology and ecology of the species in the country. Most owls in Nicaragua are typical of the forested areas that cover more than 40% of the total land area. This is the most threatened habitat due to the expansion of the agricultural frontier and pressure from human displacement into forested areas. In order to conserve biodiversity in general, Nicaragua has a system of protected areas (SINAP), including three important biosphere reserves. No species of owl found in Nicaragua is endemic or classified as globally at risk. However, we feel that an assessment of the conservation status of each species at a local level is needed. This requires a more detailed study of their distribution, but also an estimation of their abundance and the status of their populations, and habitat requirements and other aspects of their biology. © Springer International Publishing AG 2017.",Book Chapter,Scopus,0.588915221,NA,NA,NA,NA,NA,,,36,NA
