,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Scopus_index,Present_in_training_docs
151,2-s2.0-84960094708,145,145,"Casaux R., Juares M., Carlini A., Corbalán A.",7004072018;16039349200;7006086896;26026917400;,The diet of the Antarctic fur seal Arctocephalus gazella at the South Orkney Islands in ten consecutive years,2016,Polar Biology,10.1007/s00300-015-1836-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960094708&doi=10.1007%2fs00300-015-1836-3&partnerID=40&md5=93b2fd7c16f8d29bf02adbf8f5bd1be0,"To improve the knowledge on the Antarctic fur seal foraging behavior, evaluate whether changes in its diet are associated with changes in prey availability, and evaluate whether fisheries had negative impacts on Antarctic fur seal populations, a total of 1359 scats of non-breeding males were collected in ten consecutive sampling periods between 1994 and 2003 at Laurie Island, South Orkney Islands. Antarctic krill was the most numerous prey throughout the sampling period followed in importance by fish prey. Antarctic krill also predominated by reconstructed mass, except during 1994 and 1998 when penguins were the most important prey, and during 1995 when fish dominated. Among fish, demersal-benthic species (mainly Gobionotothen gibberifrons, Chaenocephalus aceratus and Chionodraco rastrospinosus) dominated the diet except in 1997, 1998, 1999 and 2002 when myctophids (mainly Gymnoscopelus nicholsi and Electrona antarctica) were the most important fish prey. In seasons when fish dominated the diet, the diet was primarily comprised of demersal species. Although our results are in overall agreement with previous studies, the contribution to the diet of the main preys changed throughout the sampling period, probably in parallel with changes in prey abundance. According to historical results on fish consumption, the fisheries carried out in the past have had negative impacts on seal populations from the South Orkney Islands. © 2016, Springer-Verlag Berlin Heidelberg.",Article,Scopus,0.739161542,NA,NA,NA,NA,NA,,,146,NA
69,2-s2.0-65149098909,66,66,"Forcada J., Malone D., Royle J.A., Staniland I.J.",7004397268;26530626800;7005951931;6602212543;,Modelling predation by transient leopard seals for an ecosystem-based management of Southern Ocean fisheries,2009,Ecological Modelling,10.1016/j.ecolmodel.2009.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65149098909&doi=10.1016%2fj.ecolmodel.2009.03.020&partnerID=40&md5=8ef284bc47c13e7beab25ea3688649ba,"Correctly quantifying the impacts of rare apex marine predators is essential to ecosystem-based approaches to fisheries management, where harvesting must be sustainable for targeted species and their dependent predators. This requires modelling the uncertainty in such processes as predator life history, seasonal abundance and movement, size-based predation, energetic requirements, and prey vulnerability. We combined these uncertainties to evaluate the predatory impact of transient leopard seals on a community of mesopredators (seals and penguins) and their prey at South Georgia, and assess the implications for an ecosystem-based management. The mesopredators are highly dependent on Antarctic krill and icefish, which are targeted by regional fisheries. We used a state-space formulation to combine (1) a mark-recapture open-population model and individual identification data to assess seasonally variable leopard seal arrival and departure dates, numbers, and residency times; (2) a size-based bioenergetic model; and (3) a size-based prey choice model from a diet analysis. Our models indicated that prey choice and consumption reflected seasonal changes in leopard seal population size and structure, size-selective predation and prey vulnerability. A population of 104 (90-125) leopard seals, of which 64% were juveniles, consumed less than 2% of the Antarctic fur seal pup production of the area (50% of total ingested energy, IE), but ca. 12-16% of the local gentoo penguin population (20% IE). Antarctic krill (28% IE) were the only observed food of leopard seal pups and supplemented the diet of older individuals. Direct impacts on krill and fish were negligible, but the ""escapement"" due to leopard seal predation on fur seal pups and penguins could be significant for the mackerel icefish fishery at South Georgia. These results suggest that: (1) rare apex predators like leopard seals may control, and may depend on, populations of mesopredators dependent on prey species targeted by fisheries; and (2) predatory impacts and community control may vary throughout the predator's geographic range, and differ across ecosystems and management areas, depending on the seasonal abundance of the prey and the predator's dispersal movements. This understanding is important to integrate the predator needs as natural mortality of its prey in models to set prey catch limits for fisheries. Reliable estimates of the variability of these needs are essential for a precautionary interpretation in the context of an ecosystem-based management. © 2009 Elsevier B.V.",Article,Scopus,0.736209327,NA,NA,NA,NA,NA,,,67,NA
66,2-s2.0-57349134457,87,87,"Brischoux F., Bonnet X.",55920332400;7003794073;,"Estimating the impact of sea kraits on the anguilliform fish community (Congridae, Muraenidae, Ophichthidae) of New Caledonia",2008,Aquatic Living Resources,10.1051/alr:2008046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349134457&doi=10.1051%2falr%3a2008046&partnerID=40&md5=76e8ebaaf8c05bd98b441a326fcb0ce4,"It has been previously shown that two guilds of predators, the sea kraits and their prey, the anguilliform fish (predator themselves), are far more abundant and diverse than previously suspected in coral reefs of the Indo-Pacific area. Based on diet, foraging range, feeding rate, and population size of two sea krait species, we estimated the annual uptake of anguilliform fish around Signal Island, New Caledonia. We found that more than 4000 snakes live on this 15 ha islet and that they can take up to 45 000 fish (>1.3 t) per year, essentially from 10 fish species previously considered as rare. One third of these fish are captured on the reef flat, the two other thirds within a 17 km radius surrounding Signal Island. We suggest that the foraging areas of the different snake populations belonging to numerous islets (and the surrounding reef flats) overlap greatly. © 2008 EDP Sciences IFREMER IRD.",Article,Scopus,0.731416725,NA,NA,NA,NA,NA,,,88,NA
65,2-s2.0-53949110972,0,0,"Jones C.D., Eric Anderson M., Balushkin A.V., Duhamel G., Eakin R.R., Eastman J.T., Kuhn K.L., Lecointre G., Near T.J., North A.W., Stein D.L., Vacchi M., William Detrich III H.",57203288305;24466284400;6602882872;7102858141;7004097963;7102271199;14825222000;7003637902;6603744722;7101914568;7401616326;36930191000;15844387800;,"Diversity, relative abundance, new locality records and population structure of Antarctic demersal fishes from the northern Scotia Arc islands and Bouvetøya",2008,Polar Biology,10.1007/s00300-008-0489-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949110972&doi=10.1007%2fs00300-008-0489-x&partnerID=40&md5=f5887b418c3c459053a853d1b14f0971,"A primary objective of the ICEFISH 2004 cruise was to collect and study notothenioid fishes from remote localities in the Atlantic sector of the Southern Ocean. Nearly 1 month was devoted to bottom trawling for fishes on the shelf and upper slope (to 1,000 m) areas around Shag Rocks, South Georgia, South Sandwich Islands and Bouvetøya. The focus was on the latter two locations, because their faunas are more poorly known. Eight species were collected at Shag Rocks with Patagonotothen guntheri most abundant; 17 at South Georgia with Lepidonotothen nudifrons, L. larseni and Gobionotothen gibberifrons most abundant; 13 at the South Sandwich Islands with L. larseni, L. nudifrons and G. gibberifrons most abundant; and 11 at Bouvetøya with L. larseni, Macrourus holotrachys and L. squamifrons most abundant. Ten new locality records were established: Shag Rocks (1), South Georgia (1), South Sandwich Islands (5), South Sandwich Trench at 5,350 m (1) and Bouvetøya (2). Total known demersal fish diversity on the shelf and upper slope at Shag Rocks/South Georgia, South Sandwich Islands and Bouvetøya is 42, 31 and 17 species, respectively. To examine population structure in the four most abundant notothenioids at Bouvetøya (L. larseni, L. squamifrons, Notothenia coriiceps and Chaenocephalus aceratus), we examined the ND2 portion of mitochondrial DNA. Chaenocephalus aceratus, N. coriiceps and L. larseni exhibited no significant genetic differentiation in comparison with samples from localities in the Scotia Sea and the Antarctic Peninsula. However, L. squamifrons showed significant genetic differentiation between the South Shetlands and Bouvetøya populations (F ST = 0.189, P = 0.015). Thus, these data combined with previous studies of two other notothenioids suggest that five of the six notothenioid species at Bouvetøya are not genetically differentiated from other localities in the Atlantic sector of the Southern Ocean. The location of Bouvetøya within the Antarctic Circumpolar Current and the long (1-2 years) pelagic stages of the notothenioids at Bouvetøya may be at least partly responsible for this genetic homogeneity. © 2008 Springer-Verlag.",Article,Scopus,0.728592161,0,NA,NA,5,NA,0,5,1,NA
31,2-s2.0-0035222712,101,101,"Sun L., Xie Z.",7403957370;7402267338;,Relics: penguin population programs.,2001,Science progress,10.3184/003685001783239078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035222712&doi=10.3184%2f003685001783239078&partnerID=40&md5=44192076bfff3d3271db1f28e067932d,"What has been responsible for the increase in Chinstrap penguin populations during the past 40 years in maritime Antarctica? One view ascribes it to an increase in availability of their prey brought on by the decrease in baleen whale stocks. The contrary opinion, attributes it to environmental warming. This causes a gradual decrease in the frequency of cold years with extensive winter sea ice cover. A number of penguin monitoring programs are in progress and are expected to provide some answers to these questions. Unfortunately, it is not easy to distinguish natural variability from anthropogenic change since penguins are easily accessible predators of krill and the feeding range of the penguins has almost overlapped with the krill fishery in time and space in the last four decades. Therefore it is important to reconstruct the change of ancient penguin abundance and distribution in the absence of human activity. Many efforts have focused on surveying the abandoned penguin rookeries, but this method has not been able to give a continuous historical record of penguin populations. In several recent studies, ancient penguin excreta was scooped from the penguin relics in the sediments of the lake on penguin rookery, Ardley Island, maritime Antarctica. In these studies, penguin droppings or guano soil deposited in the lake and changes in sediment geochemistry have been used to calculate penguin population changes based upon the geochemical composition of the sediment core. The results suggest that climate change has a significant impact on penguin populations.",Article,Scopus,0.728037947,NA,NA,NA,NA,NA,,,102,NA
63,2-s2.0-52049107890,128,128,"Belchier M., Collins M.A.",6603317757;7404083794;,Recruitment and body size in relation to temperature in juvenile Patagonian toothfish (Dissostichus eleginoides) at South Georgia,2008,Marine Biology,10.1007/s00227-008-1047-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049107890&doi=10.1007%2fs00227-008-1047-3&partnerID=40&md5=4ffff8650dece1965f184fb448a69821,"Recruitment variability in juvenile Patagonian toothfish (Dissostichus eleginoides), a commercially important, deepwater nototheniid fish, was examined at the sub-Antarctic island of South Georgia, South Atlantic. Data from 13 demersal trawl surveys conducted over a 20-year period were analysed. Abundance of the 1+ juvenile fish cohort (13-15 month old dependent on survey date) was found to vary inter-annually and was found to be inversely correlated with the sea surface temperature (SST) conditions experienced by adults prior to spawning. Environmental temperatures experienced by toothfish eggs and larvae were not significantly correlated with juvenile density. The mean length of 1+ fish attained after 13-15 months was higher in years of high juvenile abundance and was significantly inversely correlated with SST in the summer prior to adult spawning. Trends in toothfish recruitment variability mirrored those previously observed in a range of krill-dependent land-based predators at South Georgia for whom non-seasonal, large-scale climatic events such as El Niño Southern Oscillation (ENSO) are considered the most likely underlying drivers of variability in breeding success. The drivers of recruitment variability in toothfish are not fully understood but a range of possible mechanisms are considered. A better understanding of recruitment variability holds great interest for fisheries managers and could be used refine forecasts of years of good or poor recruitment for the toothfish fishery at South Georgia. © 2008 Springer-Verlag.",Article,Scopus,0.727463548,NA,NA,NA,NA,NA,,,129,NA
116,2-s2.0-84878417362,2,2,"Siegel V., Reiss C.S., Dietrich K.S., Haraldsson M., Rohardt G.",56264114500;7101708474;16308892900;36940966600;6603137638;,Distribution and abundance of Antarctic krill (Euphausia superba) along the Antarctic Peninsula,2013,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2013.02.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878417362&doi=10.1016%2fj.dsr.2013.02.005&partnerID=40&md5=8992e5520d74ab08a71c8cb158641b8c,"Net-based data on the abundance, distribution, and demographic patterns of Antarctic krill are quantified from a contemporaneous two ship survey of the Antarctic Peninsula during austral summer 2011. Two survey areas were sampled focussed on Marguerite Bay in the south, and the tip of the Antarctic Peninsula in the north. Data from 177 stations showed that the highest concentrations of krill were found in the southern sampling area. Differences between areas were associated with a few large catches of one year old krill found in anomalously warm and productive waters in Marguerite Bay, and small krill catches in the less-productive, offshore waters in the north. Estimated krill density across the survey area was 3.4krillm-2, and was low compared to the long-term average of 45krillm-2 for the Elephant Island area. Overall recruitment between the two survey regions was similar, but per capita recruitment was about 60% lower than historical mean recruitment levels measured at Elephant Island since the late 1970s. Demographic patterns showed small krill concentrated near the coast, and large krill concentrated offshore on the shelf and slope all along the survey area. The offshore distribution of adult krill was delineated by the warm (~1°C), low salinity (33.8) water at 30m, suggesting that most krill were present shoreward of the southern boundary of Antarctic Circumpolar Current Front. Distributions of larvae indicated that three hotspot areas were important for the production of krill: slope areas outside Marguerite Bay and north of the South Shetland Islands, and near the coast around Antarctic Sound. Successful spawning, as inferred from larval abundance, was roughly coincident with the shelf break and not with inshore waters. Given the rapid changes in climate along the Antarctic Peninsula and the lower per capita recruitment observed in recent years, studies comparing and contrasting production, growth, and recruitment across the Peninsula will be critical to better understand how climate change will impact krill populations and their dependent predators in the Scotia Sea. © 2013 Elsevier Ltd.",Article,Scopus,0.726992971,0,NA,NA,5,NA,0,5,3,NA
43,2-s2.0-13844250597,53,53,"McMahon C.R., Bester M.N., Burton H.R., Hindell M.A., Bradshaw C.J.A.",7202819359;7005684769;7103109392;7003704772;57203904987;,"Population status, trends and a re-examination of the hypotheses explaining the recent declines of the southern elephant seal Mirounga leonina",2005,Mammal Review,10.1111/j.1365-2907.2005.00055.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844250597&doi=10.1111%2fj.1365-2907.2005.00055.x&partnerID=40&md5=05c19d7d7c2d7d681a939a6f6ad0bd5c,"1. Between the 1950s and 1990s the southern elephant seal Mirounga leonina underwent large decreases in population size throughout most of its breeding range in the Southern Ocean. While current population estimates suggest a recent recovery, some breeding populations have continued to decrease in recent years (Macquarie and Marion Islands), others have either remained stable (South Georgia, Kerguelen and Heard Island) or have increased (Peninsula Valdés, Argentina). 2. Intrinsi c hypotheses for patterns of regional decline include factors that are affected by density-dependent mechanisms: (i) paucity of males, (ii) population 'overshoot' and (iii) pandemic disease. Extrinsic hypotheses include (iv) predation, (v) competition with fisheries concerns, (vi) interspecific competition, (vii) environmental change and (viii) human disturbance. Of the eight hypotheses proposed and examined here, we conclude that three can be discounted (i, v, viii), three are unlikely, but may require more testing (ii, iii, iv) and two are plausible (vi, vii). 3. The interspecific competition hypot hesis is difficult to test because it requires the simultaneous monitoring of species that overlap directly with elephant seals, many of which have not been identified or little is known. However, an analysis of the relationship between log variance and log abundance (Taylor's power law) for populations of southern and northern elephant seals suggests that interspecific competition is not a significant factor in the decline of the southern elephant seal. 4. The hypothesis that decreases in southern elephant se al populations between the 1950s and 1990s were caused by the environmental change is the easiest to test and most plausible of the hypotheses. We propose a framework by which to test this hypothesis to determine how food availability affects individual survival. © 2005 Mammal Society.",Review,Scopus,0.726245649,NA,NA,NA,NA,NA,,,54,NA
73,2-s2.0-76249085454,31,31,"Reid K., Watkins J.L., Murphy E.J., Trathan P.N., Fielding S., Enderlein P.",7202780677;7402110195;7401684007;7003343692;57189229179;6507330091;,Krill population dynamics at South Georgia: Implications for ecosystem-based fisheries management,2010,Marine Ecology Progress Series,10.3354/meps08356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249085454&doi=10.3354%2fmeps08356&partnerID=40&md5=5dc2c2ee18d35210743eefd9617be6b6,"The South Georgia region supports a large biomass of krill that is subject to high interannual variability. The apparent lack of a locally self-maintaining krill population at South Georgia means that understanding the mechanism underlying these observed population characteristics is essential to successful ecosystem-based management of krill fishery in the region. Krill acoustic-density data from surveys conducted in the early, middle and late period of the summers of 2001 to 2005, together with krill population size structure over the same period from predator diet data, were used with a krill population dynamics model to evaluate potential mechanisms behind the observed changes in krill biomass. Krill abundance was highest during the middle of the summer in 3 years and in the late period in 2 years; in the latter there was evidence that krill recruitment was delayed by several months. A model scenario that included empirically derived estimates of both the magnitude and timing of recruitment in each year showed the greatest correlation with the acoustic series. The results are consistent with a krill population with allochthonous recruitment entering a retained adult population; i.e. oceanic transport of adult krill does not appear to be the major factor determining the dynamics of the adult population. The results highlight the importance of the timing of recruitment, especially where this could introduce a mismatch between the peak of krill abundance and the peak demand from predators, which may exacerbate the effects of changes in krill populations arising from commercial harvesting and/or climate change. © 2010 Inter-Research.",Article,Scopus,0.724651653,0,NA,NA,15,NA,0,15,32,NA
167,2-s2.0-85046720983,40,40,"Labadie G., Tixier P., Barbraud C., Fay R., Gasco N., Duhamel G., Guinet C.",57203329155;36700464300;35616520600;56710994000;24485375900;7102858141;7005381471;,First demographic insights on historically harvested and poorly known male sperm whale populations off the Crozet and Kerguelen Islands (Southern Ocean),2018,Marine Mammal Science,10.1111/mms.12469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046720983&doi=10.1111%2fmms.12469&partnerID=40&md5=7de4b6ebe8c420b74000622d46ce3571,"Age and sex dependent spatial segregation has resulted in limited knowledge of the ecology and demography of sperm whale adult males feeding seasonally in high latitudes. This study focused on adult males interacting with the Patagonian toothfish (Dissostichus eleginoides) fishery operating off the Kerguelen and Crozet Archipelagos. Demographic parameters were estimated using a 10-yr-long photo-identification data set paired with multistate closed robust design capture-mark-recapture models. The examination of a set of 29,078 photographs taken from fishing vessels during sperm whale depredation events resulted in identification of 295 individuals with nine visiting both study areas. Dispersal between both study regions was estimated to be 1% per year. The mean annual number of interacting sperm whales was estimated to n = 82 (95% CI 58–141) in Crozet and n = 106 (95% CI 76–174) in Kerguelen. Transient proportions were 13% in Crozet and 26% in Kerguelen. Corrected for transience, apparent survival estimates were 0.953 (95% CI 0.890–0.993) in Crozet, and 0.911 (95% CI 0.804–0.986) in Kerguelen. These survival and population size estimates are the first for depredating adult males in high latitudes, and can be used in evaluating the current conservation status of this historically harvested stock and to investigate depredation trends in 35 both Crozet and Kerguelen Islands. © 2018 Society for Marine Mammalogy",Article,Scopus,0.724488433,NA,NA,NA,NA,NA,,,41,NA
20,2-s2.0-0031841939,135,135,"Croll D.A., Tershy B.R.",7004594817;6603678744;,"Penguins, fur seals, and fishing: Prey requirements and potential competition in the South Shetland Islands, Antarctica",1998,Polar Biology,10.1007/s003000050261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031841939&doi=10.1007%2fs003000050261&partnerID=40&md5=3a34dec6504b352dc73f7ab66a46a8ef,"Antarctic and sub-Antarctic seabirds, marine mammals, and human fisheries concentrate their foraging efforts on a single species, Antarctic krill (Euphausia superba). Because these predators may have a significant effect on krill abundance, we estimated the energy and prey requirements of Adelie (Pygoscelis adeliae), chinstrap (Pygoscelis antarctica), and gentoo (Pygoscelis papua) penguins and female Antarctic fur seals (Arctocephalus gazella) breeding on the South Shetland Islands, Antarctica and compared these estimates with catch statistics from the Antarctic krill fishery. Published data on field metabolic rate, population size, diet, prey energy content, and metabolic efficiency were used to estimate prey requirements of these breeding, adult, land-based predators and their dependent offspring. Due to their large population size, chinstrap penguins were the most significant krill predators during the period examined, consuming an estimated 7.8 x 108 kg krill, followed by Adelie penguins (3.1 x 107 kg), gentoo penguins (1.2 x 107 kg), and Antarctic fur seals (3.6 x 106 kg). Total consumption of all land-based predators on the South Shetland Islands was estimated at 8.3 x 108 kg krill. The commercial krill fishery harvest in the South Shetland Island region (1.0 x 108 kg) was approximately 12% of this. Commercial harvest coincides seasonally and spatially with peak penguin and fur seal prey demands, and may affect prey availability to penguins and fur seals. This differs from the conclusions of Ichii et al. who asserted that the potential for competition between South Shetland predators and the commercial krill fishery is low.",Article,Scopus,0.724343624,NA,NA,NA,NA,NA,,,136,NA
41,2-s2.0-0242669244,30,30,"Ruhl H.A., Hastings P.A., Zarubick L.A., Jensen R.M., Zdzitowiecki K.",7005369380;35809580200;6506708535;7403517899;55955071700;,"Fish populations of Port Foster, Deception Island, Antarctica and vicinity",2003,Deep-Sea Research Part II: Topical Studies in Oceanography,10.1016/S0967-0645(03)00094-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242669244&doi=10.1016%2fS0967-0645%2803%2900094-8&partnerID=40&md5=f4902a6e41183e94af04982e024ff6ae,"The fish populations of Port Foster, Deception Island, South Shetland Islands, Antarctica, were investigated as part of the Erupt Antarctic ecosystem study. Surveys were conducted on five cruises between March 1999 and November 2000. Samples also were collected off Livingston Island and King George Island of the South Shetland Islands. Specimens were collected or observed using a multiple opening and closing net and environmental sampling system, otter trawls, benthic line-transect photography, and remotely operated vehicle video. Species composition, length, weight, reproductive condition, diet, habitat, and parasitic infestation were examined for the dominant fish species. Eleven species were collected, all in the suborder Notothenioidei. The fishes found in the survey are known to occur in the region and had diets similar to those found in other studies. Abundances of demersal fishes in Port Foster ranged from 0.05 to 0.10 individuals m-2 over the study period. Inshore shallow-water (&lt;30 m) and inshore deep-water (&gt; 30 m) habitats are identified in Port Foster and described. Port Foster may be a refuge for juvenile fishes such as Champsocephalus gunnari. Limited exchange with the surrounding waters also may limit the influence of recruitment and prey abundance fluctuations outside Port Foster. Trematomus scotti had heavy body cavity parasite infestation from Port Foster, possibly due in part to decreased benthic scour from large icebergs, allowing benthic parasites to persist. © 2003 Elsevier Ltd. All rights reserved.",Article,Scopus,0.721327113,1,NA,Corrected unranked class to 1,15,NA,1,15,31,NA
79,2-s2.0-77954160232,10,10,"Péron C., Authier M., Barbraud C., Delord K., Besson D., Weimerskirch H.",36150339600;15079115300;35616520600;6506656820;24340627700;56213156300;,Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean,2010,Global Change Biology,10.1111/j.1365-2486.2010.02169.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954160232&doi=10.1111%2fj.1365-2486.2010.02169.x&partnerID=40&md5=62cba29033c9cefa431e02780f1afd30,"Long-term demographic studies have recently shown that global climate change together with increasing direct impacts of human activities, such as fisheries, are affecting the population dynamics of marine top predators. However, the effects of these factors on species distribution and abundance at sea are still poorly understood, particularly in marine ecosystems of the southern hemisphere. Using a unique long-term data set of at-sea observations, we tested for interdecadal (1980s vs. 2000s) changes in summer abundance and distribution of 12 species of Albatrosses and Petrels along a 30° latitudinal gradient between tropical and Antarctic waters of the southern Indian Ocean. There were contrasting effects of climate change on subantarctic seabird distribution and abundance at sea. While subtropical waters showed the highest rate of warming, the species that visited this water mass showed the greatest changes in distribution and abundance. The abundance of Wandering Albatrosses (Diomedea exulans), White-chinned Petrels (Procellaria aequinoctialis) and Giant Petrels (Macronectes sp.) declined markedly, whereas the other species showed contrasting trends or did not change. With the exception of the White-chinned Petrel, these decreases were at least partly related to regional increase in sea surface temperature. The southward shift of Wandering Albatross and Prions (Pachyptila spp.) distributions could be ascribed to species redistribution or decrease in abundance due to warming of the subtropical waters. Surprisingly, White-chinned Petrel distribution shifted northward, suggesting more complex mechanisms. This study is the first to document a shift in species range in the Southern Ocean related to climate change and contrasting abundance changes. It suggests that some species might experience more severe impacts from climate change depending on the water masses they visit. As climate changes are predicted to continue in the next decades, understanding species responses to climate change is crucial for conservation management, especially when their conservation status is critical or unknown. © 2010 Blackwell Publishing Ltd.",Article,Scopus,0.716317044,1,NA,NA,5,NA,1,5,11,NA
101,2-s2.0-84856340490,67,67,"Iwami T., Naganobu M., Taki K., Kiyota M.",7004403663;6601953604;22636323700;11141639400;,"Annual changes in species composition and abundance of myctophid fish in the north of South Georgia (subarea 48.3), antarctica, during austral winters from 2002 to 2008",2011,CCAMLR Science,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856340490&partnerID=40&md5=1c24d894e8dfc4db856020c4c29d3e8c,"Species composition and abundance of myctophid fish were analysed using the fish by-catch samples collected by scientific observers on board Japanese commercial krill fishing vessels in the area north and northwest of South Georgia, Antarctica, during austral winters from 2002 to 2008. A total of 10 myctophid species were identified in the by-catch samples, among which Krefftichthys anderssoni, Gymnoscopelus nicholsi and Protomyctophum choriodon were abundant. Different life stages of K. anderssoni and G. nicholsi from larvae to adults were found, suggesting that these species may have their nursery ground around South Georgia. Electrona antarctica was not a major component of the recent mesopelagic ichthyofauna in this area, although this species used to be dominant in the Antarctic coastal waters. In contrast, P. choriodon, which is known as a south temperate species, became dominant in recent samples. Additionally, the size distribution of P. choriodon was unimodal, indicating that individuals in the samples belonged to the same size group and probably migrated from the population in warmer northern areas.",Note,Scopus,0.715420581,NA,NA,NA,NA,NA,,,68,NA
168,2-s2.0-85048067810,121,121,"Reisinger R.R., Landman M., Mgibantaka N., Smale M.J., Bester M.N., De Bruyn P.J.N., Pistorius P.A.",25960361100;16040041000;57202382903;36642207100;7005684769;9043754700;7006186946;,"Overlap and temporal variation in the diets of sympatric Antarctic and Subantarctic fur seals (Arctocephalus spp.) at Marion Island, Prince Edward Islands",2018,Polar Research,10.1080/17518369.2018.1451142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048067810&doi=10.1080%2f17518369.2018.1451142&partnerID=40&md5=2add9c162cd3674f28330ae81b6253d9,"Antarctic (Arctocephalus gazella) and Subantarctic (A. tropicalis) fur seals are important predators in the Southern Ocean. Marion Island (southern Indian Ocean) hosts the largest sympatric breeding populations of these two species. Environmental and population changes here over two decades may have influenced their diet and trophic interactions. To quantify diet, we analysed prey remains in scat samples from Antarctic (661 scats) and Subantarctic (750 scats) fur seals collected at Marion Island (2006–2010). We assessed diet composition over time and calculated dietary overlap. The diet of both species was dominated by fish prey (98.2% and 99.4% of prey items), mainly myctophids. Antarctic fur seals consumed small numbers of penguins, cephalopods and crustaceans. In Subantarctic fur seal scats, crustaceans and cephalopods were rare and penguin remains were absent. The diets of the two species overlapped substantially (Pianka’s index = 0.98), however, small but significant differences in the relative proportions of prey were evident. Seasonal and annual diet changes suggest that their diet is similarly influenced by patterns of local prey availability and abundance. Despite substantial changes in the population size and trajectory of Antarctic and Subantarctic fur seals–which would be expected to influence trophic interactions between them–comparing our data to those from earlier studies (1989–2000) did not reveal significant long-term dietary changes in either species. © 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Article,Scopus,0.712286521,NA,NA,NA,NA,NA,,,122,NA
118,2-s2.0-84880645830,6,6,"Ainley D.G., Nur N., Eastman J.T., Ballard G., Parkinson C.L., Evans C.W., Devries A.L.",7003309400;6701664965;7102271199;7003323790;7102253099;7403479974;7004771966;,"Decadal trends in abundance, size and condition of Antarctic toothfish in McMurdo Sound, Antarctica, 1972-2011",2013,Fish and Fisheries,10.1111/j.1467-2979.2012.00474.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880645830&doi=10.1111%2fj.1467-2979.2012.00474.x&partnerID=40&md5=07eb871e6eb3a20939ac0a95a165a29d,"We report the analyses of a dataset spanning 39 years of near-annual fishing for Dissostichus mawsoni in McMurdo Sound, Antarctica, 1972-2011. Data on total length, condition and catch per unit effort (CPUE) were derived from the > 5500 fish caught, the large majority of which were measured, tagged and released. Contrary to expectation, the length frequency of the McMurdo Sound catch was dominated by fish in the upper two-thirds of the overall distribution exhibited in the industrial catch for the Ross Sea shelf. Fish length and condition increased from the early 1970s to the early 1990s and then decreased. Fish length positively correlated with Ross Sea ice extent in early spring, a relationship possibly caused by more ice encouraging larger fish to move farther south over the shelf and into the study area. Fish condition positively correlated with the amount of open water in the Ross Sea during the previous summer (Feb), perhaps reflecting greater availability of prey with the higher productivity that more open water brings. Decreasing fish size corresponds to the onset of the fishery, which targets the large individuals. CPUE was constant through 2001 and then decreased dramatically. We hypothesize that this decrease is related to the industrial fishery, which began in the 1996-97 austral summer, and concentrates effort over the ice-free Ross Sea continental slope. As a result of limited prey choices and close coupling among mesopredators of the region, Antarctic toothfish included, the fishery appears to be dramatically altering the trophic structure of the Ross Sea. © 2012 John Wiley & Sons Ltd.",Article,Scopus,0.709241083,1,NA,NA,5,NA,,,7,1
