"","EID","X__1","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Access Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"11","2-s2.0-0034055223",51,"Peres C.A.","7005085103;","Identifying keystone plant resources in tropical forests: The case of gums from Parkia pods",2000,"Journal of Tropical Ecology","10.1017/S0266467400001413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034055223&doi=10.1017%2fS0266467400001413&partnerID=40&md5=1192099551262545da6930c605efcc3b","Keystone plants that produce seasonally critical trophic resources comprise one of the main classes of keystone species, yet no studies have attempted to examine the ecological attributes that might help us recognize them and evaluate their importance in species-rich plant assemblages. In this paper the concept of keystone plant resources is reviewed using potential candidates proposed in the literature for neotropical forest sites. A poorly known example of a potential keystone resource - the gums produced by mature pods of two emergent tree species (Parkia nitida and P. pendula, Leguminosae: Mimosoideae) - is described for primates and other arboreal vertebrates in Amazonian forests. In particular, the fruiting phenology, tree density, patterns of vertebrate consumption, and nutritional quality of Parkia gums in Amazonian terra firme forests are considered. Putative neotropical keystone resources are then divided into four intersecting ecological attributes defining their community-wide importance to vertebrate frugivores: (1) temporal redundancy, (2) degree of consumer specificity, (3) reliability, and (4) abundance. From a vertebrate perspective, keystone plants are here defined as those producing reliable, low-redundancy resources that are consumed by a large proportion of the bird and mammal assemblage with which they coexist. Plant populations proposed to date as keystone species range widely across two of these four variables, which may disqualify most putative taxa (including Parkia spp.) from a more formal definition of keystone resources. Other importance attributes, the context-dependent role, the taxonomic refinement, and removal effects of the keystone plant resource concept as applied to tropical forests are also discussed.","Article",NA,"Scopus",0.318223547480055,NA,NA,NA,NA,NA,52,NA
"12","2-s2.0-0346735380",49,"Daily G.C., Ceballos G., Pacheco J., Suzán G., Sánchez-Azofeifa A.","7004469735;7005825259;7101664933;7801438528;6602158037;","Countryside Biogeography of Neotropical Mammals: Conservation Opportunities in Agricultural Landscapes of Costa Rica",2003,"Conservation Biology","10.1111/j.1523-1739.2003.00298.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346735380&doi=10.1111%2fj.1523-1739.2003.00298.x&partnerID=40&md5=d93edf184ab978de46104b4e32f56b61","The future of mammalian diversity in the tropics depends largely on the conservation value of human-dominated lands. We investigated the distribution of non-flying mammals in five habitats of southern Costa Rica: relatively extensive forest (227 ha), coffee plantation, pasture, coffee with adjacent forest remnant (<35 ha), and pasture with adjacent forest remnant (<35 ha). Of the 26 native species recorded in our study plots, 9 (35%) were restricted to forest habitat, 14 (54%) occurred in both forest and agricultural habitats, and 3 (11%) were found only in agricultural habitats. Species richness and composition varied significantly with habitat type but not with distance from the extensive forest. Interestingly, small forest remnants (<35 ha) contiguous with coffee plantations did not differ from more extensive forest in species richness and were richer than other agricultural habitat types. Small remnants contiguous with pasture were species-poor. When clearing started, the study region likely supported about 60 species. Since then, at least 6 species (10%), one family (4%), and one order (11%) have gone extinct locally. The species that disappeared were the largest in their families and included carnivorous (e.g., jaguar [Panthera onca]), herbivorous (e.g., Baird's tapir, [Tapirus bairdii]), and arboreal (e.g., mantled howler monkey [Alouatta palliata]) species. Although there is no substitute for native forest habitat, the majority of native, nonflying mammal species use countryside habitats. The populations of many persist even > 5 km from relatively extensive forest, at least over the 40 years since forest clearance. Moreover, if hunting ceased, we expect that at least one of the locally extinct species could be reestablished in the existing landscape. Thus, there is an important opportunity to maintain and restore the diversity, abundance, and ecosystem roles of mammals in at least some human-dominated regions of the Neotropics.","Article",NA,"Scopus",0.639025569022372,NA,NA,NA,NA,NA,50,NA
"13","2-s2.0-1042279367",50,"Simeone A., Luna-Jorquera G., Bernal M., Garthe S., Sepúlveda F., Villablanca R., Ellenberg U., Contreras M., Mun̈oz J., Ponce T.","56216333500;6508228436;7102055108;7004013864;7005181507;6505482898;6507667856;7202685484;7402874021;7801656158;","Breeding distribution and abundance of seabirds on islands off northcentral Chile",2003,"Revista Chilena de Historia Natural","10.4067/S0716-078X2003000200016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1042279367&doi=10.4067%2fS0716-078X2003000200016&partnerID=40&md5=517123d4c23c5691927729b977aa4bd1","Between 1999 and 2003 we collected information on the breeding distribution and abundance of 12 seabird species occurring on nine islands off the coasts of north and central Chile (27°-33° S). The Peruvian booby Sula variegata was the most abundant seabird with a breeding population of ca. 18,000 pairs concentrated in two islands, followed by the Humboldt penguin Spheniscus humboldti with ca. 9,000 pairs, the largest colony being at Chañaral Island with ca. 7,000 pairs. Kelp gulls Larus dominicanus bred at all the surveyed sites in colonies of variable size, ranging from 40 to 2, 000 pairs. Peruvian diving-petrels Pelecanoides garnotii and Peruvian pelicans Pelecanus occidentalis bred at restricted sites, but generally in large colonies. Magellanic penguins Spheniscus magellanicus, wedge-rumped storm-petrels Oceanodroma tethys, Neotropical cormorants Hypoleucos brasiliensis, guanay cormorants Leucocarbo bougainvillii, red-legged cormorants Stictocarbo gairmardi, band-tailed gulls Larus belcheri and Inca terns Larosterna inca nested at few sites forming small colonies (from a few to 150 pairs). Two new breeding sites are reported for the Peruvian diving-petrel and nesting of the wedge-rumped storm-petrel is confirmed on the Chilean coast for the first time. Despite protective status, most of the islands showed human disturbance, derived mainly from guano harvesting, egging and tourism. On at least five of these islands we were able to confirm introduced mammals including rats, rabbits and cats. These factors are likely to be detrimental to seabirds and thus demand detailed assessment. Further comprehensive ornithological surveys in other areas are needed so as to improve the scarce knowledge that we currently have on the seabird populations along the Chilean coast.","Conference Paper","Open Access","Scopus",0.828436315185398,NA,"1",NA,NA,5,51,NA
"14","2-s2.0-27544490226",45,"Krasnov B.R., Shenbrot G.I., Mouillot D., Khokhlova I.S., Poulin R.","7005730748;35550671900;6701389009;7006297227;7102095194;","What are the factors determining the probability of discovering a flea species (Siphonaptera)?",2005,"Parasitology Research","10.1007/s00436-005-1425-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544490226&doi=10.1007%2fs00436-005-1425-4&partnerID=40&md5=75668e6abdc62d4d70a41116ba75b6e3","Our aim was to determine which of four variables (number of host species exploited by the parasite, taxonomic distinctness of these hosts, geographic range of the principal host, and year of description of this host) was the best predictor of description date of fleas. The study used previously published data on 297 flea species parasitic on 197 species of small mammals from 34 different regions of the Holarctic and one region from the Neotropics. We used both simple linear and multiple regressions to evaluate the relationships between the four predictor variables and the year of flea description, on species values as well as on phylogenetically independent contrasts. Whether or not the analyses controlled for flea phylogeny, all predictor variables correlated significantly with year of flea description when tested separately. In multiple regressions, however, the number of exploited host species was the best predictor of the date of flea description, with the geographic range of the principal host species as well as the date of its description having a lesser, though significant, influence. Overall, our results indicate that a flea species is more likely to be discovered and described early if its biological characteristics (exploitation of many host species) and those of its hosts (long-known to science, broad geographic distributions) increase its chances of being included in a collection. Because the variables we investigated only explained about 10-11% of the variation in year of description among flea species, other factors must be important, such as temporal variability in the activity of flea taxonomists. © Springer-Verlag 2005.","Article",NA,"Scopus",0.369418564843543,NA,NA,NA,NA,NA,46,NA
"15","2-s2.0-3042622527",47,"Beck H., Gaines M.S., Hines J.E., Nichols J.D.","23969988900;7003893485;7201521910;35601925200;","Comparative dynamics of small mammal populations in treefall gaps and surrounding understorey within Amazonian rainforest",2004,"Oikos","10.1111/j.0030-1299.2004.12864.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042622527&doi=10.1111%2fj.0030-1299.2004.12864.x&partnerID=40&md5=9cd23effa1066a08e2fbdef406c95bd5","Variation in food resource availability can have profound effects on habitat selection and dynamics of populations. Previous studies reported higher food resource availability and fruit removal in treefall gaps than in the understorey. Therefore, gaps have been considered ""keystone habitat"" for Neotropical frugivore birds. Here we test if this prediction would also hold for terrestrial small mammals. In the Amazon, we quantified food resource availability in eleven treefall gaps and paired understorey habitats and used feeding experiments to test if two common terrestrial rodents (Oryzomys megacephalus and Proechimys spp.) would perceive differences between habitats. We live-trapped small mammals in eleven gaps and understorey sites for two years, and compared abundance, fitness components (survival and per capita recruitment) and dispersal of these two rodent species across gaps and understorey and seasons (rainy and dry). Our data indicated no differences in resource availability and consumption rate between habitats. Treefall gaps may represent a sink habitat for Oryzomys where individuals had lower fitness, apparently because of habitat-specific ant predation on early life stages, than in the understorey, the source habitat. Conversely, gaps may be source habitat for Proechimys where individuals had higher fitness, than in the understorey, the sink habitat. Our results suggest the presence of source-sink dynamics in a tropical gap-understorey landscape, where two rodent species perceive habitats differently. This may be a mechanism for their coexistence in a heterogeneous and species-diverse system.","Article",NA,"Scopus",0.571723998052171,NA,NA,NA,NA,NA,48,NA
"16","2-s2.0-30744459110",46,"Trolle M., Kéry M.","16305270500;6701406674;","Camera-trap study of ocelot and other secretive mammals in the northern Pantanal",2005,"Mammalia","10.1515/mamm.2005.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30744459110&doi=10.1515%2fmamm.2005.032&partnerID=40&md5=469215d06efb7e777cb31cb69e93aa3b","Reliable information on abundance of the ocelot (Leopardus pardalis) is scarce. We conducted the first camera-trap study in the northern part of the Pantanal wetlands of Brazil, one of the wildlife hotspots of South America. Using capture-recapture analysis, we estimated a density of 0.112 independent individuals per km2 (SE 0.069). We list other mammals recorded with camera traps and show that camera-trap placement on roads or on trails has striking effects on camera-trapping rates. © Publications Scientifiques du Muséum national d'Histoire naturelle.","Article",NA,"Scopus",0.610102589535041,NA,NA,NA,NA,NA,47,NA
"17","2-s2.0-34247329805",43,"Peres C.A., Palacios E.","7005085103;8621969100;","Basin-wide effects of game harvest on vertebrate population densities in Amazonian forests: implications for animal-mediated seed dispersal",2007,"Biotropica","10.1111/j.1744-7429.2007.00272.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247329805&doi=10.1111%2fj.1744-7429.2007.00272.x&partnerID=40&md5=f33790689ee8b8af283330ae2e6a8346","Vertebrate responses to hunting are widely variable for target and nontarget species depending on the history of hunting and productivity of any given site and the life history traits of game species. We provide a comprehensive meta-analysis of changes in population density or other abundance estimates for 30 mid-sized to large mammal, bird and reptile species in 101 hunted and nonhunted, but otherwise undisturbed, Neotropical forest sites. The data set was analyzed using both an unnested approach, based on population density estimates, and a nested approach in which pairwise comparisons of abundance metrics were restricted to geographic groups of sites sharing similar habitat and soil conditions. This resulted in 25 geographic clusters of sites within which 1811 population abundance estimates were compared across different levels of hunting pressure. Average nested changes in abundance across increasingly greater levels of hunting pressure ranged from moderately positive to highly negative. Populations of all species combined declined across greater differences in hunting pressure by up to 74.8 percent from their numeric abundance in less intensively hunted sites, but harvest-sensitive species faired far worse. Of the 30 species examined, 22 declined significantly at high levels of hunting. Body size significantly affected the direction and magnitude of abundance changes, with large-bodied species declining faster in overhunted sites. Frugivorous species showed more marked declines in abundance in heavily hunted sites than seed predators and browsers, regardless of the effects of body size. The implications of hunting for seed dispersal are discussed in terms of community dynamics in semi-defaunated tropical forests. © 2007 The Author(s).","Article",NA,"Scopus",0.78737784269578,NA,"?",NA,NA,5,44,NA
"18","2-s2.0-34447255414",44,"Henriques R.P.B., Briani D.C., Palma A.R.T., Vieira E.M.","7005053254;7801376022;7102805740;35585196800;","A simple graphical model of small mammal succession after fire in the Brazilian cerrado",2006,"Mammalia","10.1515/MAMM.2006.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447255414&doi=10.1515%2fMAMM.2006.044&partnerID=40&md5=a8e5c54e8dc51e98d08269847624cbed","We studied the succession of small mammal species after fire in the cerrado (Neotropical savanna) of Central Brazil. Populations of small mammals were sampled with live-trapping techniques in a series of nine sites of different successional age, ranging from 1 to 26 years after fire. Ten species of small mammals were captured through all the seral stages of succession. Species richness ranged from two to seven species by seral stage. The species were arranged in different groups with respect to abundance along the succession: the first was composed of early successional species that peaked <2 years after fire (Calomys callosus, C. tener, Thalpomys cerradensis, Mus musculus, Thylamys velutinus); the second occurred or peaked 2-3 years after fire (Necromys lasiurus, Gracilinanus sp., Oryzomys scotti). Gracilinanus agilis peaked in the last seral stage. Species richness of small mammals showed an abrupt decrease from an average of four species immediately after fire to two species 5-26 years after the last fire. We propose a simple graphical model to explain the pattern of species richness of small mammals after fire in the cerrado. This model assumes that the occurrence of species of small mammals is determined by habitat selection behavior by each species along a habitat gradient. The habitat gradient is defined as the ratio of cover of herbaceous to woody vegetation. The replacement of species results from a trade-off in habitat requirements for the two habitat variables. © 2006 by Walter de Gruyter.","Article",NA,"Scopus",0.599917061534581,NA,NA,NA,NA,NA,45,NA
"19","2-s2.0-35349011697",41,"Cáceres N.C., Napoli R.P., Lopes W.H., Casella J., Gazeta G.S.","6602733228;22935508000;21741498400;22933737300;6602789322;","Natural history of the marsupial Thylamys macrurus (Mammalia, Didelphidae) in fragments of savannah in southwestern Brazil",2007,"Journal of Natural History","10.1080/00222930701520835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35349011697&doi=10.1080%2f00222930701520835&partnerID=40&md5=839c75a10058103de4a1348d23af688b","The objective of this study was to furnish information on the natural history of the Neotropical marsupial Thylamys macrurus in the southern Cerrado of Brazil. A range expansion of the species was observed to the northeast of the Mato Grosso do Sul state, Brazil. Specimens were surveyed in fragments of savannah (40-600 ha) during dry and wet seasons in 2003 and 2004 with live-trap grids and pitfall lines. With an effort of 9767 trap nights and 2200 pitfall nights, we obtained 102 captures and 49 recaptures of T. macrurus. The data analyzed (57 males and 40 females) showed that males are more abundant in the dry season and females in the wet season. Young were recorded mostly during the wet season. Thylamys macrurus was scansorial, using the floor and the understorey. Sexual dimorphism was recorded, with males being larger than females. Information on ectoparasites is supplied. © 2007 Taylor & Francis.","Article",NA,"Scopus",0.670069872355349,NA,"1",NA,NA,15,42,NA
"20","2-s2.0-37349074468",38,"Michalski F., Peres C.A.","23094982000;7005085103;","Disturbance-mediated mammal persistence and abundance-area relationships in Amazonian forest fragments",2007,"Conservation Biology","10.1111/j.1523-1739.2007.00797.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37349074468&doi=10.1111%2fj.1523-1739.2007.00797.x&partnerID=40&md5=56ce16c10400435b34ca22312658be92","Few researchers have investigated the synergistic effects of tropical forest fragmentation and disturbance on species persistence and abundance. We examined effects of both forest-patch metrics and forest disturbance in determining richness and abundance of midsized to large-bodied mammal species in a highly fragmented Amazonian forest landscape. Twenty-one forest fragments, ranging from 2 to 14,480 ha, and two continuous forest sites were sampled based on sightings, tracks, line-transect censuses, armadillo burrow censuses, and camera trapping. Patch occupancy of 37 species recorded ranged from 4% to all forest sites surveyed. Forest fragment size was the strongest predictor of species persistence, explaining 90% of the variation in species richness. Information-theoretic analysis confirmed that fragment area was the most important explanatory variable for the overall species richness and abundance of mammal species, followed by surface fires, which affected the abundance of seven species. Large mammal species were typically absent from fragments <100 ha, whereas some ubiquitous species were favored by fragmentation, exhibiting hyperabundance in small patches. Our findings highlight the importance of large (>10,000 ha), relatively undisturbed forest patches to maximize persistence and maintain baseline abundances of Neotropical forest mammal species. © 2007 Society for Conservation Biology.","Article",NA,"Scopus",0.657740815662782,NA,"0",NA,NA,15,39,NA
"21","2-s2.0-39749166308",37,"Bonato V., Martins E.G., Machado G., Da-Silva C.Q., Dos Reis S.F.","6701832520;8265031300;7006627931;14037042000;7004642148;","Ecology of the armadillos Cabassous unicinctus and Euphractus sexcinctus (Cingulata: Dasypodidae) in a Brazilian cerrado",2008,"Journal of Mammalogy","10.1644/06-MAMM-A-187.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749166308&doi=10.1644%2f06-MAMM-A-187.1&partnerID=40&md5=20561a94371de75555c3773e8d31745e","We report on aspects of the ecology and natural history of 2 species of armadillos commonly found in a cerrado remnant in southeastern Brazil - the naked-tailed armadillo (Cabassous unicinctus) and the 6-banded armadillo (Euphractus sexcinctus). Armadillos were captured in pitfall traps or by hand, double-marked, and the habitat (campo sujo, campo cerrado, and gallery forests), season, and time of capture were recorded. We also recorded the sex and age of all armadillos, and reproductive condition of females. Population densities were estimated as 0.27 and 0.14 individuals/ha for C. unicinctus and E. sexcinctus, respectively. E. sexcinctus did not preferentially use any of the habitats included in the study area, whereas C. unicinctus preferentially used habitats with a more complex vegetation structure, such as gallery forests. C. unicinctus was diurnal and E. sexcinctus was mainly nocturnal. Neither species changed its activity pattern with season, but C. unicinctus was more active in months with decreased abundance of arthropods - the main food resource consumed by this species. Both species of armadillos appeared to reproduce year-round. Differences in habitat use and daily activity between C. unicinctus and E. sexcinctus suggest spatial and temporal displacement between these species. © 2008 American Society of Mammalogists.","Article","Open Access","Scopus",0.623973951633109,NA,NA,NA,NA,NA,38,NA
"22","2-s2.0-40449112788",39,"Paine C.E.T., Beck H.","25951454900;23969988900;","Seed predation by neotropical rain forest mammals increases diversity in seedling recruitment",2007,"Ecology","10.1890/06-1835.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40449112788&doi=10.1890%2f06-1835.1&partnerID=40&md5=db5095085e3bb5881ad98d366ac75814","Seed dispersal and seedling recruitment (the transition of seeds to seedlings) set the spatiotemporal distribution of new individuals in plant communities. Many terrestrial rain forest mammals consume post-dispersal seeds and seedlings, often inflicting density-dependent mortality. In part because of density-dependent mortality, diversity often increases during seedling recruitment, making it a critical stage for species coexistence. We determined how mammalian predators, adult tree abundance, and seed mass interact to affect seedling recruitment in a western Amazonian rain forest. We used exclosures that were selectively permeable to three size classes of mammals: mice and spiny rats (weighing <1 kg), medium-sized rodents (1-12 kg), and large mammals (20-200 kg). Into each exclosure, we placed seeds of 13 tree species and one canopy liana, which varied by an order of magnitude in adult abundance and seed mass. We followed the fates of the seeds and resulting seedlings for at least 17 months. We assessed the effect of each mammalian size class on seed survival, seedling survival and growth, and the density and diversity of the seedlings that survived to the end of the experiment. Surprisingly, large mammals had no detectable effect at any stage of seedling recruitment. In contrast, small- and medium-sized mammals significantly reduced seed survival, seedling survival, and seedling density. Furthermore, predation by small mammals increased species richness on a per-stem basis. This increase in diversity resulted from their disproportionately intense predation on common species and large-seeded species. Small mammals thereby generated a rare-species advantage in seedling recruitment, the critical ingredient for frequency dependence. Predation by small (and to a lesser extent, medium-sized) mammals on seeds and seedlings significantly increases tree species diversity in tropical forests. This is the first long-term study to dissect the effects of various mammalian predators on the recruitment of a diverse set of tree species. © 2007 by the Ecological Society of America.","Article",NA,"Scopus",0.520610490363982,NA,NA,NA,NA,NA,40,NA
"23","2-s2.0-40749094008",42,"Martin T.G., Chadès I., Arcese P., Marra P.P., Possingham H.P., Norris D.R.","7403463365;6507138908;56108547400;7004545435;7006846637;7201567626;","Optimal conservation of migratory species",2007,"PLoS ONE","10.1371/journal.pone.0000751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749094008&doi=10.1371%2fjournal.pone.0000751&partnerID=40&md5=a9abb72ea4282d5558a98c70308ddade","Background. Migratory animals comprise a significant portion of biodiversity worldwide with annual investment for their conservation exceeding several billion dollars. Designing effective conservation plans presents enormous challenges. Migratory species are influenced by multiple events across land and sea-regions that are often separated by thousands of kilometres and span international borders. To date, conservation strategies for migratory species fail to take into account how migratory animals are spatially connected between different periods of the annual cycle (i.e. migratory connectivity) bringing into question the utility and efficiency of current conservation efforts. Methodology/Principal Findings. Here, we report the first framework for determining an optimal conservation strategy for a migratory species. Employing a decision theoretic approach using dynamic optimization, we address the problem of how to allocate resources for habitat conservation for a Neotropical-Nearctic migratory bird, the American redstart Setophaga ruticilla, whose winter habitat is under threat. Our first conservation strategy used the acquisition of winter habitat based on land cost, relative bird density, and the rate of habitat loss to maximize the abundance of birds on the wintering grounds. Our second strategy maximized bird abundance across the entire range of the species by adding the constraint of maintaining a minimum percentage of birds within each breeding region in North America using information on migratory connectivity as estimated from stable-hydrogen isotopes in feathers. We show that failure to take into account migratory connectivity may doom some regional populations to extinction, whereas including information on migratory connectivity results in the protection of the species across its entire range. Conclusions/Significance. We demonstrate that conservation strategies for migratory animals depend critically upon two factors: knowledge of migratory connectivity and the correct statement of the conservation problem. Our framework can be used to identify efficient conservation strategies for migratory taxa worldwide, including insects, birds, mammals, and marine organisms. © 2007 Martin et al.","Article","Open Access","Scopus",0.63136025720155,NA,NA,NA,NA,NA,43,NA
"24","2-s2.0-40949113219",36,"Norris D., Peres C.A., Michalski F., Hinchsliffe K.","23980795700;7005085103;23094982000;23979935900;","Terrestrial mammal responses to edges in Amazonian forest patches: A study based on track stations",2008,"Mammalia","10.1515/MAMM.2008.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949113219&doi=10.1515%2fMAMM.2008.002&partnerID=40&md5=87a6d436bf7b984121c1cf3dae248c56","Examining edge effects is imperative to developing effective conservation and management strategies in fragmented landscapes as they are a key component of how landscape change influences habitat quality. Although medium- to large-bodied mammals are recognised as key components of tropical forests, their responses to forest edges remain poorly documented. Here, we describe how five species of medium- to large-bodied terrestrial neotropical mammals respond to forest-pasture edges along 17 forest patches (ranging in size from 5-4714 ha) and two continuous areas of Amazonian forest in Alta Floresta, Brazil. Tracks from two rodent (Dasyprocta agouti and Agouti paca) and three ungulate species (Tayassu tajacu, Mazama gouazoubira and Tapirus terrestris) were recorded over 4900 sand track station nights during a 4-month study period. When species occurrences were compared between patch size classes we found a significant interaction between patch size and distance from the nearest forest edge only for ungulates. We discuss the cost-effectiveness of monitoring protocols for large terrestrial mammals in tropical forests based on sand track stations, and how edge effects and patch size can modulate species abundance and distribution. © 2008 by Walter de Gruyter.","Article",NA,"Scopus",0.560628426093855,NA,NA,NA,NA,NA,37,NA
"25","2-s2.0-43049136221",35,"Kelly M.J., Noss A.J., Di Bitetti M.S., Maffei L., Arispe R.L., Paviolo A., De Angelo C.D., Di Blanco Y.E.","7403314586;6701409464;6602146978;8629996000;15043820400;25230360200;24170980700;24170743400;","Estimating puma densities from camera trapping across three study sites: Bolivia, Argentina, and Belize",2008,"Journal of Mammalogy","10.1644/06-MAMM-A-424R.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049136221&doi=10.1644%2f06-MAMM-A-424R.1&partnerID=40&md5=16d6be18a213a87961ed860c40a080d5","Estimates of abundance are extremely valuable for species conservation, yet determining abundance for elusive, wide-ranging, carnivores is difficult. We estimated density of pumas using remote cameras across study sites in Bolivia, Argentina, and Belize. We used obvious and subtle markings to identify individual pumas in photographs and conducted double-blind identifications to examine the degree of agreement among investigators. Average agreement on identification between pairs of investigators was nearly 80.0% and 3-way agreement was 72.9%. Identification of pumas as different individuals was uncommon (7.8% pairwise, 0.69% 3-way disagreement) with the remainder described as unidentifiable. Densities of pumas varied consistently from site to site regardless of investigator. Bolivian pumas moved the shortest distances between camera stations and Argentinean pumas the longest, but distances among cameras and area covered by surveys varied among sites. We applied a correction factor to the Bolivian data to account for the small area surveyed and found that, averaged across investigator, Bolivia had significantly more pumas per 100 km2 (mean ± SD; 6.80 ± 1.5) than Belize (3.42 ± 1.3) or Argentina (0.67 ± 0.2). Numbers of pumas in Argentina match those of low-density North American sites, and those for Belize are consistent with the Pantanal and high-density North American sites. Densities of pumas can be reliably estimated with remote cameras for these sites, and our work presents the 1st density estimates for Central America and for forested environments in South America. © 2008 American Society of Mammalogists.","Article",NA,"Scopus",0.673286239820852,NA,"0",NA,NA,15,36,NA
"26","2-s2.0-67449138844",34,"Klinger R., Rejmánek M.","7006755789;7003286849;","The numerical and functional responses of a granivorous rodent and the fate of Neotropical tree seeds",2009,"Ecology","10.1890/07-2146.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449138844&doi=10.1890%2f07-2146.1&partnerID=40&md5=77100578245407c48956e9049f3a9e98","Despite their potential to provide mechanistic explanations of rates of seed dispersal and seed fate, the functional and numerical responses of seed predators have never been explicitly examined within this context. Therefore, we investigated the numerical response of a small-mammal seed predator, Heteromys desmarestianus, to disturbance-induced changes in food availability and evaluated the degree to which removal and fate of seeds of eight tree species in a lowland tropical forest in Belize were related to the functional response of H. desmarestianus to varying seed densities. Mark-recapture trapping was used to estimate abundance of H. desmarestianus in six 0.5-ha grids from July 2000 to September 2002. Fruit availability and seed fate were estimated in each grid, and two experiments nested within the grids were used to determine (1) the form of the functional response for nine levels of fruit density (2-32 fruits/m 2), (2) the removal rate and handling times, and (3) the total proportion of fruits removed. The total proportion of fruits removed was determined primarily by the numerical response of H. desmarestianus to fruit availability, while removal rates and the proportion of seeds eaten or cached were related primarily to the form of the functional response. However, the numerical and functional responses interacted; H. desmarestianus showed strong spatial and temporal numerical responses to total fruit availability, and their density relative to fruit availability resulted in variation in the form of the functional response. Types I, II, and III functional responses were observed, as were density-independent responses, and these responses varied both among and within fruit species. The highest proportions of fruits were eaten when the Type III functional response was detected, which was when fruit availability was high relative to H. desmarestianus population density. Numerous idiosyncratic influences on seed fate have been documented, but our results indicate that shifts in the numerical and functional responses of seed predators to seasonal and interannual variation in seed availability potentially provide a general mechanistic explanation for patterns of removal and fate for vertebrate-dispersed seeds. © 2009 by the Ecological Society of America.","Article",NA,"Scopus",0.411682667964939,NA,NA,NA,NA,NA,35,NA
"27","2-s2.0-68749084864",33,"Timm R.M., Lieberman D., Lieberman M., McClearn D.","7004924180;7202460391;7202657859;56847606800;","Mammals of Cabo Blanco: History, diversity, and conservation after 45 years of regrowth of a Costa Rican dry forest",2009,"Forest Ecology and Management","10.1016/j.foreco.2008.10.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749084864&doi=10.1016%2fj.foreco.2008.10.027&partnerID=40&md5=a87e54660daa4cf6dd3903ee05fec4d8","Reserva Natural Absoluta Cabo Blanco, a strongly seasonal deciduous forest located at the southernmost tip of northwestern Costa Rica's Nicoya Peninsula, was established in 1963 and is the country's oldest nationally protected reserve. The peninsula has been occupied for millennia and is a heavily impacted landscape, and, unfortunately, its biotic diversity is among the most poorly studied in Central America. As part of multiyear studies of the flora and fauna of the region, we assess the changes in vegetation and the terrestrial mammal community from earlier times to the present day. Through historical records, interviews with long-term residents of the area, and our studies over the past decade, we document changes in forest cover, settlement, and land use, and assess the changes in species diversity and in mammal species' abundance. We then discuss the ecology of the mammal species on the peninsula, emphasizing the role that humans have played in influencing population levels. After 45 years of protection, the forest structure of the 3100 ha reserve differs markedly from that observed in the early 20th Century and it is quite heterogeneous. Species diversity of both the native vegetation and the mammals is substantial in the regenerating forest. The known mammal fauna included at least 37 species of non-flying mammals and 39 species of bats. Six species (Geoffroy's Spider Monkey, Giant Anteater, White-lipped Peccary, Central American Red Brocket Deer, Baird's Tapir, and Jaguar) have been extirpated from the reserve. Poaching of game species continues and will be difficult to eliminate completely. Nevertheless, with regenerating habitats, coupled with protection of wildlife, reestablishment of the reserve's native species has been dramatic both in terms of species diversity and abundance. The reserve is not in a defaunated condition. Many mammalian frugivores, seed dispersers, and/or seed predators are common and most top mammalian predators are present. We present several testable hypotheses regarding the significance of this mammalian community in the context of other Neotropical forest mammal and plant communities. Rapid expansion of tourism in this region has the potential to affect the reserve adversely. In recent years, the reserve has served as an important site for teaching tropical biology courses. Small reserves, such as Cabo Blanco, even if not connected to larger protected areas through corridors, provide critical habitat for native flora and fauna, a source of genetic stock, and valuable regional teaching and research sites. © 2008 Elsevier B.V. All rights reserved.","Article",NA,"Scopus",0.681284117411979,NA,"1",NA,NA,10,34,NA
