,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Scopus_index,Present_in_training_docs
110,2-s2.0-62249146130,35,35,"Sapoznikow A., Quintana F., Kuba L.",6506594385;56212010600;6507581048;,Low seasonal variation in the diet of Rock Shags (Phalacrocorax magellanicus) at a Patagonian colony in Argentina,2009,Emu,10.1071/MU07061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62249146130&doi=10.1071%2fMU07061&partnerID=40&md5=bebd1096ec9af0ed0c8041c78fc75f0c,"The characteristics of the food sources exploited by seabirds are one of the main factors determining the abundance and distribution of those birds. Determination of the diet over the year and between breeding and non-breeding seasons is important in understanding the food sources and their potential relationship with seabird population dynamics. We studied seasonality in the diet of the Rock Shag (Phalacrocorax magellanicus), a seabird endemic to southern Argentina and Chile, at a colony at Punta Loma, Chubut, by analysis of pellets (regurgitated casts) collected weekly during two consecutive non-breeding and breeding seasons in 2002 and 2003. We identified 19 prey-types in the diet. Polychaetes were the most common item, being present in 80-90% of the samples. Fish were also dominant in both non-breeding and breeding seasons (present in 60-80% of the pellets), especially species of Patagonotothen, Ribeiroclinus and Helcogrammoides. Crustaceans and cephalopods were also present in the diet, but to a lesser extent. There was a high overlap in dietary composition between non-breeding and breeding seasons, although more crustaceans and cephalopods were consumed during the non-breeding season in 2002. Results indicate that the food sources of Rock Shags are present in their feeding areas throughout the year, although many of these species are restricted in their availability, are of small size and have low energy content. © Royal Australasian Orinthologists Union 2009.",Article,Scopus,0.741631988,NA,NA,NA,NA,NA,,,36,NA
60,2-s2.0-33751051692,24,24,"Letnic M., Connors G.",6602442349;7005618320;,"Changes in the distribution and abundance of saltwater crocodiles (Crocodylus porosus) in the upstream, freshwater reaches of rivers in the Northern Territory, Australia",2006,Wildlife Research,10.1071/WR05090,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751051692&doi=10.1071%2fWR05090&partnerID=40&md5=b71023dceaf1d7a4aaca275e17097f4d,"Since they were declared a protected species in 1971, populations of saltwater crocodiles (Crocodylus porosus) have increased in the tidal rivers, freshwater swamps and marine waters of the Northern Territory. The recovery of the C. porosus population has been accompanied by an increase in the incidence of 'problem crocodiles' that represent a threat to people in freshwater and marine habitats. Despite the implications for human safety, little is known about C. porosus populations in the freshwater reaches of rivers, well upstream of tidal influence. In this study, we examined the density and body-size structure of C. porosus populations in three freshwater rivers using a combination of data from spotlight and helicopter surveys conducted between the 1980s and 2005, and the inland extent of C. porosus using distribution records in the Northern Territory. Since the 1980s, the density of C. porosus in upstream, freshwater reaches of the Daly and Roper rivers has increased, as has the inland extent of C. porosus on the Daly River. Although C. porosus was not detected in spotlight surveys of the Victoria River, helicopter survey and anecdotal records indicate that C. porosus was present after 1989. In all, 52.1% of the crocodiles sighted in spotlight surveys were 2.1-3.4 m long. Distribution records show that C. porosus occurs up to 235 km inland and at elevations of up to 126 m above sea level. The potential distribution of C. porosus is likely to be similar to that of barramundi (Lates calcarifer), a readily identifiable diadromous fish that must spawn in estuarine waters and occurs at elevations of up to 178 m above sea level. Because the density and inland extent of C. porosus in freshwater rivers is likely to increase, it is recommended that: (1) programs communicating crocodile awareness use the linkage between the presence of barramundi and the potential presence of C. porosus; (2) that crocodile warning signs be erected in upstream areas within the potential range of C. porosus; (3) that research be conducted on developing techniques to detect and exclude C. porosus from swimming areas; and (4) that widespread systematic surveys be undertaken to document the inland extent of C. porosus. © CSIRO 2006.",Article,Scopus,0.739682384,1,NA,NA,15,NA,1,15,25,NA
14,2-s2.0-14644443601,84,84,"Martin-Smith K.M., Vincent A.C.J.",6701575771;55853794100;,"Seahorse declines in the Derwent estuary, Tasmania in the absence of fishing pressure",2005,Biological Conservation,10.1016/j.biocon.2005.01.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644443601&doi=10.1016%2fj.biocon.2005.01.003&partnerID=40&md5=99747920e81e6e3176d8446f12cf516e,"Seahorses have the potential to be flagship species for estuarine conservation around the world and considerable concern has arisen over their declining abundance in the face of exploitation. All seahorses were recently listed on CITES Appendix II in recognition of threats posed by unsustainable trade. However, the efficacy of this measure and the development of other effective conservation solutions will require an understanding of natural seahorse population dynamics at relevant ecological scales. In this study, we provide quantitative data on seahorse populations over nested spatial and temporal scales up to 10 km and 3.5 years. Unexploited populations of the big-bellied seahorse (Hippocampus abdominalis) in the Derwent estuary, Tasmania, Australia consisted largely of mature adults with highly female-biased sex ratios at all sites. While big-bellied seahorses had an aggregated distribution at the spatial scale of our transects (200 m2), most individuals were found alone. When they occurred in groups, the distribution of individuals was random with respect to sex in contrast to the pair bonds found in other seahorse species. All three monitored populations showed significant declines in abundance of 79-98% over the period 2001-2004. Estuarine physicochemical conditions did not change markedly during this period. Possible causes of seahorse declines are interactions with invasive species, disease or reproductive limitation through Allee effects. The magnitude of the declines in the absence of direct exploitation demonstrates that seahorses face multiple threats. Robust fisheries-independent monitoring will be required to demonstrate that conservation actions such as CITES listing are effective. © 2005 Elsevier Ltd. All rights reserved.",Article,Scopus,0.733256761,NA,NA,NA,NA,NA,,,85,0
94,2-s2.0-49849098808,30,30,"Lyon J.P., O'Connor J.P.",7202572572;8562856200;,Smoke on the water: Can riverine fish populations recover following a catastrophic fire-related sediment slug?,2008,Austral Ecology,10.1111/j.1442-9993.2008.01851.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49849098808&doi=10.1111%2fj.1442-9993.2008.01851.x&partnerID=40&md5=fe45ad6fe433497f33517a70ed51ad7f,"In early 2003 a series of large, wildfire-related sediment slugs occurred in streams in the south-eastern Australian alpine region. Back-pack and boat-mounted electrofishing were used to measure changes in riverine fish fauna after one particularly large sediment slug which started in an upland stream and then travelled downstream through 200 km of third and fourth order stream. Twelve impact sites and eight control sites were surveyed where there were previous data on fish populations. The sites were surveyed directly after the sediment slug had passed and then 12, 24 and 36 months after. Immediately after the sediment slug, fish abundances fell by between 95-100% at four impact sites in the upper reaches of the study area, primarily due to the effect of low-dissolved oxygen levels. Twelve months later fish numbers were still decreased in the upper catchment but showed signs of recovery after 24 months. Further downstream, where water quality was not as severely affected by the sediment slug, the effects on native fishes were less apparent. The circumstances of these events represented a unique opportunity to obtain baseline data regarding the effects of post-fire disturbances on fish, and their time to recovery. If fire were to occur in catchments where endangered species exist, our results suggest that actions such as translocation may be required to ensure the long-term survival of threatened species. © 2008 The Authors.",Article,Scopus,0.732145245,NA,NA,NA,NA,NA,,,31,NA
66,2-s2.0-33947675388,40,40,"Babcock R.C., Phillips J.C., Lourey M., Clapin G.",7005805728;55465827500;57192843019;6505935203;,"Increased density, biomass and egg production in an unfished population of Western Rock Lobster (Panulirus cygnus) at Rottnest Island, Western Australia",2007,Marine and Freshwater Research,10.1071/MF06204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947675388&doi=10.1071%2fMF06204&partnerID=40&md5=cfbd1ad6ffa5c69d8df994310fbea084,"Surveys of spiny lobster (Panulirus cygnus) populations in shallow waters surrounding Rottnest Island in Western Australia revealed much higher levels of density, biomass and egg production in no-take than in fished areas. Density of lobsters was ∼34 times higher in the sanctuary, and density of lobsters above minimum legal size around 50 times higher than in other areas around the island where recreational fishing is allowed. Mean carapace length (CL), total biomass and egg production of lobsters in the sanctuary zone were significantly higher than in adjacent fished areas. Large individuals (≥100 mm CL), especially large males, were found almost exclusively within the sanctuary. The abundance of mature animals in these shallow waters indicates that not all P. cygnus migrate to deep water and that shallow water habitats may currently be well below carrying capacity in terms of biomass and egg production. If implemented in a systematic way, unfished areas such as the Kingston Reefs could also provide a useful fisheries-independent tool for assessing trophic interactions and the structure and density of unfished populations, and for estimating parameters such as growth of larger individuals that may be rare or absent in more widely fished populations. © CSIRO 2007.",Article,Scopus,0.729159982,NA,NA,NA,NA,NA,,,41,NA
78,2-s2.0-37149011997,87,87,"Ziegler P.E., Lyle J.M., Haddon M., Ewing G.P.",7101754415;34570957700;7003988098;7005232424;,Rapid changes in life-history characteristics of a long-lived temperate reef fish,2007,Marine and Freshwater Research,10.1071/MF07137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37149011997&doi=10.1071%2fMF07137&partnerID=40&md5=2ad1f39b51b1c1587d3d00c6cd53cdeb,"Banded morwong, Cheilodactylus spectabilis, a long-lived sedentary temperate reef fish, has undergone rapid changes in its growth and maturity characteristics along the east coast of Tasmania, Australia. Over a period of 10 years, growth of young males and females has consistently accelerated, such that in 2005, 3-year-old fish were up to 40 mm or 13% longer compared with 1996, and age at 50% maturity for females had declined from 4 to 3 years. The magnitude and speed of the observed changes were unexpected given the species' longevity (maximum age of over 95 years). The underlying mechanisms for the changes remain unclear but density-dependent responses to changes in population size and age composition, possibly mediated through reduced competition for shelter and intra-specific interactions, may have been contributing factors. Increasing sea surface temperatures over part of the period of change does not appear to have been a major driver and a genetic response to fishing seems unlikely. Notwithstanding any uncertainty, C. spectabilis populations have become more productive in recent years, challenging the general approach towards stock assessment where life-history characteristics are assumed to remain stable across contrasting levels of stock abundance and environmental conditions. © CSIRO 2007.",Article,Scopus,0.723423914,NA,NA,NA,NA,NA,,,88,NA
128,2-s2.0-7944238241,107,107,"Jackson J.E., Raadik T.A., Lintermans M., Hammer M.",55465597600;6507634099;18037670500;15128590400;,"Alien salmonids in Australia: Impediments to effective impact management, and future directions",2004,New Zealand Journal of Marine and Freshwater Research,10.1080/00288330.2004.9517252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7944238241&doi=10.1080%2f00288330.2004.9517252&partnerID=40&md5=bab546f23b3dc2c59085ed0572a55aa0,"Salmonids, mainly brown and rainbow trout (Salmo trutta and Oncorhynchus mykiss) were introduced into Australia in the mid 1860s and early 1890s respectively, and now support economically valuable recreational fisheries. These alien species have established self-sustaining populations in many aquatic environments in south-eastern and south-western Australia, and stocking of hatchery-produced or wild-caught fish in larger systems is undertaken when fisheries targets are not met (e.g., fish numbers or appropriate size). Salmonids have established self-maintaining populations in many waters not targeted or managed as fisheries, colonising the entire catchment in cooler upland areas of Australia. These populations usually comprise a high abundance of small fish in small first-to-third-order tributaries. These waters are infrequently targeted by anglers, and populations may not contribute individuals to downstream fisheries. Negative impacts of alien salmonids on native aquatic fauna (including fish, frogs, spiny crayfish), mainly through direct predation and to a lesser degree competition for resources, have been noted for over 140 years. Impacts on some faunal groups have been severe enough to eliminate entire populations and severely fragment species across their range. Despite these impacts, salmonid management is focused largely on providing improved recreational angling opportunities, whereas management of their impacts is almost non-existent. Management of the symptom of salmonid impacts, i.e., declining native species, begins only after native species have become imperilled. This paper focuses on impediments to effective management of salmonid impacts, existing and potential management or control options, and future directions and research needs.",Conference Paper,Scopus,0.722668733,NA,NA,NA,NA,NA,,,108,NA
58,2-s2.0-33750634292,57,57,"Baker R., Sheaves M.",55452044200;6604002068;,Visual surveys reveal high densities of large piscivores in shallow estuarine nurseries,2006,Marine Ecology Progress Series,10.3354/meps323075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750634292&doi=10.3354%2fmeps323075&partnerID=40&md5=8413b75f07be90d7809af48365a5d95c,"Shallow estuarine nurseries are widely believed to provide juvenile fishes with refuge from predation due to the low numbers of piscivorous fishes. Observations during several years of fieldwork in northeastern Australia indicate that the assemblage of large (≥100 mm) piscivorous fishes within shallow tropical estuarine nurseries may have been considerably underestimated by previous sampling efforts. This study utilised visual surveys of shallow sandy shorelines in the lower reaches of estuaries to estimate the abundance of large piscivores. Flathead (Platycephalus spp., Platycephalidae) were the only large piscivores sighted within transects. A total of 296 flathead between 100 and 600 mm TL were observed in waters between 0.02 and 0.62 m deep. The density of flathead observed during the present study (0.04 ind. m-2) equated to 1 piscivore ≥100 mm TL for every 10.5 m of shoreline surveyed, and far exceeds density estimates for large piscivores in shallow estuarine habitats elsewhere in the world. Furthermore, the estimated biomass of flathead (11.56 g m-2) was equivalent to comparable biomass estimates of entire fish assemblages from shallow estuarine habitats in other parts of the world. The densities and depth distribution of these large piscivores suggests that shallow water nurseries may not provide small fishes with the level of refuge from predation previously assumed. © Inter-Research 2006.",Article,Scopus,0.721746234,NA,NA,NA,NA,NA,,,58,NA
120,2-s2.0-69849101981,58,58,"Edgar G.J., Stuart-Smith R.D.",7005803258;6507368501;,Ecological effects of marine protected areas on rocky reef communities-A continental-Scale analysis,2009,Marine Ecology Progress Series,10.3354/meps08149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849101981&doi=10.3354%2fmeps08149&partnerID=40&md5=a8abc2cd6edc05c8f7a484ce291ecff4,"Data compiled by volunteer divers were utilised in a continental-scale investigation of ecological differences between reefs in no-take sanctuary zones in marine protected areas (MPAs) and adjacent fished zones. In a validation analysis, volunteer-generated data were found to be comparable to data obtained by scientific dive teams for all metrics investigated: estimated total number of species, total faunal abundance, mean fish size, and faunal composition of species sighted along transects. Variation between individual divers within volunteer and professional groups also contributed little to total estimated variance between transects compared to residual variation between replicate transects, variation between sites, and variation between regions studied. Sites in 11 MPAs distributed around 5000 km of the Australian coastline had significantly more large (>30 cm) fishes and total fish biomass than nearby fished reference sites. For the older MPAs, fishes belonging to the largest size class (?80 cm) were observed approximately 10 times more often in sanctuary zones than in fished zones, while fishes in the smallest size class (2.5 cm) occurred at densities approximately 4 times higher in fished zones than in sanctuary zones. Results of our empirical field surveys contrast in several respects with outcomes of published meta-analyses. No overall differences in fish densities were evident between sanctuary zones and fished zones. The response of fish species richness to protection varied significantly between different MPAs, while invertebrate density and species richness were both significantly lower in sanctuary zones than in fished zones. Effects of fishing Marine reserve MPA Fishes Macroinvertebrates Speciesrichness Volunteer monitoring Australia. © Inter-Research 2009.",Article,Scopus,0.712981752,NA,NA,NA,NA,NA,,,59,NA
115,2-s2.0-67049117806,65,65,"Barrett N., Buxton C., Gardner C.",7102133208;7003846822;7202389129;,Rock lobster movement patterns and population structure within a Tasmanian Marine protected area inform fishery and conservation management,2009,Marine and Freshwater Research,10.1071/MF07154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67049117806&doi=10.1071%2fMF07154&partnerID=40&md5=ec50a8f1d25928cea56b73e1301777ec,"As reference sites to better understand characteristics such as movement patterns, depletion of natural resources and ecosystem interactions, Marine Protected Areas (MPAs) are crucial in fishery and conservation management. The southern rock lobster (Jasus edwardsii) is an important reef predator in temperate Australasia and subject to heavy exploitation. In a Tasmanian MPA, 90% of individuals were recaptured less than 200 m from the point of release over weekly to annual time scales, regardless of size or sex. This lack of movement resulted in a substantial build-up of biomass and of large mature individuals in the MPA relative to adjacent fished locations. Although there was little spillover of individuals to the fishery, a 4-fold increase in female fecundity potentially enhanced larval export. Comparison of fished and unfished biomass of legal-sized animals suggested that exploitation had reduced biomass in the adjacent fishery to <10% of natural values. Overall, the demographic and movement patterns illustrate the extent of depletion of stocks in the absence of historical baseline data and the potential need for spatial management resulting from limited movement. Our data indicate that within MPAs, this predator can potentially recover in abundance to natural levels despite adjacent fishing pressure. © 2009 CSIRO.",Article,Scopus,0.711215054,NA,NA,NA,NA,NA,,,66,NA
7,2-s2.0-0842301572,93,93,O'Driscoll R.L.,7003327079;,"Estimating uncertainty associated with acoustic surveys of spawning hoki (Macruronus novaezelandiae) in Cook Strait, New Zealand",2004,ICES Journal of Marine Science,10.1016/j.icesjms.2003.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842301572&doi=10.1016%2fj.icesjms.2003.09.003&partnerID=40&md5=1fa322769bef2366a9cce2c5099db566,"Eleven acoustic surveys carried out between 1991 and 2002 provided estimates of the relative abundance of spawning hoki in Cook Strait, New Zealand. The precision and bias of each survey were estimated using a new Monte Carlo simulation method, which combined uncertainties associated with survey timing, sampling error, detectability, species composition, target strength, calibration coefficients, and missing strata. Because hoki have a long spawning season (more than 2 months) with turnover of fish in the survey area, survey timing was the most important source of uncertainty. Uncertainty was reduced by having a number of sub-surveys (snapshots) over a 4-6 week period, centred on the middle date of the spawning season. The other major source of uncertainty was the occurrence of 40-70% of hoki in mixed species: ""hoki fuzz"" marks. The acoustic analysis assumed all acoustic backscatter from hoki marks was hoki, so the presence of other species caused a positive bias in relative-abundance indices. The magnitude of this bias differed between years because the proportion of hoki in the ""fuzz"" marks was variable. There was additional uncertainty from the variability in the species composition of mixed marks that affected survey precision. The abundance indices were corrected for estimated bias, and the estimate of precision, expressed as the coefficient of variation or c.v., was applied to weight the results from each acoustic survey in the assessment model used to set commercial-catch limits. © 2003 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.",Review,Scopus,0.708117539,NA,NA,NA,NA,NA,,,94,NA
42,2-s2.0-33646714133,111,111,"Hart A.M., Joll L.M.",7201706213;6603162572;,"Growth, mortality, recruitment and sex-ratio in wild stocks of silver-lipped pearl oyster Pinctada maxima (Jameson) (Mollusca: Pteriidae), in Western Australia",2006,Journal of Shellfish Research,10.2983/0730-8000(2006)25[201:GMRASI]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646714133&doi=10.2983%2f0730-8000%282006%2925%5b201%3aGMRASI%5d2.0.CO%3b2&partnerID=40&md5=612c67e873108b640bbd848dff135c0c,"Growth, mortality, recruitment and sex-ratio of wild stocks of the silver-lipped pearl oyster Pinctada maxima were studied at sites spanning the geographic extent of the commercial fishery using mark-recapture experiments, recruitment cohort analysis and research surveys of stock abundance and reproductive status. Growth parameters (L∝, K) from the von Bertalanffy growth equation were estimated at 210 mm dorso-ventral measurement (DVM) (±16 mm SD) and 0.74 at the Lacepede Islands, L∝ of 199 mm DVM (±6 mm SD) and K of 0.79 on 80 Mile Beach, and L ∝ of 194 mm (±6 mm SD), and K of 0.72 at Exmouth Gulf respectively. Estimates of natural mortality (M) by tagging were very low (0.02-0.03), compared with catch-curve analysis, which estimated M to be between 0.1 in deeper (30-34 m) populations and 0.18 in shallow (9-12 m) populations. Settled P. maxima spat (0 + and 1 + age classes) on adult shell were quantified (e.g., 1,317 spat found on 119,000 shell in 2003) to obtain an annual recruitment index, which showed clear temporal trends in abundance. Over 7 y (1992 to 1995; 2001 to 2003) the annual recruitment index varied from 5.1-8.0 spat per 1,000 shell for the 0 + age class, and 3.5-6.2 spat per 1,000 shell for the 1 + age class. Preliminary predictions of future abundance showed promise, however more work is required on spatial and habitat effects on spat settlement before the potential of the 0 + and 1 + recruitment indices can be realized. We also confirm that Western Australian populations of P. maxima are protandrous hermaphrodites, with a 50:50 sex ratio not achieved until females are 170 mm DVM, which is above the maximum size fished.",Conference Paper,Scopus,0.70759949,NA,NA,NA,NA,NA,,,112,NA
88,2-s2.0-45249120195,23,23,"Ihde T.F., Hoenig J.M., Frusher S.D.",6506374139;7005097376;6602861497;,"An index-removal abundance estimator that allows for seasonal change in catchability, with application to southern rock lobster Jasus edwardsii",2008,Transactions of the American Fisheries Society,10.1577/T06-272.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45249120195&doi=10.1577%2fT06-272.1&partnerID=40&md5=482a0e66474b04b2887e5469b76ae466,"The index-removal method provides estimates of abundance, exploitation rate, and catchability coefficient. Estimates from the original method suffer from poor precision. Recent work has improved the precision of model estimates; however, the method still includes the strong assumption of constant survey catchability over years and seasons. This assumption is not tenable in many fisheries. This work introduces a new multiyear model, 2qIR, that allows catchability to differ between surveys of the same year. Simulations were performed to examine the effects of variability in (1) the exploitation rate among years, (2) survey catchability, and (3) the number of years of data on model performance. The 2qIR model estimates were always more accurate and precise than those of the other models examined and other model scenarios in which there was moderate contrast in exploitation among years, regardless of the seasonal difference between survey catchability coefficients. The ratios of survey catchability tested ranged from 0.1 to 10, but the model worked best at catchability ratios greater than 0.3. The 2qIR model performance improved slightly when a third year was added to the data set, but performance was similar with 3 or 5 years of data. In all types of simulations, the 2qIR model estimates were usable (i.e., not negative, infinite, or made with a convergence error) a greater proportion of the time than were annual model estimates. The 2qIR model produced reasonable results when applied to data from a population of southern rock lobster Jasus edwardsii in Tasmania, whereas the models that assume constant catchability among surveys sometimes predicted exploitation rates exceeding 100%. The results from both the simulations and the lobster data suggest that the 2qIR model can be reliably applied in more situations than models that assume constant survey catchability. © Copyright by the American Fisheries Society 2008.",Article,Scopus,0.706065543,0,NA,NA,15,NA,0,15,24,NA
89,2-s2.0-4644246192,129,129,"Moltschaniwskyj N.A., Steer M.A.",7003559035;7103146813;,Spatial and seasonal variation in reproductive characteristics and spawning of southern calamary (Sepioteuthis australis): Spreading the mortality risk,2004,ICES Journal of Marine Science,10.1016/j.icesjms.2004.06.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644246192&doi=10.1016%2fj.icesjms.2004.06.007&partnerID=40&md5=396cc0a31e862c34585b2af4bf52d05a,"Southern calamary (Sepioteuthis australis) in Tasmania form spawning aggregations in Great Oyster Bay on the central east coast of Tasmania during spring/summer; these are targeted by commercial fishers. However, it is not known if there are similar aggregations farther south in Tasmania or at other times of the year, mainly because the species lives for less than a year. Therefore, this study describes and identifies differences in reproductive ecology of southern calamary on the east and southeast coasts of Tasmania, by sampling adults and surveying egg masses at inshore sites in both regions. Inshore populations on both coasts showed a similar seasonal trend of large gonosomatic index, reproductive output, and body size, and of greatest abundance during spring, and lowest in autumn. The number of egg masses was higher on the east coast, where mature calamary formed large spawning aggregations during spring and summer. However, there were no such aggregations during winter or autumn. Along the southeast coast, spawning activity was sporadic, resulting in isolated, low density, egg patches deposited over broader areas during spring, summer, and winter. There was no evidence of areas of seagrass or macroalgae associated with large depositions of egg masses at any time on the southeast coast. It appears that, by adopting different spawning behaviour in different locations and seasons, southern calamary may spread the risk of mortality in both space and time. The biological significance of this is unclear, particularly with respect to understanding the mechanisms that drive the development of spawning aggregations. Both spatial and seasonal spawning patterns appear to result from specific use of inshore sites at certain times of the year. © 2004 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.",Article,Scopus,0.70564755,NA,NA,NA,NA,NA,,,130,NA
132,2-s2.0-9944262590,88,88,"Hamer P.A., Jenkins G.P.",7005214592;7201484880;,High levels of spatial and temporal recruitment variability in the temperate sparid Pagrus auratus,2004,Marine and Freshwater Research,10.1071/MF04024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9944262590&doi=10.1071%2fMF04024&partnerID=40&md5=8e80af623e0a5a98f957ba1d56b864b6,"Knowledge of spatial and temporal variation in the abundance of early life stages is important to developing an understanding of juvenile recruitment processes and, ultimately, the dynamics and demographics of fish populations. In Victoria, south-eastern Australia, snapper, Pagrus auratus, supports an important fishery characterised by high variability in year-class strength. We investigated spatial and temporal variation in the recruitment of small juvenile (0+) snapper by monitoring their abundance in four bay and inlet nursery areas during four consecutive summer/autumn recruitment periods (2000-2003). We found considerable spatial variability in the abundance of recruits, both within and among inlets. Interannual recruitment variation, however, differed among inlets. Recruitment into the largest nursery area and most important fishery, Port Phillip Bay, varied by ∼ 10-fold across years, whereas variation for the other inlets was low or not significant. There were also clear differences in size distributions of recruits among both inlets and years. Strong recruitment in Port Phillip Bay during 2001 was related to a longer period of spawning and successful larval settlement and was associated with above average water temperatures. Future monitoring of 0+ recruitment in Victoria and studies of the recruitment processes should be specific to individual nursery areas.",Article,Scopus,0.704679964,NA,NA,NA,NA,NA,,,89,NA
121,2-s2.0-70349755571,66,66,"Hoeksema S.D., Chuwen B.M., Potter I.C.",12782668800;14015075200;7102695010;,Comparisons between the characteristics of ichthyofaunas in nearshore waters of five estuaries with varying degrees of connectivity with the ocean,2009,"Estuarine, Coastal and Shelf Science",10.1016/j.ecss.2009.04.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349755571&doi=10.1016%2fj.ecss.2009.04.025&partnerID=40&md5=6a4f98b90f9c2318f6812ad5d3c2110e,"The characteristics of the fish faunas in nearshore, shallow (<1.2 m) waters of the basins of estuaries along the same coastline, but which were open to the ocean for varying periods, have been determined and compared. The fish faunas of the permanently-open Oyster Harbour, the seasonally-open Broke, Irwin and Wilson inlets and the normally-closed Wellstead Estuary on the south coast of Western Australia were sampled by seine net seasonally for 2 years. Irrespective of the frequency and duration that the estuary mouth was open, the ichthyofauna of each estuary was numerically dominated by three atherinid species and three gobiid species (92.9-99.7%), each of which completes its life cycle within these estuaries. The ichthyofaunal compositions of each estuary differed significantly, however, from that of each other estuary. These differences were largely attributable to the relative abundances of the above six species varying between estuaries, which, in turn, reflected differences in such factors as estuary mouth status, macrophyte cover and salinity. For example, Favonigobius lateralis and Leptatherina presbyteroides, which are also represented by marine populations, were most abundant in the permanently-open estuary (Oyster Harbour), which, in terms of substrate and salinity, most closely resembled the nearshore marine environment. In contrast, Leptatherina wallacei made its greatest contribution in the only estuary to exhibit a protracted period of greatly reduced salinities, which is consistent with its distribution in permanently-open estuaries on the lower west coast of Australia, while Atherinosoma elongata and Pseudogobius olorum were particularly numerous in estuaries containing dense stands of the seagrass Ruppia megacarpa. Marine species made the greatest contribution to species richness in the permanently-open estuary and least in the normally-closed estuary. Species richness was greatest in summer and least in winter in each estuary, but differed markedly between years only in Wilson Inlet. Density of fishes was greatest in the most eutrophic estuary (Wellstead Estuary) and least in the most oligotrophic estuary (Broke Inlet) and only underwent marked seasonal variations in Wilson Inlet and Wellstead Estuary, in which densities fell to their minima in winter. Ichthyofaunal composition varied between years in the Broke and Wilson inlets and Wellstead Estuary, in which there was little or no connection with the ocean in one of those years. Species composition underwent progressive seasonal changes throughout the year in Wellstead Estuary, due to the abundance of certain species peaking at different times of the year. © 2009 Elsevier Ltd. All rights reserved.",Article,Scopus,0.704469433,NA,NA,NA,NA,NA,,,67,NA
9,2-s2.0-10644271902,113,113,"Edgar G.J., Samson C.R.",7005803258;7006834607;,Catastrophic decline in mollusc diversity in eastern Tasmania and its concurrence with shellfish fisheries,2004,Conservation Biology,10.1111/j.1523-1739.2004.00191.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644271902&doi=10.1111%2fj.1523-1739.2004.00191.x&partnerID=40&md5=05d53805657d632f350edacaf3a4995a,"We used historical patterns of deposition of mollusc shells to infer changes to inshore benthic assemblages in the southeastern Tasmanian region over the past 120 years. We identified and counted shells in slices embedded within 1m long 210Pb-dated sediment cores were collected at 13 sites in water depths of 8-16 m. Declines in mollusc species richness and shell production occurred during the past century at all sites studied, with a mean decline per 5-cm sediment slice from 21 species in 1890 to 7 species in 1990 and in shell abundance from 150 to 30 individuals over the same period. The time course of decline notably corresponded with the history of the scallop dredge fishery, presumably either because scallop dredging caused general declines in populations of mollusc species or because other factors caused a catastrophic regional decline in molluscs that included scallops. As a consequence, the fishery was forced to close. Of major concern is that losses had not previously been recognized but extended throughout the 100-km coastal span of the study. Given that fishing and other anthropogenic impacts, as well as a lack of observational data, are virtually ubiquitous for the coastal zone, major recent losses in mollusc biodiversity may be globally widespread but have gone unnoticed.",Article,Scopus,0.700679498,NA,NA,NA,NA,NA,,,114,NA
