,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Scopus_index,Present_in_training_docs
21,2-s2.0-58549119004,29,29,"McMahon C.R., Bester M.N., Hindell M.A., Brook B.W., Bradshaw C.J.A.",7202819359;7005684769;7003704772;7003956690;7102130752;,Shifting trends: Detecting environmentally mediated regulation in long-lived marine vertebrates using time-series data,2009,Oecologia,10.1007/s00442-008-1205-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549119004&doi=10.1007%2fs00442-008-1205-9&partnerID=40&md5=524c41a41be267e8dfef11d780c0ecf6,"Assessing the status and trends in animal populations is essential for effective species conservation and management practices. However, unless time-series abundance data demonstrate rapid and reliable fluctuations, objective appraisal of directionality of trends is problematic. We adopted a multiple-working hypotheses approach based on information-theoretic and Bayesian multi-model inference to examine the population trends and form of intrinsic regulation demonstrated by a long-lived species, the southern elephant seal. We also determined the evidence for density dependence in 11 other well-studied marine mammal species. (1) We tested the type of population regulation for elephant seals from Marion Island (1986-2004) and from 11 other marine mammal species, and (2) we described the trends and behavior of the 19-year population time series at Marion Island to identify changes in population trends. We contrasted five plausible trend models using information-theoretic and Bayesian-inference estimates of model parsimony. Our analyses identified two distinct phases of population growth for this population with the inflexion occurring in 1998. Thus, the population decreased between 1986 and 1997 (-3.7% per annum) and increased between 1997 and 2004 (1.9% per annum). An index of environmental stochasticity, the Southern Oscillation Index, explained some of the variance in r and N. We determined analytically that there was good evidence for density dependence in the Marion Island population and that density dependence was widespread among marine mammal species (67% of species showed evidence for population regulation). This approach demonstrates the potential functionality of a relatively simple technique that can be applied to short time series to identify the type of regulation, and the uncertainty associated with the phenomenon, operating in populations of large mammals. © 2008 Springer-Verlag.",Article,Scopus,0.765170487,NA,1,NA,NA,10,,,30,NA
25,2-s2.0-79954632387,4,4,"Bengtson J.L., Laake J.L., Boveng P.L., Cameron M.F., Bradley Hanson M., Stewart B.S.",7005983974;24381503900;6602214384;7102724651;25958938300;7202106145;,"Distribution, density, and abundance of pack-ice seals in the Amundsen and Ross Seas, Antarctica",2011,Deep-Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2010.10.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954632387&doi=10.1016%2fj.dsr2.2010.10.037&partnerID=40&md5=f55027909a33b8e3e8d85f9fc9a00985,"We made three sets of population surveys of the four species of ice-inhabiting phocid pinnipeds in the Ross and Amundsen Seas between 26 December 1999 and 24 March 2000 using icebreakers and helicopters deployed from those icebreakers. We used line transect methods to survey 23,671km by helicopter and 3,694km by ship accounting for a total coverage of 53,217km2. We detected and identified 11,308 seals in 7,104 groups and estimated their abundance from estimates of densities using distance sampling methods and corrections for probability of haul out of seals derived from satellite telemetry of tagged seals. Crabeater seals were most abundant (ca 1.7 million) followed by Weddell seals (330,000), Ross seals (22,600), and leopard seals (15,000). Our estimates of abundance are difficult to directly compare with earlier estimates because of geographic areas covered and by our improvements in survey and analytical methods. Notwithstanding these limitations and with some adjustments for differences in methods, we found that our estimates of abundance for crabeater seals are similar to those from the most recent surveys in the Ross and Amundsen Seas and along the George-Oates Coast. Our estimates for Weddell seals are the first for the broad areas of pack ice that we surveyed in the Ross and Amundsen Seas but indicate that these habitats are ecologically important to this species. Our estimates of abundance of Ross seals were relatively similar to estimates for surveys in these areas in the 1970s and 1980s whereas our estimates of abundance of leopard seals were substantially lower. © 2010.",Article,Scopus,0.762402827,0,0,NA,5,10,0,5,5,NA
24,2-s2.0-67349234507,46,46,"Ibarra J.T., Fasola L., MacDonald D.W., Rozzi R., Bonacic C.",34768532100;23984781400;7401463172;6603366211;6602362559;,"Invasive american mink mustela vison in wetlands of the cape horn biosphere reserve, southern Chile: What are they eating?",2009,ORYX,10.1017/S0030605308099997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349234507&doi=10.1017%2fS0030605308099997&partnerID=40&md5=82357687530a990e3f827df89a5b4b6f,"The impact of alien American mink on the native fauna of oceanic islands has been demonstrated in a number of locations. In the sub-Antarctic Cape Horn Biosphere Reserve of southern Chile the species is currently expanding in an area where the native fauna evolved in the absence of terrestrial predators. To evaluate any emerging problems we therefore investigated seasonal variation in prey use by mink on Navarino Island within the Reserve. We identified undigested remains in 414 scats collected from the shores of 27 ponds over JanuaryNovember 2006. Diet consisted mainly of mammals and birds. Mammals, including both native and exotic rodents, were the predominant prey in all seasons but birds were of equal importance during the summer (when birds breed and their abundance and diversity increases on the island). Exotic rodents were the only identifiable mammalian prey item during winter. Native wetland birds constituted a substantial proportion of mink diet, and greater than that reported in other areas. Many birds breeding on Navarino Island are ground-nesting, a strategy that evolved in the absence of native mammalian predators. Considering the international importance of this region, our results emphasize the need for an assessment of the impact of mink predation on the populations of native prey. © Fauna & Flora International 2009.",Article,Scopus,0.761818988,NA,0,NA,NA,10,,,47,NA
8,2-s2.0-0345953590,15,15,"Bester M.N., Ryan P.G., Dyer B.M.",7005684769;56945667300;7006602012;,"Population Numbers of Fur Seals at Prince Edward Island, Southern Ocean",2003,African Journal of Marine Science,10.2989/18142320309504044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345953590&doi=10.2989%2f18142320309504044&partnerID=40&md5=49e475fbc003455a34294cb08c36c61b,"During the period 17–22 December 2001, the onshore distribution and the abundance of Antarctic fur seals Arctocephalus gazella and Subantarctic fur seals A. tropicalis were determined for Prince Edward Island. Two breeding colonies of Antarctic fur seals were located on the south-east coast of the island; the first a mixed (with Subantarctic fur seals) breeding colony with an estimated 24 pups on a vegetated promontory on the northern section of Boggel Beach, and the second, a presumably pure Antarctic fur seal breeding colony with an estimated 380 pups, at Penguin Beach. At a mean intrinsic rate of natural increase of 16.2% per year, Antarctic fur seals appear to be in the rapid recolonization phase of population growth. Breeding colonies of Subantarctic fur seals, largely found on the entire east coast, produced an estimated 15 000 pups, and the population had maintained a mean intrinsic rate of natural increase of some 9.5% per year since 1987/88. © 2003 Taylor & Francis Group, LLC.",Article,Scopus,0.759985714,0,0,NA,10,10,0,10,16,NA
13,2-s2.0-33947621183,28,28,"Ainley D.G., Dugger K.M., Toniolo V., Gaffney I.",7003309400;6603441948;16069453800;8551335600;,"Cetacean occurrence patterns in the Amundsen and southern Bellingshausen sea sector, southern ocean",2007,Marine Mammal Science,10.1111/j.1748-7692.2007.00109.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947621183&doi=10.1111%2fj.1748-7692.2007.00109.x&partnerID=40&md5=a0d43f82576855c976be1970367ae9ba,"We conducted 239.5 h and 3,494 km of cetacean surveys in the Amundsen and Bellingshausen seas, from 15 February to 31 March 1994; most of the area, the large portion of which was ice covered, had never before nor has it since been surveyed for cetaceans, even to the date when this paper was prepared (2006). Logistic regression and an information-theoretic approach related the occurrence of Antarctic minke whales Balaenoptera bonaerensis (the most abundant species) to whether we were in open- or pack-ice-covered pelagic or neritic waters, in or out of the marginal ice zone (MIZ), and north or south of the Antarctic Circumpolar Current southern boundary. Other variables included date and distance to the MIZ and shelfbreak front. Statistical analysis showed that the probability of sighting a minke, as well as killer whale - but not the case for an index to whale density - was related to the proximity of coastal polynyas in early autumn, switching offshore to the MIZ once waters within the pack began to freeze persistently later in the season. Probability of detection was higher with distance into the MIZ. Supporting these findings, the density index was strongly related to ice concentration in an inverse relationship. The strong relationship to polynyas and the MIZ indicate that sea-ice divergence altered by decadal or longer-term climate change, as described in the recent literature, could well affect any apparent, long-term trends evident in this species' abundance if surveyed only in open or near-to-ice waters. We speculate on how the minke whale's pagophilic nature (1) could have been encouraged by large-scale industrial whaling and by competition with species more characteristic of open waters and the outer MIZ, and (2) may have protected the population somewhat during industrial whaling resulting in the much greater abundance of this species now compared to other targeted species. © 2007 by the Society for Marine Mammalogy.",Article,Scopus,0.758929523,NA,0,NA,NA,10,,,29,NA
4,2-s2.0-0033884750,31,31,"Splettstoesser J.F., Gavrilo M., Field C., Field C., Harrison P., Harrison P., Messick M., Oxford P., ToDD F.S.",55369786400;6506910731;35360266400;35357581000;57193074503;7401612248;6506973953;6506821661;7003490537;,Notes on Antarctic wildlife: Ross seals Ommatophoca rossii and emperor penguins Aptenodytes forsteri,2000,New Zealand Journal of Zoology,10.1080/03014223.2000.9518219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033884750&doi=10.1080%2f03014223.2000.9518219&partnerID=40&md5=8378e6b32e444227daa648b99a8772ea,"Systematic observations on birds and mammals were carried out in the 1996/97 austral summer in Antarctica while on a circumnavigation of the entire continent by the Russian icebreaker Kapitan Khlebnikov. A total of 22 Ross seals Ommatophoca rossii were recorded during the period 9 December 1996–16 January 1997 of that 65 day cruise, with 75% of them found in light to heavy pack ice conditions. The highest abundance was in the Riiser‐Larsen Sea (between 14°E and 35°E longitude). Half of the seals were observed over the shelf zone, while others were over continental slope to deep ocean. Discussion of all sea‐ice habitats from all sightings of Ross seals from the 1996/97 summer is presented here, along with opportunistic sightings of Ross seals from the same icebreaker in December 1992‐January 1993 and in 1997/98 along the coastline from about 57°E to 100°E. An unusually large concentration of Ross seals was observed during an 8 h period near Gaussberg (66° 13′S, 89°35′E) on 7 January 1993, when a minimum of 40 Ross seals were counted. A search for an emperor penguin Aptenodytes forsteri colony was made in November ‐ December 1997 in the area of the West Ice Shelf, where a colony at Pingvin Island was discovered in 1956 and last seen in 1960. The original population of 30 000 birds was not found, but a smaller subcolony of about 200 breeding pairs (estimated) was found, perhaps a remnant of the original colony which was forced to re‐locate because of a major breakup of West Ice Shelf in 1968. © 2000 Taylor and Francis Group, LLC.",Article,Scopus,0.758892454,NA,?,Changed to ? Following another search,NA,10,,,32,NA
30,2-s2.0-84856097075,11,11,"Bester M.N., de Bruyn P.J.N., Oosthuizen W.C., Tosh C.A., McIntyre T., Reisinger R.R., Postma M., van der Merwe D.S., Wege M.",7005684769;9043754700;7004273462;7003836763;42061871400;25960361100;36562183700;36562958000;36563123300;,The Marine Mammal Programme at the Prince Edward Islands: 38 years of research,2011,African Journal of Marine Science,10.2989/1814232X.2011.637356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856097075&doi=10.2989%2f1814232X.2011.637356&partnerID=40&md5=053d405b4e3e4d048693896ac005bf68,"The Marine Mammal Programme (MMP) conducts research on pinnipeds and killer whales Orcinus orca at Marion Island, Prince Edward Islands, under the auspices of the Mammal Research Institute, Department of Zoology and Entomology, University of Pretoria. The history of the MMP, which has benefited from collaboration with leading national and international researchers, is described from its start through to current research. The setting up of long-term studies such as the mark-resighting of southern elephant seals Mirounga leonina commenced in 1983. The elephant seal population declined by 87% between an initial census in 1951 and 2004. This was followed by a stabilisation period and a current increase. The recovery, and subsequent increase of sympatric populations of Subantarctic fur seals Arctocephalus tropicalis and Antarctic fur seals A. gazella (following cessation of commercial sealing), are documented. Insights into many aspects of elephant seal and fur seal biology, including life history, demography, diet, growth, foraging and ranging behaviour are described. Ancillary work on morphology, genetics, anthropogenic influences and rare events are mentioned, as well as the extent of current research that addresses population dynamics in an ecosystem context. Opportunistic photographic identification of killer whales and recent dedicated observations at Marion Island are used to determine population size, seasonal abundance and sociality of this population, and to further understanding of its potential impact on resident pinniped populations. © 2011 Copyright Taylor and Francis Group, LLC.",Article,Scopus,0.755760924,1,1,NA,10,10,1,10,12,NA
16,2-s2.0-34250651659,37,37,"Branch T.A., Stafford K.M., Palacios D.M., Allison C., Bannister J.L., Burton C.L.K., Cabrera E., Carlson C.A., Galletti Vernazzani B., Gill P.C., Hucke-Gaete R., Jenner K.C.S., Jenner M.-N.M., Matsuoka K., Mikhalev Y.A., Miyashita T., Morrice M.G., Nishiwaki S., Sturrock V.J., Tormosov D., Anderson R.C., Baker A.N., Best P.B., Borsa P., Brownell Jr. R.L., Childerhouse S., Findlay K.P., Gerrodette T., Ilangakoon A.D., Joergensen M., Kahn B., Ljungblad D.K., Maughan B., McCauley R.D., McKay S., Norris T.F., Rankin S., Samaran F., Thiele D., Van Waerebeek K., Warneke R.M.",6701718865;7006270779;7004822300;16548869100;7102731400;55096643600;16549095800;7202968462;16549819300;35120134300;6508283292;6602510517;15925278200;16550048300;7003544656;7201920701;6602360842;7005352232;16550870200;6503893504;55492816700;7403520478;7102838107;7006641015;7003459182;6602521657;7005502164;56341656300;16039135000;15831808400;7102171467;6506311978;16550144500;7102283644;16549994200;7103410612;7103116749;16550960100;7102701118;6701402353;6505876327;,"Past and present distribution, densities and movements of blue whales Balaenoptera musculus in the Southern Hemisphere and northern Indian Ocean",2007,Mammal Review,10.1111/j.1365-2907.2007.00106.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250651659&doi=10.1111%2fj.1365-2907.2007.00106.x&partnerID=40&md5=9ecec28a6cf9777f60df523417bec94d,"1. Blue whale locations in the Southern Hemisphere and northern Indian Ocean were obtained from catches (303239), sightings (4383 records of ≥8058 whales), strandings (103), Discovery marks (2191) and recoveries (95), and acoustic recordings. 2. Sighting surveys included 7 480 450 km of effort plus 14676 days with unmeasured effort. Groups usually consisted of solitary whales (65.2%) or pairs (24.6%); larger feeding aggregations of unassociated individuals were only rarely observed. Sighting rates (groups per 1000 km from many platform types) varied by four orders of magnitude and were lowest in the waters of Brazil, South Africa, the eastern tropical Pacific, Antarctica and South Georgia; higher in the Subantarctic and Peru; and highest around Indonesia, Sri Lanka, Chile, southern Australia and south of Madagascar. 3. Blue whales avoid the oligotrophic central gyres of the Indian, Pacific and Atlantic Oceans, but are more common where phytoplankton densities are high, and where there are dynamic oceanographic processes like upwelling and frontal meandering. 4. Compared with historical catches, the Antarctic ('true') subspecies is exceedingly rare and usually concentrated closer to the summer pack ice. In summer they are found throughout the Antarctic; in winter they migrate to southern Africa (although recent sightings there are rare) and to other northerly locations (based on acoustics), although some overwinter in the Antarctic. 5. Pygmy blue whales are found around the Indian Ocean and from southern Australia to New Zealand. At least four groupings are evident: northern Indian Ocean, from Madagascar to the Subantarctic, Indonesia to western and southern Australia, and from New Zealand northwards to the equator. Sighting rates are typically much higher than for Antarctic blue whales. 6. South-east Pacific blue whales have a discrete distribution and highsighting rates compared with the Antarctic. Further work is needed to clarify their subspecific status given their distinctive genetics, acoustics and length frequencies. 7. Antarctic blue whales numbered 1700 (95% Bayesian interval 860-2900) in 1996 (less than 1% of original levels), but are increasing at 7.3% per annum (95% Bayesian interval 1.4-11.6%). The status of other populations in the Southern Hemisphere and northern Indian Ocean is unknown because few abundance estimates are available, but higher recent sighting rates suggest that they are less depleted than Antarctic blue whales. © 2007 The Authors. Journal compilation © 2007 Mammal Society.",Review,Scopus,0.753233724,NA,1,NA,NA,15,,,38,NA
33,2-s2.0-84878173678,13,13,Santora J.A.,25924030000;,Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula,2013,Marine Biology,10.1007/s00227-013-2190-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878173678&doi=10.1007%2fs00227-013-2190-z&partnerID=40&md5=ba7239279c610dcf5925eedbaecb78da,"Antarctic fur seals (Arctocephalus gazella) are major secondary consumers in the Southern Ocean, placing them in potential competition with commercial fisheries and requiring research to understand their seasonal habitat use. Using the data obtained during 14 shipboard surveys sampled on a fixed grid (150 K km2) during mid- to late summer, I quantified the spatial distribution and intra-seasonal variability of fur seal sightings relative to distance to land and hydrographic boundaries. I test the hypothesis that fur seals display an increase in their at-sea abundance during mid- to late summer near the Antarctic Peninsula as they prepare to take up wintering grounds. I also test whether abundances of their potential prey, krill and myctophids, exhibit intra-seasonal variability. During midsummer, high-abundance areas are located near major breeding colonies; however, during late summer, there is an order-of-magnitude increase in fur seal abundance, coinciding with an increase in the number of high-abundance areas located in Bransfield Strait. Coincidently, abundance of Euphausia superba decreased and the myctophid Electrona antarctica increased between mid- and late-summer surveys. High-abundance areas of fur seals are not associated with the southern Antarctic Circumpolar Current front but are concentrated within 100 km from land, potentially indicating the location of haul out and important coastal habitat use areas. The dynamic increase in the number and location of high-abundance areas during late summer represents a considerable amount of mammalian predators entering the Antarctic Peninsula marine ecosystem. This information is important for understanding the seasonal impact of fur seals on regional marine food webs and their potential interaction with the autumn-winter krill fishery. © 2013 Springer-Verlag Berlin Heidelberg.",Article,Scopus,0.745451224,0,0,NA,10,15,0,10,14,NA
23,2-s2.0-65149098909,23,23,"Forcada J., Malone D., Royle J.A., Staniland I.J.",7004397268;26530626800;7005951931;6602212543;,Modelling predation by transient leopard seals for an ecosystem-based management of Southern Ocean fisheries,2009,Ecological Modelling,10.1016/j.ecolmodel.2009.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65149098909&doi=10.1016%2fj.ecolmodel.2009.03.020&partnerID=40&md5=8ef284bc47c13e7beab25ea3688649ba,"Correctly quantifying the impacts of rare apex marine predators is essential to ecosystem-based approaches to fisheries management, where harvesting must be sustainable for targeted species and their dependent predators. This requires modelling the uncertainty in such processes as predator life history, seasonal abundance and movement, size-based predation, energetic requirements, and prey vulnerability. We combined these uncertainties to evaluate the predatory impact of transient leopard seals on a community of mesopredators (seals and penguins) and their prey at South Georgia, and assess the implications for an ecosystem-based management. The mesopredators are highly dependent on Antarctic krill and icefish, which are targeted by regional fisheries. We used a state-space formulation to combine (1) a mark-recapture open-population model and individual identification data to assess seasonally variable leopard seal arrival and departure dates, numbers, and residency times; (2) a size-based bioenergetic model; and (3) a size-based prey choice model from a diet analysis. Our models indicated that prey choice and consumption reflected seasonal changes in leopard seal population size and structure, size-selective predation and prey vulnerability. A population of 104 (90-125) leopard seals, of which 64% were juveniles, consumed less than 2% of the Antarctic fur seal pup production of the area (50% of total ingested energy, IE), but ca. 12-16% of the local gentoo penguin population (20% IE). Antarctic krill (28% IE) were the only observed food of leopard seal pups and supplemented the diet of older individuals. Direct impacts on krill and fish were negligible, but the ""escapement"" due to leopard seal predation on fur seal pups and penguins could be significant for the mackerel icefish fishery at South Georgia. These results suggest that: (1) rare apex predators like leopard seals may control, and may depend on, populations of mesopredators dependent on prey species targeted by fisheries; and (2) predatory impacts and community control may vary throughout the predator's geographic range, and differ across ecosystems and management areas, depending on the seasonal abundance of the prey and the predator's dispersal movements. This understanding is important to integrate the predator needs as natural mortality of its prey in models to set prey catch limits for fisheries. Reliable estimates of the variability of these needs are essential for a precautionary interpretation in the context of an ecosystem-based management. © 2009 Elsevier B.V.",Article,Scopus,0.736209327,NA,0,NA,NA,15,0,15,24,NA
28,2-s2.0-80053976566,7,7,"LaRue M.A., Rotella J.J., Garrott R.A., Siniff D.B., Ainley D.G., Stauffer G.E., Porter C.C., Morin P.J.",36627379000;6603709395;7003834486;7003874433;7003309400;37098128500;14825587800;7202967455;,"Satellite imagery can be used to detect variation in abundance of Weddell seals (Leptonychotes weddellii) in Erebus Bay, Antarctica",2011,Polar Biology,10.1007/s00300-011-1023-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053976566&doi=10.1007%2fs00300-011-1023-0&partnerID=40&md5=a1021bfa1adcd2307360650441e8a264,"The Weddell seal population in Erebus Bay, Antarctica, represents one of the best-studied marine mammal populations in the world, providing an ideal test for the efficacy of satellite imagery to inform about seal abundance and population trends. Using high-resolution (0. 6m) satellite imagery, we compared counts from imagery to ground counts of adult Weddell seals and determined temporal trends in Erebus Bay during November 2004-2006 and 2009, and December 2007. Seals were counted from QuickBird-2 and WorldView-1 images, and these counts were compared with ground counts at overlapping locations within Erebus Bay during the same time. Counts were compared across years and within individual haul-out locations. We counted a total of 1,000 adult Weddell seals from five images across all years (for a total of 21 satellite-to-ground count comparisons), approximately 72% of the total counted on the ground at overlapping locations. We accurately detected an increase in abundance during 2004-2009. There was a strong, positive correlation (r=0. 98, df=3, P<0. 003) between ground counts and counts derived from the imagery. The correlation between counts at individual haul-out locations was also strong (r=0. 80, df=19, P>0. 001). Detection rates ranged from 30 to 88%. Overall, our results showed the utility of high-resolution imagery to provide an accurate way to detect the presence and variation in abundance of Weddell seals. Our methods may be applied to other species in polar regions, such as walruses or polar bears, particularly in areas where little is known about population status. © 2011 Springer-Verlag.",Article,Scopus,0.730877465,1,1,NA,5,15,1,5,8,NA
9,2-s2.0-13844250597,14,14,"McMahon C.R., Bester M.N., Burton H.R., Hindell M.A., Bradshaw C.J.A.",7202819359;7005684769;7103109392;7003704772;57203904987;,"Population status, trends and a re-examination of the hypotheses explaining the recent declines of the southern elephant seal Mirounga leonina",2005,Mammal Review,10.1111/j.1365-2907.2005.00055.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844250597&doi=10.1111%2fj.1365-2907.2005.00055.x&partnerID=40&md5=05c19d7d7c2d7d681a939a6f6ad0bd5c,"1. Between the 1950s and 1990s the southern elephant seal Mirounga leonina underwent large decreases in population size throughout most of its breeding range in the Southern Ocean. While current population estimates suggest a recent recovery, some breeding populations have continued to decrease in recent years (Macquarie and Marion Islands), others have either remained stable (South Georgia, Kerguelen and Heard Island) or have increased (Peninsula Valdés, Argentina). 2. Intrinsi c hypotheses for patterns of regional decline include factors that are affected by density-dependent mechanisms: (i) paucity of males, (ii) population 'overshoot' and (iii) pandemic disease. Extrinsic hypotheses include (iv) predation, (v) competition with fisheries concerns, (vi) interspecific competition, (vii) environmental change and (viii) human disturbance. Of the eight hypotheses proposed and examined here, we conclude that three can be discounted (i, v, viii), three are unlikely, but may require more testing (ii, iii, iv) and two are plausible (vi, vii). 3. The interspecific competition hypot hesis is difficult to test because it requires the simultaneous monitoring of species that overlap directly with elephant seals, many of which have not been identified or little is known. However, an analysis of the relationship between log variance and log abundance (Taylor's power law) for populations of southern and northern elephant seals suggests that interspecific competition is not a significant factor in the decline of the southern elephant seal. 4. The hypothesis that decreases in southern elephant se al populations between the 1950s and 1990s were caused by the environmental change is the easiest to test and most plausible of the hypotheses. We propose a framework by which to test this hypothesis to determine how food availability affects individual survival. © 2005 Mammal Society.",Review,Scopus,0.726245649,1,1,NA,10,15,1,10,15,NA
49,2-s2.0-85046720983,10,10,"Labadie G., Tixier P., Barbraud C., Fay R., Gasco N., Duhamel G., Guinet C.",57203329155;36700464300;35616520600;56710994000;24485375900;7102858141;7005381471;,First demographic insights on historically harvested and poorly known male sperm whale populations off the Crozet and Kerguelen Islands (Southern Ocean),2018,Marine Mammal Science,10.1111/mms.12469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046720983&doi=10.1111%2fmms.12469&partnerID=40&md5=7de4b6ebe8c420b74000622d46ce3571,"Age and sex dependent spatial segregation has resulted in limited knowledge of the ecology and demography of sperm whale adult males feeding seasonally in high latitudes. This study focused on adult males interacting with the Patagonian toothfish (Dissostichus eleginoides) fishery operating off the Kerguelen and Crozet Archipelagos. Demographic parameters were estimated using a 10-yr-long photo-identification data set paired with multistate closed robust design capture-mark-recapture models. The examination of a set of 29,078 photographs taken from fishing vessels during sperm whale depredation events resulted in identification of 295 individuals with nine visiting both study areas. Dispersal between both study regions was estimated to be 1% per year. The mean annual number of interacting sperm whales was estimated to n = 82 (95% CI 58–141) in Crozet and n = 106 (95% CI 76–174) in Kerguelen. Transient proportions were 13% in Crozet and 26% in Kerguelen. Corrected for transience, apparent survival estimates were 0.953 (95% CI 0.890–0.993) in Crozet, and 0.911 (95% CI 0.804–0.986) in Kerguelen. These survival and population size estimates are the first for depredating adult males in high latitudes, and can be used in evaluating the current conservation status of this historically harvested stock and to investigate depredation trends in 35 both Crozet and Kerguelen Islands. © 2018 Society for Marine Mammalogy",Article,Scopus,0.724488433,1,1,NA,10,15,1,10,11,NA
2,2-s2.0-0031841939,44,44,"Croll D.A., Tershy B.R.",7004594817;6603678744;,"Penguins, fur seals, and fishing: Prey requirements and potential competition in the South Shetland Islands, Antarctica",1998,Polar Biology,10.1007/s003000050261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031841939&doi=10.1007%2fs003000050261&partnerID=40&md5=3a34dec6504b352dc73f7ab66a46a8ef,"Antarctic and sub-Antarctic seabirds, marine mammals, and human fisheries concentrate their foraging efforts on a single species, Antarctic krill (Euphausia superba). Because these predators may have a significant effect on krill abundance, we estimated the energy and prey requirements of Adelie (Pygoscelis adeliae), chinstrap (Pygoscelis antarctica), and gentoo (Pygoscelis papua) penguins and female Antarctic fur seals (Arctocephalus gazella) breeding on the South Shetland Islands, Antarctica and compared these estimates with catch statistics from the Antarctic krill fishery. Published data on field metabolic rate, population size, diet, prey energy content, and metabolic efficiency were used to estimate prey requirements of these breeding, adult, land-based predators and their dependent offspring. Due to their large population size, chinstrap penguins were the most significant krill predators during the period examined, consuming an estimated 7.8 x 108 kg krill, followed by Adelie penguins (3.1 x 107 kg), gentoo penguins (1.2 x 107 kg), and Antarctic fur seals (3.6 x 106 kg). Total consumption of all land-based predators on the South Shetland Islands was estimated at 8.3 x 108 kg krill. The commercial krill fishery harvest in the South Shetland Island region (1.0 x 108 kg) was approximately 12% of this. Commercial harvest coincides seasonally and spatially with peak penguin and fur seal prey demands, and may affect prey availability to penguins and fur seals. This differs from the conclusions of Ichii et al. who asserted that the potential for competition between South Shetland predators and the commercial krill fishery is low.",Article,Scopus,0.724343624,NA,0,"Mentions population sizes sourced from other papers but indicates using a single value per species, not a trend",NA,15,,,45,NA
22,2-s2.0-6344284550,12,12,"Branch T.A., Matsuoka K., Miyashita T.",6701718865;16550048300;7201920701;,Evidence for increases in Antarctic blue whales based on Bayesian modelling,2004,Marine Mammal Science,10.1111/j.1748-7692.2004.tb01190.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344284550&doi=10.1111%2fj.1748-7692.2004.tb01190.x&partnerID=40&md5=da8f3603d810ab19a926487d062f10f1,"Antarctic blue whales (Balaenoptera musculus intermedia) are the largest and formerly most abundant blue whale subspecies, but were hunted to near extinction last century. Estimated whaling mortality was unsustainable from 1928 to 1972 (except during 1942-1944), depleting them from 239,000 (95% interval 202,000-311,000) to a low of 360 (150-840) in 1973. Obtaining statistical evidence for subsequent increases has proved difficult due to their scarcity. We fitted Bayesian models to three sighting series (1968-2001), constraining maximum rates of increase to 12% per annum. These models indicated that Antarctic blue whales are increasing at a mean rate of 7.3% per annum (1.4%-11.6%). Informative priors based on blue whale biology (4.3%, SD = 1.9%) and a Bayesian hierarchical meta-analysis of increase rates in other blue whale populations (-0.3%, SD = 11.6%), suggest plausible increase rates are lower (although the latter has wide intervals), but a meta-analysis of other mysticetes obtains similar rates of increase (6.7%, SD = 4.0%). Possible biases affecting the input abundance estimates are discussed. Although Antarctic blue whales appear to have been increasing since Soviet illegal whaling ended in 1972, they still need to be protected - their estimated 1996 population size, 1,700 (860-2,900), was just 0.7% (03%-1.3%) of the pre-exploitation level.",Article,Scopus,0.720502757,1,NA,NA,10,,,,13,1
